Iteration,PT,Duration?,Effort-,Months-,Defects-,Risks-
0,random search,0.0469474792480469,82.3977468886253,14.3889493854613,234.14561861683,0.536193029490617
0,sway,0.0529959201812744,449.298411076119,19.0430952665472,529.447016607331,1.87667560321716
0,tpe,0.0420405864715576,20.2533196098477,12.8542051970464,76.8225631672977,0.536193029490617
0,nsga-ii,0.04323410987854,10.7243232903595,10.7751422955772,21.0630380327095,0.804289544235925
0,nsga-iii,0.053997278213501,11.7462486190711,7.77693811803709,58.677305067917,0.804289544235925
0,moead,0.0509219169616699,28.104883819491,14.1503922384263,53.8805312866157,0.0
0,Random1024,0.0471310615539551,19.9814884942387,9.24921820246926,41.8628868206577,1.07238605898123
0,Random300,0.0479986667633057,58.7775884238297,13.0118940343596,205.234992485294,0.536193029490617
1,random search,0.0511581897735596,678.442911618174,22.9881560833399,7164.72047988821,0.0
1,sway,0.0560002326965332,742.360048796254,26.5592765660523,4278.42260643113,0.0
1,tpe,0.0537042617797852,112.523603085251,12.5974311123187,531.871204086542,0.0
1,nsga-ii,0.0563919544219971,22.5676506559593,7.86324795606484,44.7671725987047,0.536193029490617
1,nsga-iii,0.050154447555542,53.7405497767042,12.5632359900296,165.334481913451,0.536193029490617
1,moead,0.0469980239868164,33.4237066134225,10.8982094682046,285.675417863479,0.536193029490617
1,Random1024,0.0458977222442627,14.3291191883612,8.38028539045355,117.404184712993,1.34048257372654
1,Random300,0.0479996204376221,26.7448038144683,8.45134680273577,82.2092932056383,0.0
2,random search,0.0470118522644043,89.6644204554861,11.6771833815971,466.821449265001,2.68096514745308
2,sway,0.0529994964599609,106.156530353887,16.0739731910387,1575.26123460968,2.14477211796247
2,tpe,0.055682897567749,13.308798223868,11.4426503496981,62.1022125304478,0.536193029490617
2,nsga-ii,0.0439596176147461,17.0167015133953,7.43733271190482,29.2638943502678,0.536193029490617
2,nsga-iii,0.0510005950927734,21.3057781630979,12.9869750315183,183.665152769803,0.268096514745308
2,moead,0.0449697971343994,14.0180036612551,8.37747908146804,58.591554330758,1.07238605898123
2,Random1024,0.0463211536407471,48.5675686280417,16.2611336338481,91.7010978840991,0.0
2,Random300,0.0460004806518555,49.4165337785012,12.1197081984901,325.494279327897,0.0
3,random search,0.0449981689453125,24.6288035901538,9.70386865458086,167.173516783544,2.68096514745308
3,sway,0.054013729095459,29.0245595335536,8.58032576185541,183.750440099403,1.07238605898123
3,tpe,0.0475895404815674,86.775367687134,14.3738600693231,659.649205288185,0.268096514745308
3,nsga-ii,0.0530762672424316,63.7269682428773,18.2956438972122,351.737005885067,0.0
3,nsga-iii,0.0486886501312256,14.8900200805676,8.53320371061117,45.4573436838917,1.07238605898123
3,moead,0.0563900470733643,52.2375354221386,10.4659437060798,339.163086047057,0.536193029490617
3,Random1024,0.0465803146362305,14.8111559760007,11.5970143239927,94.9770394069267,0.268096514745308
3,Random300,0.0470011234283447,261.576753554611,16.9875300493035,944.896488582964,0.536193029490617
4,random search,0.0460448265075684,17.9957170302911,7.51326448943602,58.0774112837869,0.804289544235925
4,sway,0.0449986457824707,283.98420038808,14.0397965829504,439.372793204353,1.07238605898123
4,tpe,0.0506901741027832,127.220832989689,13.3624716123215,541.186574023561,0.536193029490617
4,nsga-ii,0.0479998588562012,58.0431276740567,16.8623790148982,258.382914553908,0.0
4,nsga-iii,0.0494906902313232,9.24694518060961,7.37190164262521,14.3835365737482,1.07238605898123
4,moead,0.0564954280853272,62.1489600328323,13.2349334625127,127.19863925526,0.0
4,Random1024,0.0451476573944092,26.1333398694238,13.5221712716695,101.926497955013,0.0
4,Random300,0.0479998588562012,97.1143377136458,15.5840213564695,46.2433917870753,0.0
5,random search,0.0510084629058838,130.310540601042,13.3902312472254,505.0187315251,1.07238605898123
5,sway,0.0449984073638916,23.1257237860482,12.9565275587654,69.0070559491993,0.536193029490617
5,tpe,0.053072452545166,123.777864050741,11.0975693424571,2234.55079855248,1.07238605898123
5,nsga-ii,0.0437946319580078,108.39117167295,12.9050723083961,263.858698631679,0.268096514745308
5,nsga-iii,0.056598424911499,68.8340339575058,13.8598538475992,482.013368967622,0.0
5,moead,0.0429861545562744,14.270662746648,8.33284539287833,20.1155416489914,0.536193029490617
5,Random1024,0.0474464893341064,24.6106431073908,9.7482320429814,54.4633987962011,0.536193029490617
5,Random300,0.0479998588562012,55.5208341132039,12.4404827632381,255.710048335099,0.0
6,random search,0.0450019836425781,17.2635532229983,9.09571570325389,23.4781237098814,1.07238605898123
6,sway,0.044999361038208,46.4763615088135,8.29220032118415,24.9491202979152,2.14477211796247
6,tpe,0.0439994335174561,96.8733184534748,15.0466053478999,144.53872225646,0.0
6,nsga-ii,0.0566022396087647,38.5957919482625,15.5058702237619,73.9344520433604,0.0
6,nsga-iii,0.0488014221191406,16.8657122966305,8.75589373195773,89.9689682334552,0.0
6,moead,0.044020414352417,7.65903577204606,9.35044199686582,93.4107568427461,0.0
6,Random1024,0.0481307506561279,6.88031503339067,9.49945132507282,62.0288224003601,0.268096514745308
6,Random300,0.0460004806518555,48.7584500511583,15.9177855841229,95.6149111900934,0.0
7,random search,0.0510013103485107,12.1248237233011,5.54938794863314,72.9277363629138,2.68096514745308
7,sway,0.0549995899200439,501.727090486626,24.6791509366719,7155.33482857274,0.536193029490617
7,tpe,0.0440104007720947,39.8757206765177,11.2794881515437,102.687899092301,0.804289544235925
7,nsga-ii,0.053030252456665,34.1528208875225,14.9165151291543,45.3908323211589,0.0
7,nsga-iii,0.0559432506561279,30.6873520673031,8.56558780068204,167.221536994542,0.804289544235925
7,moead,0.0419993400573731,26.2549325163301,10.0889586474412,53.6157355375448,0.268096514745308
7,Random1024,0.0476686954498291,27.9970958137314,8.42203797735742,90.0585825728379,0.268096514745308
7,Random300,0.0449988842010498,412.710008787646,19.3407971039557,1290.60322115652,0.0
8,random search,0.0462465286254883,39.0084968868841,11.1877858920311,187.166850662799,0.804289544235925
8,sway,0.0538475513458252,218.373856769681,19.2557482969416,6348.79872640174,0.536193029490617
8,tpe,0.0504937171936035,16.2249098191306,8.82098686619927,26.4114964976146,0.804289544235925
8,nsga-ii,0.0468761920928955,25.2258323937935,9.66292991496222,79.3720952317228,0.536193029490617
8,nsga-iii,0.0527505874633789,87.3618508897128,10.0131045659905,222.880773676586,0.0
8,moead,0.0490612983703613,24.4473054670686,13.2250096097698,26.260166442337,0.0
8,Random1024,0.0460107326507568,75.0046117515908,13.7995062732039,313.093867964938,0.0
8,Random300,0.0460004806518555,81.9418174709729,14.5102305369948,125.636425685835,0.0
9,random search,0.0470433235168457,193.449281554319,19.2554092217418,2024.98817329029,1.07238605898123
9,sway,0.049837589263916,408.852248079381,23.1288593957167,1046.37140663602,0.0
9,tpe,0.0449569225311279,10.390852510034,10.4457722725443,15.8565975547962,0.536193029490617
9,nsga-ii,0.0472903251647949,71.6773595065669,10.9779015310836,64.3810093751061,0.0
