ds,pt,m,rank,q0,q1,q2,q3,q4
china,default,SD+,1,0.318258183202028,0.408921457453332,0.428890477082273,0.461143498036527,0.540255200339052
china,random60,SD+,1,0.315318259909317,0.388107862231793,0.432850356231052,0.472687082698401,0.55649913402183
china,random150,SD+,1,0.356940875955123,0.384200381324709,0.438508000718258,0.469898548513287,0.522618620123255
china,random300,SDAR-,1,3046.21759296626,3992.49238204255,4207.75708966505,4646.1388357609,5820.46069456865
china,random150,SDAR-,1,3023.24364483655,3822.89898924522,4237.05365681016,4861.01093518742,5400.26373621872
china,default,SDAR-,1,3046.10018053222,3816.52009214577,4269.49374985504,4674.41438323403,5535.98945429779
china,random60,SDAR-,2,3149.14865272091,3710.63362081769,4352.13195267771,4918.96974955067,6031.42699045118
china,nsga-ii,SDAR-,2,3462.37931403409,4001.6179810328,4400.68352570382,4962.80825315128,6295.65741072416
china,sway,SDAR-,2,3065.37279867695,3965.82012127215,4418.30048459923,4814.08428352192,6188.06025603285
china,moead,SDAR-,2,3138.62258846231,3851.88423312743,4464.87274560233,4785.8782659893,5896.01131852924
china,tpe,SDAR-,2,3454.34902334329,3915.07206162372,4495.14438138136,4946.06014100644,6318.54528402476
china,nsga-iii,SDAR-,2,3392.28357373256,3886.78743739636,4558.282021733,4940.163514908,6385.25008169407
desharnais,random60,Delta+,4,0.139119560656509,0.199388703406728,0.252875039301182,0.319991395813152,0.506695267501752
desharnais,sway,Delta+,3,0.113566370936575,0.185683815396598,0.260901160598614,0.331146923274821,0.522985206490732
desharnais,random150,Delta+,3,0.131718635085892,0.224934821628762,0.272673061659752,0.343423971762731,0.543872500939082
desharnais,moead,Delta+,3,0.147030303716601,0.24067289537308,0.288924947733954,0.39855458931809,0.524807947690419
desharnais,tpe,Delta+,3,0.0904280552234213,0.21993078744346,0.322159267914665,0.34844989624443,0.541778472550089
desharnais,nsga-ii,Delta+,2,0.114605747989899,0.22049180447499,0.323653492711329,0.406186872144169,0.468917807082017
desharnais,nsga-iii,Delta+,2,0.115647291426662,0.254587681227226,0.324770416130756,0.402290432197803,0.514874767910577
desharnais,random300,Delta+,2,0.0967434068019204,0.234305155307212,0.334893614042844,0.417713219393897,0.540231662909396
desharnais,default,Delta+,1,0.231212815113332,0.365831434683937,0.421176081524281,0.482432874065406,0.559924530644552
desharnais,default,MAR-,1,1692.65884615385,2084.79807692308,2226.19961538461,2555.30115384615,3117.62846153846
desharnais,random300,MAR-,2,1960.24562226486,2335.66448601825,2575.49822126176,2921.55260180996,3406.09041580041
desharnais,random150,MAR-,2,1907.68305480418,2655.71351116625,2740.48373486609,3014.48724568292,3482.83246153846
desharnais,nsga-ii,MAR-,2,1913.79907399979,2369.93418388176,2772.16175738804,2916.9009552539,3478.52076923077
desharnais,tpe,MAR-,2,1916.01044272751,2564.13641066909,2782.06523076923,2944.61447963801,3459.71885369532
desharnais,nsga-iii,MAR-,2,1902.08627425859,2309.15346125898,2807.41615384615,2970.01001939237,3424.0328959276
desharnais,moead,MAR-,3,1976.57398504273,2282.98788696787,2863.60342361864,3251.36224233283,3514.42488687783
desharnais,random60,MAR-,3,2034.04865804893,2706.55464865069,2940.36752136752,3185.83734475787,3597.89147127382
desharnais,sway,MAR-,3,1732.7084265873,2786.5651142258,2947.56116398814,3218.97938308585,3620.80107901149
desharnais,default,MdMRE-,1,0.268820908006466,0.371329800591672,0.430923920084264,0.521875260586048,0.628048225390245
desharnais,nsga-ii,MdMRE-,2,0.316874661127396,0.424707871165021,0.507098390826919,0.552144066178685,0.779437310781786
desharnais,random300,MdMRE-,2,0.303485839492735,0.407204799033991,0.513822697566306,0.575785587835015,0.650190312690313
desharnais,nsga-iii,MdMRE-,3,0.274905002873084,0.403026345635108,0.515986753111277,0.585285725793386,0.65218605869977
desharnais,moead,MdMRE-,3,0.274351184976185,0.433230612022246,0.522238287103464,0.561159260660993,0.847142989515176
desharnais,tpe,MdMRE-,4,0.287879440788219,0.418711419626175,0.540538730497959,0.606569113201209,0.866802737539329
desharnais,random150,MdMRE-,4,0.289496934254704,0.457988544673222,0.550012575928581,0.608042266349707,0.790258798613555
desharnais,random60,MdMRE-,4,0.345633812621247,0.44201382097504,0.556547307148917,0.596952821924665,0.858922986149634
desharnais,sway,MdMRE-,4,0.270519707610967,0.466342370101938,0.583315151718582,0.597767666714062,0.869464034623647
desharnais,default,MMRE-,1,0.405272263367715,0.577437326315237,0.771042185995718,0.843997825560448,1.28868079732342
desharnais,nsga-ii,MMRE-,2,0.537435387881655,0.751064553653913,0.90009289576584,1.26843015656671,1.70124853122263
desharnais,moead,MMRE-,2,0.39940391275391,0.726968522975216,0.918494109726531,1.33322259318138,1.76300714263722
desharnais,random300,MMRE-,3,0.448308465089434,0.745639275677778,0.943481097621511,1.13974553929758,1.53937135357714
desharnais,nsga-iii,MMRE-,4,0.44473602191329,0.730973306830579,0.983100980156905,1.25105879521835,1.6287466205578
desharnais,tpe,MMRE-,4,0.563024886088018,0.741068204457136,0.988977389976368,1.37787981617083,1.70821139494926
desharnais,random150,MMRE-,4,0.433846637998889,0.807125733585738,1.07775825353598,1.3479255621296,1.6735006212415
desharnais,random60,MMRE-,4,0.601876064010001,0.887152506513731,1.0888156058967,1.37047516272013,1.84694121070379
desharnais,sway,MMRE-,4,0.408998871615648,0.873842820482206,1.10693348579591,1.43061670454913,1.86997913167715
desharnais,tpe,Pred25+,3,0.08,0.153846153846154,0.230769230769231,0.307692307692308,0.5
desharnais,random60,Pred25+,3,0.12,0.153846153846154,0.24,0.307692307692308,0.384615384615385
desharnais,random300,Pred25+,3,0.12,0.192307692307692,0.24,0.307692307692308,0.44
desharnais,sway,Pred25+,3,0.08,0.153846153846154,0.24,0.346153846153846,0.48
desharnais,nsga-ii,Pred25+,3,0.115384615384615,0.16,0.24,0.32,0.384615384615385
desharnais,moead,Pred25+,3,0.12,0.192307692307692,0.24,0.28,0.461538461538462
desharnais,random150,Pred25+,3,0.12,0.2,0.269230769230769,0.307692307692308,0.461538461538462
desharnais,nsga-iii,Pred25+,2,0.08,0.153846153846154,0.269230769230769,0.32,0.423076923076923
desharnais,default,Pred25+,1,0.153846153846154,0.269230769230769,0.307692307692308,0.36,0.5
desharnais,random60,Pred40+,4,0.2,0.28,0.32,0.423076923076923,0.538461538461538
desharnais,sway,Pred40+,4,0.230769230769231,0.28,0.346153846153846,0.423076923076923,0.68
desharnais,random150,Pred40+,4,0.2,0.307692307692308,0.36,0.461538461538462,0.576923076923077
desharnais,tpe,Pred40+,3,0.230769230769231,0.28,0.384615384615385,0.461538461538462,0.576923076923077
desharnais,nsga-iii,Pred40+,3,0.2,0.307692307692308,0.384615384615385,0.48,0.615384615384615
desharnais,moead,Pred40+,3,0.2,0.346153846153846,0.384615384615385,0.461538461538462,0.576923076923077
desharnais,random300,Pred40+,3,0.24,0.32,0.423076923076923,0.48,0.576923076923077
desharnais,nsga-ii,Pred40+,2,0.230769230769231,0.346153846153846,0.423076923076923,0.48,0.615384615384615
desharnais,default,Pred40+,1,0.269230769230769,0.4,0.461538461538462,0.538461538461538,0.615384615384615
desharnais,random60,SA+,4,0.120809109869911,0.214194796134128,0.269887900999014,0.309785237921478,0.431182557455584
desharnais,moead,SA+,4,0.135415251387032,0.242280290224974,0.288728874165335,0.381711279141292,0.435635110210686
desharnais,sway,SA+,4,0.0921517118120631,0.210640053878762,0.28955260086233,0.327516120240054,0.559497871559768
desharnais,tpe,SA+,3,0.0729692169697598,0.215003321082186,0.312526329668311,0.379052293995089,0.482508798422779
desharnais,nsga-ii,SA+,3,0.0928596339612273,0.269941395837306,0.315044436167452,0.408151019967447,0.475767922250588
desharnais,random150,SA+,3,0.107164783337104,0.203930122607867,0.316256196826638,0.377481907042456,0.481016632399904
desharnais,nsga-iii,SA+,3,0.0936449881477033,0.266998347450753,0.321180792048513,0.441372704815848,0.505631168140198
desharnais,random300,SA+,2,0.0845135412668575,0.278369294991885,0.368266680927219,0.410363192330176,0.501651659550112
desharnais,default,SA+,1,0.296127331769904,0.351398290162598,0.420177223065066,0.464768004711245,0.534026387870128
desharnais,moead,SD+,3,0.232871778710426,0.296444163786934,0.345074494348466,0.413148025421597,0.567803436160267
desharnais,random60,SD+,3,0.167632366281245,0.278179244379752,0.352897134454846,0.413977251023958,0.511672904600238
desharnais,sway,SD+,3,0.2303150364059,0.276994685482115,0.357980587704491,0.460069856245187,0.563472927921157
desharnais,random150,SD+,2,0.169587456764496,0.32797740648828,0.407712742224505,0.436043103995788,0.504723664300429
desharnais,nsga-ii,SD+,2,0.0814961691786937,0.303330810815115,0.409913422372095,0.447710614615372,0.568659137363229
desharnais,nsga-iii,SD+,2,0.198549093418066,0.32792188515715,0.410307120060889,0.465118489173282,0.566766909203854
desharnais,random300,SD+,2,0.209299023390639,0.309487295924358,0.425519313886765,0.457426690625063,0.517673945716193
desharnais,tpe,SD+,1,0.223895337532024,0.315937707036627,0.432531175884978,0.464137110760297,0.533681383938976
desharnais,default,SD+,1,0.229249990665895,0.395068518216749,0.441591656551251,0.501314043332056,0.547514218219349
desharnais,default,SdAR-,1,1568.82997798292,1871.71153084854,2136.39472066549,2894.24203630815,3203.89055561579
desharnais,random300,SdAR-,2,1532.12637386564,1848.96975782165,2210.36177280431,3096.01571984245,3832.61041189103
desharnais,nsga-ii,SdAR-,2,1331.86603086928,1816.40600906746,2337.13498503652,3415.11481336603,4190.147957724
desharnais,tpe,SdAR-,2,1365.12840061706,1943.41184485722,2349.94183149641,2884.4229609233,3891.45833861295
desharnais,moead,SdAR-,2,1568.1010375361,1882.45396627039,2370.11560755224,3633.65657640665,3962.83700955718
desharnais,nsga-iii,SdAR-,2,1330.86672743614,1918.19088526461,2409.2879030971,2937.94230341609,3895.12848653373
desharnais,sway,SdAR-,2,1332.78768732415,1869.3066142238,2437.75115654456,3547.1329822435,4013.79810662543
desharnais,random60,SdAR-,2,1465.80146395046,1937.89337559196,2471.62836958553,3564.95375487502,4074.83996587094
desharnais,random150,SdAR-,2,1317.53362028301,1911.86326582793,2492.60130150818,2996.46815581183,3867.04292731117
flight,nsga-iii,Defects-,1,12.2902705448289,79.3999574633633,119.926795796128,254.139642937588,487.17712779554
flight,Random1024,Defects-,1,13.5669392330768,38.3042894442607,155.713814330991,507.696987781465,1306.57663863939
flight,moead,Defects-,1,10.0325236291641,79.2286566773601,174.570652761162,307.452785869745,740.273871548211
flight,nsga-ii,Defects-,2,30.7864559800695,95.7199531599959,195.632231075081,298.32386725796,1088.77207262057
flight,tpe,Defects-,3,5.37256065925887,158.928409590521,205.45319690916,503.140840414916,1127.99655981002
flight,Random300,Defects-,3,29.5532560242786,60.1255519047085,224.432891301371,514.52470182768,1445.40224289935
flight,random,Defects-,4,20.8458619975623,165.304750771048,429.207946356259,1606.27848507053,2158.17917669301
flight,sway,Defects-,5,117.458587743576,280.615465383761,1001.22836596807,1875.13394321789,4675.33618573324
flight,nsga-iii,Effort-,1,11.2301829324187,22.9410138598484,28.8297956733445,74.5382661224514,117.447326650696
