Iteration,PT,Duration?,Effort-,Months-,Defects-,Risks-
0,random search,0.0476644039154053,118.280427023121,21.4421082091479,507.2787242706,0.268096514745308
0,sway,0.0516455173492432,58.5750491078428,13.1005234029775,294.339169521486,2.14477211796247
0,tpe,0.0449984073638916,30.591383624031,10.4085477533179,38.483132265844,0.536193029490617
0,nsga-ii,0.0542645454406738,73.3403176930719,11.5455057415422,312.940234699535,0.536193029490617
0,nsga-iii,0.0439999103546143,45.2862576177597,9.36133295579203,47.5831129767762,0.536193029490617
0,moead,0.0530011653900147,46.7331693328846,9.78032606097059,160.045464802838,0.536193029490617
0,Random1024,0.0459263324737549,19.5509828490209,9.2612170931893,67.8350820217514,0.536193029490617
0,Random300,0.0469999313354492,129.402914028271,13.7526228244049,1195.30710160733,0.804289544235925
1,random search,0.04599928855896,81.1029371868982,13.915505839102,1037.06033417946,1.34048257372654
1,sway,0.0549998283386231,194.208807710016,25.1281114136003,455.968898642653,0.536193029490617
1,tpe,0.0529577732086182,22.3989042400918,9.40495604972289,110.598858600707,1.34048257372654
1,nsga-ii,0.054412841796875,32.2998009753371,8.52829963032466,70.8752421651396,0.536193029490617
1,nsga-iii,0.0455870628356934,179.390648930387,14.0443069122308,357.008438411114,0.0
1,moead,0.0503144264221191,20.4209029142858,9.35551067619758,92.3409116535139,0.0
1,Random1024,0.0480132102966309,27.3160516478599,8.58955266455763,116.845585895548,0.536193029490617
1,Random300,0.047999382019043,18.7941463186059,12.3453277959781,38.2668632839333,0.0
2,random search,0.0550580024719238,12.9898407865048,6.81430098231336,78.746399353597,1.07238605898123
2,sway,0.0549991130828857,308.386509218404,18.196433683294,1275.32229039015,1.60857908847185
2,tpe,0.0570027828216553,65.0353406453565,18.2873421826123,201.314066159653,0.0
2,nsga-ii,0.047234058380127,55.4765395555941,16.3229135573344,43.4513582493657,0.268096514745308
2,nsga-iii,0.0461609363555908,73.6228529284695,11.2268131160213,518.067857907882,0.536193029490617
2,moead,0.0570163726806641,12.2493732790289,7.73958111519817,18.7710983211964,0.536193029490617
2,Random1024,0.0480010509490967,41.6425347215826,14.9409134276898,137.679062928136,0.0
2,Random300,0.0554449558258057,50.7175683822051,15.766365061444,203.017411708402,0.0
3,random search,0.046231746673584,72.1592487657866,18.2859644978414,238.237171753126,0.804289544235925
3,sway,0.0550174713134766,90.2760647274427,14.6550421758325,732.008983882521,1.07238605898123
3,tpe,0.0489914417266846,33.6614332896197,14.8427922639845,338.254709501592,0.0
3,nsga-ii,0.0416450500488281,208.206090514638,15.4312109628218,1216.59328430822,0.536193029490617
3,nsga-iii,0.0509991645812988,58.9380784151458,12.741311992572,51.4460063238552,0.0
3,moead,0.048973560333252,17.1316544573155,11.5524893095956,94.3968794935928,0.536193029490617
3,Random1024,0.0480556488037109,78.1387833349556,11.8046804630559,453.779608015261,0.536193029490617
3,Random300,0.0470004081726074,137.141848263712,13.4120149944613,158.539191662312,0.536193029490617
4,random search,0.04683518409729,155.644080528257,17.0628617371285,250.994869819365,0.268096514745308
4,sway,0.0490005016326904,213.903926573091,19.4850475702332,1984.9735692317,1.60857908847185
4,tpe,0.0509638786315918,87.9606875125821,19.1720815815078,182.146972464056,0.0
4,nsga-ii,0.0509982109069824,80.5849075571214,19.345274451113,174.456995448341,0.0
4,nsga-iii,0.0439996719360352,39.1964236997988,9.60510126772012,2220.57440832722,1.34048257372654
4,moead,0.0432755947113037,94.5361668342887,19.860135396011,109.813258374743,0.0
4,Random1024,0.0449974536895752,48.4672421154357,11.8686334745844,94.6884401181549,0.536193029490617
4,Random300,0.0480003356933594,184.115932039645,17.9245335356736,1363.95752598654,0.0
5,random search,0.0530011653900147,141.369648123939,13.8048380295719,889.629237532556,0.0
5,sway,0.0510001182556152,170.84098868473,18.2673583550927,587.950214914775,1.34048257372654
5,tpe,0.0495312213897705,30.920935706221,10.5976461180067,203.579640704577,0.536193029490617
5,nsga-ii,0.0539999008178711,32.4581304625562,10.4939339441373,201.811723265168,0.536193029490617
5,nsga-iii,0.0458071231842041,11.6037002802733,7.87889833672567,24.9451248195448,0.0
5,moead,0.0499954223632813,86.6819395198691,14.4027752535774,583.741936086768,0.0
5,Random1024,0.0458288192749023,26.0013324458056,9.96387400069876,116.338145974466,0.0
5,Random300,0.0479991436004639,276.948917507019,17.0032704058335,92.351220257663,0.536193029490617
6,random search,0.0470378398895264,153.932178019423,22.794864751868,847.346927115929,1.34048257372654
6,sway,0.0479967594146729,249.473482202143,19.0277672944134,877.996907234691,0.804289544235925
6,tpe,0.0469412803649902,79.8799555001117,14.5152927023317,140.875805843444,0.536193029490617
6,nsga-ii,0.0538465976715088,34.2577007193678,10.8040095774523,36.8630605152065,0.268096514745308
6,nsga-iii,0.0490295886993408,63.2458036512781,13.1021422585117,292.979568495455,0.804289544235925
6,moead,0.0480003356933594,13.8416180392028,6.60363959954148,8.74547467624901,0.268096514745308
6,Random1024,0.0471808910369873,15.2145169710845,8.43953179548647,52.5277691865366,0.804289544235925
6,Random300,0.0469989776611328,66.6956348389309,13.4358714493639,308.121414590332,0.0
7,random search,0.0419988632202148,131.583483180083,13.0254570043706,187.869898513663,0.0
7,sway,0.0519986152648926,53.6344072936197,10.231611836078,45.3940937273558,2.94906166219839
7,tpe,0.0520000457763672,115.901191162562,12.6892440730899,198.82151115824,0.0
7,nsga-ii,0.0465185642242432,46.783766403903,16.0367649732743,108.496486304845,0.0
7,nsga-iii,0.041306734085083,26.5007276394622,13.8965959462966,86.502949603913,0.0
