Iteration,PT,HV+,GD-,DCI+,UNFR+
0,random search,9645204027.800957,0.12234055625054122,0.27999999999999997,0.0
0,sway,6192493838.68425,0.1974334235485962,0.0,0.0
0,tpe,12226580415.787031,0.04429060599142526,0.6000000000000001,0.019230769230769232
0,nsga-ii,12285522030.477371,0.06071142545571117,0.96,0.038461538461538464
0,nsga-iii,12084039447.367811,0.10657902363457984,0.8800000000000001,0.057692307692307696
0,moead,12060701023.891876,0.03515276573351495,0.96,0.038461538461538464
1,random search,41826286645.52324,0.16068475124935874,0.2571428571428571,0.0
1,sway,34976557013.47796,0.3774896627432522,0.14285714285714285,0.0
1,tpe,48241239508.24061,0.018612888203453363,0.657142857142857,0.02127659574468085
1,nsga-ii,51306128970.52437,0.03572166285722524,0.7999999999999999,0.0
1,nsga-iii,51136666152.04101,0.009510540842258495,0.9142857142857141,0.02127659574468085
1,moead,55356113787.68407,0.01616612541811777,0.9428571428571427,0.0851063829787234
2,random search,13011429137.593552,0.19303242216216815,0.3818181818181818,0.01818181818181818
2,sway,10273905826.642601,0.08766575235355423,0.036363636363636376,0.0
2,tpe,18474866300.534004,0.04859124590487292,0.709090909090909,0.01818181818181818
2,nsga-ii,18160582892.2778,0.1285241567222964,0.6909090909090908,0.05454545454545454
2,nsga-iii,18075435617.96257,0.043740374957674494,0.709090909090909,0.03636363636363636
2,moead,20792968204.915684,0.025573009058501343,0.890909090909091,0.12727272727272726
3,random search,33407227948.165237,0.0702299264268192,0.7,0.0
3,sway,16955948007.379951,0.17531955156591647,0.0,0.0
3,tpe,37921798902.11413,0.021164774304031554,0.8749999999999999,0.03773584905660377
3,nsga-ii,42860798396.26023,0.011342941504643067,0.95,0.1320754716981132
3,nsga-iii,40170738258.95664,0.02579218035888545,0.875,0.03773584905660377
3,moead,43504408226.451805,0.03869113448027066,0.9249999999999999,0.09433962264150944
4,random search,21182085849.78528,0.0763131916897432,0.24,0.0
4,sway,20032578989.23063,0.22785298523715763,0.27999999999999997,0.0
4,tpe,24162774155.146378,0.01980945970708525,0.8799999999999999,0.019230769230769232
4,nsga-ii,24191541112.706646,0.05853287522983972,0.72,0.057692307692307696
4,nsga-iii,31736223219.277004,0.0385653100553898,0.28,0.019230769230769232
4,moead,31410502506.84605,0.05847094925298916,0.44000000000000006,0.019230769230769232
5,random search,1066228911.0064077,0.17388783174085914,0.08888888888888886,0.0
5,sway,781636696.3014227,0.23410054185058185,0.08888888888888889,0.0
5,tpe,1479547459.788062,0.029040683873303847,0.7111111111111111,0.0
5,nsga-ii,1555134437.71213,0.0070241657949404145,0.7999999999999998,0.045454545454545456
5,nsga-iii,1652698790.5142019,0.1149794152705591,0.5111111111111111,0.0
5,moead,1687407798.0129802,0.0390288414877027,0.7999999999999999,0.09090909090909091
6,random search,1715837096.9228551,0.22758302313399947,0.07499999999999998,0.0
6,sway,1309703723.267535,0.2554603377273715,0.024999999999999994,0.0
6,tpe,2786555707.5214496,0.0833712787614017,0.525,0.0
6,nsga-ii,2658365924.797311,0.052513654577521364,0.6999999999999998,0.041666666666666664
6,nsga-iii,3194694364.1201005,0.07676078149704947,0.4,0.020833333333333332
6,moead,3129935395.804249,0.030365581228459757,0.825,0.08333333333333333
7,random search,2494533065.6162,0.1355369233182717,0.0,0.0
7,sway,3385201856.17088,0.2842491643768588,0.16000000000000003,0.0
7,tpe,4977999634.684139,0.10288606202532669,0.8400000000000001,0.0
7,nsga-ii,5201022611.842897,0.08607100895272436,0.9199999999999999,0.037037037037037035
7,nsga-iii,4656133728.39939,0.07197402265187627,0.8799999999999999,0.018518518518518517
7,moead,4799230166.396509,0.024710945672603974,0.96,0.05555555555555555
8,random search,1776915618.2742648,0.20995682590109066,0.3777777777777778,0.0
8,sway,1096041016.6939006,0.3221208814701503,0.04444444444444446,0.0
8,tpe,1997848338.5652356,0.06292186842987346,0.5777777777777776,0.0
8,nsga-ii,2058881325.1727366,0.050919362004969375,0.8888888888888887,0.06666666666666667
8,nsga-iii,2200647521.0782757,0.027027521009226053,0.8888888888888887,0.022222222222222223
8,moead,2268567641.8148794,0.03213763855887596,0.6888888888888889,0.08888888888888889
9,random search,34638555512.8192,0.05915661636264528,0.39999999999999997,0.0
9,sway,27295931031.90251,0.18025784208403633,0.39999999999999997,0.0
9,tpe,38394456515.400215,0.05682606013293798,0.8999999999999999,0.023255813953488372
9,nsga-ii,37031270460.49869,0.038514352890287845,0.95,0.06976744186046512
9,nsga-iii,38655647684.04189,0.03197478459582816,0.9,0.046511627906976744
9,moead,39891814352.58906,0.05275326682423755,1.0,0.046511627906976744
10,random search,10425960551.522085,0.22959587012518562,0.5249999999999999,0.0
10,sway,10171028157.250568,0.26204324505736953,0.44999999999999996,0.0
10,tpe,12684030273.376047,0.11034110809490791,0.65,0.021739130434782608
10,nsga-ii,12967593509.861841,0.06317829117925748,0.8999999999999999,0.021739130434782608
10,nsga-iii,12004735553.912327,0.021781918093191435,0.825,0.0
10,moead,13791642110.416342,0.0,0.925,0.10869565217391304
11,random search,10556026833.079325,0.1984420847006338,0.36,0.0
11,sway,7531442715.777496,0.17804378352142838,0.23999999999999996,0.0
11,tpe,12057790758.162725,0.049456741961138126,0.8799999999999999,0.0
11,nsga-ii,14894196718.61303,0.16578930750364637,0.48,0.02564102564102564
11,nsga-iii,13514077590.647835,0.06738514290401149,0.52,0.02564102564102564
11,moead,13145025719.355532,0.05224443606586,0.6400000000000001,0.02564102564102564
12,random search,455502570.94075525,0.21039470814003294,0.0,0.0
12,sway,547948278.9891241,0.5464392199910048,0.0,0.0
12,tpe,1257403702.1088731,0.08689044974802619,0.9,0.02127659574468085
12,nsga-ii,1257096401.3963807,0.11100288939695116,0.8,0.02127659574468085
12,nsga-iii,1395606447.7122808,0.06401484936675356,0.8999999999999999,0.0425531914893617
12,moead,1347015801.8235693,0.058546888596722656,0.9,0.06382978723404255
13,random search,17828975911.455997,0.09219392126116834,0.4,0.0
13,sway,14471442778.464577,0.4028339689401319,0.32499999999999996,0.0
13,tpe,19991635559.533348,0.06388187801760052,0.7749999999999999,0.023255813953488372
13,nsga-ii,21043444685.704742,0.04555421571318781,0.625,0.023255813953488372
13,nsga-iii,21854994462.23282,0.061956530678268076,0.7999999999999999,0.046511627906976744
13,moead,22549944123.710476,0.00538128709362257,0.9,0.16279069767441862
14,random search,13479990406.697481,0.12938246497251357,0.3999999999999999,0.014705882352941176
14,sway,7021082918.350759,0.18310512616466004,0.0,0.0
14,tpe,18046609240.12803,0.04368246953108074,0.8999999999999999,0.029411764705882353
14,nsga-ii,18375893545.32585,0.029504579338871562,0.75,0.014705882352941176
14,nsga-iii,15960599175.277355,0.020419224363943257,0.6,0.014705882352941176
14,moead,19545135230.805416,0.040515647140923164,0.825,0.10294117647058823
15,random search,1448213674.6479542,0.04626828122833236,0.15555555555555553,0.0
15,sway,1261707884.447771,0.15123054790394436,0.022222222222222216,0.0
15,tpe,2319102937.9233575,0.039305015016569016,0.711111111111111,0.057692307692307696
15,nsga-ii,2293743235.0732656,0.06743484555735868,0.5111111111111111,0.019230769230769232
15,nsga-iii,2121534056.2509105,0.045100134675719494,0.5555555555555556,0.0
15,moead,2298236415.7882085,0.1258981159631402,0.8222222222222221,0.1346153846153846
16,random search,13165040094.83958,0.16258070273209016,0.14285714285714285,0.0
16,sway,12699722514.839918,0.2234462769615984,0.08571428571428569,0.0
16,tpe,17227940104.939747,0.06010244599903922,0.6857142857142856,0.09090909090909091
16,nsga-ii,16368546512.871595,0.025740811887164157,0.7714285714285714,0.022727272727272728
16,nsga-iii,16852232855.03451,0.02987592543731905,0.6,0.045454545454545456
16,moead,18220989720.49159,0.012776165708337648,0.8285714285714285,0.09090909090909091
17,random search,1141442150.629531,0.10880494130262992,0.1777777777777778,0.0
17,sway,676405622.3297436,0.2596889356801571,0.0,0.0
17,tpe,1855659836.970292,0.12126950445227848,0.4444444444444444,0.0
17,nsga-ii,1557774297.6335077,0.08486016270759833,0.4888888888888888,0.0
17,nsga-iii,1792160772.6074247,0.0642615662372151,0.7999999999999998,0.03636363636363636
17,moead,2102469725.7130036,0.14393652093858925,0.7111111111111111,0.07272727272727272
18,random search,120319245.88148588,0.21880776103834015,0.17777777777777776,0.0
18,sway,108511398.7500217,0.07811901570199735,0.3333333333333333,0.022222222222222223
18,tpe,104808251.23484902,0.08923415743989901,0.24444444444444446,0.0
18,nsga-ii,123182673.23982945,0.08039447704738883,0.48888888888888893,0.022222222222222223
18,nsga-iii,154915783.0261641,0.0472841197741339,0.5777777777777777,0.044444444444444446
18,moead,167377503.2664473,0.010481356955116206,0.7999999999999999,0.08888888888888889
19,random search,3524245701.5921154,0.14815012120682852,0.5636363636363636,0.0
19,sway,1160656981.2008147,0.26643493523238415,0.0,0.0
19,tpe,4820017303.661693,0.0592087709968986,0.6363636363636364,0.017241379310344827
19,nsga-ii,5023440516.027247,0.03468742911570658,0.7818181818181816,0.034482758620689655
19,nsga-iii,4733030470.568138,0.0634479570892371,0.8,0.06896551724137931
19,moead,5061123304.794611,0.02243068573227111,0.8181818181818182,0.08620689655172414
