Iteration,PT,Effort-,Months-,Defects-,Risks-
0,random search,340.707695183916,31.7091912832099,2608.25623312074,0.536193029490617
0,random search,1704.10843006727,35.2404789807729,7016.03040056798,0
0,random search,471.68758578784,25.3512733508859,1301.27406096477,0.804289544235925
0,random search,303.228393710483,21.5369892397035,625.635048549011,1.07238605898123
0,random search,84.428509585178,14.1242562881613,233.162099424285,1.60857908847185
0,random search,1614.83811744838,28.601585556769,8984.89622137654,0.536193029490617
0,random search,1559.63116949686,35.3817539540533,14059.8172088756,0
0,random search,755.53617903229,27.0150829218228,962.912897434943,0.804289544235925
0,random search,162.546831118866,12.1535927718094,650.50540348584,1.60857908847185
0,random search,49.2726140519456,16.6828302647821,142.005555474625,1.60857908847185
0,random search,413.293561369183,18.5657428805785,1284.55875943054,1.07238605898123
0,random search,25.2748084720055,7.01525594984964,123.529472556834,6.16621983914209
0,sway,632.970953802926,22.4578811570921,4251.86368772866,2.14477211796247
0,sway,1385.80627842629,23.8611407361719,3042.82907776104,2.14477211796247
0,sway,2416.03700668807,54.4506722292085,2629.58468070478,0
0,sway,277.109065976968,17.3485067936264,4586.3961604083,2.41286863270777
0,sway,413.660142823357,24.0159839111338,1475.28390938752,0.536193029490617
0,sway,363.938197988861,31.3667847046574,4078.26440172399,2.68096514745308
0,sway,410.831586135502,31.5709802738547,3638.57367620824,1.34048257372654
0,tpe,6.43132135675602,8.98462724278491,32.0766376367282,0.804289544235925
0,tpe,58.6543447838665,12.5395920305402,324.348247281819,0.536193029490617
0,tpe,284.762202920616,20.7593519075222,275.106994964829,0
0,tpe,75.2068310811144,14.1636771556679,199.580978303294,0.536193029490617
0,tpe,30.006346741083,14.2842351696859,303.51466535707,0
0,tpe,51.3883645648357,8.72560650140899,194.303493851262,5.09383378016086
0,nsga-ii,70.2051512085927,18.1159577824256,106.093089177399,1.07238605898123
0,nsga-ii,70.2653761326279,13.6381409509325,80.8991470538549,0.268096514745308
0,nsga-ii,77.2935309482797,9.8272251870602,45.8930034912881,2.68096514745308
0,nsga-ii,49.4868126675284,8.45823716938085,430.196262227411,8.04289544235925
0,nsga-ii,87.2039777517262,12.3522162050772,81.8366318427772,1.60857908847185
0,nsga-ii,92.5475990932445,14.7977182004087,227.403027616345,0
0,nsga-ii,60.4858681725346,10.6021170071465,88.116249719018,3.75335120643432
0,nsga-ii,11.3827687260288,10.6023970698944,164.582913683076,0.268096514745308
0,nsga-ii,40.9895819877137,8.16136064548383,604.751685088658,5.09383378016086
0,nsga-ii,29.8153442162939,8.58948623573924,156.698205964254,1.34048257372654
0,nsga-iii,510.588837563429,24.2031067313293,1197.51965634795,0
0,nsga-iii,161.469290181351,23.0911406967318,205.67279751768,0.804289544235925
0,nsga-iii,1204.90430411315,45.2914015764217,1113.5027932392,0
0,nsga-iii,12.8194667045386,6.59410333818684,48.4026060487282,3.2171581769437
0,nsga-iii,221.970577029489,19.2977880311002,627.83797680812,1.87667560321716
