Iteration,PT,Effort-,Months-,Defects-,Risks-
0,random search,61.2406715276603,8.73134600705902,1129.15512877596,2.68096514745308
0,random search,518.419070085954,35.9774240926631,2552.7595450011,0
0,random search,37.5486452336987,11.3259067932731,49.4857917960551,0.804289544235925
0,random search,25.5103389059567,9.77253015961461,148.733157531705,3.2171581769437
0,random search,614.558895740391,26.1982820211006,1936.85832623787,0.536193029490617
0,random search,62.0911957624393,12.8068436893687,123.703963498096,0
0,sway,3776.47421266198,63.8611001112837,8259.16516592511,0.804289544235925
0,sway,1768.4355344555,37.5255826397116,18764.2483798202,2.68096514745308
0,sway,3696.66268439256,46.572557149345,20028.7875475676,0.536193029490617
0,sway,23.031621058127,9.54108481052279,466.370916868747,1.34048257372654
0,sway,3196.46134280317,62.5887468291502,8970.52917854511,0.268096514745308
0,tpe,35.3915315687276,14.985558288267,74.3690610430585,0.536193029490617
0,tpe,98.4256483522808,10.3588855415519,252.562373895588,2.68096514745308
0,tpe,91.7983019712578,10.3680163288999,130.945679840966,2.94906166219839
0,tpe,230.786454862192,26.1990462505286,602.049443050395,0.268096514745308
0,tpe,53.4334968613212,8.97801375058864,590.319523143955,8.04289544235925
0,tpe,480.805921224542,24.859188249513,1173.79420394529,0.268096514745308
0,tpe,260.703734448387,14.3825856414941,481.325453659009,2.14477211796247
0,tpe,490.783231890883,24.2922546229088,1663.88257346598,0
0,tpe,219.521373838509,18.6829501966511,1249.05622471041,0
0,tpe,47.105441525673,16.4161372502289,53.4277358102942,1.07238605898123
0,tpe,199.859333562703,14.6832516299343,983.590277112626,2.14477211796247
0,nsga-ii,19.935331999107,13.161728743909,61.5028214456337,1.07238605898123
0,nsga-ii,123.050281842108,16.3318057384196,403.99445585813,0
0,nsga-ii,21.7671827006031,6.80616878329167,116.046041063396,5.09383378016086
0,nsga-ii,65.6220128196903,10.9927760727205,116.172298103034,3.48525469168901
0,nsga-ii,159.059951341187,16.715816705692,195.342934775857,0.804289544235925
0,nsga-ii,185.077747445814,18.317967119413,234.047409664629,0.536193029490617
0,nsga-ii,19.1535423992881,7.56040476991998,125.873907246025,2.14477211796247
0,nsga-ii,144.426064623945,14.0796553830666,276.352963221107,0.804289544235925
0,nsga-ii,192.549577796575,18.8038980589214,198.433710112805,0.268096514745308
0,nsga-iii,286.722279252973,27.5094319136205,775.05532190035,0
0,nsga-iii,15.5697913906143,5.9736026398802,22.446423947247,4.82573726541555
0,nsga-iii,197.529983224386,18.3110456575438,1781.26349804194,0.536193029490617
0,nsga-iii,59.607358269868,17.4544540386667,313.280070297633,1.07238605898123
0,nsga-iii,95.3021628371694,12.5166888034654,395.044404426489,0.804289544235925
0,nsga-iii,206.145916730937,18.4929058507267,1381.00493170464,0.536193029490617
0,nsga-iii,30.5097804774845,14.2699426242533,35.0533766256756,2.14477211796247
0,nsga-iii,52.6597808132462,8.93162362806078,258.544997991446,1.34048257372654
0,nsga-iii,20.7694478849871,12.937432245821,73.5826081443822,1.60857908847185
0,nsga-iii,72.8632298930449,11.1740642135265,179.085902768524,1.87667560321716
