Iteration,PT,Params?,SA+,SD+,Pred25+
0,random search,"{'la__degree': 3, 'la__coef0': 0.7046360116667888, 'la__gamma': 0.2127301027976807, 'la__C': 11479.689066098996, 'la__epsilon': 0.840948275057052, 'la__kernel': 'poly'}",0.487937726434983,0.325925105310224,0.228855721393035
0,random search,"{'la__degree': 3, 'la__coef0': 0.7046360116667888, 'la__gamma': 0.2127301027976807, 'la__C': 11479.689066098996, 'la__epsilon': 0.840948275057052, 'la__kernel': 'poly'}",0.512900987352763,0.447632785657442,0.216870194482135
0,random search,"{'la__degree': 3, 'la__coef0': 0.7046360116667888, 'la__gamma': 0.2127301027976807, 'la__C': 11479.689066098996, 'la__epsilon': 0.840948275057052, 'la__kernel': 'poly'}",0.523456597504665,0.466173647237532,0.222749886928991
0,random search,"{'la__degree': 3, 'la__coef0': 0.7046360116667888, 'la__gamma': 0.2127301027976807, 'la__C': 11479.689066098996, 'la__epsilon': 0.840948275057052, 'la__kernel': 'poly'}",0.34553880357548,-0.305254234016627,0.2318407960199
0,random search,"{'la__degree': 3, 'la__coef0': 0.7046360116667888, 'la__gamma': 0.2127301027976807, 'la__C': 11479.689066098996, 'la__epsilon': 0.840948275057052, 'la__kernel': 'poly'}",0.524968308531198,0.476477793485641,0.216598824061511
0,random search,"{'la__degree': 3, 'la__coef0': 0.7046360116667888, 'la__gamma': 0.2127301027976807, 'la__C': 11479.689066098996, 'la__epsilon': 0.840948275057052, 'la__kernel': 'poly'}",0.531433071870866,0.488359554102664,0.201582994120308
0,random search,"{'la__degree': 3, 'la__coef0': 0.7046360116667888, 'la__gamma': 0.2127301027976807, 'la__C': 11479.689066098996, 'la__epsilon': 0.840948275057052, 'la__kernel': 'poly'}",0.534253693942007,0.482790405586467,0.216598824061511
0,random search,"{'la__degree': 3, 'la__coef0': 0.7046360116667888, 'la__gamma': 0.2127301027976807, 'la__C': 11479.689066098996, 'la__epsilon': 0.840948275057052, 'la__kernel': 'poly'}",0.510060163420002,0.44570122270749,0.225870646766169
0,sway,"{'la__degree': 3, 'la__coef0': 0.6730906050729222, 'la__gamma': 0.42054105080294807, 'la__C': 7306.0434096642175, 'la__epsilon': 0.12446324315874054, 'la__kernel': 'poly'}",0.519138131763968,0.463902728971288,0.225734961555857
0,sway,"{'la__degree': 3, 'la__coef0': 0.6730906050729222, 'la__gamma': 0.42054105080294807, 'la__C': 7306.0434096642175, 'la__epsilon': 0.12446324315874054, 'la__kernel': 'poly'}",0.510075943548225,0.419755451552542,0.228674807779285
0,sway,"{'la__degree': 3, 'la__coef0': 0.6730906050729222, 'la__gamma': 0.42054105080294807, 'la__C': 7306.0434096642175, 'la__epsilon': 0.12446324315874054, 'la__kernel': 'poly'}",0.495568972416876,0.373276543441892,0.237765716870194
0,sway,"{'la__degree': 3, 'la__coef0': 0.6730906050729222, 'la__gamma': 0.42054105080294807, 'la__C': 7306.0434096642175, 'la__epsilon': 0.12446324315874054, 'la__kernel': 'poly'}",0.526434796442595,0.475129291498587,0.225644504748982
0,sway,"{'la__degree': 3, 'la__coef0': 0.6730906050729222, 'la__gamma': 0.42054105080294807, 'la__C': 7306.0434096642175, 'la__epsilon': 0.12446324315874054, 'la__kernel': 'poly'}",0.522932161824991,0.465165037841624,0.231750339213026
0,sway,"{'la__degree': 3, 'la__coef0': 0.6730906050729222, 'la__gamma': 0.42054105080294807, 'la__C': 7306.0434096642175, 'la__epsilon': 0.12446324315874054, 'la__kernel': 'poly'}",0.535621099047027,0.494153306327249,0.219674355495251
0,tpe,"{'la__C': 15000.0, 'la__coef0': 0.0, 'la__degree': 5, 'la__epsilon': 0.999999, 'la__gamma': 0.999999, 'la__kernel': 'rbf'}",0.519757310768465,0.464483604018282,0.207643600180914
0,tpe,"{'la__C': 15000.0, 'la__coef0': 0.0, 'la__degree': 5, 'la__epsilon': 0.999999, 'la__gamma': 0.999999, 'la__kernel': 'rbf'}",0.190857804349496,-0.940415219372622,0.213885119855269
0,tpe,"{'la__C': 15000.0, 'la__coef0': 0.0, 'la__degree': 5, 'la__epsilon': 0.999999, 'la__gamma': 0.999999, 'la__kernel': 'rbf'}",0.519757310768465,0.46488801480343,0.207643600180914
0,nsga-ii,"{'la__kernel': 'poly', 'la__degree': 3, 'la__coef0': 0.7273235304089737, 'la__gamma': 0.3042826428545889, 'la__C': 7983.072111388039, 'la__epsilon': 0.7781815587273209}",0.536124795115421,0.498115056940502,0.225734961555857
0,nsga-ii,"{'la__kernel': 'poly', 'la__degree': 3, 'la__coef0': 0.7273235304089737, 'la__gamma': 0.3042826428545889, 'la__C': 7983.072111388039, 'la__epsilon': 0.7781815587273209}",0.538419637624502,0.498094762343443,0.222704658525554
0,nsga-ii,"{'la__kernel': 'poly', 'la__degree': 3, 'la__coef0': 0.7273235304089737, 'la__gamma': 0.3042826428545889, 'la__C': 7983.072111388039, 'la__epsilon': 0.7781815587273209}",0.538762788838939,0.497132192267065,0.228720036182723
0,nsga-ii,"{'la__kernel': 'poly', 'la__degree': 3, 'la__coef0': 0.7273235304089737, 'la__gamma': 0.3042826428545889, 'la__C': 7983.072111388039, 'la__epsilon': 0.7781815587273209}",0.538944632738918,0.49567514269681,0.228720036182723
0,nsga-ii,"{'la__kernel': 'poly', 'la__degree': 3, 'la__coef0': 0.7273235304089737, 'la__gamma': 0.3042826428545889, 'la__C': 7983.072111388039, 'la__epsilon': 0.7781815587273209}",0.506936491140637,0.417546830185085,0.234916327453641
