Iteration,PT,Effort-,Months-,Defects-,Risks-
0,random search,155.210770449953,11.7626886628478,289.677744702589,3.75335120643432
0,random search,874.508703872596,23.9521740203523,1483.46711345834,1.60857908847185
0,random search,674.375737506192,36.5119198320683,2926.8383810567,0
0,random search,418.192274411303,23.5392493994101,1932.19514609365,1.07238605898123
0,random search,452.425460981281,31.6440719918591,1578.43624545804,1.60857908847185
0,random search,1321.34988262924,22.2777693593486,5216.07593538702,1.60857908847185
0,random search,663.373214364364,17.8088897690729,3350.24323537842,2.14477211796247
0,random search,239.475287031951,26.8827536261671,263.68573698338,2.14477211796247
0,sway,1417.4364846986,22.6300591657202,9584.75328551399,7.77479892761394
0,sway,688.198223110531,27.3587493838376,3780.23383227404,2.68096514745308
0,sway,573.241051859165,24.0981981137988,4093.18950845567,1.07238605898123
0,sway,2509.17568142887,55.3326145705164,10292.1056277196,0
0,sway,1677.03445069906,34.7915181064337,1415.34374525716,2.14477211796247
0,sway,1201.40315817225,21.5533417223688,11130.362119768,4.82573726541555
0,sway,1195.9266031226,43.1962960147965,5462.72695739785,0.804289544235925
0,sway,1157.72712822829,25.6756633506197,3123.69121011406,1.87667560321716
0,tpe,121.887122914896,21.0125237175279,101.543956305086,0.536193029490617
0,tpe,133.786121543186,11.3629843205233,146.953823190241,2.14477211796247
0,tpe,114.815791587089,21.0283319988122,651.378835037222,0
0,tpe,217.409350574063,19.4034533268171,817.122630089984,0.536193029490617
0,tpe,47.1688704881286,9.92359150018768,571.138122255446,1.07238605898123
0,tpe,98.2064131175504,12.6620381803676,543.237662098606,1.87667560321716
0,tpe,93.5320682826377,19.6631022702114,437.877315601687,1.60857908847185
0,tpe,104.663692884112,21.1234437907968,75.085492148422,2.41286863270777
0,tpe,117.537566740436,15.5907492371649,402.073339797579,1.07238605898123
0,tpe,38.9912993451359,15.5232456602737,223.00623764785,2.14477211796247
0,tpe,369.433000277549,20.9060199373623,278.580381158826,0
0,tpe,290.588751573387,17.3106020516154,834.777731343147,0
0,tpe,99.5047126558842,20.585190520734,263.599536116954,0.536193029490617
0,tpe,302.292894873377,17.0416449172174,276.458442145065,0.536193029490617
0,nsga-ii,151.968256711113,14.6799703019036,1154.68034900741,0.536193029490617
0,nsga-ii,50.4786623590035,12.4213708013721,137.380817001344,1.07238605898123
0,nsga-ii,153.568175152217,14.5515432571979,1300.22314877166,0
0,nsga-ii,54.4229268397507,16.4258311729278,118.147544851904,1.87667560321716
