MO,Iteration,PT,Duration,effort,months,defects,risks,cost,score,idle_rate
flight,0,random search,0.05800032615661621,767.4067118955439,28.331005108786368,6511.943597421877,1.6085790884718498,,,
flight,0,random search,0.05499982833862305,662.7704114197411,21.589222172862335,4299.125680418676,2.4128686327077746,,,
flight,0,random search,0.046999216079711914,1488.497244665441,47.26168947169829,2073.005174236779,1.3404825737265416,,,
flight,0,random search,0.047000885009765625,1282.0947701203731,22.772434448349088,573.34335808602,3.753351206434316,,,
flight,0,random search,0.047000885009765625,2525.29759321841,42.35981057375252,15764.724468418437,0.0,,,
flight,0,random search,0.046999216079711914,504.64093658586864,25.335421586022214,15537.296529298615,3.485254691689008,,,
flight,0,random search,0.04703354835510254,355.5905986648397,18.73863554058559,4072.9524556258716,3.2171581769436997,,,
flight,0,random search,0.04703354835510254,1424.4809194627112,46.01572555094209,2621.0826234340448,0.2680965147453083,,,
flight,0,random search,0.04802823066711426,897.627789024647,25.315875293943474,2778.6892728414964,1.0723860589812333,,,
flight,0,random search,0.047800540924072266,4991.3155775592995,49.2479477785553,3913.8358300549085,0.0,,,
flight,0,random search,0.047800540924072266,4306.530794052148,44.985708898775044,10660.850186660395,0.5361930294906166,,,
flight,0,random search,0.047800540924072266,564.548344269906,37.50685177791292,3583.912467328944,1.3404825737265416,,,
flight,0,random search,0.04776644706726074,704.2085843225577,28.036047644065114,5253.504772342422,2.1447721179624666,,,
flight,0,random search,0.04801368713378906,1050.3975053005863,21.30652548542696,4753.8266805837975,1.6085790884718498,,,
flight,0,random search,0.04801368713378906,835.7364033283194,26.923828540522894,3316.9276416583994,1.876675603217158,,,
flight,0,random search,0.0474550724029541,1021.1990463050636,20.10325391067229,3613.8440905058296,4.021447721179625,,,
flight,0,sway,0.04299807548522949,177.73867272774726,25.04800411107379,1202.5422257972796,1.6085790884718498,,,
flight,0,sway,0.05700206756591797,1478.0209886338287,27.47286942739598,7657.814293345154,1.3404825737265416,,,
flight,0,sway,0.04941868782043457,425.61200165639707,31.36776907684582,688.8756689597753,0.5361930294906166,,,
flight,0,sway,0.04999732971191406,1917.3337450955355,49.33380995244844,18496.844674972108,0.0,,,
flight,0,tpe,0.05031609535217285,18.674298594543668,12.461207818757499,126.81171404009365,2.4128686327077746,,,
flight,0,tpe,0.05399584770202637,226.47961348950025,24.856123181415946,291.301572062532,0.0,,,
flight,0,tpe,0.04700922966003418,27.515992990242832,7.036681919048938,161.94114162049732,6.434316353887399,,,
flight,0,tpe,0.04955124855041504,78.7444204948768,13.847169961126271,100.7964562440723,0.5361930294906166,,,
flight,0,tpe,0.04799914360046387,60.306217308526776,12.88365023114643,137.77265127654485,0.5361930294906166,,,
flight,0,tpe,0.04099917411804199,122.05803942799724,16.26389511582896,539.1930743561308,0.0,,,
flight,0,tpe,0.047013044357299805,75.1634389017113,11.256197217668873,95.73038181868084,4.289544235924933,,,
flight,0,tpe,0.056569576263427734,173.74493651640145,12.853904495731715,267.05298897766687,2.1447721179624666,,,
flight,0,tpe,0.05515098571777344,152.49730112519262,11.755500225409042,479.62565987816504,2.1447721179624666,,,
flight,0,tpe,0.05000782012939453,61.10360358375085,10.71617733510739,1009.266469996256,2.4128686327077746,,,
flight,0,nsga-ii,0.04501986503601074,67.1603006992036,17.746826166609715,187.9814523369223,2.9490616621983916,,,
flight,0,nsga-ii,0.04501676559448242,85.50257584421546,13.987758155549551,85.13423346371827,1.0723860589812333,,,
flight,0,nsga-ii,0.042421817779541016,54.52736741277686,10.124354413325875,191.46498948060372,2.1447721179624666,,,
flight,0,nsga-ii,0.042246103286743164,60.82625810343016,10.464134824086646,315.8429970274553,1.6085790884718498,,,
flight,0,nsga-ii,0.0572817325592041,68.65020181531052,13.174324669525477,115.99145198992795,0.0,,,
flight,0,nsga-ii,0.05005216598510742,22.188870773027855,6.7155278164594066,66.90302160159109,5.093833780160858,,,
flight,0,nsga-ii,0.04877519607543945,77.65037057475845,11.076041770171592,103.1574626669374,1.6085790884718498,,,
flight,0,nsga-iii,0.04299736022949219,101.43107870763869,20.37328718652323,302.3047933013895,0.0,,,
flight,0,nsga-iii,0.041999101638793945,120.76590340227595,22.984049770366518,209.97342204053726,0.5361930294906166,,,
flight,0,nsga-iii,0.05669379234313965,207.95596485461294,18.417429004789735,2256.3603673196567,0.5361930294906166,,,
flight,0,nsga-iii,0.042983055114746094,29.481690255398263,10.368116062823693,113.07810911376447,0.5361930294906166,,,
flight,0,nsga-iii,0.05573272705078125,233.87690408078726,19.682737580521383,1755.2321605508291,0.2680965147453083,,,
flight,0,nsga-iii,0.05106544494628906,151.93024895920817,22.547911813051382,76.63240541091787,0.8042895442359249,,,
flight,0,nsga-iii,0.05272555351257324,15.002426982096482,7.0844176952729,108.99431614626916,3.485254691689008,,,
flight,0,nsga-iii,0.04898238182067871,27.513938980861173,13.992747434209571,65.69470717463042,1.6085790884718498,,,
flight,0,moead,0.044362783432006836,490.66770358509547,32.63680605318164,884.2766048635078,0.0,,,
flight,0,moead,0.04379439353942871,1556.298158219996,28.775326115774533,26976.86606756426,0.0,,,
flight,0,moead,0.04310798645019531,6.327188149756757,4.602396917752234,28.701628572443546,2.1447721179624666,,,
flight,0,moead,0.0555119514465332,16.565317437188924,7.039257116307601,34.5048646230046,0.0,,,
flight,1,random search,0.04800891876220703,172.4042557426524,24.27101812370792,389.37527013828293,0.8042895442359249,,,
flight,1,random search,0.04700016975402832,20.25598166316367,12.029974841257395,15.468139259322681,1.0723860589812333,,,
flight,1,random search,0.048007965087890625,105.06750643707942,21.852793526586606,252.8048108042444,0.0,,,
flight,1,random search,0.04699897766113281,324.3102570277647,17.091154931374312,1360.0728666848765,0.2680965147453083,,,
flight,1,sway,0.047571420669555664,1709.9261551589614,48.471051781216104,4486.978558734415,0.0,,,
flight,1,sway,0.05319833755493164,132.69443150655283,22.51276726067979,1003.1038144529396,0.5361930294906166,,,
flight,1,sway,0.0550994873046875,3102.268936679079,44.31061828319719,20793.30631507827,0.0,,,
flight,1,sway,0.055999755859375,718.5265802652051,37.91628869305821,6217.120871698595,0.2680965147453083,,,
flight,1,sway,0.0540003776550293,642.9540191324509,18.019228781035157,1062.768637627617,2.9490616621983916,,,
flight,1,tpe,0.04700064659118652,251.4025678779584,25.80038040623145,312.9039058567273,0.5361930294906166,,,
flight,1,tpe,0.0559995174407959,88.93970754860528,11.83402335118964,97.42676885068215,0.5361930294906166,,,
flight,1,tpe,0.0530095100402832,6.13342566355823,6.585283199135477,18.557253110282154,2.1447721179624666,,,
