DS,Iteration,PP,DT,AS,LA,PT,PT scoring,Duration,Params,sa,sd,pred25
effort/isbsg10.csv,0,none,minmax,none,svr,random search,"['sa', 'sd', 'pred25']",0.05999898910522461,"{'la__degree': 3, 'la__coef0': 0.16772699243007183, 'la__gamma': 0.005997328574886847, 'la__C': 6270.914354241156, 'la__epsilon': 0.3274564432998091, 'la__kernel': 'sigmoid'}",-0.39754576087719673,0.30092066579991317,0.04
effort/isbsg10.csv,0,none,minmax,none,svr,random search,"['sa', 'sd', 'pred25']",0.05900096893310547,"{'la__degree': 3, 'la__coef0': 0.16772699243007183, 'la__gamma': 0.005997328574886847, 'la__C': 6270.914354241156, 'la__epsilon': 0.3274564432998091, 'la__kernel': 'sigmoid'}",-0.49079592403449784,0.32491307337442943,0.04
effort/isbsg10.csv,0,none,minmax,none,svr,random search,"['sa', 'sd', 'pred25']",0.05600380897521973,"{'la__degree': 3, 'la__coef0': 0.16772699243007183, 'la__gamma': 0.005997328574886847, 'la__C': 6270.914354241156, 'la__epsilon': 0.3274564432998091, 'la__kernel': 'sigmoid'}",-0.351644724782837,0.2914463543971863,0.04
effort/isbsg10.csv,0,none,minmax,none,svr,random search,"['sa', 'sd', 'pred25']",0.04839968681335449,"{'la__degree': 3, 'la__coef0': 0.16772699243007183, 'la__gamma': 0.005997328574886847, 'la__C': 6270.914354241156, 'la__epsilon': 0.3274564432998091, 'la__kernel': 'sigmoid'}",0.2553090118257929,0.27740722310588345,0.13999999999999999
effort/isbsg10.csv,0,none,minmax,none,svr,random search,"['sa', 'sd', 'pred25']",0.05544877052307129,"{'la__degree': 3, 'la__coef0': 0.16772699243007183, 'la__gamma': 0.005997328574886847, 'la__C': 6270.914354241156, 'la__epsilon': 0.3274564432998091, 'la__kernel': 'sigmoid'}",-0.46899517190602424,0.31066217010520736,0.08
effort/isbsg10.csv,0,none,minmax,none,svr,random search,"['sa', 'sd', 'pred25']",0.05743885040283203,"{'la__degree': 3, 'la__coef0': 0.16772699243007183, 'la__gamma': 0.005997328574886847, 'la__C': 6270.914354241156, 'la__epsilon': 0.3274564432998091, 'la__kernel': 'sigmoid'}",0.26889718809566954,0.26947122640808036,0.13999999999999999
effort/isbsg10.csv,0,none,minmax,none,svr,random search,"['sa', 'sd', 'pred25']",0.05832028388977051,"{'la__degree': 3, 'la__coef0': 0.16772699243007183, 'la__gamma': 0.005997328574886847, 'la__C': 6270.914354241156, 'la__epsilon': 0.3274564432998091, 'la__kernel': 'sigmoid'}",0.24700761423823195,0.2025566841588402,0.18
effort/isbsg10.csv,0,none,minmax,none,svr,random search,"['sa', 'sd', 'pred25']",0.05832195281982422,"{'la__degree': 3, 'la__coef0': 0.16772699243007183, 'la__gamma': 0.005997328574886847, 'la__C': 6270.914354241156, 'la__epsilon': 0.3274564432998091, 'la__kernel': 'sigmoid'}",-0.5891722426969288,0.37950587350266296,0.08
effort/isbsg10.csv,0,none,minmax,none,svr,random search,"['sa', 'sd', 'pred25']",0.061203956604003906,"{'la__degree': 3, 'la__coef0': 0.16772699243007183, 'la__gamma': 0.005997328574886847, 'la__C': 6270.914354241156, 'la__epsilon': 0.3274564432998091, 'la__kernel': 'sigmoid'}",-0.5419265640251218,0.37316473025595026,0.12000000000000002
effort/isbsg10.csv,0,none,minmax,none,svr,sway,"['sa', 'sd', 'pred25']",0.053528547286987305,"{'la__degree': 4, 'la__coef0': 0.6338025408710218, 'la__gamma': 0.34469665119227194, 'la__C': 3883.6328968684907, 'la__epsilon': 0.15977447920395146, 'la__kernel': 'sigmoid'}",-0.5225215681561795,0.40249191197922374,0.12000000000000002
effort/isbsg10.csv,0,none,minmax,none,svr,sway,"['sa', 'sd', 'pred25']",0.05570268630981445,"{'la__degree': 4, 'la__coef0': 0.6338025408710218, 'la__gamma': 0.34469665119227194, 'la__C': 3883.6328968684907, 'la__epsilon': 0.15977447920395146, 'la__kernel': 'sigmoid'}",0.43442284919257734,0.3492104353256706,0.36
effort/isbsg10.csv,0,none,minmax,none,svr,sway,"['sa', 'sd', 'pred25']",0.056115150451660156,"{'la__degree': 4, 'la__coef0': 0.6338025408710218, 'la__gamma': 0.34469665119227194, 'la__C': 3883.6328968684907, 'la__epsilon': 0.15977447920395146, 'la__kernel': 'sigmoid'}",0.4398885082133523,0.38804321233991407,0.27999999999999997
effort/isbsg10.csv,0,none,minmax,none,svr,tpe,"['sa', 'sd', 'pred25']",0.03982663154602051,"{'la__C': 15000.0, 'la__coef0': 0.999, 'la__degree': 5, 'la__epsilon': 1e-05, 'la__gamma': 1e-05, 'la__kernel': 'poly'}",0.18110985858058895,0.17349341890986797,0.13999999999999999
