DS,Iteration,PP,DT,AS,LA,PT,PT scoring,Duration,Params,mar,sa,sdar,sd,effect size,mmre,pred25,Models built,Best params
effort/isbsg10.csv,0,none,minmax,none,svr,default,None,0.493135929107666,"{'la__kernel': 'rbf', 'la__degree': 3, 'la__coef0': 0.0, 'la__gamma': 'scale', 'la__C': 1.0, 'la__epsilon': 0.1}",2136.48309511745,0.3300895715674742,2966.380495277466,0.12366216633023752,0.3150576344682081,2.585700768778907,0.38461538461538464,,
effort/isbsg10.csv,0,none,minmax,none,svr,random search,"['sa', 'sd', 'pred25']",34.783101081848145,,1988.621927834383,0.37645255854804155,2387.24048674349,0.2973198139487474,0.3544642486517643,2.1259937309166537,0.23931623931623935,320.0,pareto front
effort/isbsg10.csv,0,none,minmax,none,svr,sway,"['sa', 'sd', 'pred25']",404.75272512435913,,1978.524420440106,0.3796187083388168,2430.8748861842564,0.2867559390622137,0.3567204293311576,1.6332141605473016,0.12820512820512822,3715.0,pareto front
effort/isbsg10.csv,0,none,minmax,none,svr,tpe,"['sa', 'sd', 'pred25']",204.9189646244049,,2097.876398885143,0.34219499307652085,2491.0675759251367,0.26245905176686185,0.32187897626877027,2.4869039527261187,0.20512820512820515,2560.0,pareto front
effort/isbsg10.csv,0,none,minmax,none,svr,nsga-ii,"['sa', 'sd', 'pred25']",1312.8570239543915,,1902.8048039386306,0.4033611666092207,2644.3952404948022,0.22066236469633924,0.3795437209175809,1.0681940038015183,0.1120879120879121,3000.0,pareto front
effort/isbsg10.csv,0,none,minmax,none,svr,nsga-iii,"['sa', 'sd', 'pred25']",147.99441051483154,,1888.317164558025,0.40790387547811724,2619.314160078507,0.22839267573641087,0.3822048642027726,1.0457384643636871,0.15384615384615385,3000.0,pareto front
effort/isbsg10.csv,0,none,minmax,none,svr,moead,"['sa', 'sd', 'pred25']",1016.3756895065308,,1933.0527979628946,0.3938766793776918,2546.5746715491123,0.24872376657067596,0.37096621202395047,1.3337058429112252,0.2657342657342658,6750.0,pareto front
effort/isbsg10.csv,1,none,minmax,none,svr,default,None,0.46390485763549805,"{'la__kernel': 'rbf', 'la__degree': 3, 'la__coef0': 0.0, 'la__gamma': 'scale', 'la__C': 1.0, 'la__epsilon': 0.1}",1979.407026382739,0.3415359251356862,3270.110315123919,0.27225898901748524,0.22852281324303234,2.4545894006897466,0.25,,
effort/isbsg10.csv,1,none,minmax,none,svr,random search,"['sa', 'sd', 'pred25']",13.831895351409912,,2022.5463960628695,0.3271853015559738,3034.6207563707453,0.32281269977226,0.21980191495995463,1.6469339031145844,0.125,320.0,pareto front
effort/isbsg10.csv,1,none,minmax,none,svr,sway,"['sa', 'sd', 'pred25']",4823.773417472839,,1841.3273418426731,0.38746913165985575,3310.644669672651,0.2596352113570338,0.2602455539538046,1.8647724915550774,0.22311827956989247,4480.0,pareto front
effort/isbsg10.csv,1,none,minmax,none,svr,tpe,"['sa', 'sd', 'pred25']",205.82898569107056,,2045.3661283074223,0.319594152448799,3069.1811589534777,0.3126755873410341,0.2155483753620675,1.904241324314843,0.1388888888888889,2560.0,pareto front
effort/isbsg10.csv,1,none,minmax,none,svr,nsga-ii,"['sa', 'sd', 'pred25']",710.6549582481384,,1801.3206755532078,0.4007776387812225,3296.200051754847,0.2625690276357175,0.2697210409828006,2.1752418811121856,0.35964912280701755,3000.0,pareto front
effort/isbsg10.csv,1,none,minmax,none,svr,nsga-iii,"['sa', 'sd', 'pred25']",602.1850254535675,,1861.3409003835861,0.38081147654711855,3264.7554584203026,0.26995052072588277,0.2560506309443349,1.9763259714589456,0.24479166666666666,3000.0,pareto front
effort/isbsg10.csv,1,none,minmax,none,svr,moead,"['sa', 'sd', 'pred25']",1692.6009101867676,,2127.547997640945,0.29225575875813486,2896.261885500078,0.3529889346855958,0.19653553601741425,1.6588337779380915,0.12037037037037036,6750.0,pareto front
effort/isbsg10.csv,2,none,minmax,none,svr,default,None,0.4780564308166504,"{'la__kernel': 'rbf', 'la__degree': 3, 'la__coef0': 0.0, 'la__gamma': 'scale', 'la__C': 1.0, 'la__epsilon': 0.1}",2587.2571416291185,0.2606751221516789,2768.6417689297764,0.08229643682075949,0.3003229032941073,1.0110894173717841,0.16666666666666666,,
effort/isbsg10.csv,2,none,minmax,none,svr,random search,"['sa', 'sd', 'pred25']",13.870819568634033,,2495.4265495655022,0.28691628703930266,2347.114047300119,0.22642591029945172,0.3312651049749445,1.0856892021857951,0.08333333333333333,320.0,pareto front
effort/isbsg10.csv,2,none,minmax,none,svr,sway,"['sa', 'sd', 'pred25']",1747.7343163490295,,2424.8490194808883,0.3070842568050707,2555.132049664226,0.15625921873039947,0.3543543333024195,0.8723222599144402,0.09722222222222221,1430.0,pareto front
effort/isbsg10.csv,2,none,minmax,none,svr,tpe,"['sa', 'sd', 'pred25']",275.53652834892273,,4736.853524541644,-0.35358546202021096,6039.892961657153,-0.9865598737382739,0.9183647637753157,2.7251620161499375,0.14583333333333331,2560.0,pareto front
effort/isbsg10.csv,2,none,minmax,none,svr,nsga-ii,"['sa', 'sd', 'pred25']",2467.008465051651,,2430.7432453868655,0.30539994496075074,2485.1492818171073,0.17923080191778185,0.3529930918373628,0.9239257215536573,0.0846153846153846,3000.0,pareto front
effort/isbsg10.csv,2,none,minmax,none,svr,nsga-iii,"['sa', 'sd', 'pred25']",543.2612190246582,,2581.285766242711,0.26238147994159766,2581.580105033809,0.14901126157124947,0.3030908601446734,1.1313764893055829,0.08928571428571429,3000.0,pareto front
