MO,Iteration,PT,Duration,cost,score,idle_rate
pom3a,2,tpe,0,,,
pom3a,3,moead,0,0,0,0
pom3a,3,random search,0.00399351119995117,0,0,0
pom3a,3,random search,0.0519933700561523,21.6282289844162,0.897769637284357,0
pom3a,3,random search,0.0200004577636719,2.31578215446505,0.947434277486267,0.03125
pom3a,3,random search,0.00399971008300781,1.23850811306706,0.842924236069164,0
pom3a,3,sway,0.00802350044250488,0,0,0
pom3a,3,sway,0.0302128791809082,0.00564532361668252,0.792022976129425,0
pom3a,3,sway,0.1105797290802,2.94045050851168E-05,0.920368536818694,0.00427807486631016
pom3a,3,sway,0.39216160774231,2.14274311569296E-06,0.812098680540308,0.25435148792813
pom3a,3,sway,0.00202536582946777,0.000527483365467937,0.963514355048821,0
pom3a,3,sway,0,0.0710883656564779,0.967105012387224,0
pom3a,3,sway,0,0.00853939850924036,1,0
pom3a,3,sway,0,1.85554277091844E-06,0.642406552810777,0.105263157894737
pom3a,3,sway,0,2.03796226265833E-06,0.70483015278407,0.320754716981132
pom3a,3,tpe,0.0320723056793213,0,0,0
pom3a,4,moead,0.00452589988708496,0,0,0
pom3a,4,moead,0,22.5378259546809,0.861938130748156,0
pom3a,4,moead,0.0533905029296875,78.2886787556571,0.904685480915697,0
pom3a,4,moead,0.00651669502258301,0.000136028750590987,0.680242881049531,0.0196078431372549
pom3a,4,moead,0,6.37655860351973,0.88973057791457,0.0508474576271186
pom3a,4,moead,0.0156252384185791,6.02809461605977,0.864204913723733,0.0434782608695652
pom3a,4,moead,0.00650715827941895,6.33001940345897,0.847680110015679,0
pom3a,4,random search,0.0166199207305908,0,0,0
pom3a,4,random search,0.100763320922852,0.860893455992941,0.906092888021234,0.0301204819277109
pom3a,4,random search,0.0281276702880859,0.00155746364539552,0.664959516202533,0
pom3a,4,random search,0.0080409049987793,0.0457020927038733,0.967587697014065,0
pom3a,4,sway,0.0301804542541504,0,0,0
pom3a,4,sway,0.0402281284332275,3.43435504525822E-07,0.919712601353578,0
pom3a,4,sway,0.0301239490509033,1.22524542118368E-07,0.959454350253751,0
pom3a,4,sway,0,2.94105911908635E-05,0.962671738950899,0
pom3a,4,sway,0,4.31167408528455E-05,1,0
pom3a,4,tpe,0,0,0,0
pom3a,5,moead,0.0274946689605713,0,0,0
pom3a,5,moead,0.0156238079071045,0.000105044994711711,0.979686932399611,0
pom3a,5,moead,0,0.00207989089529189,0.993748369871024,0
pom3a,5,moead,0,0.00100843194923243,1,0
pom3a,5,random search,0,0,0,0
pom3a,5,random search,0.0156333446502686,39.8685648405085,0.640014340122082,0.214765100671141
pom3a,5,random search,0,25.175068598554,0.131267171615407,0
pom3a,5,sway,0.0322294235229492,0,0,0
pom3a,5,sway,0.0402545928955078,6.31364267456165E-07,0.817968516157028,0.210526315789474
pom3a,5,sway,0.0402131080627441,0.00085272016583241,0.943255049333165,0
pom3a,5,sway,0.00202155113220215,4.87943806599925E-06,0.622136046106983,0
pom3a,5,sway,0,0.000419203750909122,1,0
pom3a,5,sway,0,7.10040464342484E-07,0.939347529087423,0
pom3a,5,tpe,0.0100216865539551,0,0,0
pom3a,6,moead,0,0,0,0
pom3a,6,moead,0.0156242847442627,0.357764188693321,0.963473797939942,0
pom3a,6,moead,0.015627384185791,0.257920867206964,0.980063782545527,0
pom3a,6,moead,0.0156240463256836,0.00190120435284476,0.904514340717928,0
pom3a,6,moead,0.0156240463256836,0.243250627611363,0.956413877780706,0
pom3a,6,moead,0.0156254768371582,0.801605784122863,1,0
pom3a,6,random search,0,0,0,0
pom3a,6,random search,0.00100064277648926,2.3297011822214,0.97737282707907,0
pom3a,6,random search,0.0299673080444336,0.21773689707431,0.935496222185937,0
pom3a,6,sway,0,0,0,0
pom3a,6,sway,0,17.784721058577,1,0
pom3a,6,sway,0.00202345848083496,0.00033826031960834,0.966877290511126,0
pom3a,6,sway,0,0.00179386864224772,1,0
pom3a,6,sway,0.00203061103820801,6.50176012981276E-06,0.843080364919033,0.111111111111111
pom3a,6,sway,0.0080256462097168,1.61163891067999E-06,0.689859956790765,0
pom3a,6,sway,0.0301821231842041,1.077667514441E-06,0.567143904437751,0
pom3a,6,sway,0.0100584030151367,1.81087501352073E-05,0.907275026792215,0
pom3a,6,sway,0,8.8494432820609E-05,0.946066227265203,0
pom3a,6,sway,0,6.72888389815744E-06,0.909961637854331,0.461538461538462
pom3a,6,sway,0.00202178955078125,7.50281303660367E-06,0.939064434546337,0.461538461538462
pom3a,6,tpe,0,,,
pom3a,7,moead,0.00615143775939941,0,0,0
pom3a,7,random search,0,0,0,0
pom3a,7,random search,0.07131028175354,1.95214334593249,0.883879997252451,0
pom3a,7,random search,0.010256290435791,0.000520760380444723,0.594535759579935,0.218390804597701
pom3a,7,random search,0.0100622177124023,0.755514187147082,0.448300215198381,0
pom3a,7,sway,0,0,0,0
pom3a,7,sway,0,1.67799100447833,0.990782293082649,0
pom3a,7,sway,0,1.74101462412783E-06,0.506694058443112,0.181818181818182
pom3a,7,sway,0.180972576141357,1.06680715583858E-05,0.663850900552816,0.0527131782945737
pom3a,7,sway,0.231231451034546,2.93253063533546E-06,0.822095687477561,0.275254237288136
pom3a,7,sway,0,2.77998962497615E-06,0.617378605497873,0.0833333333333334
pom3a,7,sway,0,5.03542395725166E-05,1,0
pom3a,7,sway,0.0201058387756348,1.10476355954692E-06,0.918919945353618,0
pom3a,7,tpe,0,0,0,0
pom3a,8,moead,0,0,0,0
pom3a,8,moead,0,0.0336064187529057,0.978141991967825,0
pom3a,8,moead,0,0.00479304660902098,0.990963228029072,0
pom3a,8,moead,0,0.00440739918070895,0.967590140495869,0
pom3a,8,random search,0.0156509876251221,0,0,0
pom3a,8,random search,0,0.195317845858923,0.651921930739371,0.219512195121951
pom3a,8,random search,0.0156509876251221,5.06826836459589,0.932182436585026,0
pom3a,8,random search,0.220536947250366,4.79416321363917,0.748421863317984,0.0701275045537341
pom3a,8,sway,0,0,0,0
pom3a,8,sway,0.00802683830261231,2.05225011289714E-05,0.840066008444236,0
pom3a,8,sway,0.0281064510345459,1.83763948984394E-05,0.959520976467788,0.0434782608695652
pom3a,8,sway,0.0883951187133789,1.49205217419722E-05,0.959906557511742,0.147727272727273
pom3a,8,sway,0,6.49699601637384E-06,0.945930247415006,0.0476190476190477
pom3a,8,sway,0,0.000615501283074294,0.916812521166814,0
pom3a,8,sway,0,1.81519208327117E-06,0.722871044833908,0
pom3a,8,sway,0.00801873207092285,0.0022216037783518,1,0
pom3a,8,sway,0.371912479400635,2.50847971194463E-06,0.796706936932537,0.171990171990172
pom3a,8,sway,0.480669498443604,2.30546235501305E-06,0.790032949565502,0.192827442827443
pom3a,8,sway,0.0401856899261475,5.3818907562908E-07,0.729818527625134,0.0155038759689923
pom3a,8,sway,0,2.0581817060654E-05,1,0
pom3a,8,tpe,0,,,
pom3a,9,moead,0.00402140617370606,0,0,0
pom3a,9,moead,0.0377566814422607,0.0232420240307906,1,0
pom3a,9,random search,0.00550699234008789,0,0,0
pom3a,9,random search,0,2.228267872563,0.312117099073828,0
pom3a,9,random search,0,0.00366020336428117,0.82278972628159,0
pom3a,9,random search,0,0.000320572270157712,0.910895851384269,0.0961538461538462
pom3a,9,random search,0.0156290531158447,20.2651370623876,0.850378643332973,0.0818181818181818
pom3a,9,random search,0,0.000239387649094778,0.281991949968638,0
pom3a,9,sway,0,0,0,0
pom3a,9,sway,0,5.88727968234945E-07,0.365158267722088,0.3
pom3a,9,sway,0,0.00266054904672779,0.933321712023132,0
pom3a,9,sway,0.00802016258239746,3.83127292428276E-06,0.904162348434559,0
pom3a,9,sway,0.0100574493408203,2.84442193823224E-06,0.890933571385941,0.04
pom3a,9,sway,0.010075569152832,0.213158152915154,0.940273844025087,0.0625
pom3a,9,sway,0.150585889816284,1.3845320225123E-05,0.948676701319425,0.114155251141553
pom3a,9,sway,0.0100669860839844,1.56488478596044E-06,0.844647977339865,0
pom3a,9,sway,0,1.10616775333025E-06,0.463410276246176,0
pom3a,9,sway,0.0301952362060547,0.00447693238436028,1,0
pom3a,9,sway,0,2.58521949018048E-05,0.918502424725629,0
pom3a,9,tpe,0,0,0,0
pom3a,10,moead,0.00555109977722168,0,0,0
pom3a,10,moead,0,0.470363160813469,0.974032929363345,0
pom3a,10,moead,0,0.510359040042615,0.983718506406436,0
pom3a,10,moead,0,0.509960277537838,0.97759442432705,0
pom3a,10,moead,0,0.403832485195011,0.973675801147981,0
pom3a,10,moead,0,0.641096175537403,0.986832275299905,0
pom3a,10,random search,0.00604796409606934,0,0,0
pom3a,10,random search,0.0303051471710205,0.566112162849125,0.717197356486956,0
pom3a,10,random search,0.219106912612915,5.52954688911562,0.942182896429139,0.0889110889110889
pom3a,10,random search,0.061363697052002,58.9539111612999,0.816934076590479,0
pom3a,10,sway,0,0,0,0
pom3a,10,sway,0,0.00158239334450636,0.976182411462172,0
pom3a,10,sway,0,1.01138701841352E-05,0.937334697575507,0
pom3a,10,sway,0,1.13111682164955,1,0
pom3a,10,sway,0,0.000176711759544259,0.988360909884051,0
pom3a,10,tpe,0.00201535224914551,0,0,0
pom3a,11,moead,0,0,0,0
pom3a,11,moead,0,0.00089143928632947,0.890794170214837,0
pom3a,11,moead,0,0.000377995457100835,1,0
pom3a,11,moead,0,0.000125998485700278,1,0
pom3a,11,random search,0,0,0,0
pom3a,11,random search,0.0569605827331543,0.146867382350391,0.705641595317152,0
pom3a,11,random search,0,0.0280330143287824,0.558549397951322,0
pom3a,11,random search,0.0156097412109375,52.3133708557772,0.802448945586462,0
pom3a,11,random search,0.0100457668304443,11.2261746464548,0.870673632834236,0.142857142857143
pom3a,11,sway,0,0,0,0
pom3a,11,sway,0.190874338150024,6.7045675218745E-06,0.903275222430358,0.0480247869868319
pom3a,11,sway,0.1086106300354,6.21937417554654E-06,0.942197677395616,0
pom3a,11,sway,0.100264072418213,0.000223271848830587,0.966702346131731,0
pom3a,11,sway,0,2.92890113012105E-06,0.809285172596088,0
pom3a,11,sway,0,6.38678158332438E-05,1,0
pom3a,11,sway,0,1.29634898415205E-07,0.700613770288549,0
pom3a,11,tpe,0,0,0,0
pom3a,12,moead,0.00151729583740234,0,0,0
pom3a,12,moead,0.130498647689819,0.680205261923305,0.834334943045807,0.085348506401138
pom3a,12,moead,0.03125,0.901727025580333,0.953277025714733,0
pom3a,12,moead,0.0281383991241455,0.011992197157133,0.601666707961362,0
pom3a,12,moead,0.0702600479125977,0.0116661140661572,0.583001593960541,0
pom3a,12,moead,0.0302071571350098,0.0104766430050917,0.564413156731641,0
pom3a,12,moead,0.0382213592529297,0.00643027219443164,0.949251887874497,0
pom3a,12,random search,0,0,0,0
pom3a,12,random search,0,0.708688813047103,0.875644841762986,0
pom3a,12,random search,0,33.5261347631005,0.934231720695254,0
pom3a,12,random search,0.00202178955078125,0.077574582821559,0.696089419559348,0.418918918918919
pom3a,12,sway,0.0301487445831299,0,0,0
pom3a,12,sway,0.00801968574523926,2.19363239371559E-06,0.862279397976317,0.0693069306930693
pom3a,12,sway,0.00801730155944824,0.00306540378468768,0.96342175618028,0
pom3a,12,sway,0.0100641250610352,0.000309525324294101,0.922314534969523,0.0416666666666666
pom3a,12,sway,0.00203084945678711,0.000175420611330929,0.962827092392226,0
pom3a,12,sway,0.00802826881408691,2.7167868106104E-05,0.886404345564388,0.39463601532567
pom3a,12,sway,0,0.000304279930909645,1,0
pom3a,12,sway,0.00201296806335449,3.24756250639355E-06,0.621055439255925,0
pom3a,12,tpe,0.00801658630371094,0,0,0
pom3a,13,moead,0,0,0,0
pom3a,13,moead,0.106772184371948,15.8403348766703,0.96472369294187,0
pom3a,13,random search,0.00905942916870117,0,0,0
pom3a,13,random search,0.0617682933807373,0.10397143570054,0.605932239446141,0.132420091324201
pom3a,13,random search,0.271209955215454,0.00061748569191688,0.843068896486506,0.198302469135803
pom3a,13,random search,0,28.2592130032213,0.780884527877009,0
pom3a,13,sway,0,0,0,0
pom3a,13,sway,0.00803947448730469,7.14535882426938E-06,1,0
pom3a,13,sway,0,2.64605494193934E-07,1,0
pom3a,13,tpe,0.0124430656433105,0,0,0
pom3a,14,moead,0.00251984596252441,0,0,0
pom3a,14,moead,0.0100553035736084,26.3891498257524,0.919360476277385,0
pom3a,14,random search,0,0,0,0
pom3a,14,random search,0.0156114101409912,0.104618988748709,0.418751874061463,0.0714285714285714
pom3a,14,random search,0.0156223773956299,1.24952177121912,0.924752663928792,0
pom3a,14,sway,0,0,0,0
pom3a,14,sway,0,0.0582838520468859,0.936869564708949,0.0434782608695652
pom3a,14,sway,0,0.0521706818889702,0.931391550965558,0.0384615384615384
pom3a,14,sway,0.00802803039550781,1.41742720235903,0.942871202483754,0
pom3a,14,sway,0.0180957317352295,3.93558803778891E-05,0.790540789649232,0
pom3a,14,sway,0.0221490859985352,3.06549128845727E-06,0.76086667128046,0
pom3a,14,sway,0.0201306343078613,1.86415010784563E-07,0.541756749797686,0
pom3a,14,sway,0.0201022624969482,1.16820073424993E-06,1,0
pom3a,14,tpe,0,,,
pom3a,15,moead,0.00151729583740234,0,0,0
pom3a,15,moead,0.0200862884521484,17.8035391820316,0.606576570689117,0
pom3a,15,moead,0.0156254768371582,0.90850023029873,1,0
pom3a,15,random search,0.0191917419433594,0,0,0
pom3a,15,random search,0.0799717903137207,9.34362830058817,0.742772637819687,0.122448979591837
pom3a,15,random search,0.160333395004272,79.5437602659074,0.955096703808213,0.167272727272727
pom3a,15,random search,0.00803828239440918,61.5159432726414,0.885623117204315,0
pom3a,15,random search,0.0702557563781738,4.28301793053421,0.636815765745783,0.437086092715232
pom3a,15,random search,0,0.656422305405917,0.574423548829573,0
pom3a,15,sway,0,0,0,0
pom3a,15,sway,0,1.70655126900667E-05,0.96535666088159,0
pom3a,15,sway,0,1.04366038049308E-07,0.914188273969303,0
pom3a,15,sway,0,4.21866921220988E-06,1,0
pom3a,15,tpe,0,0,0,0
pom3a,16,moead,0,0,0,0
pom3a,16,moead,0,0.00297689662448929,0.950776931067289,0
pom3a,16,moead,0,0.00818646571734553,1,0
pom3a,16,random search,0.0527200698852539,0,0,0
pom3a,16,random search,0,0.02939457263355,0.957186794914055,0
pom3a,16,random search,0,0.0136559709251854,0.899667534598549,0.142857142857143
pom3a,16,sway,0,0,0,0
pom3a,16,sway,0.00201964378356934,0.0158309897507881,0.968347979357626,0
pom3a,16,sway,0,0.000291762327345126,1,0
pom3a,16,sway,0.00801968574523926,0.000222309527365549,0.924076913487364,0
pom3a,16,sway,0.0120151042938232,7.29455207810375E-06,0.881603460748371,0
pom3a,16,sway,0.0400223731994629,3.4325222556234E-07,0.87602452505395,0
pom3a,16,sway,0.0301082134246826,0.000101278681836553,0.92119046246655,0.153846153846154
pom3a,16,tpe,0.0188894271850586,0,0,0
pom3a,17,moead,0.0164735317230225,0,0,0
pom3a,17,moead,0.0312497615814209,0.28332417538548,0.868194789609767,0
pom3a,17,moead,0.0156259536743164,0.155266153447443,1,0
pom3a,17,moead,0.0200951099395752,0.12369536891313,1,0
pom3a,17,random search,0.0200142860412598,0,0,0
pom3a,17,random search,0.00400209426879883,0.0170876908693729,0.575780709090354,0.13953488372093
pom3a,17,random search,0.047344446182251,11.93142627,0.93046542877937,0
pom3a,17,random search,0.00400042533874512,23.4423754754162,0.939583158224191,0.0869565217391305
pom3a,17,random search,0.00399899482727051,14.7101915724778,0.931110988963001,0
pom3a,17,sway,0.0121030807495117,0,0,0
pom3a,17,sway,2.6702880859375E-05,0.0230592720286012,1,0
pom3a,17,sway,0.020089864730835,4.39516956902564E-05,0.895213756594864,0
pom3a,17,sway,0,4.15308796284811E-06,0.962620393763469,0.111111111111111
pom3a,17,sway,0.00799989700317383,5.02034930427511E-05,0.936008252378107,0
pom3a,17,sway,0.0239932537078857,4.36657768016544E-05,0.875278430209218,0.0958904109589042
pom3a,17,sway,0.00202274322509766,0.000150141983375777,0.968650095047587,0
pom3a,17,tpe,0,0,0,0
pom3a,18,moead,0,0,0,0
pom3a,18,random search,0.0202493667602539,0,0,0
pom3a,18,random search,0.0302729606628418,0.139222431904078,0.797744003988349,0
pom3a,18,sway,0.0201382637023926,0,0,0
pom3a,18,sway,0.0502951145172119,0.000267860375982762,0.932315682543413,0.335632183908046
pom3a,18,sway,0.0403404235839844,0.000292262946695486,0.959699077382041,0.341860465116279
pom3a,18,sway,0.0201230049133301,1.70681611616438E-06,0.547712281928715,0
pom3a,18,sway,0,0.00907414826910833,0.911757944185766,0.111111111111111
pom3a,18,sway,0.00202131271362305,7.67782964047187E-07,0.71353155395665,0.05
pom3a,18,sway,0.0102636814117432,1.16238676016234E-06,0.888795904811885,0
pom3a,18,sway,0.0280096530914307,0.00258428334309595,1,0
pom3a,18,sway,0,4.72701993217272E-06,0.891050896635962,0
pom3a,18,tpe,0,0,0,0
pom3a,19,moead,0,0,0,0
pom3a,19,moead,0.015625,0.000228804295053831,0.961545869164569,0
pom3a,19,moead,0.0221357345581055,0.000315566262901264,0.975546094169339,0.0169491525423728
pom3a,19,moead,0.015620231628418,0.000129280678188886,0.988536396870677,0
pom3a,19,moead,0.00650811195373535,0.000114839751369914,0.969708718203063,0
pom3a,19,moead,0.0156245231628418,0.000357928686155931,0.993207797297726,0
pom3a,19,moead,0.0156295299530029,7.37174930949391E-05,0.958342447376973,0
pom3a,19,random search,0.0324356555938721,0,0,0
pom3a,19,random search,0.011873722076416,0.0267813522822068,0.737363030265463,0
pom3a,19,sway,0.0120682716369629,0,0,0
pom3a,19,sway,0.0480391979217529,56.2939477009349,0.945585216969009,0
pom3a,19,sway,0,6.97877399274913E-05,0.856463872468642,0
pom3a,19,sway,0,3.19146367810619E-05,0.963087870026294,0
pom3a,19,sway,0.047999382019043,2.42698495356525E-07,0.963036041451638,0.0980392156862745
pom3a,19,sway,0,7.3345573592378E-08,1,0
pom3a,19,sway,0,6.41773768933308E-08,0.812526689158639,0
pom3a,19,tpe,0,0,0,0
pom3b,0,moead,0.00501799583435059,0,0,0
pom3b,0,moead,0,2.69760826134344E-36,0.828976527866998,0
pom3b,0,moead,0,5.54235879148742E-36,0.915681745116246,0
pom3b,0,moead,0,1.50412096996119E-36,1,0
pom3b,0,moead,0,1.32428041920496E-36,0.770317934406263,0
pom3b,0,random search,0,0,0,0
pom3b,0,random search,0.0156223773956299,5.24848807182384E-47,1,0
pom3b,0,random search,0.0341150760650635,1.80367017792888E-61,0.899443385253387,0
pom3b,0,sway,0.0281269550323486,0,0,0
pom3b,0,sway,0.0079338550567627,5.19725392601759E-70,1,0.0628571428571428
pom3b,0,sway,0.00143718719482422,1.70440641653708E-23,1,0
pom3b,0,sway,0,4.11716576868136E-80,0.976148111092579,0.142857142857143
pom3b,0,sway,0,1.63538988721141E-80,0.977794248735688,0
pom3b,0,sway,0.00401568412780762,1.85243212062864E-55,1,0
pom3b,0,sway,0.0201716423034668,1.15554658352494E-83,0.685864157776755,0.0175438596491229
pom3b,0,sway,0.0502333641052246,5.45445167837039E-81,0.926068712883308,0.367883211678832
pom3b,0,tpe,0,,,
pom3b,1,moead,0,0,0,0
pom3b,1,moead,0.0301263332366943,1.32760947906443E-60,0.807125779361281,0
pom3b,1,moead,0.020111083984375,1.23415675375347E-60,0.814845641472399,0
pom3b,1,moead,0.0301644802093506,1.85418765874923E-60,0.87535906818181,0
pom3b,1,moead,0.0201263427734375,1.62095269998666E-60,0.870043123946483,0
pom3b,1,moead,0.0201528072357178,1.48739930841976E-60,0.85770443661626,0
pom3b,1,moead,0.0201120376586914,1.85497499958097E-60,0.902251922397949,0
pom3b,1,random search,0.0121169090270996,0,0,0
pom3b,1,random search,0.110518455505371,1.11423440900773E-52,1,0.626177024482109
pom3b,1,random search,0.00804018974304199,1.82688789663206E-49,1,0
pom3b,1,sway,0.0203011035919189,0,0,0
pom3b,1,sway,0.0382208824157715,2.67609413763905E-71,0.890881055766189,0
pom3b,1,sway,0.436293363571167,1.10866479623404E-86,0.882669951301434,0.483176312247645
pom3b,1,sway,0.0301766395568848,5.90028462094211E-86,0.943086112279839,0
pom3b,1,sway,0.00202083587646484,4.50246478253087E-69,1,0.219354838709677
pom3b,1,sway,0.030193567276001,2.2602122685986E-75,0.97275376820803,0.0384615384615384
pom3b,1,sway,0.07049560546875,1.79465702253959E-75,0.951621868328731,0.115819209039548
pom3b,1,sway,0.0020148754119873,5.08686177182571E-84,0.95872717769758,0.04
pom3b,1,sway,0.0180721282958984,9.51276127711253E-59,1,0
pom3b,1,sway,0,6.16945421051374E-84,0.951287064943911,0.0338983050847458
pom3b,1,sway,0.00802183151245117,4.71515874844767E-71,1,0
pom3b,1,sway,0.462632656097412,1.25505133747268E-71,0.999999999999998,0.559941520467836
pom3b,1,sway,0.0301454067230225,1.28183979241736E-62,1,0.0627705627705628
pom3b,1,tpe,0,0,0,0
pom3b,2,moead,0.00451755523681641,0,0,0
pom3b,2,moead,0.0301816463470459,6.43660996120391E-19,0.972970605398155,0
pom3b,2,moead,0.0201539993286133,3.59794062771776E-19,0.966390513900309,0
pom3b,2,moead,0.020167350769043,6.83502087622621E-19,0.975759442083665,0
pom3b,2,moead,0.0156435966491699,4.78870564188816E-19,0.972918163539474,0
pom3b,2,moead,0.0256481170654297,8.2179755382118E-19,0.977577009356015,0
pom3b,2,random search,0,0,0,0
pom3b,2,random search,0,1.3594809966225E-42,0.958688143416535,0
pom3b,2,random search,0.0301399230957031,5.00331617586868E-66,1,0
pom3b,2,sway,0.0302965641021729,0,0,0
pom3b,2,sway,0.0100674629211426,4.15470163388316E-66,0.893861431154534,0
pom3b,2,sway,0.0200891494750977,2.74499568668864E-64,1,0.00566572237960339
pom3b,2,sway,0,4.1907040587074E-60,1,0
pom3b,2,sway,0.00804972648620606,3.69101212820138E-82,0.893166513796306,0
pom3b,2,sway,0.00802969932556152,5.44654971118343E-74,0.915215079650637,0
pom3b,2,sway,0.120817422866821,7.61201328476118E-28,1,0
pom3b,2,sway,0.0100498199462891,3.40404667583017E-82,0.963429341634683,0.0803571428571429
pom3b,2,sway,0.473248720169067,6.78672677421353E-89,1,0.606542341791501
pom3b,2,sway,0,4.84801210266075E-65,1,0
pom3b,2,sway,0.0302083492279053,1.04858138434669E-74,1,0.234833659491194
pom3b,2,sway,0,6.30031937834731E-80,1,0.3
pom3b,2,sway,0,8.39233626977437E-66,0.968969155948192,0
pom3b,2,tpe,0.00199985504150391,0,0,0
pom3b,3,moead,0,0,0,0
pom3b,3,moead,0.0156316757202148,2.10568323656358E-74,0.898294626007987,0.0555555555555556
pom3b,3,moead,0.0156252384185791,5.82637495932345E-75,0.92415044442643,0
pom3b,3,moead,0.015636682510376,4.31389403626455E-06,1,0
pom3b,3,moead,0,5.39236754533069E-07,1,0
pom3b,3,moead,0,3.70275904779374E-05,1,0
pom3b,3,random search,0,0,0,0
pom3b,3,random search,0.0502321720123291,4.32685224195664E-11,0.864616031634581,0
pom3b,3,random search,0.0181117057800293,1.26901512584875E-28,1,0.48728813559322
pom3b,3,random search,0.0111448764801025,3.04260645106769E-41,0.862978329841329,0
