DS,Iteration,PP,DT,AS,LA,PT,PT scoring,Duration,Params,sa,sd,pred25
effort/china.csv,0,none,minmax,none,svr,tpe,"['sa', 'sd', 'pred25']",0.03626847267150879,"{'la__C': 15000.0, 'la__coef0': 0.999, 'la__degree': 3, 'la__epsilon': 1e-05, 'la__gamma': 0.999999, 'la__kernel': 'rbf'}",0.2898470466925371,0.2509616877856331,0.17127996381727725
effort/china.csv,0,none,minmax,none,svr,tpe,"['sa', 'sd', 'pred25']",0.04842400550842285,"{'la__C': 15000.0, 'la__coef0': 0.999, 'la__degree': 3, 'la__epsilon': 1e-05, 'la__gamma': 0.999999, 'la__kernel': 'rbf'}",0.44874045717511696,0.3920210687054159,0.16205336951605606
effort/china.csv,0,none,minmax,none,svr,tpe,"['sa', 'sd', 'pred25']",0.050427913665771484,"{'la__C': 15000.0, 'la__coef0': 0.999, 'la__degree': 3, 'la__epsilon': 1e-05, 'la__gamma': 0.999999, 'la__kernel': 'rbf'}",0.4487588370987467,0.3919750388545332,0.16205336951605606
effort/china.csv,0,none,minmax,none,svr,nsga-ii,"['sa', 'sd', 'pred25']",0.11067390441894531,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.11333175621946762, 'la__gamma': 0.5752423212846431, 'la__C': 12368.145167223185, 'la__epsilon': 0.14700555448718267}",0.47925744343296534,0.3944064275365117,0.2283129805517865
effort/china.csv,0,none,minmax,none,svr,nsga-ii,"['sa', 'sd', 'pred25']",0.0,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.11333175621946762, 'la__gamma': 0.5752423212846431, 'la__C': 12368.145167223185, 'la__epsilon': 0.14700555448718267}",0.4671739913668869,0.4255485132174049,0.21931252826775216
effort/china.csv,0,none,minmax,none,svr,nsga-ii,"['sa', 'sd', 'pred25']",0.04025697708129883,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.11333175621946762, 'la__gamma': 0.5752423212846431, 'la__C': 12368.145167223185, 'la__epsilon': 0.14700555448718267}",0.4795479558737338,0.3937582311942022,0.22532790592492086
effort/china.csv,0,none,minmax,none,svr,nsga-ii,"['sa', 'sd', 'pred25']",0.026348352432250977,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.11333175621946762, 'la__gamma': 0.5752423212846431, 'la__C': 12368.145167223185, 'la__epsilon': 0.14700555448718267}",0.49147820571969836,0.4325780179362539,0.21022161917684307
effort/china.csv,0,none,minmax,none,svr,nsga-ii,"['sa', 'sd', 'pred25']",0.05241203308105469,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.11333175621946762, 'la__gamma': 0.5752423212846431, 'la__C': 12368.145167223185, 'la__epsilon': 0.14700555448718267}",0.4667089685876835,0.4278521049406924,0.23120759837177748
effort/china.csv,0,none,minmax,none,svr,nsga-ii,"['sa', 'sd', 'pred25']",0.028265714645385742,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.11333175621946762, 'la__gamma': 0.5752423212846431, 'la__C': 12368.145167223185, 'la__epsilon': 0.14700555448718267}",0.46672916080632454,0.42608790716071726,0.21628222523744914
effort/china.csv,0,none,minmax,none,svr,nsga-ii,"['sa', 'sd', 'pred25']",0.05234479904174805,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.11333175621946762, 'la__gamma': 0.5752423212846431, 'la__C': 12368.145167223185, 'la__epsilon': 0.14700555448718267}",0.47902707843419134,0.39030251167532104,0.23129805517865218
effort/china.csv,0,none,minmax,none,svr,nsga-ii,"['sa', 'sd', 'pred25']",0.0604557991027832,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.11333175621946762, 'la__gamma': 0.5752423212846431, 'la__C': 12368.145167223185, 'la__epsilon': 0.14700555448718267}",0.4895755414092027,0.44566855965835106,0.20416101311623697
effort/china.csv,0,none,minmax,none,svr,nsga-ii,"['sa', 'sd', 'pred25']",0.04825282096862793,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.11333175621946762, 'la__gamma': 0.5752423212846431, 'la__C': 12368.145167223185, 'la__epsilon': 0.14700555448718267}",0.4892668706173488,0.44440479343215955,0.21013116236996834
effort/china.csv,0,none,minmax,none,svr,nsga-ii,"['sa', 'sd', 'pred25']",0.03267097473144531,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.11333175621946762, 'la__gamma': 0.5752423212846431, 'la__C': 12368.145167223185, 'la__epsilon': 0.14700555448718267}",0.4862011798158701,0.4056310253355009,0.2102668475802804
effort/china.csv,0,none,minmax,none,svr,nsga-ii,"['sa', 'sd', 'pred25']",0.026207685470581055,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.11333175621946762, 'la__gamma': 0.5752423212846431, 'la__C': 12368.145167223185, 'la__epsilon': 0.14700555448718267}",0.485605376603614,0.4011133365016675,0.21926729986431476
effort/china.csv,0,none,minmax,none,svr,nsga-ii,"['sa', 'sd', 'pred25']",0.04636549949645996,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.11333175621946762, 'la__gamma': 0.5752423212846431, 'la__C': 12368.145167223185, 'la__epsilon': 0.14700555448718267}",0.47900916987704917,0.3934208042018496,0.23129805517865218
effort/china.csv,0,none,minmax,none,svr,nsga-ii,"['sa', 'sd', 'pred25']",0.05837082862854004,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.11333175621946762, 'la__gamma': 0.5752423212846431, 'la__C': 12368.145167223185, 'la__epsilon': 0.14700555448718267}",0.4917513580416058,0.43681280847262727,0.20723654454997736
effort/china.csv,0,none,minmax,none,svr,nsga-ii,"['sa', 'sd', 'pred25']",0.04430747032165527,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.11333175621946762, 'la__gamma': 0.5752423212846431, 'la__C': 12368.145167223185, 'la__epsilon': 0.14700555448718267}",0.4897170421754312,0.4439620318993852,0.21013116236996834
effort/china.csv,0,none,minmax,none,svr,nsga-ii,"['sa', 'sd', 'pred25']",0.04842424392700195,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.11333175621946762, 'la__gamma': 0.5752423212846431, 'la__C': 12368.145167223185, 'la__epsilon': 0.14700555448718267}",0.4667433559958842,0.4250428278372655,0.23120759837177748
effort/china.csv,0,none,minmax,none,svr,nsga-ii,"['sa', 'sd', 'pred25']",0.03211021423339844,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.11333175621946762, 'la__gamma': 0.5752423212846431, 'la__C': 12368.145167223185, 'la__epsilon': 0.14700555448718267}",0.48959588998850984,0.44473569483317005,0.20416101311623697
effort/china.csv,0,none,minmax,none,svr,nsga-ii,"['sa', 'sd', 'pred25']",0.032111167907714844,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.11333175621946762, 'la__gamma': 0.5752423212846431, 'la__C': 12368.145167223185, 'la__epsilon': 0.14700555448718267}",0.49301204184986763,0.4397489174857965,0.20425146992311172
effort/china.csv,0,none,minmax,none,svr,nsga-ii,"['sa', 'sd', 'pred25']",0.0403287410736084,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.11333175621946762, 'la__gamma': 0.5752423212846431, 'la__C': 12368.145167223185, 'la__epsilon': 0.14700555448718267}",0.47902244291941687,0.3911444416011842,0.23129805517865218
effort/china.csv,0,none,minmax,none,svr,nsga-ii,"['sa', 'sd', 'pred25']",0.040166378021240234,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.11333175621946762, 'la__gamma': 0.5752423212846431, 'la__C': 12368.145167223185, 'la__epsilon': 0.14700555448718267}",0.47963102051505935,0.3921457348212101,0.22532790592492086
effort/china.csv,0,none,minmax,none,svr,nsga-ii,"['sa', 'sd', 'pred25']",0.04021644592285156,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.11333175621946762, 'la__gamma': 0.5752423212846431, 'la__C': 12368.145167223185, 'la__epsilon': 0.14700555448718267}",0.4896462051020283,0.44621973616448596,0.2011759384893713
effort/china.csv,0,none,minmax,none,svr,nsga-ii,"['sa', 'sd', 'pred25']",0.034215450286865234,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.11333175621946762, 'la__gamma': 0.5752423212846431, 'la__C': 12368.145167223185, 'la__epsilon': 0.14700555448718267}",0.47902228969345745,0.39289787278092947,0.23129805517865218
effort/china.csv,0,none,minmax,none,svr,nsga-ii,"['sa', 'sd', 'pred25']",0.02023148536682129,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.11333175621946762, 'la__gamma': 0.5752423212846431, 'la__C': 12368.145167223185, 'la__epsilon': 0.14700555448718267}",0.4793589049812878,0.3928934475786864,0.2283129805517865
effort/china.csv,0,none,minmax,none,svr,nsga-ii,"['sa', 'sd', 'pred25']",0.05048394203186035,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.11333175621946762, 'la__gamma': 0.5752423212846431, 'la__C': 12368.145167223185, 'la__epsilon': 0.14700555448718267}",0.46738944287677386,0.4250736462041197,0.21931252826775216
effort/china.csv,0,none,minmax,none,svr,nsga-ii,"['sa', 'sd', 'pred25']",0.04241538047790527,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.11333175621946762, 'la__gamma': 0.5752423212846431, 'la__C': 12368.145167223185, 'la__epsilon': 0.14700555448718267}",0.49301204303795326,0.43969726015220195,0.20425146992311172
effort/china.csv,0,none,minmax,none,svr,nsga-ii,"['sa', 'sd', 'pred25']",0.050444602966308594,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.11333175621946762, 'la__gamma': 0.5752423212846431, 'la__C': 12368.145167223185, 'la__epsilon': 0.14700555448718267}",0.4917724453080597,0.4355537021386461,0.20723654454997736
effort/china.csv,0,none,minmax,none,svr,nsga-ii,"['sa', 'sd', 'pred25']",0.04630732536315918,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.11333175621946762, 'la__gamma': 0.5752423212846431, 'la__C': 12368.145167223185, 'la__epsilon': 0.14700555448718267}",0.4794068682669428,0.3916294481259063,0.2283129805517865
effort/china.csv,0,none,minmax,none,svr,nsga-ii,"['sa', 'sd', 'pred25']",0.05454206466674805,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.11333175621946762, 'la__gamma': 0.5752423212846431, 'la__C': 12368.145167223185, 'la__epsilon': 0.14700555448718267}",0.47966544969738545,0.3923891617055129,0.22532790592492083
effort/china.csv,0,none,minmax,none,svr,nsga-ii,"['sa', 'sd', 'pred25']",0.0402379035949707,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.11333175621946762, 'la__gamma': 0.5752423212846431, 'la__C': 12368.145167223185, 'la__epsilon': 0.14700555448718267}",0.4907454940173606,0.44458989759344086,0.20416101311623697
effort/china.csv,0,none,minmax,none,svr,nsga-ii,"['sa', 'sd', 'pred25']",0.050443410873413086,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.11333175621946762, 'la__gamma': 0.5752423212846431, 'la__C': 12368.145167223185, 'la__epsilon': 0.14700555448718267}",0.47900423414385146,0.3936099870501367,0.23129805517865218
effort/china.csv,0,none,minmax,none,svr,nsga-ii,"['sa', 'sd', 'pred25']",0.052345991134643555,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.11333175621946762, 'la__gamma': 0.5752423212846431, 'la__C': 12368.145167223185, 'la__epsilon': 0.14700555448718267}",0.47996818227906274,0.39732272178129563,0.22234283129805518
effort/china.csv,0,none,minmax,none,svr,nsga-ii,"['sa', 'sd', 'pred25']",0.06048083305358887,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.11333175621946762, 'la__gamma': 0.5752423212846431, 'la__C': 12368.145167223185, 'la__epsilon': 0.14700555448718267}",0.4767332382624163,0.4360401037542762,0.21325192220714612
effort/china.csv,0,none,minmax,none,svr,nsga-ii,"['sa', 'sd', 'pred25']",0.01824212074279785,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.11333175621946762, 'la__gamma': 0.5752423212846431, 'la__C': 12368.145167223185, 'la__epsilon': 0.14700555448718267}",0.4673633307013466,0.42551940245264286,0.21931252826775216
effort/china.csv,0,none,minmax,none,svr,nsga-ii,"['sa', 'sd', 'pred25']",0.04227876663208008,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.11333175621946762, 'la__gamma': 0.5752423212846431, 'la__C': 12368.145167223185, 'la__epsilon': 0.14700555448718267}",0.4882846916035627,0.4420991715463726,0.2161917684305744
effort/china.csv,0,none,minmax,none,svr,nsga-ii,"['sa', 'sd', 'pred25']",0.06835508346557617,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.11333175621946762, 'la__gamma': 0.5752423212846431, 'la__C': 12368.145167223185, 'la__epsilon': 0.14700555448718267}",0.47940386333500895,0.3924653946432294,0.2283129805517865
effort/china.csv,0,none,minmax,none,svr,nsga-ii,"['sa', 'sd', 'pred25']",0.018253326416015625,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.11333175621946762, 'la__gamma': 0.5752423212846431, 'la__C': 12368.145167223185, 'la__epsilon': 0.14700555448718267}",0.4918533053729142,0.4419322995311402,0.2011759384893713
effort/china.csv,0,none,minmax,none,svr,nsga-ii,"['sa', 'sd', 'pred25']",0.03003859519958496,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.11333175621946762, 'la__gamma': 0.5752423212846431, 'la__C': 12368.145167223185, 'la__epsilon': 0.14700555448718267}",0.48024475932231264,0.3949042233084909,0.22528267752148348
effort/china.csv,0,none,minmax,none,svr,nsga-ii,"['sa', 'sd', 'pred25']",0.048337459564208984,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.11333175621946762, 'la__gamma': 0.5752423212846431, 'la__C': 12368.145167223185, 'la__epsilon': 0.14700555448718267}",0.49105990680295675,0.43588582375808177,0.21022161917684307
effort/china.csv,0,none,minmax,none,svr,nsga-ii,"['sa', 'sd', 'pred25']",0.0443265438079834,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.11333175621946762, 'la__gamma': 0.5752423212846431, 'la__C': 12368.145167223185, 'la__epsilon': 0.14700555448718267}",0.4859412851748649,0.40227931008782214,0.21628222523744914
effort/china.csv,0,none,minmax,none,svr,nsga-iii,"['sa', 'sd', 'pred25']",0.04633831977844238,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.147496076541549, 'la__gamma': 0.6050820580565377, 'la__C': 9683.499914536073, 'la__epsilon': 0.6481919728289178}",0.4819890860141324,0.4175421409750505,0.1981456354590683
effort/china.csv,0,none,minmax,none,svr,nsga-iii,"['sa', 'sd', 'pred25']",0.05043148994445801,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.147496076541549, 'la__gamma': 0.6050820580565377, 'la__C': 9683.499914536073, 'la__epsilon': 0.6481919728289178}",0.48655013835776584,0.41320824237902887,0.20117593848937135
effort/china.csv,0,none,minmax,none,svr,nsga-iii,"['sa', 'sd', 'pred25']",0.02218031883239746,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.147496076541549, 'la__gamma': 0.6050820580565377, 'la__C': 9683.499914536073, 'la__epsilon': 0.6481919728289178}",0.48486234460309774,0.3968329705295882,0.21628222523744914
effort/china.csv,0,none,minmax,none,svr,nsga-iii,"['sa', 'sd', 'pred25']",0.06846976280212402,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.147496076541549, 'la__gamma': 0.6050820580565377, 'la__C': 9683.499914536073, 'la__epsilon': 0.6481919728289178}",0.460579514986858,0.42187642700926914,0.2072365445499774
effort/china.csv,0,none,minmax,none,svr,nsga-iii,"['sa', 'sd', 'pred25']",0.04300713539123535,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.147496076541549, 'la__gamma': 0.6050820580565377, 'la__C': 9683.499914536073, 'la__epsilon': 0.6481919728289178}",0.48691460621689675,0.41534346996531435,0.19819086386250565
effort/china.csv,0,none,minmax,none,svr,nsga-iii,"['sa', 'sd', 'pred25']",0.04234123229980469,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.147496076541549, 'la__gamma': 0.6050820580565377, 'la__C': 9683.499914536073, 'la__epsilon': 0.6481919728289178}",0.4892208552138446,0.405376096096171,0.19525101763907732
effort/china.csv,0,none,minmax,none,svr,nsga-iii,"['sa', 'sd', 'pred25']",0.04015803337097168,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.147496076541549, 'la__gamma': 0.6050820580565377, 'la__C': 9683.499914536073, 'la__epsilon': 0.6481919728289178}",0.48691472406348274,0.4143949579054011,0.19819086386250565
effort/china.csv,0,none,minmax,none,svr,nsga-iii,"['sa', 'sd', 'pred25']",0.05005478858947754,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.147496076541549, 'la__gamma': 0.6050820580565377, 'la__C': 9683.499914536073, 'la__epsilon': 0.6481919728289178}",0.472880795200617,0.37774294215773185,0.23120759837177748
effort/china.csv,0,none,minmax,none,svr,nsga-iii,"['sa', 'sd', 'pred25']",0.050492286682128906,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.147496076541549, 'la__gamma': 0.6050820580565377, 'la__C': 9683.499914536073, 'la__epsilon': 0.6481919728289178}",0.491721092987704,0.42320183080181195,0.19217548620533695
effort/china.csv,0,none,minmax,none,svr,nsga-iii,"['sa', 'sd', 'pred25']",0.08908939361572266,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.147496076541549, 'la__gamma': 0.6050820580565377, 'la__C': 9683.499914536073, 'la__epsilon': 0.6481919728289178}",0.4917210739890914,0.42415390064260994,0.19217548620533695
effort/china.csv,0,none,minmax,none,svr,nsga-iii,"['sa', 'sd', 'pred25']",0.05034923553466797,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.147496076541549, 'la__gamma': 0.6050820580565377, 'la__C': 9683.499914536073, 'la__epsilon': 0.6481919728289178}",0.48350446784522616,0.4102127335068177,0.20425146992311172
effort/china.csv,0,none,minmax,none,svr,nsga-iii,"['sa', 'sd', 'pred25']",0.050455331802368164,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.147496076541549, 'la__gamma': 0.6050820580565377, 'la__C': 9683.499914536073, 'la__epsilon': 0.6481919728289178}",0.4814055505259402,0.39696043158189526,0.210085933966531
effort/china.csv,0,none,minmax,none,svr,nsga-iii,"['sa', 'sd', 'pred25']",0.060373544692993164,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.147496076541549, 'la__gamma': 0.6050820580565377, 'la__C': 9683.499914536073, 'la__epsilon': 0.6481919728289178}",0.48268083697624053,0.4058249520649301,0.2043419267299864
effort/china.csv,0,none,minmax,none,svr,nsga-iii,"['sa', 'sd', 'pred25']",0.04658031463623047,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.147496076541549, 'la__gamma': 0.6050820580565377, 'la__C': 9683.499914536073, 'la__epsilon': 0.6481919728289178}",0.47858572475828554,0.3921873656663113,0.21917684305744006
effort/china.csv,0,none,minmax,none,svr,nsga-iii,"['sa', 'sd', 'pred25']",0.04020094871520996,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.147496076541549, 'la__gamma': 0.6050820580565377, 'la__C': 9683.499914536073, 'la__epsilon': 0.6481919728289178}",0.4860105903628911,0.4045203712067874,0.20429669832654906
effort/china.csv,0,none,minmax,none,svr,nsga-iii,"['sa', 'sd', 'pred25']",0.034163475036621094,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.147496076541549, 'la__gamma': 0.6050820580565377, 'la__C': 9683.499914536073, 'la__epsilon': 0.6481919728289178}",0.48036349289438984,0.41523411274420646,0.20416101311623702
effort/china.csv,0,none,minmax,none,svr,nsga-iii,"['sa', 'sd', 'pred25']",0.03631162643432617,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.147496076541549, 'la__gamma': 0.6050820580565377, 'la__C': 9683.499914536073, 'la__epsilon': 0.6481919728289178}",0.4764765502750402,0.3882947258702525,0.22817729534147446
effort/china.csv,0,none,minmax,none,svr,nsga-iii,"['sa', 'sd', 'pred25']",0.042327165603637695,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.147496076541549, 'la__gamma': 0.6050820580565377, 'la__C': 9683.499914536073, 'la__epsilon': 0.6481919728289178}",0.4762229964303996,0.4089649477248626,0.21013116236996834
effort/china.csv,0,none,minmax,none,svr,nsga-iii,"['sa', 'sd', 'pred25']",0.03409934043884277,"{'la__kernel': 'sigmoid', 'la__degree': 3, 'la__coef0': 0.147496076541549, 'la__gamma': 0.6050820580565377, 'la__C': 9683.499914536073, 'la__epsilon': 0.6481919728289178}",0.48595710303554734,0.4057483620351909,0.20728177295341474
