DS,Iteration,PP,DT,AS,LA,PT,PT scoring,Duration,Params,mar,sa,sdar,sd,effect size,mmre,pred25,Models built,Best params
effort/china.csv,0,none,minmax,none,svr,default,None,0.27004146575927734,"{'la__kernel': 'rbf', 'la__degree': 3, 'la__coef0': 0.0, 'la__gamma': 'scale', 'la__C': 1.0, 'la__epsilon': 0.1}",2385.6184661681964,0.3383912546149287,3693.4544685484407,0.20483246057476912,0.2624203243943651,1.869964024429434,0.17964071856287425,,
effort/china.csv,0,none,minmax,none,svr,random search,"['sa', 'sd', 'pred25']",92.1511287689209,,2720.03294831446,0.24564736069011178,7864.211492683087,-0.6905462321965056,0.2481500291184315,1.3382119149224103,0.20209580838323354,320.0,pareto front
effort/china.csv,0,none,minmax,none,svr,sway,"['sa', 'sd', 'pred25']",961.7668025493622,,2706.814732737362,0.24931319709614863,6515.703914192723,-0.4047366644568175,0.19316810088061823,1.3339266438315625,0.18063872255489022,950.0,pareto front
effort/china.csv,0,none,minmax,none,svr,tpe,"['sa', 'sd', 'pred25']",409.2468135356903,,3825.672006142497,-0.06098191816237941,21120.05462115792,-3.546379404973526,0.41477805699251324,1.3718650406016157,0.20159680638722555,2560.0,pareto front
effort/china.csv,0,none,minmax,none,svr,nsga-ii,"['sa', 'sd', 'pred25']",4108.068949699402,,2138.031635711574,0.4070550475035622,3291.244757863218,0.29117621407362926,0.3161366696657724,1.244970393851036,0.2114233072316905,3000.0,pareto front
effort/china.csv,0,none,minmax,none,svr,nsga-iii,"['sa', 'sd', 'pred25']",584.4079487323761,,2251.0366004224334,0.37571513544934154,3517.5930632144955,0.24461557138904044,0.29130031486731556,1.2733790308398896,0.21257485029940118,3000.0,pareto front
effort/china.csv,0,none,minmax,none,svr,moead,"['sa', 'sd', 'pred25']",1053.02099442482,,3204.736554718387,0.11122345784716987,14973.98224491791,-2.2398282482678287,0.3558401681228351,1.3453494494963767,0.19161676646706585,6750.0,pareto front
effort/china.csv,1,none,minmax,none,svr,default,None,0.26998376846313477,"{'la__kernel': 'rbf', 'la__degree': 3, 'la__coef0': 0.0, 'la__gamma': 'scale', 'la__C': 1.0, 'la__epsilon': 0.1}",4203.79082157035,0.3788723346984961,8178.850546177665,0.19855012851045084,0.24971761148188343,1.924524303691169,0.13253012048192772,,
effort/china.csv,1,none,minmax,none,svr,random search,"['sa', 'sd', 'pred25']",68.99253845214844,,3379.9571751223266,0.5005971995013396,6476.957903432143,0.369988420674654,0.3297610876042941,1.4771054429950847,0.16265060240963855,320.0,pareto front
effort/china.csv,1,none,minmax,none,svr,sway,"['sa', 'sd', 'pred25']",226.28985977172852,,3312.4789531539604,0.5105673888492129,6515.456557524878,0.36634783123889375,0.3362606715967305,1.4544211610934654,0.1606425702811245,145.0,pareto front
effort/china.csv,1,none,minmax,none,svr,tpe,"['sa', 'sd', 'pred25']",603.3934597969055,,9371.176628019824,-0.38463051734710685,80146.60997428645,-6.796189980416152,0.5870545282643661,1.5605434553373723,0.14457831325301204,2560.0,pareto front
effort/china.csv,1,none,minmax,none,svr,nsga-ii,"['sa', 'sd', 'pred25']",5487.118427038193,,3244.948565229484,0.5205452859351497,6207.500247701221,0.39562959040889667,0.3431189329077157,1.4103202069024727,0.17722502914885344,3000.0,pareto front
effort/china.csv,1,none,minmax,none,svr,nsga-iii,"['sa', 'sd', 'pred25']",1390.5711596012115,,3326.2214234696467,0.5085368814179538,6095.890712241983,0.406180868050347,0.3348704286257985,1.6253542446011573,0.13629518072289154,3000.0,pareto front
effort/china.csv,1,none,minmax,none,svr,moead,"['sa', 'sd', 'pred25']",790.343453168869,,3226.4112844342208,0.5232842466565824,6171.6348114071325,0.3976708642838891,0.3446241582229481,1.42046570122381,0.15060240963855423,6750.0,pareto front
effort/china.csv,2,none,minmax,none,svr,default,None,0.2889881134033203,"{'la__kernel': 'rbf', 'la__degree': 3, 'la__coef0': 0.0, 'la__gamma': 'scale', 'la__C': 1.0, 'la__epsilon': 0.1}",2733.4517912359775,0.3590523491345381,5211.669293948136,0.22682490722950688,0.22775982688429794,1.4051920018982964,0.16265060240963855,,
effort/china.csv,2,none,minmax,none,svr,random search,"['sa', 'sd', 'pred25']",60.09302115440369,,2423.08061084507,0.4318290776671976,4259.11274726231,0.36707891026585937,0.2739313624079251,1.213910345218544,0.19036144578313252,320.0,pareto front
effort/china.csv,2,none,minmax,none,svr,sway,"['sa', 'sd', 'pred25']",3105.539959669113,,2361.5012242687462,0.446268389636912,4136.0584675307555,0.3846838639110223,0.28323261151179824,1.1743663819803347,0.2020389249304912,1130.0,pareto front
effort/china.csv,2,none,minmax,none,svr,tpe,"['sa', 'sd', 'pred25']",304.2948524951935,,2372.9257026837054,0.4435895450251619,4163.0668450464555,0.3800187460027933,0.2814438216290922,1.1895764823729296,0.21084337349397592,2560.0,pareto front
effort/china.csv,2,none,minmax,none,svr,nsga-ii,"['sa', 'sd', 'pred25']",3097.677156686783,,2324.6053571313732,0.4549198388573317,4098.715881778752,0.39024479897985326,0.2889421844555672,1.1280784647132105,0.19109772423025437,3000.0,pareto front
effort/china.csv,2,none,minmax,none,svr,nsga-iii,"['sa', 'sd', 'pred25']",849.647145986557,,2332.2606647202438,0.4531248002795632,4117.512279060399,0.3866117478475439,0.28720734200279585,1.130766996446626,0.18674698795180722,3000.0,pareto front
effort/china.csv,2,none,minmax,none,svr,moead,"['sa', 'sd', 'pred25']",1168.7752301692963,,2339.918046252606,0.4513292753975498,4145.710737367109,0.38349125990268734,0.28617261648502973,1.137052633750672,0.19277108433734944,6750.0,pareto front
effort/china.csv,3,none,minmax,none,svr,default,None,0.2869987487792969,"{'la__kernel': 'rbf', 'la__degree': 3, 'la__coef0': 0.0, 'la__gamma': 'scale', 'la__C': 1.0, 'la__epsilon': 0.1}",3677.966891462729,0.378859713908824,7798.428952569246,0.215523298947642,0.22589270300234113,1.6242637328072755,0.1437125748502994,,
effort/china.csv,3,none,minmax,none,svr,random search,"['sa', 'sd', 'pred25']",144.5632243156433,,2887.1380412378658,0.5124160162828432,6254.572282546885,0.369551048265053,0.3062105711697765,1.05336735747835,0.23852295409181637,320.0,pareto front
effort/china.csv,3,none,minmax,none,svr,sway,"['sa', 'sd', 'pred25']",6281.358340263367,,3152.3864031094913,0.46762049521369253,7982.077582200405,0.19541317156928786,0.2792697169048823,1.0084685334683179,0.22583404619332764,2530.0,pareto front
effort/china.csv,3,none,minmax,none,svr,tpe,"['sa', 'sd', 'pred25']",451.71114683151245,,4114.118877390359,0.3052017454406574,15953.329774231273,-0.607254006063899,0.18181844367205025,1.0642047530042034,0.20359281437125745,2560.0,pareto front
effort/china.csv,3,none,minmax,none,svr,nsga-ii,"['sa', 'sd', 'pred25']",9719.616746902466,,2973.3106408132976,0.4978630649559167,6876.004798886065,0.30717216892275356,0.2970608447926339,1.0991901715739814,0.23791702309666382,3000.0,pareto front
effort/china.csv,3,none,minmax,none,svr,nsga-iii,"['sa', 'sd', 'pred25']",6650.9100387096405,,3019.286184996985,0.4900986495845495,7309.068780871979,0.2632908917240293,0.2924869689327579,1.0614419451998358,0.23952095808383228,3000.0,pareto front
effort/china.csv,3,none,minmax,none,svr,moead,"['sa', 'sd', 'pred25']",13902.527442455292,,2856.017950287615,0.5176716215578364,5791.7948828238505,0.4160886243591422,0.3088973334752241,1.1658487645416096,0.24208725406330198,6750.0,pareto front
effort/china.csv,4,none,minmax,none,svr,default,None,0.27054309844970703,"{'la__kernel': 'rbf', 'la__degree': 3, 'la__coef0': 0.0, 'la__gamma': 'scale', 'la__C': 1.0, 'la__epsilon': 0.1}",3022.3725661554454,0.3431351931348001,4855.446657105035,0.1840909810412621,0.2640090234822681,1.4942050369293969,0.13253012048192772,,
effort/china.csv,4,none,minmax,none,svr,random search,"['sa', 'sd', 'pred25']",45.7603120803833,,2720.0579934860875,0.4088384772410323,3952.1190642437105,0.3364328168492133,0.31529783881067047,1.342609782744621,0.1746987951807229,320.0,pareto front
effort/china.csv,4,none,minmax,none,svr,sway,"['sa', 'sd', 'pred25']",3400.0435564517975,,2552.7829314860783,0.44519306255073404,3819.5864618827495,0.35984829876126107,0.3431970377304062,1.0735106827832712,0.17469879518072298,855.0,pareto front
effort/china.csv,4,none,minmax,none,svr,tpe,"['sa', 'sd', 'pred25']",494.5819308757782,,2557.1681792986997,0.44423999839519296,3814.729167425218,0.3604718369994848,0.34198293352266845,1.0879104729788796,0.18072289156626506,2560.0,pareto front
effort/china.csv,4,none,minmax,none,svr,nsga-ii,"['sa', 'sd', 'pred25']",5366.484979391098,,2672.801703015896,0.41910888349751624,3847.73770116379,0.3551918424968859,0.32331162790375506,1.3117961133718494,0.16767068273092367,3000.0,pareto front
