Iteration,PT,Duration?,MAR-,SA+,SdAR-,SD+,Delta+,MMRE-,MdMRE-,Pred25+,Pred40+
0,default,0.873442888259888,2226.19961538461,0.449673426759083,1902.3883495561,0.501314043332056,0.479010114514252,0.485575125535337,0.371329800591672,0.269230769230769,0.538461538461538
0,random60,5.84474992752075,2807.7485744767,0.305911904379306,2945.61811346861,0.223444869814465,0.325535704807264,0.671198895258627,0.412758745937262,0.307692307692308,0.5
0,random150,11.2059035301208,2737.68053186758,0.32323304014642,2729.51263378912,0.280405960123368,0.343423971762731,0.697598352500629,0.437937155643278,0.269230769230769,0.461538461538462
0,random300,22.6377046108246,2836.44323323735,0.298818455473404,2847.76664787814,0.247936963498917,0.317741109498056,0.709970160189964,0.432647077905952,0.230769230769231,0.461538461538462
0,sway,107.67383146286,2809.08459653092,0.305581633709149,2938.17435816503,0.2303150364059,0.325522504142295,0.674125887688779,0.414373645338377,0.307692307692308,0.5
0,tpe,177.704417467117,2806.73303167421,0.306162951134777,2951.33170374334,0.223895337532024,0.325394698589835,0.668974017244096,0.413071649385293,0.307692307692308,0.5
0,nsga-ii,82.4353885650635,2321.44201952834,0.42612907541816,2649.87139898469,0.303330810815115,0.45254760252467,0.537435387881655,0.349242217164473,0.307692307692308,0.538461538461538
0,nsga-iii,186.192866802216,2095.99037278654,0.481861738080354,2249.97855866893,0.406910144485192,0.514874767910577,0.44473602191329,0.303794645053395,0.423076923076923,0.576923076923077
0,moead,72.9180986881256,2282.98788696787,0.435635110210686,2370.11560755224,0.372834975703525,0.459701909974385,0.471104401270485,0.381403085546563,0.423076923076923,0.538461538461538
1,default,1.10687518119812,2526.07615384615,0.449297740144697,2945.92232189889,0.465665607718003,0.371182986920635,1.12550286179928,0.53609442700157,0.307692307692308,0.423076923076923
1,random60,5.17799973487854,3597.89147127382,0.215634508513204,3564.95375487502,0.352897134454846,0.17793133079071,1.84694121070379,0.858922986149634,0.153846153846154,0.269230769230769
1,random150,13.167218208313,2716.49154196766,0.407785854451909,2903.70834891698,0.47111736247708,0.339625051595271,1.3479255621296,0.556723474469067,0.269230769230769,0.307692307692308
1,random300,25.4238131046295,2677.60730908264,0.41626288903771,2877.34112760517,0.478373135480463,0.346395828377961,1.33020504345892,0.575785587835015,0.269230769230769,0.307692307692308
1,sway,105.503108501434,3620.80107901149,0.210640053878762,3547.1329822435,0.353660511624123,0.175823117701114,1.86997913167715,0.869464034623647,0.115384615384615,0.269230769230769
1,tpe,188.977754592896,2709.93033979446,0.409216242391185,2813.62560394774,0.489059816696958,0.34158767128744,1.37787981617083,0.633280766056624,0.346153846153846,0.423076923076923
1,nsga-ii,81.1226425170898,3372.18351469332,0.264840420839699,3523.12619527616,0.363479220449789,0.220983249116519,1.70124853122263,0.779437310781786,0.115384615384615,0.269230769230769
1,nsga-iii,202.711643218994,2809.13408628212,0.387589132181666,2772.34199154971,0.493226628187344,0.323242043215808,1.43012336145749,0.65218605869977,0.269230769230769,0.346153846153846
