default 0.095614696112205 0.12472566774503 0.079446528416732 0.030200989161318 0.057319785306206 0.066116150342567
random 0.5 1.0 0.0 0.5 1.0 1.0
tpe 0.5 0.5 0.0 0.5 0.5 1.0
nsga-ii 0.333333333333333 0.5 0.5 1.0 0.5 1.0
nsga-iii 0.5 0.0 1.0 0.5 0.5 0.5
moead 0.5 0.5 0.5 0.5 0.5 0.666666666666667
