default 0.0988099320941078 0.0097357911150712 0.0408753728362581 0.0738294261261015 0.153675444340815 0.0753100785752926 0.142472283813747 0.0552135582915336 0.105578092598153 0.0954987920487137 0.0638744169140365 0.142691185012536 0.0737687921202697 0.0797747215371226 0.143309377138946 0.0619740514284498 0.0511803405572754 0.136994349018072 0.127581929638485 0.133243589104386 0.138186287614967 0.0190636442125297 0.168936139966085 0.0700547076907886 0.0808044309085311 0.0260739585635245 0.113533372964439 0.102387473676314 0.0266770941953425 0.0140198571060761
random 0.0 0.5 0.0 0.5 0.0 1.0 0.666666666666667 0.5 0.0 0.5 0.666666666666667 0.5 0.5 1.0 0.5 0.5 1.0 0.5 0.5 0.5 1.0 0.5 0.5 1.0 0.5 0.0 0.0 0.0 0.0 0.5
tpe 0.5 0.666666666666667 0.5 0.666666666666667 0.0 0.333333333333333 0.0 0.5 1.0 0.5 0.5 1.0 1.0 0.0 0.5 1.0 0.0 0.0 0.5 0.5 0.5 0.5 1.0 0.5 0.5 0.5 1.0 0.5 0.0 0.5
nsga-ii 1.0 0.0 0.0 0.0 0.5 0.666666666666667 0.5 1.0 0.5 0.5 0.666666666666667 1.0 0.5 0.5 1.0 0.5 0.0 0.0 1.0 0.5 0.5 1.0 0.5 0.5 1.0 0.5 0.333333333333333 1.0 0.333333333333333 0.0
nsga-iii 0.5 0.0 0.0 0.666666666666667 0.5 0.5 0.5 0.5 1.0 0.5 0.5 0.0 0.0 0.666666666666667 1.0 0.0 0.0 1.0 0.0 0.5 0.5 0.0 1.0 0.0 0.0 0.5 0.0 0.5 0.5 0.5
moead 1.0 0.0 1.0 1.0 1.0 0.333333333333333 0.0 0.0 0.5 0.5 0.0 1.0 1.0 0.333333333333333 1.0 0.666666666666667 0.5 1.0 0.5 0.0 0.0 0.0 1.0 0.0 1.0 1.0 0.5 0.5 0.666666666666667 1.0
