ds,pp,pt,m,rank,q0,q1,q2,q3,q4
compas-scores-two-years,fairsmote,default,fr-race,5,0.270963270963271,0.299376299376299,0.321552321552322,0.339112343966713,0.369369369369369
compas-scores-two-years,none,random,fr-sex,1,0.0,0.0,0.0,0.0,0.016632016632017
compas-scores-two-years,none,de,fr-sex,1,0.0,0.0,0.0,0.003465003465003,0.036036036036036
compas-scores-two-years,fairsmote,random,fr-sex,2,0.033957033957034,0.065142065142065,0.081830790568655,0.10124826629681,0.162162162162162
compas-scores-two-years,fairsmote,de,fr-sex,3,0.0,0.037422037422038,0.094941094941095,0.136615811373093,0.192654192654193
compas-scores-two-years,none,default,fr-sex,4,0.237864077669903,0.262647262647263,0.274428274428274,0.287101248266297,0.314840499306519
compas-scores-two-years,fairsmote,default,fr-sex,5,0.266990291262136,0.320388349514563,0.336105336105336,0.34996534996535,0.381843381843382
compas-scores-two-years,none,de,precision,4,0.542302357836338,0.611320754716981,0.631818181818182,0.648598130841121,0.716106604866744
compas-scores-two-years,none,random,precision,3,0.599052132701422,0.623725671918443,0.639047619047619,0.647058823529412,0.681372549019608
compas-scores-two-years,fairsmote,default,precision,2,0.630731102850062,0.650246305418719,0.66044776119403,0.673052362707535,0.713383838383838
compas-scores-two-years,none,default,precision,2,0.627157652474108,0.65163472378805,0.663636363636364,0.676744186046512,0.701754385964912
compas-scores-two-years,fairsmote,random,precision,1,0.670698924731183,0.697318007662835,0.703947368421053,0.719086021505376,0.753280839895013
compas-scores-two-years,fairsmote,de,precision,1,0.557172557172557,0.685452162516383,0.705570291777188,0.713896457765668,0.732724902216428
compas-scores-two-years,fairsmote,default,recall,6,0.643382352941176,0.66624685138539,0.67713567839196,0.686945500633714,0.706964520367937
compas-scores-two-years,fairsmote,de,recall,5,0.619897959183674,0.666666666666667,0.681647940074906,0.696315120711563,1.0
compas-scores-two-years,fairsmote,random,recall,4,0.644132653061224,0.670951156812339,0.68806161745828,0.702154626108999,0.729088639200999
compas-scores-two-years,none,default,recall,3,0.689138576779026,0.718997361477573,0.728900255754476,0.736708860759494,0.759708737864078
compas-scores-two-years,none,de,recall,2,0.745992601726264,0.829815303430079,0.849279161205767,0.884265279583875,1.0
compas-scores-two-years,none,random,recall,1,0.769607843137255,0.83645443196005,0.85424588086185,0.863171355498721,0.902408111533587
compas-scores-two-years,fairsmote,default,spd-race,1,0.002331778814124,0.027725497783719,0.062278503084065,0.083160083160083,0.123705589808223
compas-scores-two-years,fairsmote,de,spd-race,2,0.0,0.092253521126761,0.122221975927116,0.146644603394897,0.199283323319887
compas-scores-two-years,none,random,spd-race,2,0.089816477577873,0.115828647901767,0.125224577412656,0.138337476891694,0.175389456722109
compas-scores-two-years,none,de,spd-race,2,0.0,0.100132283111713,0.126204164576661,0.140523860021209,0.364989765691547
compas-scores-two-years,fairsmote,random,spd-race,3,0.050262714173792,0.112878995702212,0.128316615177289,0.145816455919129,0.20255124208537
compas-scores-two-years,none,default,spd-race,4,0.07033245903873,0.117306100524814,0.138621205671014,0.156542732568042,0.196253540468629
compas-scores-two-years,fairsmote,default,spd-sex,1,0.000923607040728,0.032804976523013,0.056400059355988,0.087970709667368,0.148581755323328
compas-scores-two-years,fairsmote,de,spd-sex,2,0.0,0.062823586023757,0.09191407051376,0.128587666950838,0.190175758877434
compas-scores-two-years,none,de,spd-sex,3,0.0,0.070454144691493,0.103377010125075,0.124220896087904,0.166024986249705
compas-scores-two-years,none,random,spd-sex,4,0.052525252525253,0.096559865509654,0.107149510077866,0.120525300489687,0.159075667821616
compas-scores-two-years,fairsmote,random,spd-sex,5,0.001366276847818,0.087190041781008,0.117347692957449,0.143203611457036,0.208118556701031
compas-scores-two-years,none,default,spd-sex,6,0.036363983795766,0.103008827551908,0.135897994768962,0.158144458281445,0.187437356815579
default,fairsmote,de,accuracy,6,0.209833333333333,0.221166666666667,0.763833333333333,0.7765,0.791
default,fairsmote,random,accuracy,5,0.214666666666667,0.7655,0.7745,0.778,0.7835
default,fairsmote,default,accuracy,4,0.785166666666667,0.793333333333333,0.797,0.7995,0.808333333333333
default,none,default,accuracy,3,0.803666666666667,0.813166666666667,0.815666666666667,0.8185,0.830166666666667
default,none,de,accuracy,2,0.771166666666667,0.815333333333333,0.818333333333333,0.821166666666667,0.831833333333333
default,none,random,accuracy,1,0.8095,0.817,0.819833333333333,0.823,0.831166666666667
default,fairsmote,de,aod-sex,1,0.0,0.0,0.0,0.0,0.044793652084613
default,none,de,aod-sex,2,0.0,0.007301880283032,0.015438503842672,0.025119677576019,0.043860204194303
default,none,random,aod-sex,3,0.000332890821922,0.010950154724936,0.017051934863666,0.023928272105344,0.04852670466446
default,fairsmote,random,aod-sex,3,0.0,0.004229169213903,0.018105362312314,0.027955202689982,0.04610014875468
default,none,default,aod-sex,3,0.000213026820234,0.010359210248309,0.01994217444129,0.024529967789957,0.051660820526298
default,fairsmote,default,aod-sex,4,0.001135993202276,0.011097827918919,0.021851723708259,0.031377326286274,0.052344102352913
default,fairsmote,random,d2h1,1,0.39773617089942,0.408856512959233,0.4160201970055,0.431554733491434,0.874038714023075
default,fairsmote,default,d2h1,2,0.403219342156141,0.418650837009079,0.422336560523427,0.430950687782564,0.442586668421502
default,none,random,d2h1,3,0.435911286980199,0.449154154059135,0.457069902856871,0.462266799586734,0.486230662092051
default,none,default,d2h1,3,0.435744337052748,0.450822951371332,0.457347925634777,0.464146346653682,0.474951442465359
default,none,de,d2h1,4,0.437525443010435,0.450484380684448,0.458564937596065,0.464855309954243,0.873550899267531
default,fairsmote,de,d2h1,5,0.410651038922155,0.633540077680266,0.639544443899486,0.873025454637174,0.873638468481735
default,fairsmote,de,d2h2,1,0.0,0.0,0.03539130846405,0.447213595499958,0.447213595499958
default,fairsmote,random,d2h2,2,0.0,0.035442306524929,0.06142511876459,0.079916816126665,0.447213595499958
default,fairsmote,default,d2h2,3,0.038934428438007,0.05412247403002,0.072863466999524,0.086680182861019,0.11552913719126
default,none,default,d2h2,4,0.026899870558929,0.071106310785783,0.086314506079019,0.109145083748106,0.132036561411605
default,none,random,d2h2,4,0.021108355148835,0.069216586952965,0.0877532674558,0.10753509987782,0.130958087599142
default,none,de,d2h2,5,0.025320128289682,0.064073753230117,0.098244962523831,0.115649167440955,0.447213595499958
default,fairsmote,random,d2h3,1,0.266391552855936,0.275568196249866,0.281862516662946,0.290692413998278,0.671298467684866
default,fairsmote,default,d2h3,2,0.27421053344049,0.284030225322021,0.287165055199476,0.291802589314054,0.305964911931419
default,none,random,d2h3,3,0.301129485630393,0.305565264390613,0.310281037538887,0.315928727125557,0.337539153388087
default,none,de,d2h3,4,0.300915317258237,0.307730640856211,0.311242543779154,0.318717990673313,0.671016202358155
default,none,default,d2h3,4,0.294133644999196,0.307312000215131,0.311704398987901,0.316282829946459,0.326378155898392
default,fairsmote,de,d2h3,5,0.280733819525452,0.422360051786844,0.426362962599657,0.670712206685946,0.67106686986258
default,fairsmote,de,di-sex,1,0.0,0.0,0.057927627621252,1.0,1.0
default,fairsmote,random,di-sex,2,0.0,0.072979142349986,0.11760771173514,0.162801211628012,1.0
default,fairsmote,default,di-sex,3,0.079023649973571,0.113121788889583,0.151143473263826,0.182212982870812,0.238247366644006
default,none,default,di-sex,4,0.027506569822615,0.156287057861378,0.189428097218769,0.237113599846519,0.287894304135235
default,none,random,di-sex,4,0.028897805935006,0.151927237405625,0.193463179794508,0.230275997363941,0.285938462630192
default,none,de,di-sex,5,0.043592773866495,0.141470824769904,0.212453270384216,0.248678720445063,1.0
default,fairsmote,de,eod-sex,1,0.0,0.0,0.0,0.0,0.065174187514613
default,fairsmote,random,eod-sex,2,0.0,0.000300730598454,0.020447612034505,0.03539059576768,0.076918534936957
default,none,random,eod-sex,3,0.001112787543859,0.014477670331434,0.023397576288509,0.038005627046723,0.081867751732549
default,none,default,eod-sex,3,0.00057020344859,0.012315649980764,0.024281521072461,0.033825356158534,0.087945627083868
default,none,de,eod-sex,3,0.0,0.011157681036035,0.025422353895531,0.035298187352982,0.079579845648068
default,fairsmote,default,eod-sex,3,0.000875656742557,0.01026066609914,0.027918781725888,0.040419686696282,0.081450298432205
default,fairsmote,de,f1,5,0.0,0.0,0.358188534683267,0.366235534377127,0.542914171656687
default,none,de,f1,4,0.0,0.459486166007905,0.46682808716707,0.474542758279782,0.493506493506493
default,none,random,f1,3,0.424815983175605,0.461462450592885,0.468958440225757,0.47609561752988,0.493137254901961
default,none,default,f1,3,0.444224095190878,0.462591687041565,0.471307619943556,0.478713339640492,0.494581280788177
default,fairsmote,default,f1,2,0.504040015390535,0.516530532866589,0.52743782076589,0.530482977038797,0.548125241592578
default,fairsmote,random,f1,1,0.0,0.519653564290473,0.537061994609164,0.544005544005544,0.557768924302789
default,fairsmote,de,fr-sex,1,0.0,0.0,0.0,0.0,0.017166666666667
default,none,random,fr-sex,2,0.000333333333333,0.000833333333333,0.001333333333333,0.004333333333333,0.010333333333333
default,none,de,fr-sex,3,0.0,0.003166666666667,0.004166666666667,0.006333333333333,0.012166666666667
default,fairsmote,random,fr-sex,4,0.0,0.004,0.007833333333333,0.0115,0.021833333333333
default,none,default,fr-sex,5,0.0145,0.018166666666667,0.0195,0.021166666666667,0.024666666666667
default,fairsmote,default,fr-sex,6,0.023333333333333,0.026333333333333,0.028666666666667,0.03,0.034166666666667
default,fairsmote,de,precision,6,0.0,0.0,0.218166666666667,0.224166666666667,0.489502099580084
default,fairsmote,random,precision,5,0.0,0.467664350614645,0.48853068815871,0.495673671199011,0.519218651543793
default,fairsmote,default,precision,4,0.517131474103586,0.535165723524656,0.545602605863192,0.552226720647773,0.57004048582996
default,none,default,precision,3,0.61617458279846,0.6328125,0.651477832512315,0.661437908496732,0.685792349726776
default,none,de,precision,2,0.0,0.657645466847091,0.67,0.683834048640916,0.813186813186813
default,none,random,precision,1,0.643478260869565,0.662517289073306,0.677197802197802,0.691340782122905,0.711964549483013
default,none,de,recall,6,0.0,0.349697885196375,0.357196122296793,0.36280487804878,0.388048411497731
default,none,random,recall,5,0.309815950920245,0.352080123266564,0.359087564385578,0.365723029839327,0.380484114977307
default,none,default,recall,4,0.335078534031414,0.363365599404319,0.37233259749816,0.377697841726619,0.391830559757942
default,fairsmote,default,recall,3,0.48159509202454,0.500375657400451,0.508575689783743,0.512800620636152,0.536308623298033
default,fairsmote,random,recall,2,0.0,0.590876176683563,0.601241272304112,0.616287600880411,1.0
default,fairsmote,de,recall,1,0.0,0.0,1.0,1.0,1.0
default,fairsmote,de,spd-sex,1,0.0,0.0,0.0,0.0,0.054053402834853
default,none,random,spd-sex,2,0.003367560893562,0.019781546421386,0.025442638504146,0.031765618888623,0.041192482822041
default,none,de,spd-sex,2,0.0,0.016405733886702,0.025703540907364,0.031548346052006,0.041874396790753
default,none,default,spd-sex,2,0.003491439342829,0.021318288577251,0.026300493906865,0.034458379084688,0.043330094430763
default,fairsmote,random,spd-sex,3,0.0,0.004299906882765,0.031880503273742,0.041955715321945,0.053163413902231
default,fairsmote,default,spd-sex,4,0.01720066111542,0.025594901583796,0.034326690258894,0.041976309423986,0.055026933257208
germandata,fairsmote,default,accuracy,3,0.505,0.565,0.58,0.605,0.66
germandata,fairsmote,de,accuracy,2,0.285,0.59,0.6,0.625,0.69
germandata,fairsmote,random,accuracy,2,0.525,0.585,0.605,0.63,0.675
germandata,none,default,accuracy,1,0.63,0.68,0.695,0.72,0.75
germandata,none,random,accuracy,1,0.635,0.68,0.7,0.715,0.775
germandata,none,de,accuracy,1,0.635,0.68,0.7,0.715,0.775
germandata,none,random,aod-sex,1,0.0,0.0,0.0,0.0,0.0
germandata,none,de,aod-sex,1,0.0,0.0,0.0,0.0,0.0
germandata,fairsmote,de,aod-sex,2,0.0,0.018618509480874,0.042670439847859,0.098537928684988,0.265189320691161
germandata,fairsmote,random,aod-sex,2,0.004587873008926,0.023480243161094,0.04843292968293,0.07581927083736,0.293603019150396
germandata,fairsmote,default,aod-sex,2,0.003868243243243,0.031585612968592,0.052340575869988,0.097546434526349,0.232351347482926
germandata,none,default,aod-sex,3,0.02512047673338,0.103074162679426,0.14786514135619,0.190961689697787,0.424328904414364
germandata,none,random,d2h1,1,0.171258751913943,0.217982822910011,0.229750880581615,0.245500091210941,0.281196909478618
germandata,none,de,d2h1,1,0.171258751913943,0.217982822910011,0.229750880581615,0.245500091210941,0.281196909478618
germandata,none,default,d2h1,1,0.184156187610088,0.213306637538641,0.230215161739476,0.24498951424505,0.284212786920371
germandata,fairsmote,random,d2h1,2,0.28404818364188,0.335518767260165,0.348982338422338,0.367336901440881,0.435994341824974
germandata,fairsmote,de,d2h1,2,0.237616961335707,0.325643797525374,0.350803288419876,0.371336632807184,0.936913149656893
germandata,fairsmote,default,d2h1,3,0.28802877042571,0.356830559942304,0.380281987193986,0.390943712571571,0.452290969417377
germandata,none,random,d2h2,1,0.0,0.0,0.0,0.0,0.0
germandata,none,de,d2h2,1,0.0,0.0,0.0,0.0,0.0
germandata,fairsmote,random,d2h2,2,0.014124202622532,0.051833420546584,0.077502142784245,0.122726603158728,0.393346342036595
germandata,fairsmote,de,d2h2,2,0.0,0.065014387235271,0.095495157683108,0.14009054527659,0.447213595499958
germandata,none,default,d2h2,3,0.05760171883681,0.102595611401377,0.130258923873609,0.164024489558639,0.403069380062965
germandata,fairsmote,default,d2h2,3,0.04294095916022,0.096851074833239,0.137764204213479,0.186738564777839,0.348020994617867
germandata,none,random,d2h3,1,0.114172501275962,0.145321881940007,0.153167253721077,0.163666727473961,0.187464606319079
germandata,none,de,d2h3,1,0.114172501275962,0.145321881940007,0.153167253721077,0.163666727473961,0.187464606319079
germandata,none,default,d2h3,2,0.144163358159696,0.168237140814709,0.182754136699442,0.195305221939055,0.344596313261562
germandata,fairsmote,random,d2h3,3,0.19553405580758,0.230602708884127,0.244716999676538,0.258697242660783,0.374278775200569
germandata,fairsmote,de,d2h3,3,0.158411307557138,0.23063993008669,0.249549765614855,0.263152170930554,0.707988151187732
germandata,fairsmote,default,d2h3,4,0.211288490580095,0.259329631404632,0.274352512104305,0.286787783886508,0.365319606531074
germandata,none,random,di-sex,1,0.0,0.0,0.0,0.0,0.0
germandata,none,de,di-sex,1,0.0,0.0,0.0,0.0,0.0
germandata,fairsmote,default,di-sex,2,0.023769100169779,0.061728395061728,0.119512707414409,0.223396226415094,0.560386473429952
germandata,fairsmote,random,di-sex,2,0.000853606487409,0.059518400726942,0.123544973544973,0.212845757149555,0.606481481481481
germandata,fairsmote,de,di-sex,3,0.0,0.068170426065163,0.125863221207396,0.230541871921182,1.0
germandata,none,default,di-sex,3,0.028535980148883,0.093915343915344,0.138136511375948,0.175627240143369,0.432251908396947
germandata,none,random,eod-sex,1,0.0,0.0,0.0,0.0,0.0
germandata,none,de,eod-sex,1,0.0,0.0,0.0,0.0,0.0
germandata,fairsmote,random,eod-sex,2,0.009157509157509,0.037302725968436,0.061904761904762,0.1,0.408177905308465
germandata,fairsmote,default,eod-sex,3,0.007905138339921,0.027302813017099,0.074702886247878,0.117511520737327,0.277834008097166
germandata,fairsmote,de,eod-sex,3,0.0,0.032826747720365,0.079109062980031,0.109456635318704,0.291248206599713
germandata,none,default,eod-sex,3,0.000259605399792,0.043636363636364,0.088306127910088,0.133699633699634,0.399808703969393
germandata,fairsmote,default,f1,4,0.547169811320755,0.619834710743802,0.635983263598326,0.661087866108787,0.734375
germandata,fairsmote,random,f1,3,0.570135746606335,0.64957264957265,0.669456066945607,0.685258964143426,0.736842105263158
germandata,fairsmote,de,f1,3,0.0,0.646551724137931,0.669491525423729,0.694560669456067,0.816568047337278
germandata,none,default,f1,2,0.767295597484277,0.8,0.812121212121212,0.827794561933535,0.851190476190476
germandata,none,random,f1,1,0.776758409785933,0.80952380952381,0.823529411764706,0.833819241982507,0.873239436619718
germandata,none,de,f1,1,0.776758409785933,0.80952380952381,0.823529411764706,0.833819241982507,0.873239436619718
germandata,none,random,fr-sex,1,0.0,0.0,0.0,0.0,0.0
germandata,none,de,fr-sex,1,0.0,0.0,0.0,0.0,0.0
germandata,fairsmote,random,fr-sex,2,0.0,0.0,0.02,0.07,0.285
germandata,fairsmote,de,fr-sex,3,0.0,0.0,0.04,0.12,0.27
germandata,none,default,fr-sex,4,0.065,0.11,0.135,0.16,0.335
germandata,fairsmote,default,fr-sex,5,0.085,0.15,0.215,0.29,0.455
germandata,none,random,precision,4,0.635,0.68,0.7,0.715,0.775
germandata,none,de,precision,4,0.635,0.68,0.7,0.715,0.775
germandata,none,default,precision,3,0.638743455497382,0.695187165775401,0.723756906077348,0.735449735449735,0.810650887573964
germandata,fairsmote,default,precision,2,0.723404255319149,0.770114942528736,0.793814432989691,0.838709677419355,0.872727272727273
germandata,fairsmote,de,precision,2,0.0,0.77319587628866,0.801980198019802,0.815533980582524,0.88785046728972
germandata,fairsmote,random,precision,1,0.74468085106383,0.775510204081633,0.808510638297872,0.831578947368421,0.894230769230769
germandata,fairsmote,default,recall,6,0.420289855072464,0.509677419354839,0.532374100719424,0.562043795620438,0.657342657342657
germandata,fairsmote,random,recall,5,0.440559440559441,0.546762589928058,0.565217391304348,0.598425196850394,0.666666666666667
germandata,fairsmote,de,recall,4,0.0,0.543478260869565,0.572519083969466,0.607407407407407,1.0
germandata,none,default,recall,3,0.846153846153846,0.916666666666667,0.938356164383562,0.955555555555556,0.979020979020979
germandata,none,random,recall,2,1.0,1.0,1.0,1.0,1.0
germandata,none,de,recall,1,1.0,1.0,1.0,1.0,1.0
germandata,none,random,spd-sex,1,0.0,0.0,0.0,0.0,0.0
germandata,none,de,spd-sex,1,0.0,0.0,0.0,0.0,0.0
germandata,fairsmote,de,spd-sex,2,0.0,0.026933004152172,0.057373892953408,0.098680872653476,0.295036764705882
germandata,fairsmote,random,spd-sex,2,0.000452284034374,0.030621785881253,0.058302909613895,0.113140537798072,0.361213235294118
germandata,fairsmote,default,spd-sex,3,0.009817671809257,0.026009078640658,0.06030855539972,0.105319023469749,0.276190476190476
germandata,none,default,spd-sex,4,0.026210826210826,0.089440017955336,0.132536382536383,0.171809256661992,0.416360294117647
h181,fairsmote,de,accuracy,4,0.776180698151951,0.819301848049281,0.835728952772074,0.844969199178645,0.861396303901437
h181,fairsmote,random,accuracy,3,0.791581108829569,0.829568788501027,0.839835728952772,0.849075975359343,0.860369609856263
h181,fairsmote,default,accuracy,2,0.816221765913758,0.840862422997946,0.849075975359343,0.85523613963039,0.865503080082135
h181,none,default,accuracy,1,0.836755646817248,0.858316221765914,0.86652977412731,0.87782340862423,0.892197125256674
h181,none,de,accuracy,1,0.830595482546201,0.860369609856263,0.868583162217659,0.876796714579055,0.886036960985626
h181,none,random,accuracy,1,0.84394250513347,0.860369609856263,0.869609856262834,0.876796714579055,0.890143737166324
h181,none,random,aod-race,1,0.000146672059419,0.008537414965986,0.021500005053346,0.043785197344278,0.109627419261084
h181,fairsmote,random,aod-race,1,0.001222433054856,0.009179461845934,0.021639590003448,0.036809998902583,0.082132387891636
h181,fairsmote,default,aod-race,1,0.000989434021077,0.009829208114985,0.0251572698573,0.04149690179102,0.076224194674379
h181,none,default,aod-race,2,0.001891530571948,0.013748586649272,0.027936820807971,0.05579006379499,0.092071514044293
h181,fairsmote,de,aod-race,2,0.00108378370532,0.015424776734165,0.029077000434877,0.041875561297551,0.079686537718574
h181,none,de,aod-race,2,0.000656037222111,0.015500432866186,0.033702032742406,0.055123963755543,0.09732201448743
h181,fairsmote,default,d2h1,1,0.323486307992015,0.35732254385024,0.375492878566585,0.387374064987066,0.457179237464839
h181,fairsmote,random,d2h1,1,0.323276644023487,0.360795083277896,0.37626364107533,0.391796217420179,0.459098134519052
h181,fairsmote,de,d2h1,2,0.339976948622789,0.359521188117591,0.379375838774524,0.406212428521666,0.503872690465205
h181,none,default,d2h1,3,0.346985684122473,0.408851249862097,0.431492556614414,0.451014397066126,0.496194806947287
h181,none,random,d2h1,3,0.375952849503355,0.408580216128754,0.437061841928681,0.459532930858014,0.502019005580775
h181,none,de,d2h1,3,0.391075737241844,0.416994476552522,0.443240203692769,0.459848286616958,0.569638894172363
h181,fairsmote,random,d2h2,1,0.010876675038147,0.042007873405854,0.065399444402084,0.097841575871094,0.161480842632523
h181,fairsmote,de,d2h2,1,0.013556285582478,0.04380629672798,0.068566284699889,0.095404736077436,0.178183613687774
h181,fairsmote,default,d2h2,1,0.013489229918058,0.040699814575795,0.070995620489046,0.103928822809218,0.159611994981663
h181,none,de,d2h2,2,0.026166777639721,0.073015891066475,0.10499870328714,0.177016262146616,0.23113078691666
h181,none,random,d2h2,2,0.023166839193245,0.066697896806386,0.110293900362361,0.141881110723269,0.212132705923973
h181,none,default,d2h2,2,0.012314762571549,0.074360949940489,0.12758610690628,0.174938022162413,0.235462293732181
h181,fairsmote,default,d2h3,1,0.225297691040941,0.247057816917959,0.255250682615528,0.267381740155026,0.308341497960537
h181,fairsmote,random,d2h3,1,0.223863809770563,0.247061647376358,0.258248545310424,0.267624773866666,0.307179037139261
h181,fairsmote,de,d2h3,2,0.231697591201261,0.247146233097698,0.264506421149299,0.276935820120892,0.33670347856517
h181,none,default,d2h3,3,0.244892968418627,0.292038717354899,0.306443607691331,0.317959338661286,0.357733953884967
h181,none,de,d2h3,3,0.267604445821632,0.297785574145284,0.307346101145159,0.322290447044373,0.411721494988663
h181,none,random,d2h3,3,0.264795147111658,0.288383725202972,0.309785858094117,0.318848851306528,0.34139484119934
h181,fairsmote,random,di-race,1,0.000657091898996,0.074769788401254,0.131793284115266,0.199936914203317,0.348560079443893
h181,fairsmote,de,di-race,1,0.000321981424149,0.067957904164801,0.13659793814433,0.190462662337662,0.372625299876807
h181,fairsmote,default,di-race,1,0.002247837110222,0.056148245525331,0.149719427244582,0.2039144287665,0.322905131044666
h181,none,de,di-race,2,0.010703363914373,0.13999044433827,0.222923049198054,0.368403639371381,0.486505494505495
h181,none,random,di-race,2,0.013421292083712,0.144072301967039,0.242240850541811,0.295415959252971,0.438311401572022
h181,none,default,di-race,2,0.026058631921824,0.158210985771782,0.264817629179331,0.362015235457064,0.494599492569772
h181,fairsmote,random,eod-race,1,0.000476190476191,0.013775971093044,0.039455782312925,0.073426573426574,0.138001253132832
h181,fairsmote,default,eod-race,1,0.001367677228174,0.020309477756286,0.045122396784801,0.076542269611577,0.170893868505294
h181,fairsmote,de,eod-race,1,0.001602564102564,0.025872340425532,0.046415441176471,0.070954907161804,0.140359517360256
h181,none,random,eod-race,1,0.000761614623001,0.026960784313726,0.047021943573668,0.082366215344939,0.211904761904762
h181,none,default,eod-race,2,0.001338240214118,0.026315789473684,0.052706552706553,0.09012539184953,0.198946886446886
h181,none,de,eod-race,2,0.003436426116838,0.025487256371814,0.065894465894466,0.102272727272727,0.181904761904762
h181,none,de,f1,4,0.271186440677966,0.460869565217391,0.483606557377049,0.515384615384615,0.548387096774194
h181,none,random,f1,4,0.407239819004525,0.459677419354839,0.487804878048781,0.522448979591837,0.56551724137931
h181,none,default,f1,3,0.413793103448276,0.473684210526316,0.502057613168724,0.524590163934426,0.600760456273764
h181,fairsmote,de,f1,2,0.426315789473684,0.53781512605042,0.570637119113573,0.592391304347826,0.616091954022989
h181,fairsmote,default,f1,1,0.481012658227848,0.560411311053985,0.574923547400612,0.595,0.635658914728682
h181,fairsmote,random,f1,1,0.479041916167665,0.554089709762533,0.575498575498576,0.591549295774648,0.635416666666667
h181,none,random,fr-race,1,0.0,0.004106776180698,0.006160164271047,0.009240246406571,0.015400410677618
h181,none,de,fr-race,1,0.0,0.004106776180698,0.007186858316222,0.010266940451745,0.020533880903491
h181,none,default,fr-race,2,0.005133470225873,0.008213552361396,0.01129363449692,0.014373716632444,0.021560574948665
h181,fairsmote,de,fr-race,3,0.0,0.007186858316222,0.01129363449692,0.016427104722793,0.032854209445585
h181,fairsmote,random,fr-race,4,0.007186858316222,0.010266940451745,0.012320328542095,0.015400410677618,0.029774127310062
h181,fairsmote,default,fr-race,5,0.01129363449692,0.015400410677618,0.017453798767967,0.020533880903491,0.027720739219713
h181,fairsmote,de,precision,5,0.358407079646018,0.462686567164179,0.503731343283582,0.522935779816514,0.580645161290323
h181,fairsmote,random,precision,4,0.425339366515837,0.481481481481481,0.515151515151515,0.532338308457711,0.608938547486033
h181,fairsmote,default,precision,3,0.461139896373057,0.516129032258065,0.534090909090909,0.545977011494253,0.615819209039548
h181,none,default,precision,2,0.579545454545455,0.62962962962963,0.67032967032967,0.701149425287356,0.795454545454545
h181,none,de,precision,1,0.526315789473684,0.655172413793103,0.683673469387755,0.71264367816092,0.788235294117647
h181,none,random,precision,1,0.568181818181818,0.662921348314607,0.68421052631579,0.710144927536232,0.813953488372093
h181,none,random,recall,4,0.304054054054054,0.345454545454545,0.379888268156425,0.407643312101911,0.45625
h181,none,de,recall,4,0.164383561643836,0.351851851851852,0.38125,0.406666666666667,0.45945945945946
h181,none,default,recall,3,0.311688311688312,0.374193548387097,0.403846153846154,0.420118343195266,0.49375
h181,fairsmote,default,recall,2,0.493506493506493,0.603658536585366,0.630573248407643,0.654320987654321,0.709459459459459
h181,fairsmote,de,recall,1,0.523529411764706,0.62962962962963,0.66,0.704819277108434,0.777027027027027
h181,fairsmote,random,recall,1,0.519480519480519,0.624161073825503,0.666666666666667,0.685185185185185,0.743589743589744
h181,none,de,spd-race,1,0.000893325581725,0.013892084675564,0.022437060146557,0.037370600414079,0.055385060799074
h181,none,random,spd-race,1,0.001138776298012,0.013720523059161,0.025499211265438,0.033812670034979,0.052577082374597
h181,fairsmote,de,spd-race,2,6.18243901975013e-05,0.0151137487636,0.028077026663076,0.047075854082224,0.110197116122105
h181,fairsmote,random,spd-race,2,0.000134223040344,0.015082417582418,0.0281102955016,0.0501443001443,0.0908594109526
h181,none,default,spd-race,2,0.002265967993202,0.013845350052247,0.029327734315079,0.04220621257485,0.066294209094442
h181,fairsmote,default,spd-race,2,0.000406486772637,0.010629591519299,0.029437921178658,0.044963849709613,0.077787988030442
heart,none,de,accuracy,1,0.711864406779661,0.76271186440678,0.813559322033898,0.85,0.933333333333333
heart,fairsmote,default,accuracy,1,0.7,0.779661016949153,0.813559322033898,0.85,0.916666666666667
heart,fairsmote,random,accuracy,1,0.711864406779661,0.796610169491525,0.813559322033898,0.85,0.966101694915254
heart,none,default,accuracy,1,0.728813559322034,0.796610169491525,0.816666666666667,0.85,0.932203389830508
heart,none,random,accuracy,1,0.694915254237288,0.796610169491525,0.816666666666667,0.85,0.933333333333333
heart,fairsmote,de,accuracy,1,0.516666666666667,0.779661016949153,0.830508474576271,0.85,0.949152542372881
heart,fairsmote,default,aod-age,1,0.004022988505747,0.039583333333333,0.086589880707528,0.149358974358974,0.322619047619048
heart,fairsmote,random,aod-age,1,0.001190476190476,0.048741258741259,0.098684210526316,0.141045548654244,0.379761904761905
heart,fairsmote,de,aod-age,1,0.0,0.056315029999241,0.10152972027972,0.153968253968254,0.297619047619048
heart,none,de,aod-age,1,0.0,0.052496626180837,0.104022988505747,0.170995670995671,0.30383651436283
heart,none,random,aod-age,2,0.004545454545455,0.075,0.115350877192982,0.173333333333333,0.417045454545455
heart,none,default,aod-age,2,0.01764705882353,0.067857142857143,0.123232323232323,0.184398496240601,0.417045454545455
heart,none,default,d2h1,1,0.074746002636286,0.166501110711649,0.191504760381956,0.242583334923632,0.339160567517976
heart,fairsmote,de,d2h1,1,0.058229784738809,0.158544632879087,0.193493922926576,0.254870852619908,0.89911221645453
heart,fairsmote,random,d2h1,1,0.043654547347407,0.156884580855826,0.194939973968665,0.239365216864484,0.354259491567871
heart,fairsmote,default,d2h1,1,0.08092381242931,0.162324252721926,0.196101396776082,0.248063847737535,0.345763067307037
heart,none,random,d2h1,1,0.075647694399663,0.163165131347096,0.206973036528902,0.258291840538292,0.325271001595904
