DS,PP,PT,accuracy,aod-age,aod-race,aod-sex,d2h1,d2h2,d2h3,di-age,di-race,di-sex,eod-age,eod-race,eod-sex,f1,fr-age,fr-race,fr-sex,precision,recall,spd-age,spd-race,spd-sex
heart,fairsmote,de,0.830508474576271,0.007048748353096,,,0.193493922926576,0.21916839590823,0.208148857434875,0.377828054298643,,,0.242424242424242,,,0.8,0.0,,,0.833333333333333,0.769230769230769,0.196470588235294,,
heart,none,default,0.866666666666667,0.054312865497076,,,0.145711200793727,0.219862511796621,0.190503612276803,0.421052631578947,,,0.013888888888889,,,0.851851851851852,0.05,,,0.821428571428571,0.884615384615385,0.242424242424242,,
heart,none,random,0.85,0.115350877192982,,,0.170458291843504,0.274858803794825,0.234274513042198,0.524691358024691,,,0.083333333333333,,,0.823529411764706,0.016666666666667,,,0.84,0.807692307692308,0.286195286195286,,
heart,none,de,0.833333333333333,0.002704678362573,,,0.192879491798233,0.205004809883483,0.199706688755227,0.388888888888889,,,0.152777777777778,,,0.8,0.0,,,0.833333333333333,0.769230769230769,0.188552188552189,,
heart,fairsmote,default,0.866666666666667,0.025146198830409,,,0.145002673084324,0.209780953952782,0.18383064187002,0.388888888888889,,,0.111111111111111,,,0.857142857142857,0.016666666666667,,,0.8,0.923076923076923,0.235690235690236,,
heart,fairsmote,random,0.85,0.002631578947368,,,0.162324252721926,0.198745674081553,0.183453253784651,0.35672514619883,,,0.166666666666667,,,0.836363636363636,0.016666666666667,,,0.793103448275862,0.884615384615385,0.205387205387205,,
heart,fairsmote,de,0.833333333333333,0.028947368421053,,,0.178482202748424,0.168956607997347,0.17325487446135,0.292397660818714,,,0.166666666666667,,,0.821428571428572,0.016666666666667,,,0.766666666666667,0.884615384615385,0.168350168350168,,
heart,none,default,0.866666666666667,0.114589169000934,,,0.145711200793727,0.26564927515024,0.220548483731466,0.493647912885662,,,0.006535947712418,,,0.851851851851852,0.066666666666667,,,0.821428571428571,0.884615384615385,0.302558398220245,,
heart,none,random,0.9,0.103874883286648,,,0.111737223433338,0.275408742715111,0.2183754936958,0.524904214559387,,,0.006535947712418,,,0.884615384615385,0.0,,,0.884615384615385,0.884615384615385,0.304783092324805,,
heart,none,de,0.816666666666667,0.055018674136321,,,0.201898429524534,0.192012380568211,0.196467604011804,0.371196754563894,,,0.045751633986928,,,0.792452830188679,0.0,,,0.777777777777778,0.807692307692308,0.203559510567297,,
heart,fairsmote,default,0.85,0.028874883286648,,,0.162324252721926,0.181186698440113,0.173057392710264,0.346743295019157,,,0.006535947712418,,,0.836363636363636,0.05,,,0.793103448275862,0.884615384615385,0.201334816462736,,
heart,fairsmote,random,0.766666666666667,0.077194211017741,,,0.246944676478941,0.210334228275022,0.227334587211938,0.381125226860254,,,0.124183006535948,,,0.75,0.0,,,0.7,0.807692307692308,0.233592880978865,,
heart,fairsmote,de,0.85,0.089589169000934,,,0.162324252721926,0.232912214306901,0.204569235754235,0.437386569872958,,,0.006535947712418,,,0.836363636363636,0.0,,,0.793103448275862,0.884615384615385,0.268075639599555,,
heart,none,default,0.745762711864407,0.238095238095238,,,0.245208897958229,0.360675740443877,0.314632865994506,0.649122807017544,,,0.142857142857143,,,0.761904761904762,0.016949152542373,,,0.857142857142857,0.685714285714286,0.389473684210526,,
heart,none,random,0.694915254237288,0.273809523809524,,,0.303593767268491,0.39569927375657,0.357703520678863,0.712918660287081,,,0.214285714285714,,,0.7,0.0,,,0.84,0.6,0.392105263157895,,
heart,none,de,0.711864406779661,0.232142857142857,,,0.292262399292516,0.380400547174094,0.344027150351801,0.699248120300752,,,0.214285714285714,,,0.711864406779661,0.0,,,0.875,0.6,0.367105263157895,,
heart,fairsmote,default,0.76271186440678,0.255952380952381,,,0.226282370683188,0.376630715275317,0.318689734794762,0.663157894736842,,,0.178571428571429,,,0.78125,0.016949152542373,,,0.862068965517241,0.714285714285714,0.414473684210526,,
heart,fairsmote,random,0.813559322033898,0.160714285714286,,,0.177231541785091,0.315381724506611,0.263095301359687,0.578947368421053,,,0.071428571428571,,,0.830769230769231,0.016949152542373,,,0.9,0.771428571428571,0.361842105263158,,
heart,fairsmote,de,0.745762711864407,0.297619047619048,,,0.238380718278223,0.392614632363528,0.333005291101959,0.676113360323887,,,0.178571428571429,,,0.769230769230769,0.0,,,0.833333333333333,0.714285714285714,0.439473684210526,,
heart,none,default,0.796610169491525,0.254125874125874,,,0.25742209019964,0.334080334743143,0.302418562114288,0.585526315789474,,,0.184615384615385,,,0.727272727272727,0.067796610169492,,,0.761904761904762,0.695652173913043,0.334586466165414,,
heart,none,random,0.76271186440678,0.081678321678322,,,0.325271001595904,0.186723875249101,0.257667728729381,0.37828947368421,,,0.061538461538462,,,0.65,0.0,,,0.764705882352941,0.565217391304348,0.144110275689223,,
heart,none,de,0.76271186440678,0.177132867132867,,,0.312164996674172,0.271070792965826,0.290054557050135,0.502631578947368,,,0.161538461538462,,,0.666666666666667,0.0,,,0.736842105263158,0.608695652173913,0.239348370927318,,
heart,fairsmote,default,0.779661016949153,0.175664335664336,,,0.263712366001573,0.248634084348378,0.255445446976099,0.447368421052632,,,0.107692307692308,,,0.723404255319149,0.033898305084746,,,0.708333333333333,0.739130434782609,0.255639097744361,,
heart,fairsmote,random,0.796610169491525,0.048741258741259,,,0.239544569109965,0.16485380331565,0.201497252448456,0.296650717703349,,,0.146153846153846,,,0.75,0.0,,,0.72,0.782608695652174,0.155388471177945,,
heart,fairsmote,de,0.711864406779661,0.058671328671329,,,0.344767507170189,0.121190076607767,0.24695787075315,0.226315789473684,,,0.084615384615385,,,0.638297872340426,0.0,,,0.625,0.652173913043478,0.107769423558897,,
heart,none,default,0.830508474576271,0.01969696969697,,,0.187544889133612,0.293552706044472,0.252004915712795,0.570526315789474,,,0.027272727272727,,,0.807692307692308,0.050847457627119,,,0.84,0.777777777777778,0.318823529411765,,
heart,none,random,0.830508474576271,0.01969696969697,,,0.187544889133612,0.292768770860188,0.251497759591408,0.570526315789474,,,0.027272727272727,,,0.807692307692308,0.016949152542373,,,0.84,0.777777777777778,0.318823529411765,,
heart,none,de,0.847457627118644,0.021969696969697,,,0.172785097799093,0.277170473537264,0.236534262749518,0.546666666666667,,,0.027272727272727,,,0.823529411764706,0.016949152542373,,,0.875,0.777777777777778,0.289411764705882,,
heart,fairsmote,default,0.813559322033898,0.00530303030303,,,0.20260856266903,0.256363825794059,0.234002130699244,0.498947368421053,,,0.027272727272727,,,0.792452830188679,0.033898305084746,,,0.807692307692308,0.777777777777778,0.278823529411765,,
heart,fairsmote,random,0.830508474576271,0.01969696969697,,,0.187544889133612,0.293062992297096,0.251688062894262,0.570526315789474,,,0.027272727272727,,,0.807692307692308,0.033898305084746,,,0.84,0.777777777777778,0.318823529411765,,
heart,fairsmote,de,0.830508474576271,0.01969696969697,,,0.187544889133612,0.292768770860188,0.251497759591408,0.570526315789474,,,0.027272727272727,,,0.807692307692308,0.016949152542373,,,0.84,0.777777777777778,0.318823529411765,,
heart,none,default,0.75,0.033333333333333,,,0.254502652977632,0.160478884038437,0.207593021345378,0.3125,,,0.033333333333333,,,0.745762711864407,0.033333333333333,,,0.814814814814815,0.6875,0.166666666666667,,
heart,none,random,0.733333333333333,0.075,,,0.27493513017881,0.200485521782608,0.23648573493459,0.375,,,0.116666666666667,,,0.724137931034483,0.033333333333333,,,0.807692307692308,0.65625,0.2,,
heart,none,de,0.733333333333333,0.075,,,0.27493513017881,0.202141314706101,0.237267513996172,0.375,,,0.116666666666667,,,0.724137931034483,0.066666666666667,,,0.807692307692308,0.65625,0.2,,
heart,fairsmote,default,0.716666666666667,0.05,,,0.295741958499696,0.170945085399441,0.234749117896829,0.333333333333333,,,0.066666666666667,,,0.701754385964912,0.016666666666667,,,0.8,0.625,0.166666666666667,,
heart,fairsmote,random,0.766666666666667,0.061111111111111,,,0.24188494421948,0.192598379542688,0.215897090704651,0.375,,,0.033333333333333,,,0.758620689655172,0.0,,,0.846153846153846,0.6875,0.2,,
heart,fairsmote,de,0.766666666666667,0.063888888888889,,,0.250366484849932,0.202716885834577,0.225142963459218,0.4,,,0.016666666666667,,,0.75,0.033333333333333,,,0.875,0.65625,0.2,,
heart,none,default,0.766666666666667,0.211904761904762,,,0.233608843202232,0.3464625249275,0.301565134365664,0.583333333333333,,,0.3,,,0.766666666666667,0.05,,,0.793103448275862,0.741935483870968,0.35,,
heart,none,random,0.8,0.214285714285714,,,0.206973036528902,0.374962742499169,0.311686566693114,0.652173913043478,,,0.3,,,0.793103448275862,0.033333333333333,,,0.851851851851852,0.741935483870968,0.375,,
heart,none,de,0.8,0.057619047619048,,,0.214828750508053,0.252453718171458,0.236471743031776,0.5,,,0.053333333333333,,,0.785714285714286,0.0,,,0.88,0.709677419354839,0.25,,
heart,fairsmote,default,0.783333333333333,0.178571428571429,,,0.22021510023343,0.330751705826269,0.286930540572339,0.565217391304348,,,0.3,,,0.779661016949153,0.0,,,0.821428571428571,0.741935483870968,0.325,,
heart,fairsmote,random,0.8,0.164285714285714,,,0.200446420298748,0.318604881153419,0.272490656540377,0.583333333333333,,,0.133333333333333,,,0.8,0.0,,,0.827586206896552,0.774193548387097,0.35,,
heart,fairsmote,de,0.766666666666667,0.108571428571429,,,0.233608843202232,0.254895008021118,0.245662300291267,0.478260869565217,,,0.093333333333333,,,0.766666666666667,0.0,,,0.793103448275862,0.741935483870968,0.275,,
heart,none,default,0.847457627118644,0.082692307692308,,,0.21560035032039,0.221302290737618,0.218786441704052,0.3671875,,,0.25,,,0.769230769230769,0.11864406779661,,,0.714285714285714,0.833333333333333,0.163194444444444,,
heart,none,random,0.898305084745763,0.15,,,0.163165131347096,0.365766070970011,0.293525606248938,0.71875,,,0.166666666666667,,,0.823529411764706,0.0,,,0.875,0.777777777777778,0.319444444444444,,
heart,none,de,0.898305084745763,0.047435897435898,,,0.15303201390714,0.283724911673759,0.23479880669849,0.578125,,,0.0,,,0.833333333333333,0.0,,,0.833333333333333,0.833333333333333,0.256944444444444,,
heart,fairsmote,default,0.88135593220339,0.149358974358974,,,0.174619637746629,0.173745911050258,0.174134775255796,0.240625,,,0.25,,,0.810810810810811,0.016949152542373,,,0.789473684210526,0.833333333333333,0.08912037037037,,
heart,fairsmote,random,0.949152542372881,0.102564102564103,,,0.080215786082688,0.214084597307097,0.168291863990365,0.409375,,,0.166666666666667,,,0.914285714285714,0.016949152542373,,,0.941176470588235,0.888888888888889,0.15162037037037,,
heart,fairsmote,de,0.915254237288135,0.110897435897436,,,0.131537652205107,0.230504725503309,0.192893395482613,0.409375,,,0.25,,,0.857142857142857,0.016949152542373,,,0.882352941176471,0.833333333333333,0.15162037037037,,
heart,none,default,0.847457627118644,0.132229123533471,,,0.172785097799093,0.363646526699873,0.29450763845785,0.677777777777778,,,0.085714285714286,,,0.823529411764706,0.0,,,0.875,0.777777777777778,0.420689655172414,,
heart,none,random,0.796610169491525,0.218340234644582,,,0.224631489631212,0.384392813232861,0.323286319410367,0.694736842105263,,,0.035714285714286,,,0.769230769230769,0.0,,,0.8,0.740740740740741,0.455172413793103,,
heart,none,de,0.76271186440678,0.264768806073154,,,0.270682355174135,0.406899290920084,0.352910267847036,0.731481481481482,,,0.128571428571429,,,0.72,0.0,,,0.782608695652174,0.666666666666667,0.454022988505747,,
heart,fairsmote,default,0.847457627118644,0.212784679089027,,,0.165881924909001,0.402170851743673,0.31950903691049,0.71,,,0.135714285714286,,,0.830188679245283,0.033898305084746,,,0.846153846153846,0.814814814814815,0.489655172413793,,
heart,fairsmote,random,0.864406779661017,0.157229123533471,,,0.150621805582078,0.382953742497075,0.302584342278645,0.694736842105263,,,0.135714285714286,,,0.846153846153846,0.016949152542373,,,0.88,0.814814814814815,0.455172413793103,,
heart,fairsmote,de,0.830508474576271,0.268340234644582,,,0.181389109118131,0.421674198020824,0.336758020940392,0.723809523809524,,,0.135714285714286,,,0.814814814814815,0.0,,,0.814814814814815,0.814814814814815,0.524137931034483,,
heart,none,default,0.847457627118644,0.123232323232323,,,0.150744247938934,0.186852942707797,0.171744456206668,0.335164835164835,,,0.02020202020202,,,0.852459016393443,0.033898305084746,,,0.8125,0.896551724137931,0.213286713286713,,
heart,none,random,0.864406779661017,0.028787878787879,,,0.137350311450637,0.119900945854469,0.127950344668169,0.224358974358974,,,0.075757575757576,,,0.862068965517241,0.0,,,0.862068965517241,0.862068965517241,0.122377622377622,,
heart,none,de,0.864406779661017,0.08989898989899,,,0.13498093672504,0.163175073232447,0.151294391369479,0.301923076923077,,,0.02020202020202,,,0.866666666666667,0.0,,,0.838709677419355,0.896551724137931,0.182983682983683,,
heart,fairsmote,default,0.864406779661017,0.08989898989899,,,0.13498093672504,0.163351030847055,0.15139984203377,0.301923076923077,,,0.02020202020202,,,0.866666666666667,0.016949152542373,,,0.838709677419355,0.896551724137931,0.182983682983683,,
heart,fairsmote,random,0.864406779661017,0.08989898989899,,,0.13498093672504,0.163351030847055,0.15139984203377,0.301923076923077,,,0.02020202020202,,,0.866666666666667,0.016949152542373,,,0.838709677419355,0.896551724137931,0.182983682983683,,
heart,fairsmote,de,0.864406779661017,0.08989898989899,,,0.13498093672504,0.163175073232447,0.151294391369479,0.301923076923077,,,0.02020202020202,,,0.866666666666667,0.0,,,0.838709677419355,0.896551724137931,0.182983682983683,,
heart,none,default,0.8,0.065570175438597,,,0.205194145473267,0.166664667110998,0.184783388401457,0.311740890688259,,,0.010526315789474,,,0.793103448275862,0.083333333333333,,,0.793103448275862,0.793103448275862,0.17420814479638,,
heart,none,random,0.866666666666667,0.137719298245614,,,0.149107205302797,0.264382985553936,0.220711891122267,0.491452991452992,,,0.142105263157895,,,0.851851851851852,0.033333333333333,,,0.92,0.793103448275862,0.260180995475113,,
heart,none,de,0.883333333333333,0.104385964912281,,,0.137474848210355,0.244325044130996,0.20387113890612,0.461538461538462,,,0.142105263157895,,,0.867924528301887,0.033333333333333,,,0.958333333333333,0.793103448275862,0.230769230769231,,
heart,fairsmote,default,0.783333333333333,0.106578947368421,,,0.219513290859636,0.092112990486211,0.161647199700003,0.0,,,0.163157894736842,,,0.779661016949153,0.066666666666667,,,0.766666666666667,0.793103448275862,0.0,,
heart,fairsmote,random,0.8,0.141885964912281,,,0.205194145473267,0.231643202201126,0.220280481552238,0.411538461538462,,,0.142105263157895,,,0.793103448275862,0.0,,,0.793103448275862,0.793103448275862,0.242081447963801,,
heart,fairsmote,de,0.516666666666667,0.0,,,0.89911221645453,0.447213595499958,0.685858027996976,1.0,,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,,
heart,none,default,0.8,0.30383651436283,,,0.223474446866676,0.430368412447792,0.35368664187599,0.727891156462585,,,0.270676691729323,,,0.769230769230769,0.05,,,0.769230769230769,0.769230769230769,0.477678571428571,,
heart,none,random,0.8,0.239059186427607,,,0.231023800115037,0.391411329866965,0.329899333234902,0.699248120300752,,,0.218045112781955,,,0.76,0.0,,,0.791666666666667,0.730769230769231,0.415178571428571,,
heart,none,de,0.8,0.30383651436283,,,0.223474446866676,0.42985174884882,0.353337412484537,0.727891156462585,,,0.270676691729323,,,0.769230769230769,0.016666666666667,,,0.769230769230769,0.769230769230769,0.477678571428571,,
heart,fairsmote,default,0.833333333333333,0.226913437439753,,,0.192879491798233,0.396573962138625,0.322346351108558,0.699248120300752,,,0.270676691729323,,,0.8,0.016666666666667,,,0.833333333333333,0.769230769230769,0.415178571428571,,
heart,fairsmote,random,0.85,0.155484866011182,,,0.170458291843504,0.344450353284774,0.280763709751901,0.639097744360902,,,0.12781954887218,,,0.823529411764706,0.016666666666667,,,0.84,0.807692307692308,0.379464285714286,,
heart,fairsmote,de,0.85,0.122517833044149,,,0.165301298030133,0.321204529434655,0.263556830297561,0.6,,,0.015037593984962,,,0.830188679245283,0.0,,,0.814814814814815,0.846153846153846,0.375,,
heart,none,default,0.728813559322034,0.095833333333333,,,0.290619874155124,0.24885231282082,0.26821985447206,0.478991596638655,,,0.041666666666667,,,0.703703703703704,0.016949152542373,,,0.76,0.655172413793103,0.262672811059908,,
heart,none,random,0.711864406779661,0.15952380952381,,,0.322881888705021,0.307488430132511,0.314423021764852,0.584821428571429,,,0.119047619047619,,,0.666666666666667,0.0,,,0.772727272727273,0.586206896551724,0.30184331797235,,
heart,none,de,0.76271186440678,0.144642857142857,,,0.254870032965077,0.304982673881139,0.283804919629453,0.569444444444444,,,0.089285714285714,,,0.740740740740741,0.050847457627119,,,0.8,0.689655172413793,0.330645161290323,,
heart,fairsmote,default,0.711864406779661,0.233333333333333,,,0.313162117057326,0.350583049693285,0.334468802714016,0.630952380952381,,,0.166666666666667,,,0.679245283018868,0.0,,,0.75,0.620689655172414,0.366359447004608,,
heart,fairsmote,random,0.745762711864407,0.020833333333333,,,0.261002182622485,0.221151280642744,0.239682197453311,0.384920634920635,,,0.208333333333333,,,0.736842105263158,0.050847457627119,,,0.75,0.724137931034483,0.223502304147465,,
heart,fairsmote,de,0.711864406779661,0.233333333333333,,,0.313162117057326,0.350583049693285,0.334468802714016,0.630952380952381,,,0.166666666666667,,,0.679245283018868,0.0,,,0.75,0.620689655172414,0.366359447004608,,
heart,none,default,0.813559322033898,0.134821428571429,,,0.2232123553429,0.288969935195011,0.261791507277567,0.544117647058823,,,0.098214285714286,,,0.765957446808511,0.067796610169492,,,0.75,0.782608695652174,0.298387096774193,,
heart,none,random,0.847457627118644,0.091369047619048,,,0.224395215056818,0.309701399395691,0.27507324965863,0.630952380952381,,,0.116071428571429,,,0.769230769230769,0.0,,,0.9375,0.652173913043478,0.244239631336406,,
heart,none,de,0.864406779661017,0.027380952380952,,,0.182893386298481,0.237995932705955,0.215254444509486,0.489010989010989,,,0.035714285714286,,,0.80952380952381,0.0,,,0.894736842105263,0.739130434782609,0.205069124423963,,
heart,fairsmote,default,0.847457627118644,0.068154761904762,,,0.189463720781838,0.246473914741476,0.222943181403776,0.483333333333333,,,0.098214285714286,,,0.8,0.033898305084746,,,0.818181818181818,0.782608695652174,0.233870967741935,,
heart,fairsmote,random,0.830508474576271,0.044345238095238,,,0.206460840602165,0.209087717123312,0.207924313705145,0.40952380952381,,,0.098214285714286,,,0.782608695652174,0.0,,,0.782608695652174,0.782608695652174,0.19815668202765,,
heart,fairsmote,de,0.864406779661017,0.034821428571429,,,0.172561956346786,0.223966430493954,0.202735548890101,0.446428571428571,,,0.098214285714286,,,0.818181818181818,0.0,,,0.857142857142857,0.782608695652174,0.201612903225806,,
heart,none,default,0.847457627118644,0.140909090909091,,,0.166501110711649,0.304827054239544,0.252869783014157,0.569444444444444,,,0.1,,,0.836363636363636,0.033898305084746,,,0.92,0.766666666666667,0.330645161290323,,
heart,none,random,0.745762711864407,0.004545454545455,,,0.311340098416247,0.193222204820922,0.252631644386017,0.396103896103896,,,0.1,,,0.680851063829787,0.0,,,0.941176470588235,0.533333333333333,0.140552995391705,,
heart,none,de,0.728813559322034,0.029545454545455,,,0.334825074619222,0.171933014613422,0.257387759776603,0.335714285714286,,,0.15,,,0.652173913043478,0.0,,,0.9375,0.5,0.108294930875576,,
heart,fairsmote,default,0.88135593220339,0.045454545454546,,,0.134047344183655,0.245619692252336,0.203720922408144,0.478991596638655,,,0.0,,,0.872727272727273,0.033898305084746,,,0.96,0.8,0.262672811059908,,
heart,fairsmote,random,0.745762711864407,0.129040404040404,,,0.269317598329049,0.252024356440195,0.259852363270287,0.478991596638655,,,0.05,,,0.727272727272727,0.0,,,0.8,0.666666666666667,0.262672811059908,,
heart,fairsmote,de,0.847457627118644,0.063131313131313,,,0.158544632879087,0.232584295490901,0.203038823601151,0.446428571428571,,,0.0,,,0.842105263157895,0.0,,,0.888888888888889,0.8,0.259216589861751,,
heart,none,default,0.766666666666667,0.094202898550725,,,0.288687281540047,0.342954003014208,0.319973718887674,0.670588235294118,,,0.152173913043478,,,0.695652173913043,0.016666666666667,,,0.761904761904762,0.64,0.325714285714286,,
heart,none,random,0.766666666666667,0.157608695652174,,,0.288687281540047,0.397872889451266,0.353533837276249,0.766666666666667,,,0.152173913043478,,,0.695652173913043,0.016666666666667,,,0.761904761904762,0.64,0.394285714285714,,
heart,none,de,0.783333333333333,0.115942028985507,,,0.285535890646105,0.411854108533754,0.361208159894437,0.825,,,0.108695652173913,,,0.697674418604651,0.0,,,0.833333333333333,0.6,0.377142857142857,,
heart,fairsmote,default,0.8,0.13768115942029,,,0.248361686454973,0.400188119479219,0.341156002773674,0.766666666666667,,,0.195652173913043,,,0.739130434782609,0.016666666666667,,,0.80952380952381,0.68,0.394285714285714,,
heart,fairsmote,random,0.733333333333333,0.050724637681159,,,0.354259491567871,0.338805424590559,0.345759185324065,0.7,,,0.021739130434783,,,0.619047619047619,0.05,,,0.764705882352941,0.52,0.28,,
heart,fairsmote,de,0.783333333333333,0.115942028985507,,,0.273861842252577,0.38406889633878,0.339533310465727,0.752941176470588,,,0.152173913043478,,,0.711111111111111,0.016666666666667,,,0.8,0.64,0.365714285714286,,
