DS,Iteration,PP,DT,AS,LA,PT,PT scoring,Duration,Models built,Best params,accuracy,precision,recall,f1,aod-age,eod-age,spd-age,di-age,fr-age,d2h1 (accuracy+precision+recall+f1),d2h2 (aod+eod+spd+di+fr),d2h3 (accuracy+precision+recall+f1+aod+eod+spd+di+fr),aod-sex,eod-sex,spd-sex,di-sex,fr-sex,aod-race,eod-race,spd-race,di-race,fr-race
fairness/heart_processed.csv,6,fairsmote,minmax,none,rf,default,None,1.62354063987732,5,"{'la__n_estimators': 100, 'la__criterion': 'gini', 'la__min_samples_leaf': 1, 'la__min_impurity_decrease': 0.0, 'la__max_depth': None}",0.85,0.793103448275862,0.884615384615385,0.836363636363636,0.028874883286648,0.006535947712418,0.201334816462736,0.346743295019157,0.05,0.162324252721926,0.181186698440113,0.173057392710264,,,,,,,,,,
fairness/heart_processed.csv,6,fairsmote,minmax,none,rf,random search,d2h3,5.60980463027954,320,"{'la__n_estimators': 40, 'la__min_samples_leaf': 17, 'la__min_impurity_decrease': 0.1, 'la__max_depth': 16, 'la__criterion': 'gini'}",0.766666666666667,0.7,0.807692307692308,0.75,0.077194211017741,0.124183006535948,0.233592880978865,0.381125226860254,0,0.246944676478941,0.210334228275022,0.227334587211938,,,,,,,,,,
fairness/heart_processed.csv,6,fairsmote,minmax,none,rf,de,d2h3,15.2434728145599,550,"{'la__n_estimators': 200, 'la__min_samples_leaf': 4, 'la__min_impurity_decrease': 1e-05, 'la__max_depth': 5}",0.85,0.793103448275862,0.884615384615385,0.836363636363636,0.089589169000934,0.006535947712418,0.268075639599555,0.437386569872958,0,0.162324252721926,0.232912214306901,0.204569235754235,,,,,,,,,,
fairness/heart_processed.csv,7,none,minmax,none,rf,default,None,1.58330154418945,5,"{'la__n_estimators': 100, 'la__criterion': 'gini', 'la__min_samples_leaf': 1, 'la__min_impurity_decrease': 0.0, 'la__max_depth': None}",0.745762711864407,0.857142857142857,0.685714285714286,0.761904761904762,0.238095238095238,0.142857142857143,0.389473684210526,0.649122807017544,0.016949152542373,0.245208897958229,0.360675740443877,0.314632865994506,,,,,,,,,,
fairness/heart_processed.csv,7,none,minmax,none,rf,random search,d2h3,5.73834609985352,320,"{'la__n_estimators': 70, 'la__min_samples_leaf': 11, 'la__min_impurity_decrease': 0.03162277660168379, 'la__max_depth': 3, 'la__criterion': 'gini'}",0.694915254237288,0.84,0.6,0.7,0.273809523809524,0.214285714285714,0.392105263157895,0.712918660287081,0,0.303593767268491,0.39569927375657,0.357703520678863,,,,,,,,,,
fairness/heart_processed.csv,7,none,minmax,none,rf,de,d2h3,14.0324215888977,550,"{'la__n_estimators': 61, 'la__min_samples_leaf': 2, 'la__min_impurity_decrease': 0.08680339594611777, 'la__max_depth': 7}",0.711864406779661,0.875,0.6,0.711864406779661,0.232142857142857,0.214285714285714,0.367105263157895,0.699248120300752,0,0.292262399292516,0.380400547174094,0.344027150351801,,,,,,,,,,
fairness/heart_processed.csv,7,fairsmote,minmax,none,rf,default,None,1.63159775733948,5,"{'la__n_estimators': 100, 'la__criterion': 'gini', 'la__min_samples_leaf': 1, 'la__min_impurity_decrease': 0.0, 'la__max_depth': None}",0.76271186440678,0.862068965517241,0.714285714285714,0.78125,0.255952380952381,0.178571428571429,0.414473684210526,0.663157894736842,0.016949152542373,0.226282370683188,0.376630715275317,0.318689734794762,,,,,,,,,,
fairness/heart_processed.csv,7,fairsmote,minmax,none,rf,random search,d2h3,6.48155307769775,320,"{'la__n_estimators': 140, 'la__min_samples_leaf': 4, 'la__min_impurity_decrease': 3.1622776601683795e-05, 'la__max_depth': 16, 'la__criterion': 'gini'}",0.813559322033898,0.9,0.771428571428571,0.830769230769231,0.160714285714286,0.071428571428571,0.361842105263158,0.578947368421053,0.016949152542373,0.177231541785091,0.315381724506611,0.263095301359687,,,,,,,,,,
fairness/heart_processed.csv,7,fairsmote,minmax,none,rf,de,d2h3,13.6187415122986,550,"{'la__n_estimators': 197, 'la__min_samples_leaf': 3, 'la__min_impurity_decrease': 1e-05, 'la__max_depth': 14}",0.745762711864407,0.833333333333333,0.714285714285714,0.769230769230769,0.297619047619048,0.178571428571429,0.439473684210526,0.676113360323887,0,0.238380718278223,0.392614632363528,0.333005291101959,,,,,,,,,,
fairness/heart_processed.csv,8,none,minmax,none,rf,default,None,1.58486557006836,5,"{'la__n_estimators': 100, 'la__criterion': 'gini', 'la__min_samples_leaf': 1, 'la__min_impurity_decrease': 0.0, 'la__max_depth': None}",0.796610169491525,0.761904761904762,0.695652173913043,0.727272727272727,0.254125874125874,0.184615384615385,0.334586466165414,0.585526315789474,0.067796610169492,0.25742209019964,0.334080334743143,0.302418562114288,,,,,,,,,,
fairness/heart_processed.csv,8,none,minmax,none,rf,random search,d2h3,5.22353410720825,320,"{'la__n_estimators': 10, 'la__min_samples_leaf': 17, 'la__min_impurity_decrease': 0.1, 'la__max_depth': 3, 'la__criterion': 'entropy'}",0.76271186440678,0.764705882352941,0.565217391304348,0.65,0.081678321678322,0.061538461538462,0.144110275689223,0.37828947368421,0,0.325271001595904,0.186723875249101,0.257667728729381,,,,,,,,,,
fairness/heart_processed.csv,8,none,minmax,none,rf,de,d2h3,12.7401039600372,550,"{'la__n_estimators': 10, 'la__min_samples_leaf': 1, 'la__min_impurity_decrease': 0.03947938254455014, 'la__max_depth': 8}",0.76271186440678,0.736842105263158,0.608695652173913,0.666666666666667,0.177132867132867,0.161538461538462,0.239348370927318,0.502631578947368,0,0.312164996674172,0.271070792965826,0.290054557050135,,,,,,,,,,
fairness/heart_processed.csv,8,fairsmote,minmax,none,rf,default,None,1.63574385643005,5,"{'la__n_estimators': 100, 'la__criterion': 'gini', 'la__min_samples_leaf': 1, 'la__min_impurity_decrease': 0.0, 'la__max_depth': None}",0.779661016949153,0.708333333333333,0.739130434782609,0.723404255319149,0.175664335664336,0.107692307692308,0.255639097744361,0.447368421052632,0.033898305084746,0.263712366001573,0.248634084348378,0.255445446976099,,,,,,,,,,
fairness/heart_processed.csv,8,fairsmote,minmax,none,rf,random search,d2h3,5.43700575828552,320,"{'la__n_estimators': 50, 'la__min_samples_leaf': 11, 'la__min_impurity_decrease': 0.1, 'la__max_depth': 10, 'la__criterion': 'gini'}",0.796610169491525,0.72,0.782608695652174,0.75,0.048741258741259,0.146153846153846,0.155388471177945,0.296650717703349,0,0.239544569109965,0.16485380331565,0.201497252448456,,,,,,,,,,
fairness/heart_processed.csv,8,fairsmote,minmax,none,rf,de,d2h3,12.3490195274353,550,"{'la__n_estimators': 10, 'la__min_samples_leaf': 1, 'la__min_impurity_decrease': 1e-05, 'la__max_depth': 1}",0.711864406779661,0.625,0.652173913043478,0.638297872340426,0.058671328671329,0.084615384615385,0.107769423558897,0.226315789473684,0,0.344767507170189,0.121190076607767,0.24695787075315,,,,,,,,,,
fairness/heart_processed.csv,9,none,minmax,none,rf,default,None,1.58764696121216,5,"{'la__n_estimators': 100, 'la__criterion': 'gini', 'la__min_samples_leaf': 1, 'la__min_impurity_decrease': 0.0, 'la__max_depth': None}",0.830508474576271,0.84,0.777777777777778,0.807692307692308,0.01969696969697,0.027272727272727,0.318823529411765,0.570526315789474,0.050847457627119,0.187544889133612,0.293552706044472,0.252004915712795,,,,,,,,,,
fairness/heart_processed.csv,9,none,minmax,none,rf,random search,d2h3,5.53051090240479,320,"{'la__n_estimators': 20, 'la__min_samples_leaf': 7, 'la__min_impurity_decrease': 3.1622776601683795e-05, 'la__max_depth': 18, 'la__criterion': 'entropy'}",0.830508474576271,0.84,0.777777777777778,0.807692307692308,0.01969696969697,0.027272727272727,0.318823529411765,0.570526315789474,0.016949152542373,0.187544889133612,0.292768770860188,0.251497759591408,,,,,,,,,,
fairness/heart_processed.csv,9,none,minmax,none,rf,de,d2h3,15.9833936691284,550,"{'la__n_estimators': 153, 'la__min_samples_leaf': 20, 'la__min_impurity_decrease': 1e-05, 'la__max_depth': 5}",0.847457627118644,0.875,0.777777777777778,0.823529411764706,0.021969696969697,0.027272727272727,0.289411764705882,0.546666666666667,0.016949152542373,0.172785097799093,0.277170473537264,0.236534262749518,,,,,,,,,,
fairness/heart_processed.csv,9,fairsmote,minmax,none,rf,default,None,1.6380877494812,5,"{'la__n_estimators': 100, 'la__criterion': 'gini', 'la__min_samples_leaf': 1, 'la__min_impurity_decrease': 0.0, 'la__max_depth': None}",0.813559322033898,0.807692307692308,0.777777777777778,0.792452830188679,0.00530303030303,0.027272727272727,0.278823529411765,0.498947368421053,0.033898305084746,0.20260856266903,0.256363825794059,0.234002130699244,,,,,,,,,,
