ds,pp,pt,m,val,rank
default,fairsmote,random,di-race,,
default,fairsmote,random,di-race,,
default,fairsmote,random,di-race,,
default,fairsmote,random,di-race,,
default,fairsmote,random,di-race,,
default,fairsmote,random,di-race,,
default,fairsmote,random,di-race,,
default,fairsmote,random,di-race,,
default,fairsmote,random,di-race,,
default,fairsmote,random,di-race,,
default,fairsmote,random,di-race,,
default,fairsmote,random,di-race,,
default,fairsmote,random,di-race,,
default,fairsmote,random,di-race,,
default,fairsmote,random,di-race,,
default,fairsmote,random,di-race,,
default,fairsmote,random,di-race,,
default,fairsmote,random,di-race,,
default,fairsmote,random,di-race,,
default,fairsmote,random,di-race,,
default,fairsmote,random,di-race,,
default,fairsmote,random,di-race,,
default,fairsmote,random,di-race,,
default,fairsmote,random,di-race,,
default,fairsmote,random,di-race,,
default,fairsmote,random,di-race,,
default,fairsmote,random,di-race,,
default,fairsmote,random,di-race,,
default,fairsmote,random,di-race,,
default,fairsmote,random,di-race,,
default,fairsmote,random,di-race,,
default,fairsmote,random,di-race,,
default,fairsmote,random,di-race,,
default,fairsmote,random,di-race,,
default,fairsmote,random,di-race,,
default,fairsmote,random,di-race,,
default,fairsmote,random,di-race,,
default,fairsmote,random,di-race,,
default,fairsmote,random,di-race,,
default,fairsmote,random,di-race,,
default,fairsmote,random,di-race,,
default,fairsmote,random,di-sex,0.17384683913402,2.0
default,fairsmote,random,di-sex,0.127081953853206,2.0
default,fairsmote,random,di-sex,0.151594558625409,2.0
default,fairsmote,random,di-sex,0.015940795007601,2.0
default,fairsmote,random,di-sex,0.111462388112786,2.0
default,fairsmote,random,di-sex,0.134402254636859,2.0
default,fairsmote,random,di-sex,0.164222418541074,2.0
default,fairsmote,random,di-sex,0.0,2.0
default,fairsmote,random,di-sex,0.129206514190436,2.0
default,fairsmote,random,di-sex,0.056440237944357,2.0
default,fairsmote,random,di-sex,0.0,2.0
default,fairsmote,random,di-sex,0.135294306406368,2.0
default,fairsmote,random,di-sex,0.116804970543373,2.0
default,fairsmote,random,di-sex,0.075519509178569,2.0
default,fairsmote,random,di-sex,0.146847513511995,2.0
default,fairsmote,random,di-sex,0.073888949618364,2.0
default,fairsmote,random,di-sex,0.137039053368133,2.0
default,fairsmote,random,di-sex,1.0,2.0
default,fairsmote,random,di-sex,0.0,2.0
default,fairsmote,random,di-sex,1.0,2.0
default,fairsmote,random,di-sex,0.171601589290298,2.0
default,fairsmote,random,di-sex,1.0,2.0
default,fairsmote,random,di-sex,0.147945322525265,2.0
default,fairsmote,random,di-sex,0.0,2.0
default,fairsmote,random,di-sex,0.069479061187044,2.0
default,fairsmote,random,di-sex,0.107255893277464,2.0
default,fairsmote,random,di-sex,0.099601254709704,2.0
default,fairsmote,random,di-sex,0.115226723890613,2.0
default,fairsmote,random,di-sex,0.162801211628012,2.0
default,fairsmote,random,di-sex,1.0,2.0
default,fairsmote,random,di-sex,0.138916134134305,2.0
default,fairsmote,random,di-sex,0.098837581546327,2.0
default,fairsmote,random,di-sex,0.16791437062142,2.0
default,fairsmote,random,di-sex,0.0,2.0
default,fairsmote,random,di-sex,0.110732872317673,2.0
default,fairsmote,random,di-sex,0.0,2.0
default,fairsmote,random,di-sex,0.0,2.0
default,fairsmote,random,di-sex,1.0,2.0
default,fairsmote,random,di-sex,0.10826150848689,2.0
default,fairsmote,random,di-sex,0.158137527603109,2.0
default,fairsmote,random,di-sex,0.13817787063911,2.0
default,fairsmote,random,di-sex,0.11450047895784,2.0
default,fairsmote,random,di-sex,0.11760771173514,2.0
default,fairsmote,random,di-sex,0.056458213964148,2.0
default,fairsmote,random,di-sex,0.170563460335277,2.0
default,fairsmote,random,di-sex,0.116398316704908,2.0
default,fairsmote,random,di-sex,0.072979142349986,2.0
default,fairsmote,random,di-sex,0.17123312258624,2.0
default,fairsmote,random,di-sex,0.180209963352362,2.0
default,fairsmote,random,di-sex,0.060914322768907,2.0
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-age,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-race,,
default,fairsmote,random,eod-sex,0.050864272904186,2.0
default,fairsmote,random,eod-sex,0.03539059576768,2.0
default,fairsmote,random,eod-sex,0.000322374812967,2.0
default,fairsmote,random,eod-sex,0.037434349959515,2.0
default,fairsmote,random,eod-sex,0.053888110049943,2.0
default,fairsmote,random,eod-sex,0.033475580844002,2.0
default,fairsmote,random,eod-sex,0.049417687404065,2.0
default,fairsmote,random,eod-sex,0.0,2.0
default,fairsmote,random,eod-sex,0.008113639524795,2.0
default,fairsmote,random,eod-sex,0.030012370608889,2.0
default,fairsmote,random,eod-sex,0.0,2.0
default,fairsmote,random,eod-sex,0.008375051391811,2.0
default,fairsmote,random,eod-sex,0.0151026637947,2.0
default,fairsmote,random,eod-sex,0.002472961997179,2.0
default,fairsmote,random,eod-sex,0.038297872340426,2.0
default,fairsmote,random,eod-sex,0.040869077229644,2.0
default,fairsmote,random,eod-sex,0.012718348390232,2.0
default,fairsmote,random,eod-sex,0.0,2.0
default,fairsmote,random,eod-sex,0.0,2.0
default,fairsmote,random,eod-sex,0.0,2.0
default,fairsmote,random,eod-sex,0.065758036990914,2.0
default,fairsmote,random,eod-sex,0.0,2.0
default,fairsmote,random,eod-sex,0.076918534936957,2.0
default,fairsmote,random,eod-sex,0.0,2.0
default,fairsmote,random,eod-sex,0.036047303400453,2.0
default,fairsmote,random,eod-sex,0.025133213684489,2.0
default,fairsmote,random,eod-sex,0.02229957467298,2.0
default,fairsmote,random,eod-sex,0.007042865837753,2.0
default,fairsmote,random,eod-sex,0.029038299122388,2.0
default,fairsmote,random,eod-sex,0.0,2.0
default,fairsmote,random,eod-sex,0.004455962939947,2.0
default,fairsmote,random,eod-sex,0.020447612034505,2.0
default,fairsmote,random,eod-sex,0.003873201341556,2.0
default,fairsmote,random,eod-sex,0.0,2.0
default,fairsmote,random,eod-sex,0.003482376885607,2.0
default,fairsmote,random,eod-sex,0.0,2.0
default,fairsmote,random,eod-sex,0.0,2.0
default,fairsmote,random,eod-sex,0.0,2.0
default,fairsmote,random,eod-sex,0.033992875533453,2.0
default,fairsmote,random,eod-sex,0.059630155137842,2.0
default,fairsmote,random,eod-sex,0.03071363015794,2.0
default,fairsmote,random,eod-sex,0.035699888346229,2.0
default,fairsmote,random,eod-sex,0.013386372082024,2.0
default,fairsmote,random,eod-sex,0.024960039051657,2.0
default,fairsmote,random,eod-sex,0.019659066170694,2.0
default,fairsmote,random,eod-sex,0.063453476184931,2.0
default,fairsmote,random,eod-sex,0.000300730598454,2.0
default,fairsmote,random,eod-sex,0.02439566060084,2.0
default,fairsmote,random,eod-sex,0.03020474258093,2.0
default,fairsmote,random,eod-sex,0.027700483532525,2.0
default,fairsmote,random,f1,0.537820957668286,1.0
default,fairsmote,random,f1,0.533709848217437,1.0
default,fairsmote,random,f1,0.550353654429101,1.0
default,fairsmote,random,f1,0.536124240378123,1.0
default,fairsmote,random,f1,0.556756756756757,1.0
default,fairsmote,random,f1,0.551075268817204,1.0
default,fairsmote,random,f1,0.526533425223983,1.0
default,fairsmote,random,f1,0.353457738748628,1.0
default,fairsmote,random,f1,0.551838357071878,1.0
default,fairsmote,random,f1,0.537061994609164,1.0
default,fairsmote,random,f1,0.366457936291859,1.0
default,fairsmote,random,f1,0.537568306010929,1.0
default,fairsmote,random,f1,0.519653564290473,1.0
default,fairsmote,random,f1,0.55005055611729,1.0
default,fairsmote,random,f1,0.538461538461538,1.0
default,fairsmote,random,f1,0.538382099827883,1.0
default,fairsmote,random,f1,0.540095956134339,1.0
default,fairsmote,random,f1,0.0,1.0
default,fairsmote,random,f1,0.36489985011582,1.0
default,fairsmote,random,f1,0.0,1.0
default,fairsmote,random,f1,0.541878602916243,1.0
default,fairsmote,random,f1,0.0,1.0
default,fairsmote,random,f1,0.539325842696629,1.0
default,fairsmote,random,f1,0.362221918929985,1.0
default,fairsmote,random,f1,0.53641933287951,1.0
default,fairsmote,random,f1,0.545392723563414,1.0
default,fairsmote,random,f1,0.531707317073171,1.0
default,fairsmote,random,f1,0.554168072899089,1.0
default,fairsmote,random,f1,0.531440162271805,1.0
default,fairsmote,random,f1,0.0,1.0
default,fairsmote,random,f1,0.525714285714286,1.0
default,fairsmote,random,f1,0.550620509470934,1.0
default,fairsmote,random,f1,0.549465701482247,1.0
default,fairsmote,random,f1,0.3640081799591,1.0
default,fairsmote,random,f1,0.5206132879046,1.0
default,fairsmote,random,f1,0.355713894217594,1.0
default,fairsmote,random,f1,0.36445413656808,1.0
default,fairsmote,random,f1,0.0,1.0
default,fairsmote,random,f1,0.544005544005544,1.0
default,fairsmote,random,f1,0.53958545701665,1.0
default,fairsmote,random,f1,0.540812898891502,1.0
default,fairsmote,random,f1,0.538888888888889,1.0
default,fairsmote,random,f1,0.536645200858632,1.0
default,fairsmote,random,f1,0.551295336787565,1.0
default,fairsmote,random,f1,0.531944444444445,1.0
default,fairsmote,random,f1,0.555177111716621,1.0
default,fairsmote,random,f1,0.557768924302789,1.0
default,fairsmote,random,f1,0.530485704443679,1.0
default,fairsmote,random,f1,0.54006968641115,1.0
default,fairsmote,random,f1,0.52014652014652,1.0
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-age,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-race,,
default,fairsmote,random,fr-sex,0.010166666666667,4.0
default,fairsmote,random,fr-sex,0.014833333333333,4.0
default,fairsmote,random,fr-sex,0.007833333333333,4.0
default,fairsmote,random,fr-sex,0.0135,4.0
default,fairsmote,random,fr-sex,0.0115,4.0
default,fairsmote,random,fr-sex,0.009833333333333,4.0
default,fairsmote,random,fr-sex,0.006666666666667,4.0
default,fairsmote,random,fr-sex,0.0,4.0
default,fairsmote,random,fr-sex,0.0165,4.0
default,fairsmote,random,fr-sex,0.012833333333333,4.0
default,fairsmote,random,fr-sex,0.0,4.0
default,fairsmote,random,fr-sex,0.007,4.0
default,fairsmote,random,fr-sex,0.008166666666667,4.0
default,fairsmote,random,fr-sex,0.0105,4.0
default,fairsmote,random,fr-sex,0.010833333333333,4.0
default,fairsmote,random,fr-sex,0.007166666666667,4.0
default,fairsmote,random,fr-sex,0.015833333333333,4.0
default,fairsmote,random,fr-sex,0.0,4.0
default,fairsmote,random,fr-sex,0.0,4.0
default,fairsmote,random,fr-sex,0.0,4.0
default,fairsmote,random,fr-sex,0.0085,4.0
default,fairsmote,random,fr-sex,0.0,4.0
default,fairsmote,random,fr-sex,0.0115,4.0
default,fairsmote,random,fr-sex,0.0,4.0
default,fairsmote,random,fr-sex,0.007833333333333,4.0
default,fairsmote,random,fr-sex,0.007833333333333,4.0
default,fairsmote,random,fr-sex,0.008166666666667,4.0
default,fairsmote,random,fr-sex,0.004,4.0
default,fairsmote,random,fr-sex,0.005666666666667,4.0
default,fairsmote,random,fr-sex,0.0,4.0
default,fairsmote,random,fr-sex,0.017833333333333,4.0
default,fairsmote,random,fr-sex,0.013166666666667,4.0
default,fairsmote,random,fr-sex,0.0145,4.0
default,fairsmote,random,fr-sex,0.0,4.0
default,fairsmote,random,fr-sex,0.018666666666667,4.0
default,fairsmote,random,fr-sex,0.0,4.0
default,fairsmote,random,fr-sex,0.0,4.0
default,fairsmote,random,fr-sex,0.0,4.0
default,fairsmote,random,fr-sex,0.007333333333333,4.0
default,fairsmote,random,fr-sex,0.021833333333333,4.0
default,fairsmote,random,fr-sex,0.01,4.0
default,fairsmote,random,fr-sex,0.009333333333333,4.0
default,fairsmote,random,fr-sex,0.006333333333333,4.0
default,fairsmote,random,fr-sex,0.006666666666667,4.0
default,fairsmote,random,fr-sex,0.005666666666667,4.0
default,fairsmote,random,fr-sex,0.0125,4.0
default,fairsmote,random,fr-sex,0.009166666666667,4.0
default,fairsmote,random,fr-sex,0.0075,4.0
default,fairsmote,random,fr-sex,0.006833333333333,4.0
default,fairsmote,random,fr-sex,0.014833333333333,4.0
default,fairsmote,random,precision,0.490506329113924,5.0
default,fairsmote,random,precision,0.478784040531982,5.0
default,fairsmote,random,precision,0.504009870450339,5.0
default,fairsmote,random,precision,0.495321272613849,5.0
default,fairsmote,random,precision,0.519218651543793,5.0
default,fairsmote,random,precision,0.503376304481277,5.0
default,fairsmote,random,precision,0.478696741854637,5.0
default,fairsmote,random,precision,0.214666666666667,5.0
default,fairsmote,random,precision,0.501505117399157,5.0
default,fairsmote,random,precision,0.4886572654813,5.0
default,fairsmote,random,precision,0.224333333333333,5.0
default,fairsmote,random,precision,0.485502776064158,5.0
default,fairsmote,random,precision,0.470162748643761,5.0
default,fairsmote,random,precision,0.514501891551072,5.0
default,fairsmote,random,precision,0.477566072526122,5.0
default,fairsmote,random,precision,0.489974937343358,5.0
default,fairsmote,random,precision,0.49435382685069,5.0
default,fairsmote,random,precision,0.0,5.0
default,fairsmote,random,precision,0.223166666666667,5.0
default,fairsmote,random,precision,0.0,5.0
default,fairsmote,random,precision,0.491692307692308,5.0
default,fairsmote,random,precision,0.0,5.0
default,fairsmote,random,precision,0.4953095684803,5.0
default,fairsmote,random,precision,0.221166666666667,5.0
default,fairsmote,random,precision,0.48853068815871,5.0
default,fairsmote,random,precision,0.495673671199011,5.0
default,fairsmote,random,precision,0.478970495919648,5.0
default,fairsmote,random,precision,0.503063725490196,5.0
default,fairsmote,random,precision,0.470658682634731,5.0
default,fairsmote,random,precision,0.0,5.0
default,fairsmote,random,precision,0.471084337349398,5.0
default,fairsmote,random,precision,0.497051886792453,5.0
default,fairsmote,random,precision,0.496573208722741,5.0
default,fairsmote,random,precision,0.2225,5.0
default,fairsmote,random,precision,0.474239602731223,5.0
default,fairsmote,random,precision,0.216333333333333,5.0
default,fairsmote,random,precision,0.222833333333333,5.0
default,fairsmote,random,precision,0.0,5.0
default,fairsmote,random,precision,0.498729351969504,5.0
default,fairsmote,random,precision,0.492861576660459,5.0
default,fairsmote,random,precision,0.492053789731051,5.0
default,fairsmote,random,precision,0.488050314465409,5.0
default,fairsmote,random,precision,0.467664350614645,5.0
default,fairsmote,random,precision,0.503787878787879,5.0
default,fairsmote,random,precision,0.486040609137056,5.0
default,fairsmote,random,precision,0.497557997557998,5.0
default,fairsmote,random,precision,0.509399636143117,5.0
default,fairsmote,random,precision,0.494223363286264,5.0
default,fairsmote,random,precision,0.490196078431373,5.0
default,fairsmote,random,precision,0.469915764139591,5.0
default,fairsmote,random,recall,0.595238095238095,2.0
default,fairsmote,random,recall,0.602870813397129,2.0
default,fairsmote,random,recall,0.606083086053412,2.0
default,fairsmote,random,recall,0.584253127299485,2.0
default,fairsmote,random,recall,0.600145666423889,2.0
default,fairsmote,random,recall,0.608760207869339,2.0
default,fairsmote,random,recall,0.584992343032159,2.0
default,fairsmote,random,recall,1.0,2.0
default,fairsmote,random,recall,0.61340206185567,2.0
default,fairsmote,random,recall,0.596110695587135,2.0
default,fairsmote,random,recall,1.0,2.0
default,fairsmote,random,recall,0.602142310635042,2.0
default,fairsmote,random,recall,0.580789277736411,2.0
default,fairsmote,random,recall,0.590876176683563,2.0
default,fairsmote,random,recall,0.617156473391581,2.0
default,fairsmote,random,recall,0.597402597402597,2.0
default,fairsmote,random,recall,0.595166163141994,2.0
default,fairsmote,random,recall,0.0,2.0
default,fairsmote,random,recall,1.0,2.0
default,fairsmote,random,recall,0.0,2.0
default,fairsmote,random,recall,0.603474320241692,2.0
default,fairsmote,random,recall,0.0,2.0
default,fairsmote,random,recall,0.591928251121076,2.0
default,fairsmote,random,recall,1.0,2.0
default,fairsmote,random,recall,0.594716981132075,2.0
default,fairsmote,random,recall,0.606198034769463,2.0
default,fairsmote,random,recall,0.597494126859828,2.0
default,fairsmote,random,recall,0.616829451540195,2.0
default,fairsmote,random,recall,0.610248447204969,2.0
default,fairsmote,random,recall,0.0,2.0
default,fairsmote,random,recall,0.59467680608365,2.0
default,fairsmote,random,recall,0.617130307467057,2.0
default,fairsmote,random,recall,0.614969135802469,2.0
default,fairsmote,random,recall,1.0,2.0
default,fairsmote,random,recall,0.577039274924471,2.0
default,fairsmote,random,recall,1.0,2.0
default,fairsmote,random,recall,1.0,2.0
default,fairsmote,random,recall,0.0,2.0
default,fairsmote,random,recall,0.598323170731707,2.0
default,fairsmote,random,recall,0.596096096096096,2.0
default,fairsmote,random,recall,0.600298284862043,2.0
default,fairsmote,random,recall,0.601550387596899,2.0
default,fairsmote,random,recall,0.629496402877698,2.0
default,fairsmote,random,recall,0.608695652173913,2.0
default,fairsmote,random,recall,0.587423312883436,2.0
default,fairsmote,random,recall,0.62788906009245,2.0
default,fairsmote,random,recall,0.616287600880411,2.0
default,fairsmote,random,recall,0.572490706319703,2.0
default,fairsmote,random,recall,0.601241272304112,2.0
default,fairsmote,random,recall,0.582401193139448,2.0
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-age,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-race,,
default,fairsmote,random,spd-sex,0.051157290773839,3.0
default,fairsmote,random,spd-sex,0.036225045372051,3.0
default,fairsmote,random,spd-sex,0.045054989704009,3.0
default,fairsmote,random,spd-sex,0.004299906882765,3.0
default,fairsmote,random,spd-sex,0.031635087037148,3.0
default,fairsmote,random,spd-sex,0.039784000721501,3.0
default,fairsmote,random,spd-sex,0.048453472636547,3.0
default,fairsmote,random,spd-sex,0.0,3.0
default,fairsmote,random,spd-sex,0.038794554723285,3.0
default,fairsmote,random,spd-sex,0.015872377119862,3.0
default,fairsmote,random,spd-sex,0.0,3.0
default,fairsmote,random,spd-sex,0.039833134097486,3.0
default,fairsmote,random,spd-sex,0.034721875571973,3.0
default,fairsmote,random,spd-sex,0.020917503174671,3.0
default,fairsmote,random,spd-sex,0.043695787901086,3.0
default,fairsmote,random,spd-sex,0.020573123714296,3.0
default,fairsmote,random,spd-sex,0.0396782531091,3.0
default,fairsmote,random,spd-sex,0.0,3.0
default,fairsmote,random,spd-sex,0.0,3.0
default,fairsmote,random,spd-sex,0.0,3.0
default,fairsmote,random,spd-sex,0.051801560841895,3.0
default,fairsmote,random,spd-sex,0.0,3.0
