ds,pp,pt,m,val,rank
adult,fairsmote,default,eod-sex,0.087774834814309,2.0
adult,fairsmote,default,eod-sex,0.190000367138644,2.0
adult,fairsmote,default,eod-sex,0.145247122386042,2.0
adult,fairsmote,default,eod-sex,0.121714426587465,2.0
adult,fairsmote,default,eod-sex,0.008332274325412,2.0
adult,fairsmote,default,eod-sex,0.164410306771418,2.0
adult,fairsmote,default,eod-sex,0.121738642204054,2.0
adult,fairsmote,default,eod-sex,0.130570289050615,2.0
adult,fairsmote,default,eod-sex,0.057930464270522,2.0
adult,fairsmote,default,eod-sex,0.079232906776145,2.0
adult,fairsmote,default,f1,0.620044240258635,2.0
adult,fairsmote,default,f1,0.610310021629416,2.0
adult,fairsmote,default,f1,0.601626016260163,2.0
adult,fairsmote,default,f1,0.61121157323689,2.0
adult,fairsmote,default,f1,0.611043794356933,2.0
adult,fairsmote,default,f1,0.609209383145091,2.0
adult,fairsmote,default,f1,0.61139896373057,2.0
adult,fairsmote,default,f1,0.596068709049053,2.0
adult,fairsmote,default,f1,0.60014229811455,2.0
adult,fairsmote,default,f1,0.609638982749422,2.0
adult,fairsmote,default,f1,0.617957746478873,2.0
adult,fairsmote,default,f1,0.592210563756002,2.0
adult,fairsmote,default,f1,0.610252808988764,2.0
adult,fairsmote,default,f1,0.606733772995488,2.0
adult,fairsmote,default,f1,0.612016114906288,2.0
adult,fairsmote,default,f1,0.605027548209366,2.0
adult,fairsmote,default,f1,0.595398230088496,2.0
adult,fairsmote,default,f1,0.604886877828054,2.0
adult,fairsmote,default,f1,0.619527385968126,2.0
adult,fairsmote,default,f1,0.622418358340689,2.0
adult,fairsmote,default,f1,0.607193229901269,2.0
adult,fairsmote,default,f1,0.600749598429413,2.0
adult,fairsmote,default,f1,0.602930664760543,2.0
adult,fairsmote,default,f1,0.609799713876967,2.0
adult,fairsmote,default,f1,0.620834794808839,2.0
adult,fairsmote,default,f1,0.606018194541638,2.0
adult,fairsmote,default,f1,0.615464273386262,2.0
adult,fairsmote,default,f1,0.6176734181753,2.0
adult,fairsmote,default,f1,0.609245214879018,2.0
adult,fairsmote,default,f1,0.602819996337667,2.0
adult,fairsmote,default,f1,0.61221664647863,2.0
adult,fairsmote,default,f1,0.620568620568621,2.0
adult,fairsmote,default,f1,0.602323503127793,2.0
adult,fairsmote,default,f1,0.597229717575103,2.0
adult,fairsmote,default,f1,0.620411031090813,2.0
adult,fairsmote,default,f1,0.604301075268817,2.0
adult,fairsmote,default,f1,0.601423487544484,2.0
adult,fairsmote,default,f1,0.606932409012132,2.0
adult,fairsmote,default,f1,0.598964840264144,2.0
adult,fairsmote,default,f1,0.614050610511414,2.0
adult,fairsmote,default,f1,0.604546243276072,2.0
adult,fairsmote,default,f1,0.605384342897627,2.0
adult,fairsmote,default,f1,0.608142930767909,2.0
adult,fairsmote,default,f1,0.606849803781663,2.0
adult,fairsmote,default,f1,0.603203494721514,2.0
adult,fairsmote,default,f1,0.613684960798289,2.0
adult,fairsmote,default,f1,0.61206151719371,2.0
adult,fairsmote,default,f1,0.612343966712899,2.0
adult,fairsmote,default,f1,0.598373983739837,2.0
adult,fairsmote,default,f1,0.602587136183974,2.0
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-age,,
adult,fairsmote,default,fr-race,0.134814208209643,6.0
adult,fairsmote,default,fr-race,0.148940526154161,6.0
adult,fairsmote,default,fr-race,0.170761670761671,6.0
adult,fairsmote,default,fr-race,0.137796887796888,6.0
adult,fairsmote,default,fr-race,0.129197379197379,6.0
adult,fairsmote,default,fr-race,0.149042890776947,6.0
adult,fairsmote,default,fr-race,0.147302692189579,6.0
adult,fairsmote,default,fr-race,0.137694512694513,6.0
adult,fairsmote,default,fr-race,0.155610155610156,6.0
adult,fairsmote,default,fr-race,0.140765765765766,6.0
adult,fairsmote,default,fr-race,0.153854028047907,6.0
adult,fairsmote,default,fr-race,0.172689118640598,6.0
adult,fairsmote,default,fr-race,0.128480753480753,6.0
adult,fairsmote,default,fr-race,0.151719901719902,6.0
adult,fairsmote,default,fr-race,0.199529074529075,6.0
adult,fairsmote,default,fr-race,0.198075545091616,6.0
adult,fairsmote,default,fr-race,0.137270959156516,6.0
adult,fairsmote,default,fr-race,0.158374283374283,6.0
adult,fairsmote,default,fr-race,0.153869778869779,6.0
adult,fairsmote,default,fr-race,0.13523751023751,6.0
adult,fairsmote,default,fr-race,0.147097962944007,6.0
adult,fairsmote,default,fr-race,0.155901320503634,6.0
adult,fairsmote,default,fr-race,0.1504914004914,6.0
adult,fairsmote,default,fr-race,0.136261261261261,6.0
adult,fairsmote,default,fr-race,0.162571662571663,6.0
adult,fairsmote,default,fr-race,0.16838980448357,6.0
adult,fairsmote,default,fr-race,0.131436175657693,6.0
adult,fairsmote,default,fr-race,0.136261261261261,6.0
adult,fairsmote,default,fr-race,0.155814905814906,6.0
adult,fairsmote,default,fr-race,0.146498771498771,6.0
adult,fairsmote,default,fr-race,0.145357764356638,6.0
adult,fairsmote,default,fr-race,0.150987818609888,6.0
adult,fairsmote,default,fr-race,0.160524160524161,6.0
adult,fairsmote,default,fr-race,0.147932022932023,6.0
adult,fairsmote,default,fr-race,0.146396396396396,6.0
adult,fairsmote,default,fr-race,0.128569966219674,6.0
adult,fairsmote,default,fr-race,0.149964172382025,6.0
adult,fairsmote,default,fr-race,0.158579033579034,6.0
adult,fairsmote,default,fr-race,0.153665028665029,6.0
adult,fairsmote,default,fr-race,0.156941031941032,6.0
adult,fairsmote,default,fr-race,0.155082403521343,6.0
adult,fairsmote,default,fr-race,0.146688504452861,6.0
adult,fairsmote,default,fr-race,0.178644553644554,6.0
adult,fairsmote,default,fr-race,0.145372645372645,6.0
adult,fairsmote,default,fr-race,0.145884520884521,6.0
adult,fairsmote,default,fr-race,0.151090183232675,6.0
adult,fairsmote,default,fr-race,0.153444569556761,6.0
adult,fairsmote,default,fr-race,0.136977886977887,6.0
adult,fairsmote,default,fr-race,0.170045045045045,6.0
adult,fairsmote,default,fr-race,0.151719901719902,6.0
adult,fairsmote,default,fr-sex,0.185382331866107,5.0
adult,fairsmote,default,fr-sex,0.15262565257447,5.0
adult,fairsmote,default,fr-sex,0.151617526617527,5.0
adult,fairsmote,default,fr-sex,0.18499180999181,5.0
adult,fairsmote,default,fr-sex,0.182637182637183,5.0
adult,fairsmote,default,fr-sex,0.171665472412734,5.0
adult,fairsmote,default,fr-sex,0.189169822909203,5.0
adult,fairsmote,default,fr-sex,0.180692055692056,5.0
adult,fairsmote,default,fr-sex,0.160421785421785,5.0
adult,fairsmote,default,fr-sex,0.182534807534808,5.0
adult,fairsmote,default,fr-sex,0.167775616746852,5.0
adult,fairsmote,default,fr-sex,0.184256321015457,5.0
adult,fairsmote,default,fr-sex,0.15950040950041,5.0
adult,fairsmote,default,fr-sex,0.189393939393939,5.0
adult,fairsmote,default,fr-sex,0.178644553644554,5.0
adult,fairsmote,default,fr-sex,0.173917494114034,5.0
adult,fairsmote,default,fr-sex,0.185791790357253,5.0
adult,fairsmote,default,fr-sex,0.187551187551188,5.0
adult,fairsmote,default,fr-sex,0.155712530712531,5.0
adult,fairsmote,default,fr-sex,0.154484029484029,5.0
adult,fairsmote,default,fr-sex,0.170744190807657,5.0
adult,fairsmote,default,fr-sex,0.175555328078616,5.0
adult,fairsmote,default,fr-sex,0.168509418509419,5.0
adult,fairsmote,default,fr-sex,0.201269451269451,5.0
adult,fairsmote,default,fr-sex,0.160217035217035,5.0
adult,fairsmote,default,fr-sex,0.16726379363292,5.0
adult,fairsmote,default,fr-sex,0.178421537516634,5.0
adult,fairsmote,default,fr-sex,0.176801801801802,5.0
adult,fairsmote,default,fr-sex,0.168714168714169,5.0
adult,fairsmote,default,fr-sex,0.175573300573301,5.0
adult,fairsmote,default,fr-sex,0.171051284676016,5.0
adult,fairsmote,default,fr-sex,0.205650527177807,5.0
adult,fairsmote,default,fr-sex,0.172297297297297,5.0
adult,fairsmote,default,fr-sex,0.185298935298935,5.0
adult,fairsmote,default,fr-sex,0.167997542997543,5.0
adult,fairsmote,default,fr-sex,0.176783703552052,5.0
adult,fairsmote,default,fr-sex,0.174019858736821,5.0
adult,fairsmote,default,fr-sex,0.174037674037674,5.0
adult,fairsmote,default,fr-sex,0.169021294021294,5.0
adult,fairsmote,default,fr-sex,0.155507780507781,5.0
adult,fairsmote,default,fr-sex,0.162657385607534,5.0
adult,fairsmote,default,fr-sex,0.170130003070939,5.0
adult,fairsmote,default,fr-sex,0.203316953316953,5.0
adult,fairsmote,default,fr-sex,0.174447174447174,5.0
adult,fairsmote,default,fr-sex,0.151822276822277,5.0
adult,fairsmote,default,fr-sex,0.190910021496571,5.0
adult,fairsmote,default,fr-sex,0.177602620534343,5.0
adult,fairsmote,default,fr-sex,0.199017199017199,5.0
adult,fairsmote,default,fr-sex,0.170864045864046,5.0
adult,fairsmote,default,fr-sex,0.161138411138411,5.0
adult,fairsmote,default,precision,0.525526391693106,6.0
adult,fairsmote,default,precision,0.521404373267632,6.0
adult,fairsmote,default,precision,0.511363636363636,6.0
adult,fairsmote,default,precision,0.530945648759032,6.0
adult,fairsmote,default,precision,0.515027721038809,6.0
adult,fairsmote,default,precision,0.516956649955765,6.0
adult,fairsmote,default,precision,0.52212389380531,6.0
adult,fairsmote,default,precision,0.50059488399762,6.0
adult,fairsmote,default,precision,0.509821698398308,6.0
adult,fairsmote,default,precision,0.519708914493633,6.0
adult,fairsmote,default,precision,0.534897896982627,6.0
adult,fairsmote,default,precision,0.492603550295858,6.0
adult,fairsmote,default,precision,0.518960883845924,6.0
adult,fairsmote,default,precision,0.515330188679245,6.0
adult,fairsmote,default,precision,0.516711032238983,6.0
adult,fairsmote,default,precision,0.508244142319931,6.0
adult,fairsmote,default,precision,0.498075214687592,6.0
adult,fairsmote,default,precision,0.518461061123177,6.0
adult,fairsmote,default,precision,0.552614379084967,6.0
adult,fairsmote,default,precision,0.53375719043294,6.0
adult,fairsmote,default,precision,0.518830973184694,6.0
adult,fairsmote,default,precision,0.506470057177249,6.0
adult,fairsmote,default,precision,0.51464307504576,6.0
adult,fairsmote,default,precision,0.524776854416744,6.0
adult,fairsmote,default,precision,0.534904805077063,6.0
adult,fairsmote,default,precision,0.518407662376534,6.0
adult,fairsmote,default,precision,0.529080118694362,6.0
adult,fairsmote,default,precision,0.525625381330079,6.0
adult,fairsmote,default,precision,0.524075799937869,6.0
adult,fairsmote,default,precision,0.515502662073285,6.0
adult,fairsmote,default,precision,0.517554125219427,6.0
adult,fairsmote,default,precision,0.535108958837772,6.0
adult,fairsmote,default,precision,0.512781497261108,6.0
adult,fairsmote,default,precision,0.505327245053272,6.0
adult,fairsmote,default,precision,0.52811004784689,6.0
adult,fairsmote,default,precision,0.511373976342129,6.0
adult,fairsmote,default,precision,0.502826539720321,6.0
adult,fairsmote,default,precision,0.523781034998504,6.0
adult,fairsmote,default,precision,0.511585365853659,6.0
adult,fairsmote,default,precision,0.532862407862408,6.0
adult,fairsmote,default,precision,0.509953161592506,6.0
adult,fairsmote,default,precision,0.513984962406015,6.0
adult,fairsmote,default,precision,0.516336056009335,6.0
adult,fairsmote,default,precision,0.518439500152393,6.0
adult,fairsmote,default,precision,0.518947698089571,6.0
adult,fairsmote,default,precision,0.519300361881785,6.0
adult,fairsmote,default,precision,0.521035598705502,6.0
adult,fairsmote,default,precision,0.520176730486009,6.0
adult,fairsmote,default,precision,0.507352941176471,6.0
adult,fairsmote,default,precision,0.522918615528531,6.0
adult,fairsmote,default,recall,0.756016597510373,3.0
adult,fairsmote,default,recall,0.735767057800956,3.0
adult,fairsmote,default,recall,0.73058358929355,3.0
adult,fairsmote,default,recall,0.72006817213464,3.0
adult,fairsmote,default,recall,0.751063829787234,3.0
adult,fairsmote,default,recall,0.741539763113367,3.0
adult,fairsmote,default,recall,0.7375,3.0
adult,fairsmote,default,recall,0.736542669584245,3.0
adult,fairsmote,default,recall,0.729355814958928,3.0
adult,fairsmote,default,recall,0.737204301075269,3.0
adult,fairsmote,default,recall,0.731554814506044,3.0
adult,fairsmote,default,recall,0.742309407044137,3.0
adult,fairsmote,default,recall,0.74051981252663,3.0
adult,fairsmote,default,recall,0.737552742616034,3.0
adult,fairsmote,default,recall,0.750429553264605,3.0
adult,fairsmote,default,recall,0.747341556784347,3.0
adult,fairsmote,default,recall,0.739991201055873,3.0
adult,fairsmote,default,recall,0.725890529973936,3.0
adult,fairsmote,default,recall,0.704877032096707,3.0
adult,fairsmote,default,recall,0.746401354784081,3.0
adult,fairsmote,default,recall,0.731831704207395,3.0
adult,fairsmote,default,recall,0.738157894736842,3.0
adult,fairsmote,default,recall,0.727782571182053,3.0
adult,fairsmote,default,recall,0.727699530516432,3.0
adult,fairsmote,default,recall,0.739657333890514,3.0
adult,fairsmote,default,recall,0.729263157894737,3.0
adult,fairsmote,default,recall,0.735561056105611,3.0
adult,fairsmote,default,recall,0.748804867448935,3.0
adult,fairsmote,default,recall,0.727468736524364,3.0
adult,fairsmote,default,recall,0.725749559082892,3.0
adult,fairsmote,default,recall,0.749258788648878,3.0
adult,fairsmote,default,recall,0.738512949039265,3.0
adult,fairsmote,default,recall,0.729753139887397,3.0
adult,fairsmote,default,recall,0.729991204925242,3.0
adult,fairsmote,default,recall,0.751809280544913,3.0
adult,fairsmote,default,recall,0.73850197109067,3.0
adult,fairsmote,default,recall,0.748118636564852,3.0
adult,fairsmote,default,recall,0.721466831479192,3.0
adult,fairsmote,default,recall,0.722341799397331,3.0
adult,fairsmote,default,recall,0.724425887265136,3.0
adult,fairsmote,default,recall,0.742224115892629,3.0
adult,fairsmote,default,recall,0.736320551486428,3.0
adult,fairsmote,default,recall,0.739657333890514,3.0
adult,fairsmote,default,recall,0.731612903225806,3.0
adult,fairsmote,default,recall,0.720121686223381,3.0
adult,fairsmote,default,recall,0.75,3.0
adult,fairsmote,default,recall,0.741624790619766,3.0
adult,fairsmote,default,recall,0.744205646860514,3.0
adult,fairsmote,default,recall,0.729194187582563,3.0
adult,fairsmote,default,recall,0.710894446799491,3.0
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-age,,
adult,fairsmote,default,spd-race,0.124999872280207,2.0
adult,fairsmote,default,spd-race,0.111156254395268,2.0
adult,fairsmote,default,spd-race,0.078751276224352,2.0
adult,fairsmote,default,spd-race,0.084852239310936,2.0
adult,fairsmote,default,spd-race,0.070718002536184,2.0
adult,fairsmote,default,spd-race,0.099071045611439,2.0
adult,fairsmote,default,spd-race,0.089364772251344,2.0
adult,fairsmote,default,spd-race,0.082077428444056,2.0
adult,fairsmote,default,spd-race,0.086052206052206,2.0
adult,fairsmote,default,spd-race,0.119586124884261,2.0
adult,fairsmote,default,spd-race,0.093283022477951,2.0
adult,fairsmote,default,spd-race,0.102347373605431,2.0
adult,fairsmote,default,spd-race,0.065371934304511,2.0
adult,fairsmote,default,spd-race,0.099475654416707,2.0
adult,fairsmote,default,spd-race,0.02593291756377,2.0
adult,fairsmote,default,spd-race,0.04646572455122,2.0
adult,fairsmote,default,spd-race,0.097487504102297,2.0
adult,fairsmote,default,spd-race,0.101088529652601,2.0
adult,fairsmote,default,spd-race,0.100445216428233,2.0
adult,fairsmote,default,spd-race,0.100780780780781,2.0
adult,fairsmote,default,spd-race,0.106109718589707,2.0
adult,fairsmote,default,spd-race,0.070595553558634,2.0
adult,fairsmote,default,spd-race,0.124670131845735,2.0
adult,fairsmote,default,spd-race,0.063098572440989,2.0
adult,fairsmote,default,spd-race,0.113157690042178,2.0
adult,fairsmote,default,spd-race,0.088886963489388,2.0
adult,fairsmote,default,spd-race,0.115587826968643,2.0
adult,fairsmote,default,spd-race,0.093744886013167,2.0
adult,fairsmote,default,spd-race,0.117948000248803,2.0
adult,fairsmote,default,spd-race,0.050233609942352,2.0
adult,fairsmote,default,spd-race,0.085431319915877,2.0
adult,fairsmote,default,spd-race,0.09506244924633,2.0
adult,fairsmote,default,spd-race,0.06319876045104,2.0
adult,fairsmote,default,spd-race,0.096875625051475,2.0
adult,fairsmote,default,spd-race,0.107483317445186,2.0
adult,fairsmote,default,spd-race,0.109664342709394,2.0
adult,fairsmote,default,spd-race,0.090954557496476,2.0
adult,fairsmote,default,spd-race,0.102352221600216,2.0
adult,fairsmote,default,spd-race,0.072888456543352,2.0
adult,fairsmote,default,spd-race,0.078143600169848,2.0
adult,fairsmote,default,spd-race,0.077359172573289,2.0
adult,fairsmote,default,spd-race,0.072661248507329,2.0
adult,fairsmote,default,spd-race,0.076260400778358,2.0
adult,fairsmote,default,spd-race,0.071538778248306,2.0
adult,fairsmote,default,spd-race,0.094346240915048,2.0
adult,fairsmote,default,spd-race,0.093866443374503,2.0
adult,fairsmote,default,spd-race,0.078516282454153,2.0
adult,fairsmote,default,spd-race,0.102604554367674,2.0
adult,fairsmote,default,spd-race,0.017362916389578,2.0
adult,fairsmote,default,spd-race,0.086595135720336,2.0
adult,fairsmote,default,spd-sex,0.170857626180448,3.0
adult,fairsmote,default,spd-sex,0.159846352783693,3.0
adult,fairsmote,default,spd-sex,0.163890838137367,3.0
adult,fairsmote,default,spd-sex,0.177027120255196,3.0
adult,fairsmote,default,spd-sex,0.148259673091852,3.0
adult,fairsmote,default,spd-sex,0.153216332284719,3.0
adult,fairsmote,default,spd-sex,0.153959462261982,3.0
adult,fairsmote,default,spd-sex,0.138734855333167,3.0
adult,fairsmote,default,spd-sex,0.159464200534805,3.0
adult,fairsmote,default,spd-sex,0.137811513823508,3.0
adult,fairsmote,default,spd-sex,0.176846283644259,3.0
adult,fairsmote,default,spd-sex,0.167880798896224,3.0
adult,fairsmote,default,spd-sex,0.164158476658477,3.0
adult,fairsmote,default,spd-sex,0.167062613566934,3.0
adult,fairsmote,default,spd-sex,0.153167581610859,3.0
adult,fairsmote,default,spd-sex,0.166457084403958,3.0
adult,fairsmote,default,spd-sex,0.15240510389777,3.0
adult,fairsmote,default,spd-sex,0.169143575101507,3.0
adult,fairsmote,default,spd-sex,0.151760610975939,3.0
adult,fairsmote,default,spd-sex,0.171757601206483,3.0
adult,fairsmote,default,spd-sex,0.159816615330163,3.0
adult,fairsmote,default,spd-sex,0.18002559305813,3.0
adult,fairsmote,default,spd-sex,0.162738696603233,3.0
adult,fairsmote,default,spd-sex,0.163107994431222,3.0
adult,fairsmote,default,spd-sex,0.138492635928122,3.0
adult,fairsmote,default,spd-sex,0.180430956238857,3.0
adult,fairsmote,default,spd-sex,0.167325829385013,3.0
adult,fairsmote,default,spd-sex,0.17230053667263,3.0
adult,fairsmote,default,spd-sex,0.146819297314347,3.0
adult,fairsmote,default,spd-sex,0.137377057990363,3.0
adult,fairsmote,default,spd-sex,0.128090462779723,3.0
adult,fairsmote,default,spd-sex,0.169181696829881,3.0
adult,fairsmote,default,spd-sex,0.158555198899656,3.0
adult,fairsmote,default,spd-sex,0.161693805294972,3.0
adult,fairsmote,default,spd-sex,0.161564874465946,3.0
adult,fairsmote,default,spd-sex,0.171629094927924,3.0
adult,fairsmote,default,spd-sex,0.145057256972144,3.0
adult,fairsmote,default,spd-sex,0.146922569895302,3.0
adult,fairsmote,default,spd-sex,0.140298107044537,3.0
adult,fairsmote,default,spd-sex,0.149109414373055,3.0
adult,fairsmote,default,spd-sex,0.147440846507436,3.0
adult,fairsmote,default,spd-sex,0.179353272313789,3.0
adult,fairsmote,default,spd-sex,0.184861222020512,3.0
adult,fairsmote,default,spd-sex,0.157269269218287,3.0
adult,fairsmote,default,spd-sex,0.114087691291884,3.0
adult,fairsmote,default,spd-sex,0.191916648175002,3.0
adult,fairsmote,default,spd-sex,0.164656294601502,3.0
adult,fairsmote,default,spd-sex,0.165712752706424,3.0
adult,fairsmote,default,spd-sex,0.132411780159842,3.0
adult,fairsmote,default,spd-sex,0.135544807388766,3.0
adult,fairsmote,random,accuracy,0.763230627495138,4.0
adult,fairsmote,random,accuracy,0.781451530351111,4.0
adult,fairsmote,random,accuracy,0.780814905814906,4.0
adult,fairsmote,random,accuracy,0.777846027846028,4.0
adult,fairsmote,random,accuracy,0.774160524160524,4.0
adult,fairsmote,random,accuracy,0.772443443545911,4.0
adult,fairsmote,random,accuracy,0.781349165728324,4.0
adult,fairsmote,random,accuracy,0.778767403767404,4.0
adult,fairsmote,random,accuracy,0.78009828009828,4.0
adult,fairsmote,random,accuracy,0.794430794430794,4.0
adult,fairsmote,random,accuracy,0.781656259596683,4.0
adult,fairsmote,random,accuracy,0.776640393080152,4.0
adult,fairsmote,random,accuracy,0.778665028665029,4.0
adult,fairsmote,random,accuracy,0.768734643734644,4.0
adult,fairsmote,random,accuracy,0.7746723996724,4.0
adult,fairsmote,random,accuracy,0.773671819019347,4.0
adult,fairsmote,random,accuracy,0.773159995905415,4.0
adult,fairsmote,random,accuracy,0.781224406224406,4.0
adult,fairsmote,random,accuracy,0.784602784602785,4.0
adult,fairsmote,random,accuracy,0.787366912366912,4.0
adult,fairsmote,random,accuracy,0.771112703449688,4.0
adult,fairsmote,random,accuracy,0.766711024669874,4.0
adult,fairsmote,random,accuracy,0.769758394758395,4.0
adult,fairsmote,random,accuracy,0.782452907452907,4.0
adult,fairsmote,random,accuracy,0.781429156429156,4.0
adult,fairsmote,random,accuracy,0.778892414781452,4.0
adult,fairsmote,random,accuracy,0.784215375166343,4.0
adult,fairsmote,random,accuracy,0.789107289107289,4.0
adult,fairsmote,random,accuracy,0.775184275184275,4.0
adult,fairsmote,random,accuracy,0.772522522522523,4.0
adult,fairsmote,random,accuracy,0.785034292148633,4.0
adult,fairsmote,random,accuracy,0.780325519500461,4.0
adult,fairsmote,random,accuracy,0.778050778050778,4.0
adult,fairsmote,random,accuracy,0.776822276822277,4.0
adult,fairsmote,random,accuracy,0.782043407043407,4.0
adult,fairsmote,random,accuracy,0.774900194492783,4.0
adult,fairsmote,random,accuracy,0.769986692599038,4.0
adult,fairsmote,random,accuracy,0.774570024570025,4.0
adult,fairsmote,random,accuracy,0.776412776412776,4.0
adult,fairsmote,random,accuracy,0.780917280917281,4.0
adult,fairsmote,random,accuracy,0.779813696386529,4.0
adult,fairsmote,random,accuracy,0.783294093561265,4.0
adult,fairsmote,random,accuracy,0.776719901719902,4.0
adult,fairsmote,random,accuracy,0.787366912366912,4.0
adult,fairsmote,random,accuracy,0.76965601965602,4.0
adult,fairsmote,random,accuracy,0.783089364315693,4.0
adult,fairsmote,random,accuracy,0.771215068072474,4.0
adult,fairsmote,random,accuracy,0.778357903357903,4.0
adult,fairsmote,random,accuracy,0.784090909090909,4.0
adult,fairsmote,random,accuracy,0.781122031122031,4.0
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
adult,fairsmote,random,aod-age,,
