DS,Iteration,PP,DT,AS,LA,PT,PT scoring,Duration,Params,d2h1 (accuracy+precision+recall+f1),d2h2 (aod+eod+spd+di+fr)
fairness/compas-scores-two-years_processed.csv,15,fairsmote,minmax,none,rf,tpe,"['d2h1', 'd2h2']",0.7127444744110107,"{'la__criterion': 'entropy', 'la__max_depth': 11, 'la__min_impurity_decrease': 1e-05, 'la__min_samples_leaf': 1, 'la__n_estimators': 100}",-0.7993293998935209,-0.5737047019066931
fairness/compas-scores-two-years_processed.csv,15,fairsmote,minmax,none,rf,tpe,"['d2h1', 'd2h2']",0.9166555404663086,"{'la__criterion': 'entropy', 'la__max_depth': 11, 'la__min_impurity_decrease': 1e-05, 'la__min_samples_leaf': 1, 'la__n_estimators': 100}",-0.9013878245355441,-0.5567581070009912
fairness/compas-scores-two-years_processed.csv,15,fairsmote,minmax,none,rf,nsga-ii,"['d2h1', 'd2h2']",1.3313579559326172,"{'la__n_estimators': 117, 'la__criterion': 'entropy', 'la__min_samples_leaf': 7, 'la__min_impurity_decrease': 0.03705851372771469, 'la__max_depth': 10}",-0.9013878245355441,-0.5567581070009912
fairness/compas-scores-two-years_processed.csv,15,fairsmote,minmax,none,rf,nsga-ii,"['d2h1', 'd2h2']",0.6570532321929932,"{'la__n_estimators': 117, 'la__criterion': 'entropy', 'la__min_samples_leaf': 7, 'la__min_impurity_decrease': 0.03705851372771469, 'la__max_depth': 10}",-0.7993293998935209,-0.5737047019066931
fairness/compas-scores-two-years_processed.csv,15,fairsmote,minmax,none,rf,nsga-iii,"['d2h1', 'd2h2']",0.8070182800292969,"{'la__n_estimators': 125, 'la__criterion': 'entropy', 'la__min_samples_leaf': 9, 'la__min_impurity_decrease': 0.021778136593886856, 'la__max_depth': 16}",-0.7993293998935209,-0.5737047019066931
fairness/compas-scores-two-years_processed.csv,15,fairsmote,minmax,none,rf,nsga-iii,"['d2h1', 'd2h2']",1.269463062286377,"{'la__n_estimators': 125, 'la__criterion': 'entropy', 'la__min_samples_leaf': 9, 'la__min_impurity_decrease': 0.021778136593886856, 'la__max_depth': 16}",-0.9013878245355441,-0.5567581070009912
fairness/compas-scores-two-years_processed.csv,15,fairsmote,minmax,none,rf,moead,"['d2h1', 'd2h2']",1.5715229511260986,"{'la__n_estimators': 69, 'la__criterion': 'gini', 'la__min_samples_leaf': 18, 'la__min_impurity_decrease': 0.03243441097620348, 'la__max_depth': 10}",-0.6972254321173785,-0.5737047019066931
fairness/compas-scores-two-years_processed.csv,15,fairsmote,minmax,none,rf,moead,"['d2h1', 'd2h2']",1.4418468475341797,"{'la__n_estimators': 69, 'la__criterion': 'gini', 'la__min_samples_leaf': 18, 'la__min_impurity_decrease': 0.03243441097620348, 'la__max_depth': 10}",-0.7993293998935209,-0.5737047019066931
fairness/compas-scores-two-years_processed.csv,15,fairsmote,minmax,none,rf,moead,"['d2h1', 'd2h2']",1.2955620288848877,"{'la__n_estimators': 69, 'la__criterion': 'gini', 'la__min_samples_leaf': 18, 'la__min_impurity_decrease': 0.03243441097620348, 'la__max_depth': 10}",-0.9013878245355441,-0.5567581070009912
fairness/compas-scores-two-years_processed.csv,16,fairsmote,minmax,none,rf,random search,"['d2h1', 'd2h2']",1.4107475280761719,"{'la__n_estimators': 191, 'la__min_samples_leaf': 3, 'la__min_impurity_decrease': 0.0010917413312323662, 'la__max_depth': 4, 'la__criterion': 'entropy'}",-0.6971798862958279,-0.5737047019066931
fairness/compas-scores-two-years_processed.csv,16,fairsmote,minmax,none,rf,random search,"['d2h1', 'd2h2']",2.4279093742370605,"{'la__n_estimators': 191, 'la__min_samples_leaf': 3, 'la__min_impurity_decrease': 0.0010917413312323662, 'la__max_depth': 4, 'la__criterion': 'entropy'}",-0.9013878216071086,-0.5567581070009912
fairness/compas-scores-two-years_processed.csv,16,fairsmote,minmax,none,rf,tpe,"['d2h1', 'd2h2']",1.1069488525390625,"{'la__criterion': 'entropy', 'la__max_depth': 19, 'la__min_impurity_decrease': 0.0001, 'la__min_samples_leaf': 1, 'la__n_estimators': 200}",-0.9013878216071086,-0.5567581070009912
fairness/compas-scores-two-years_processed.csv,16,fairsmote,minmax,none,rf,tpe,"['d2h1', 'd2h2']",0.6155900955200195,"{'la__criterion': 'entropy', 'la__max_depth': 19, 'la__min_impurity_decrease': 0.0001, 'la__min_samples_leaf': 1, 'la__n_estimators': 200}",-0.7992390696408866,-0.5737047019066931
fairness/compas-scores-two-years_processed.csv,16,fairsmote,minmax,none,rf,nsga-ii,"['d2h1', 'd2h2']",1.2794232368469238,"{'la__n_estimators': 136, 'la__criterion': 'gini', 'la__min_samples_leaf': 12, 'la__min_impurity_decrease': 0.030380120740691657, 'la__max_depth': 13}",-0.6971798862958279,-0.5737047019066931
fairness/compas-scores-two-years_processed.csv,16,fairsmote,minmax,none,rf,nsga-ii,"['d2h1', 'd2h2']",1.5456569194793701,"{'la__n_estimators': 136, 'la__criterion': 'gini', 'la__min_samples_leaf': 12, 'la__min_impurity_decrease': 0.030380120740691657, 'la__max_depth': 13}",-0.9013878216071086,-0.5567581070009912
fairness/compas-scores-two-years_processed.csv,16,fairsmote,minmax,none,rf,nsga-iii,"['d2h1', 'd2h2']",1.2153518199920654,"{'la__n_estimators': 152, 'la__criterion': 'entropy', 'la__min_samples_leaf': 4, 'la__min_impurity_decrease': 0.06230323025286303, 'la__max_depth': 15}",-0.7992390696408866,-0.5737047019066931
fairness/compas-scores-two-years_processed.csv,16,fairsmote,minmax,none,rf,nsga-iii,"['d2h1', 'd2h2']",1.2706854343414307,"{'la__n_estimators': 152, 'la__criterion': 'entropy', 'la__min_samples_leaf': 4, 'la__min_impurity_decrease': 0.06230323025286303, 'la__max_depth': 15}",-0.9013878216071086,-0.5567581070009912
fairness/compas-scores-two-years_processed.csv,16,fairsmote,minmax,none,rf,moead,"['d2h1', 'd2h2']",0.16341829299926758,"{'la__n_estimators': 118, 'la__criterion': 'entropy', 'la__min_samples_leaf': 2, 'la__min_impurity_decrease': 0.042997939419539506, 'la__max_depth': 19}",-0.9013878216071086,-0.5567581070009912
fairness/compas-scores-two-years_processed.csv,16,fairsmote,minmax,none,rf,moead,"['d2h1', 'd2h2']",1.3574316501617432,"{'la__n_estimators': 118, 'la__criterion': 'entropy', 'la__min_samples_leaf': 2, 'la__min_impurity_decrease': 0.042997939419539506, 'la__max_depth': 19}",-0.7992390696408866,-0.5737047019066931
fairness/compas-scores-two-years_processed.csv,17,fairsmote,minmax,none,rf,random search,"['d2h1', 'd2h2']",1.9865820407867432,"{'la__n_estimators': 147, 'la__min_samples_leaf': 4, 'la__min_impurity_decrease': 0.02247408743591824, 'la__max_depth': 6, 'la__criterion': 'gini'}",-0.6971331137393484,-0.5737047019066931
fairness/compas-scores-two-years_processed.csv,17,fairsmote,minmax,none,rf,random search,"['d2h1', 'd2h2']",1.2391681671142578,"{'la__n_estimators': 147, 'la__min_samples_leaf': 4, 'la__min_impurity_decrease': 0.02247408743591824, 'la__max_depth': 6, 'la__criterion': 'gini'}",-0.9013878248466038,-0.5567581070009912
fairness/compas-scores-two-years_processed.csv,17,fairsmote,minmax,none,rf,tpe,"['d2h1', 'd2h2']",0.31162261962890625,"{'la__criterion': 'entropy', 'la__max_depth': 16, 'la__min_impurity_decrease': 0.0001, 'la__min_samples_leaf': 1, 'la__n_estimators': 170}",-0.7992370815154907,-0.5737047019066931
fairness/compas-scores-two-years_processed.csv,17,fairsmote,minmax,none,rf,tpe,"['d2h1', 'd2h2']",0.6183693408966064,"{'la__criterion': 'entropy', 'la__max_depth': 16, 'la__min_impurity_decrease': 0.0001, 'la__min_samples_leaf': 1, 'la__n_estimators': 170}",-0.9013878248466038,-0.5567581070009912
fairness/compas-scores-two-years_processed.csv,17,fairsmote,minmax,none,rf,nsga-ii,"['d2h1', 'd2h2']",1.277095079421997,"{'la__n_estimators': 90, 'la__criterion': 'entropy', 'la__min_samples_leaf': 7, 'la__min_impurity_decrease': 0.0024194069768014026, 'la__max_depth': 6}",-0.9013878248466038,-0.5567581070009912
fairness/compas-scores-two-years_processed.csv,17,fairsmote,minmax,none,rf,nsga-ii,"['d2h1', 'd2h2']",1.1372947692871094,"{'la__n_estimators': 90, 'la__criterion': 'entropy', 'la__min_samples_leaf': 7, 'la__min_impurity_decrease': 0.0024194069768014026, 'la__max_depth': 6}",-0.7992370815154907,-0.5737047019066931
fairness/compas-scores-two-years_processed.csv,17,fairsmote,minmax,none,rf,nsga-iii,"['d2h1', 'd2h2']",1.1111993789672852,"{'la__n_estimators': 40, 'la__criterion': 'gini', 'la__min_samples_leaf': 13, 'la__min_impurity_decrease': 0.02523827053772391, 'la__max_depth': 7}",-0.9013878248466038,-0.5567581070009912
fairness/compas-scores-two-years_processed.csv,17,fairsmote,minmax,none,rf,nsga-iii,"['d2h1', 'd2h2']",1.1198909282684326,"{'la__n_estimators': 40, 'la__criterion': 'gini', 'la__min_samples_leaf': 13, 'la__min_impurity_decrease': 0.02523827053772391, 'la__max_depth': 7}",-0.7992370815154907,-0.5737047019066931
fairness/compas-scores-two-years_processed.csv,17,fairsmote,minmax,none,rf,moead,"['d2h1', 'd2h2']",0.2014920711517334,"{'la__n_estimators': 123, 'la__criterion': 'entropy', 'la__min_samples_leaf': 2, 'la__min_impurity_decrease': 0.026765857663406917, 'la__max_depth': 10}",-0.7992370815154907,-0.5737047019066931
fairness/compas-scores-two-years_processed.csv,17,fairsmote,minmax,none,rf,moead,"['d2h1', 'd2h2']",0.9839427471160889,"{'la__n_estimators': 123, 'la__criterion': 'entropy', 'la__min_samples_leaf': 2, 'la__min_impurity_decrease': 0.026765857663406917, 'la__max_depth': 10}",-0.9013878248466038,-0.5567581070009912
fairness/compas-scores-two-years_processed.csv,18,fairsmote,minmax,none,rf,random search,"['d2h1', 'd2h2']",1.620466709136963,"{'la__n_estimators': 113, 'la__min_samples_leaf': 3, 'la__min_impurity_decrease': 0.016847627423659445, 'la__max_depth': 14, 'la__criterion': 'entropy'}",-0.799283851089855,-0.4673153879009996
fairness/compas-scores-two-years_processed.csv,18,fairsmote,minmax,none,rf,random search,"['d2h1', 'd2h2']",2.2534000873565674,"{'la__n_estimators': 113, 'la__min_samples_leaf': 3, 'la__min_impurity_decrease': 0.016847627423659445, 'la__max_depth': 14, 'la__criterion': 'entropy'}",-0.799283851089855,-0.5737047019066931
fairness/compas-scores-two-years_processed.csv,18,fairsmote,minmax,none,rf,tpe,"['d2h1', 'd2h2']",0.7347180843353271,"{'la__criterion': 'gini', 'la__max_depth': 20, 'la__min_impurity_decrease': 1e-05, 'la__min_samples_leaf': 1, 'la__n_estimators': 120}",-0.9013878188659973,-0.5567581070009912
fairness/compas-scores-two-years_processed.csv,18,fairsmote,minmax,none,rf,tpe,"['d2h1', 'd2h2']",0.544440507888794,"{'la__criterion': 'gini', 'la__max_depth': 20, 'la__min_impurity_decrease': 1e-05, 'la__min_samples_leaf': 1, 'la__n_estimators': 120}",-0.799283851089855,-0.5737047019066931
fairness/compas-scores-two-years_processed.csv,18,fairsmote,minmax,none,rf,nsga-ii,"['d2h1', 'd2h2']",1.21943998336792,"{'la__n_estimators': 162, 'la__criterion': 'entropy', 'la__min_samples_leaf': 12, 'la__min_impurity_decrease': 0.03102972734857527, 'la__max_depth': 1}",-0.799283851089855,-0.5737047019066931
fairness/compas-scores-two-years_processed.csv,18,fairsmote,minmax,none,rf,nsga-ii,"['d2h1', 'd2h2']",0.7526895999908447,"{'la__n_estimators': 162, 'la__criterion': 'entropy', 'la__min_samples_leaf': 12, 'la__min_impurity_decrease': 0.03102972734857527, 'la__max_depth': 1}",-0.9013878188659973,-0.5567581070009912
fairness/compas-scores-two-years_processed.csv,18,fairsmote,minmax,none,rf,nsga-iii,"['d2h1', 'd2h2']",0.75174880027771,"{'la__n_estimators': 129, 'la__criterion': 'gini', 'la__min_samples_leaf': 15, 'la__min_impurity_decrease': 0.029820195291797157, 'la__max_depth': 2}",-0.799283851089855,-0.5737047019066931
fairness/compas-scores-two-years_processed.csv,18,fairsmote,minmax,none,rf,nsga-iii,"['d2h1', 'd2h2']",0.4227120876312256,"{'la__n_estimators': 129, 'la__criterion': 'gini', 'la__min_samples_leaf': 15, 'la__min_impurity_decrease': 0.029820195291797157, 'la__max_depth': 2}",-0.9013878188659973,-0.5567581070009912
fairness/compas-scores-two-years_processed.csv,18,fairsmote,minmax,none,rf,moead,"['d2h1', 'd2h2']",0.44248461723327637,"{'la__n_estimators': 48, 'la__criterion': 'gini', 'la__min_samples_leaf': 13, 'la__min_impurity_decrease': 0.2885517321925522, 'la__max_depth': 8}",-0.799283851089855,-0.5737047019066931
fairness/compas-scores-two-years_processed.csv,18,fairsmote,minmax,none,rf,moead,"['d2h1', 'd2h2']",0.3904564380645752,"{'la__n_estimators': 48, 'la__criterion': 'gini', 'la__min_samples_leaf': 13, 'la__min_impurity_decrease': 0.2885517321925522, 'la__max_depth': 8}",-0.9013878188659973,-0.5567581070009912
fairness/compas-scores-two-years_processed.csv,19,fairsmote,minmax,none,rf,random search,"['d2h1', 'd2h2']",1.6317174434661865,"{'la__n_estimators': 88, 'la__min_samples_leaf': 15, 'la__min_impurity_decrease': 0.041728207322650625, 'la__max_depth': 13, 'la__criterion': 'gini'}",-0.9013878243787901,-0.5567581070009912
fairness/compas-scores-two-years_processed.csv,19,fairsmote,minmax,none,rf,random search,"['d2h1', 'd2h2']",0.3750002384185791,"{'la__n_estimators': 88, 'la__min_samples_leaf': 15, 'la__min_impurity_decrease': 0.041728207322650625, 'la__max_depth': 13, 'la__criterion': 'gini'}",-0.7993287657239007,-0.5737047019066931
fairness/compas-scores-two-years_processed.csv,19,fairsmote,minmax,none,rf,tpe,"['d2h1', 'd2h2']",0.1913468837738037,"{'la__criterion': 'entropy', 'la__max_depth': 19, 'la__min_impurity_decrease': 3.1622776601683795e-05, 'la__min_samples_leaf': 1, 'la__n_estimators': 120}",-0.7993287657239007,-0.5737047019066931
fairness/compas-scores-two-years_processed.csv,19,fairsmote,minmax,none,rf,tpe,"['d2h1', 'd2h2']",0.7944657802581787,"{'la__criterion': 'entropy', 'la__max_depth': 19, 'la__min_impurity_decrease': 3.1622776601683795e-05, 'la__min_samples_leaf': 1, 'la__n_estimators': 120}",-0.9013878243787901,-0.5567581070009912
fairness/compas-scores-two-years_processed.csv,19,fairsmote,minmax,none,rf,nsga-ii,"['d2h1', 'd2h2']",1.1956350803375244,"{'la__n_estimators': 119, 'la__criterion': 'entropy', 'la__min_samples_leaf': 11, 'la__min_impurity_decrease': 0.002638958200333588, 'la__max_depth': 11}",-0.7993287657239007,-0.5737047019066931
fairness/compas-scores-two-years_processed.csv,19,fairsmote,minmax,none,rf,nsga-ii,"['d2h1', 'd2h2']",1.2810173034667969,"{'la__n_estimators': 119, 'la__criterion': 'entropy', 'la__min_samples_leaf': 11, 'la__min_impurity_decrease': 0.002638958200333588, 'la__max_depth': 11}",-0.9013878243787901,-0.5567581070009912
fairness/compas-scores-two-years_processed.csv,19,fairsmote,minmax,none,rf,nsga-iii,"['d2h1', 'd2h2']",0.9679999351501465,"{'la__n_estimators': 30, 'la__criterion': 'entropy', 'la__min_samples_leaf': 8, 'la__min_impurity_decrease': 0.04008247149615383, 'la__max_depth': 10}",-0.7993287657239007,-0.5737047019066931
fairness/compas-scores-two-years_processed.csv,19,fairsmote,minmax,none,rf,nsga-iii,"['d2h1', 'd2h2']",1.036576271057129,"{'la__n_estimators': 30, 'la__criterion': 'entropy', 'la__min_samples_leaf': 8, 'la__min_impurity_decrease': 0.04008247149615383, 'la__max_depth': 10}",-0.9013878243787901,-0.5567581070009912
fairness/compas-scores-two-years_processed.csv,19,fairsmote,minmax,none,rf,moead,"['d2h1', 'd2h2']",0.8451340198516846,"{'la__n_estimators': 117, 'la__criterion': 'entropy', 'la__min_samples_leaf': 16, 'la__min_impurity_decrease': 0.0790010487055831, 'la__max_depth': 10}",-0.7993287657239007,-0.5737047019066931
fairness/compas-scores-two-years_processed.csv,19,fairsmote,minmax,none,rf,moead,"['d2h1', 'd2h2']",0.8829309940338135,"{'la__n_estimators': 117, 'la__criterion': 'entropy', 'la__min_samples_leaf': 16, 'la__min_impurity_decrease': 0.0790010487055831, 'la__max_depth': 10}",-0.9013878243787901,-0.5567581070009912
fairness/compas-scores-two-years_processed.csv,20,fairsmote,minmax,none,rf,random search,"['d2h1', 'd2h2']",1.091787576675415,"{'la__n_estimators': 120, 'la__min_samples_leaf': 13, 'la__min_impurity_decrease': 0.008617886037565128, 'la__max_depth': 7, 'la__criterion': 'entropy'}",-0.7993291017337049,-0.5737047019066931
fairness/compas-scores-two-years_processed.csv,20,fairsmote,minmax,none,rf,tpe,"['d2h1', 'd2h2']",0.8857290744781494,"{'la__criterion': 'entropy', 'la__max_depth': 15, 'la__min_impurity_decrease': 1e-05, 'la__min_samples_leaf': 2, 'la__n_estimators': 170}",-0.9013878244615714,-0.5567581070009912
fairness/compas-scores-two-years_processed.csv,20,fairsmote,minmax,none,rf,tpe,"['d2h1', 'd2h2']",0.37461400032043457,"{'la__criterion': 'entropy', 'la__max_depth': 15, 'la__min_impurity_decrease': 1e-05, 'la__min_samples_leaf': 2, 'la__n_estimators': 170}",-0.7993291017337049,-0.5737047019066931
fairness/compas-scores-two-years_processed.csv,20,fairsmote,minmax,none,rf,nsga-ii,"['d2h1', 'd2h2']",0.23404836654663086,"{'la__n_estimators': 145, 'la__criterion': 'entropy', 'la__min_samples_leaf': 15, 'la__min_impurity_decrease': 0.0282040884267107, 'la__max_depth': 10}",-0.7993291017337049,-0.5737047019066931
fairness/compas-scores-two-years_processed.csv,20,fairsmote,minmax,none,rf,nsga-ii,"['d2h1', 'd2h2']",0.7624020576477051,"{'la__n_estimators': 145, 'la__criterion': 'entropy', 'la__min_samples_leaf': 15, 'la__min_impurity_decrease': 0.0282040884267107, 'la__max_depth': 10}",-0.9013878244615714,-0.5567581070009912
fairness/compas-scores-two-years_processed.csv,20,fairsmote,minmax,none,rf,nsga-iii,"['d2h1', 'd2h2']",0.8066003322601318,"{'la__n_estimators': 127, 'la__criterion': 'entropy', 'la__min_samples_leaf': 4, 'la__min_impurity_decrease': 0.009823176563494724, 'la__max_depth': 4}",-0.7993291017337049,-0.5737047019066931
fairness/compas-scores-two-years_processed.csv,20,fairsmote,minmax,none,rf,nsga-iii,"['d2h1', 'd2h2']",1.4163556098937988,"{'la__n_estimators': 127, 'la__criterion': 'entropy', 'la__min_samples_leaf': 4, 'la__min_impurity_decrease': 0.009823176563494724, 'la__max_depth': 4}",-0.9013878244615714,-0.5567581070009912
fairness/compas-scores-two-years_processed.csv,20,fairsmote,minmax,none,rf,moead,"['d2h1', 'd2h2']",1.4896693229675293,"{'la__n_estimators': 176, 'la__criterion': 'entropy', 'la__min_samples_leaf': 4, 'la__min_impurity_decrease': 0.091867820890262, 'la__max_depth': 10}",-0.9013878244615714,-0.5567581070009912
fairness/compas-scores-two-years_processed.csv,20,fairsmote,minmax,none,rf,moead,"['d2h1', 'd2h2']",1.5213935375213623,"{'la__n_estimators': 176, 'la__criterion': 'entropy', 'la__min_samples_leaf': 4, 'la__min_impurity_decrease': 0.091867820890262, 'la__max_depth': 10}",-0.7993291017337049,-0.5737047019066931
fairness/compas-scores-two-years_processed.csv,21,fairsmote,minmax,none,rf,random search,"['d2h1', 'd2h2']",3.1189017295837402,"{'la__n_estimators': 28, 'la__min_samples_leaf': 4, 'la__min_impurity_decrease': 0.006473390231463913, 'la__max_depth': 2, 'la__criterion': 'entropy'}",-0.7993294829596138,-0.5737047019066931
fairness/compas-scores-two-years_processed.csv,21,fairsmote,minmax,none,rf,random search,"['d2h1', 'd2h2']",1.1189579963684082,"{'la__n_estimators': 28, 'la__min_samples_leaf': 4, 'la__min_impurity_decrease': 0.006473390231463913, 'la__max_depth': 2, 'la__criterion': 'entropy'}",-0.8005400896433381,-0.5567581070009912
fairness/compas-scores-two-years_processed.csv,21,fairsmote,minmax,none,rf,tpe,"['d2h1', 'd2h2']",1.1806704998016357,"{'la__criterion': 'gini', 'la__max_depth': 12, 'la__min_impurity_decrease': 1e-05, 'la__min_samples_leaf': 3, 'la__n_estimators': 150}",-0.901387821711473,-0.5567581070009912
fairness/compas-scores-two-years_processed.csv,21,fairsmote,minmax,none,rf,tpe,"['d2h1', 'd2h2']",0.6035492420196533,"{'la__criterion': 'gini', 'la__max_depth': 12, 'la__min_impurity_decrease': 1e-05, 'la__min_samples_leaf': 3, 'la__n_estimators': 150}",-0.7993294829596138,-0.5737047019066931
fairness/compas-scores-two-years_processed.csv,21,fairsmote,minmax,none,rf,nsga-ii,"['d2h1', 'd2h2']",0.9591028690338135,"{'la__n_estimators': 87, 'la__criterion': 'entropy', 'la__min_samples_leaf': 5, 'la__min_impurity_decrease': 0.000347581931076256, 'la__max_depth': 16}",-0.7993294829596138,-0.5737047019066931
fairness/compas-scores-two-years_processed.csv,21,fairsmote,minmax,none,rf,nsga-ii,"['d2h1', 'd2h2']",3.60691237449646,"{'la__n_estimators': 87, 'la__criterion': 'entropy', 'la__min_samples_leaf': 5, 'la__min_impurity_decrease': 0.000347581931076256, 'la__max_depth': 16}",-0.901387821711473,-0.5567581070009912
fairness/compas-scores-two-years_processed.csv,21,fairsmote,minmax,none,rf,nsga-iii,"['d2h1', 'd2h2']",0.993689775466919,"{'la__n_estimators': 100, 'la__criterion': 'entropy', 'la__min_samples_leaf': 9, 'la__min_impurity_decrease': 0.00593890097910851, 'la__max_depth': 18}",-0.7993294829596138,-0.5737047019066931
fairness/compas-scores-two-years_processed.csv,21,fairsmote,minmax,none,rf,nsga-iii,"['d2h1', 'd2h2']",0.36190032958984375,"{'la__n_estimators': 100, 'la__criterion': 'entropy', 'la__min_samples_leaf': 9, 'la__min_impurity_decrease': 0.00593890097910851, 'la__max_depth': 18}",-0.901387821711473,-0.5567581070009912
fairness/compas-scores-two-years_processed.csv,21,fairsmote,minmax,none,rf,moead,"['d2h1', 'd2h2']",0.6770780086517334,"{'la__n_estimators': 89, 'la__criterion': 'entropy', 'la__min_samples_leaf': 18, 'la__min_impurity_decrease': 0.027493855567701557, 'la__max_depth': 17}",-0.901387821711473,-0.5567581070009912
fairness/compas-scores-two-years_processed.csv,21,fairsmote,minmax,none,rf,moead,"['d2h1', 'd2h2']",0.7870502471923828,"{'la__n_estimators': 89, 'la__criterion': 'entropy', 'la__min_samples_leaf': 18, 'la__min_impurity_decrease': 0.027493855567701557, 'la__max_depth': 17}",-0.7993294829596138,-0.5737047019066931
fairness/compas-scores-two-years_processed.csv,22,fairsmote,minmax,none,rf,random search,"['d2h1', 'd2h2']",2.0168638229370117,"{'la__n_estimators': 187, 'la__min_samples_leaf': 14, 'la__min_impurity_decrease': 0.0400094362476807, 'la__max_depth': 9, 'la__criterion': 'entropy'}",-0.5951225623071619,-0.4842619828067015
fairness/compas-scores-two-years_processed.csv,22,fairsmote,minmax,none,rf,random search,"['d2h1', 'd2h2']",0.23795199394226074,"{'la__n_estimators': 187, 'la__min_samples_leaf': 14, 'la__min_impurity_decrease': 0.0400094362476807, 'la__max_depth': 9, 'la__criterion': 'entropy'}",-0.7993304975980514,-0.5737047019066931
fairness/compas-scores-two-years_processed.csv,22,fairsmote,minmax,none,rf,tpe,"['d2h1', 'd2h2']",0.6842489242553711,"{'la__criterion': 'entropy', 'la__max_depth': 17, 'la__min_impurity_decrease': 3.1622776601683795e-05, 'la__min_samples_leaf': 3, 'la__n_estimators': 200}",-0.7993304975980514,-0.5737047019066931
fairness/compas-scores-two-years_processed.csv,22,fairsmote,minmax,none,rf,tpe,"['d2h1', 'd2h2']",0.7264280319213867,"{'la__criterion': 'entropy', 'la__max_depth': 17, 'la__min_impurity_decrease': 3.1622776601683795e-05, 'la__min_samples_leaf': 3, 'la__n_estimators': 200}",-0.9013878248120673,-0.5567581070009912
fairness/compas-scores-two-years_processed.csv,22,fairsmote,minmax,none,rf,nsga-ii,"['d2h1', 'd2h2']",0.7036008834838867,"{'la__n_estimators': 68, 'la__criterion': 'entropy', 'la__min_samples_leaf': 8, 'la__min_impurity_decrease': 0.014330956002755564, 'la__max_depth': 15}",-0.9013878248120673,-0.5567581070009912
fairness/compas-scores-two-years_processed.csv,22,fairsmote,minmax,none,rf,nsga-ii,"['d2h1', 'd2h2']",0.5851366519927979,"{'la__n_estimators': 68, 'la__criterion': 'entropy', 'la__min_samples_leaf': 8, 'la__min_impurity_decrease': 0.014330956002755564, 'la__max_depth': 15}",-0.7993304975980514,-0.5737047019066931
fairness/compas-scores-two-years_processed.csv,22,fairsmote,minmax,none,rf,nsga-iii,"['d2h1', 'd2h2']",1.2076261043548584,"{'la__n_estimators': 25, 'la__criterion': 'gini', 'la__min_samples_leaf': 10, 'la__min_impurity_decrease': 0.028082442751221008, 'la__max_depth': 9}",-0.6972731703840357,-0.5737047019066931
fairness/compas-scores-two-years_processed.csv,22,fairsmote,minmax,none,rf,nsga-iii,"['d2h1', 'd2h2']",0.40027546882629395,"{'la__n_estimators': 25, 'la__criterion': 'gini', 'la__min_samples_leaf': 10, 'la__min_impurity_decrease': 0.028082442751221008, 'la__max_depth': 9}",-0.7993304975980514,-0.5737047019066931
fairness/compas-scores-two-years_processed.csv,22,fairsmote,minmax,none,rf,nsga-iii,"['d2h1', 'd2h2']",0.8807868957519531,"{'la__n_estimators': 25, 'la__criterion': 'gini', 'la__min_samples_leaf': 10, 'la__min_impurity_decrease': 0.028082442751221008, 'la__max_depth': 9}",-0.9013878248120673,-0.5567581070009912
fairness/compas-scores-two-years_processed.csv,22,fairsmote,minmax,none,rf,moead,"['d2h1', 'd2h2']",0.6758651733398438,"{'la__n_estimators': 183, 'la__criterion': 'entropy', 'la__min_samples_leaf': 3, 'la__min_impurity_decrease': 0.16578912355926442, 'la__max_depth': 9}",-0.9013878248120673,-0.5567581070009912
fairness/compas-scores-two-years_processed.csv,22,fairsmote,minmax,none,rf,moead,"['d2h1', 'd2h2']",1.3427526950836182,"{'la__n_estimators': 183, 'la__criterion': 'entropy', 'la__min_samples_leaf': 3, 'la__min_impurity_decrease': 0.16578912355926442, 'la__max_depth': 9}",-0.7993304975980514,-0.5737047019066931
fairness/compas-scores-two-years_processed.csv,23,fairsmote,minmax,none,rf,random search,"['d2h1', 'd2h2']",1.9418506622314453,"{'la__n_estimators': 75, 'la__min_samples_leaf': 3, 'la__min_impurity_decrease': 0.0024231311576283377, 'la__max_depth': 9, 'la__criterion': 'gini'}",-0.7992838538360473,-0.5737047019066931
fairness/compas-scores-two-years_processed.csv,23,fairsmote,minmax,none,rf,random search,"['d2h1', 'd2h2']",1.048999309539795,"{'la__n_estimators': 75, 'la__min_samples_leaf': 3, 'la__min_impurity_decrease': 0.0024231311576283377, 'la__max_depth': 9, 'la__criterion': 'gini'}",-0.9013878216121896,-0.5567581070009912
fairness/compas-scores-two-years_processed.csv,23,fairsmote,minmax,none,rf,tpe,"['d2h1', 'd2h2']",1.4123804569244385,"{'la__criterion': 'gini', 'la__max_depth': 12, 'la__min_impurity_decrease': 3.1622776601683795e-05, 'la__min_samples_leaf': 2, 'la__n_estimators': 170}",-0.9013878216121896,-0.5567581070009912
fairness/compas-scores-two-years_processed.csv,23,fairsmote,minmax,none,rf,tpe,"['d2h1', 'd2h2']",0.24569964408874512,"{'la__criterion': 'gini', 'la__max_depth': 12, 'la__min_impurity_decrease': 3.1622776601683795e-05, 'la__min_samples_leaf': 2, 'la__n_estimators': 170}",-0.7992838538360473,-0.5737047019066931
