MO,Iteration,PT,Duration,obj1,obj2,obj3,obj4
ground,0,random search,0.04794883728027344,2248.6294516727226,39.880079882479855,36870.338110014134,2.9490616621983916
ground,0,random search,0.056939125061035156,10435.960413107301,89.7458386421209,24970.305081428927,3.485254691689008
ground,0,random search,0.04605913162231445,9258.062183203081,53.91347125087093,97729.43614336509,7.238605898123325
ground,0,random search,0.0551912784576416,6016.519457965618,77.59036924398018,54012.44048852934,0.5361930294906166
ground,0,random search,0.056978702545166016,5809.68659173258,38.54878613081539,82661.94828723495,9.651474530831099
ground,0,random search,0.05298972129821777,7097.448614565174,36.2567414645674,202149.9527953362,12.064343163538874
ground,0,random search,0.054979562759399414,7808.233731518308,59.44160382246748,57008.39709174032,4.021447721179625
ground,0,tpe,0.04487943649291992,5600.770778335872,52.50576330839008,39533.68178839194,3.485254691689008
ground,0,tpe,0.04420828819274902,7736.556464583604,53.62529357927049,21133.87858963725,4.825737265415549
ground,0,tpe,0.05417680740356445,4183.941357254166,34.01117600670045,73240.29179343038,9.115281501340483
ground,0,tpe,0.04829978942871094,6839.235313396811,38.54337330048399,64072.6191373736,10.723860589812332
ground,0,tpe,0.04388236999511719,8107.449619352751,82.50978622672142,23103.658084878363,1.6085790884718498
ground,0,tpe,0.05186319351196289,8200.816761111419,43.421251755831975,254418.9252997608,12.064343163538874
ground,0,tpe,0.0548548698425293,12898.646307007817,68.76099967160874,256582.89411670767,2.4128686327077746
ground,0,tpe,0.04958605766296387,6077.3259960107525,72.43933573628142,71747.98233183591,1.6085790884718498
ground,0,tpe,0.0525965690612793,13154.710214361978,57.86474503697085,34142.43141573267,4.557640750670242
ground,0,tpe,0.04794621467590332,14096.849607581244,52.45125590100103,595608.9944253822,7.506702412868632
ground,0,tpe,0.05186152458190918,9726.811188160173,79.9224963877762,96368.74104661081,3.753351206434316
ground,0,nsga-ii,0.05500197410583496,4898.5637149922595,43.16333497340412,201809.6171327571,4.289544235924933
ground,0,nsga-ii,0.052530765533447266,4250.297167364329,64.50638102718924,11876.5635229741,3.485254691689008
ground,0,nsga-ii,0.05441999435424805,7414.924605679623,38.53057843577005,65327.66058055575,7.506702412868632
ground,0,nsga-ii,0.04959821701049805,5415.771147224946,33.82764182178887,71614.79193196917,5.093833780160858
ground,0,nsga-ii,0.04832148551940918,4329.529029081315,33.529509432205764,81441.07722034602,10.187667560321715
ground,0,nsga-ii,0.0510408878326416,13130.021874426546,46.94940474083038,33911.2481721908,6.970509383378016
ground,0,nsga-ii,0.05035567283630371,25877.54827547538,71.58569996884192,169526.9085603179,6.702412868632708
ground,0,nsga-ii,0.04603743553161621,5111.93252610484,72.67529660372978,43615.55743834133,1.0723860589812333
ground,0,nsga-ii,0.04955267906188965,4702.049103776579,32.81333437984722,48579.59226353145,9.383378016085791
ground,0,nsga-ii,0.047917842864990234,3008.329900526261,31.44198036226279,118767.79851537458,11.528150134048257
ground,0,nsga-iii,0.04680657386779785,8942.278745660118,88.56731699845143,113698.07500922083,1.3404825737265416
ground,0,nsga-iii,0.054368019104003906,2637.590726139179,31.183692116200014,14592.747039339818,9.651474530831099
ground,0,nsga-iii,0.05409502983093262,5836.230558400934,38.09436593667519,100328.23682306372,5.898123324396783
ground,0,nsga-iii,0.051867008209228516,1933.7327399136668,25.62587432707193,40615.78859146272,9.651474530831099
ground,0,nsga-iii,0.05852246284484863,2928.7892222263486,28.57091751305645,138392.16956670632,2.680965147453083
ground,0,nsga-iii,0.05285811424255371,6479.153367130425,47.01901390735978,41269.361039444346,3.485254691689008
ground,0,nsga-iii,0.048868656158447266,3690.8509776332166,63.39698157487498,22394.390833012774,2.9490616621983916
ground,0,nsga-iii,0.04881620407104492,11188.09130941917,93.69996787446792,77529.921531719,1.6085790884718498
ground,0,nsga-iii,0.04547739028930664,7408.767712739132,43.142676966554006,48367.62058445105,6.434316353887399
ground,0,nsga-iii,0.05903124809265137,2447.1111012000024,30.590075899704342,99037.08428351986,7.238605898123325
ground,0,nsga-iii,0.044222354888916016,16905.04173561807,50.88899568928502,766519.4645887311,9.383378016085791
ground,0,nsga-iii,0.04867839813232422,4307.692808721829,64.8628430135017,34827.710809560034,2.680965147453083
ground,0,moead,0.04931902885437012,12588.115384264744,53.38608195243105,69172.51007430677,3.753351206434316
ground,0,moead,0.053400516510009766,12305.432606012953,90.82453451509733,72601.54844787862,2.1447721179624666
ground,0,moead,0.04487943649291992,3744.940830810746,33.01514917373501,13559.919636355273,11.26005361930295
ground,0,moead,0.04164481163024902,10161.792515151408,44.66104594708939,182253.57086000062,13.941018766756033
ground,0,moead,0.054236412048339844,10152.43583499476,55.59126994791214,179057.66834494733,6.434316353887399
ground,0,moead,0.047568559646606445,5293.516410354217,71.74923587910328,300363.32944588526,3.2171581769436997
ground,0,moead,0.0550994873046875,8446.622054432974,83.59524485276555,152072.2203047653,4.825737265415549
ground,0,moead,0.050466299057006836,14069.522163530874,54.98458988070421,40952.706704761214,5.093833780160858
ground,0,moead,0.043825387954711914,12915.154406662861,55.612026541137226,54566.16277969819,3.485254691689008
ground,0,moead,0.042549848556518555,10786.198411815956,50.59007725070495,290538.5445888833,5.093833780160858
ground,0,moead,0.04700922966003418,16816.004938984708,53.03932561830996,236314.49775291607,6.970509383378016
ground,0,moead,0.05237460136413574,11343.3799131035,56.23585186859424,16691.743825047415,3.485254691689008
ground,0,moead,0.05717754364013672,14225.158818102283,50.56048789749239,488649.66450328217,9.919571045576408
ground,0,moead,0.08054113388061523,13094.864943354996,58.85424783264773,75235.5210364621,2.4128686327077746
ground,0,moead,0.06996726989746094,9768.609023859377,64.48710157062303,90938.13733185662,4.825737265415549
ground,0,moead,0.07007002830505371,14428.162536417909,55.973467707255935,88903.49487657503,2.4128686327077746
ground,0,moead,0.05548453330993652,12880.342285206425,55.062631124294406,32107.99732630876,4.289544235924933
ground,1,random search,0.046605825424194336,10181.524705525677,44.90346846690423,124315.71847709653,6.434316353887399
ground,1,random search,0.05012965202331543,6221.566579505403,52.03701402611799,27792.56030245995,0.8042895442359249
ground,1,random search,0.05971693992614746,1082.9796207947554,22.154036215392807,18410.923550023843,6.702412868632708
ground,1,random search,0.05779409408569336,5499.298678329158,69.35801249689395,47143.93536229404,3.485254691689008
ground,1,random search,0.05521798133850098,3243.668739219645,45.25884913203057,47346.225261821666,1.6085790884718498
ground,1,random search,0.05521798133850098,3029.5106281645562,29.900169276676127,16269.136814472518,7.506702412868632
ground,1,random search,0.05995345115661621,2247.888431548994,54.87113860870744,49319.49971668134,3.2171581769436997
ground,1,random search,0.05993366241455078,6686.613896525234,73.00626590982144,10984.252626869238,2.680965147453083
ground,1,random search,0.06023144721984863,227.96629713116334,13.900106656536408,340.874145588434,8.310991957104557
ground,1,random search,0.06000399589538574,5248.098656360642,43.25667013177641,177278.33105537386,4.289544235924933
ground,1,tpe,0.046106576919555664,8217.042597258422,44.23241201303914,61810.441434896835,10.723860589812332
ground,1,tpe,0.060614824295043945,7025.085505995864,39.687722631422254,141736.21127112064,6.702412868632708
ground,1,tpe,0.0704793930053711,8812.549073890235,48.45559573883717,22015.6770616769,2.9490616621983916
ground,1,tpe,0.047258853912353516,2486.87074393686,56.88984586340116,53105.002878426705,4.021447721179625
ground,1,tpe,0.055483102798461914,6301.766961775007,69.8664274933041,31539.664052358614,2.1447721179624666
ground,1,tpe,0.06052970886230469,10760.04239253396,65.35375147569201,90816.30649863032,4.021447721179625
ground,1,tpe,0.05017709732055664,14398.384446209093,52.65862758353454,145854.85836479795,6.970509383378016
ground,1,tpe,0.05049014091491699,4733.854331897488,37.35511695662735,131950.77609324237,12.064343163538874
ground,1,tpe,0.049910545349121094,8888.350325041245,44.98525818411901,40186.21102392595,12.332439678284182
ground,1,tpe,0.050058603286743164,6261.5950747316765,75.71228276420311,184076.68558709256,2.4128686327077746
ground,1,nsga-ii,0.06473922729492188,5678.623133409435,43.227766355407624,64798.34905059611,6.702412868632708
ground,1,nsga-ii,0.0500788688659668,5168.989938661878,49.848321957865444,54783.25760682471,2.680965147453083
ground,1,nsga-ii,0.06093025207519531,5804.494801603736,44.88372420839792,196688.36115073122,4.557640750670242
ground,1,nsga-ii,0.0602569580078125,10428.532224305336,45.82497874125993,50833.07128124861,11.528150134048257
ground,1,nsga-ii,0.046479225158691406,3958.4585056454503,33.270744413876436,29230.299912659277,12.064343163538874
ground,1,nsga-ii,0.06556200981140137,7234.140472460518,45.70851250480317,79794.48121491913,5.898123324396783
ground,1,nsga-ii,0.06519436836242676,7455.4451862491,80.03144104817872,51647.99449882402,2.1447721179624666
ground,1,nsga-ii,0.05060696601867676,7818.37599593751,80.89472610062874,55256.761981402,1.876675603217158
ground,1,nsga-ii,0.05028033256530762,2232.9602523538374,59.9382079276485,85338.26199939352,2.680965147453083
ground,1,nsga-ii,0.050049543380737305,15375.04137888875,48.02491436968632,68857.95611716484,6.434316353887399
ground,1,nsga-ii,0.05548453330993652,12253.677538442325,70.94773348325134,124818.38429399172,4.557640750670242
ground,1,nsga-ii,0.04998421669006348,7724.363086333378,43.214710853649564,60594.809882777205,8.04289544235925
ground,1,nsga-iii,0.0652163028717041,6903.651191100888,39.11172935963608,174638.73864034802,3.753351206434316
ground,1,nsga-iii,0.060549259185791016,4485.209049151497,68.76188566428421,221173.3571962358,2.680965147453083
ground,1,nsga-iii,0.05876803398132324,2352.658097829532,54.20833303705391,13833.021354073648,4.021447721179625
ground,1,nsga-iii,0.04627370834350586,3166.457742510988,28.80627034437701,65069.561181635276,8.04289544235925
ground,1,nsga-iii,0.059998273849487305,14416.541221999973,52.25071530510423,83754.08802400838,7.506702412868632
ground,1,nsga-iii,0.07046651840209961,5784.791814111261,52.7816924885466,74966.92008706181,4.557640750670242
