MO,Iteration,PT,Duration,obj1,obj2,obj3,obj4
xomo,0,random search,0.05086326599121094,3866.0577368395993,31.936941102691083,47191.36359328257,8.847184986595174
xomo,0,random search,0.04687356948852539,3791.5832952405412,62.516834903875214,29724.49637881,1.0723860589812333
xomo,0,random search,0.045877695083618164,2780.8965315742576,55.328136519196725,33131.1895904016,0.0
xomo,0,random search,0.05732583999633789,2344.4911414647318,29.795962927404332,120867.1243331284,7.238605898123325
xomo,0,random search,0.05915379524230957,1177.3634298479249,42.39866351947987,4359.371678478502,3.2171581769436997
xomo,0,random search,0.05797266960144043,2397.1915182767634,55.81314550580666,14518.21164324876,1.876675603217158
xomo,0,random search,0.059926748275756836,7669.302950344412,37.801877167481116,67492.60856156953,7.506702412868632
xomo,0,random search,0.05635213851928711,4728.988238822812,49.57251393731393,97185.70607544652,2.680965147453083
xomo,0,random search,0.05801105499267578,6106.655582146386,38.69668005311569,39594.31738188103,6.166219839142091
xomo,0,random search,0.05895066261291504,1894.9216333086401,52.28592596746509,29269.80690096531,2.4128686327077746
xomo,0,random search,0.04686880111694336,6747.30199321344,54.96995126141471,26732.63943594211,1.6085790884718498
xomo,0,random search,0.04686880111694336,4461.045736345879,50.85216380149231,28395.809038569318,2.1447721179624666
xomo,0,tpe,0.045526742935180664,12283.595881340449,57.380545040961245,291265.3220098999,3.753351206434316
xomo,0,tpe,0.04347729682922363,5884.646285367229,74.59896809497735,19457.136287887974,2.1447721179624666
xomo,0,tpe,0.052256107330322266,5450.395486042696,37.07783049232449,103511.98828218621,8.847184986595174
xomo,0,tpe,0.05489611625671387,3665.384380265535,63.37080695894204,46325.39254861248,4.021447721179625
xomo,0,tpe,0.05486869812011719,7656.998142294515,42.825141207059275,44044.10284315692,6.702412868632708
xomo,0,tpe,0.055861711502075195,4913.767790093563,63.86041161316836,93807.89007661921,3.753351206434316
xomo,0,tpe,0.04316353797912598,13068.313379977,68.31704198403729,94803.72909773572,3.485254691689008
xomo,0,tpe,0.06680011749267578,7890.770728227778,41.487736515124425,121348.48390831085,8.310991957104557
xomo,0,tpe,0.057161808013916016,9530.956015363014,44.34312232071689,97153.2519165345,4.289544235924933
xomo,0,tpe,0.057175636291503906,11169.757460537721,42.70774144506174,66110.77839511752,9.383378016085791
xomo,0,tpe,0.04403400421142578,6520.945751301297,39.34307113711566,94561.5127349817,10.187667560321715
xomo,0,tpe,0.05928230285644531,9007.335983771534,52.38375581956153,53400.783917403474,4.825737265415549
xomo,0,tpe,0.045934438705444336,8086.513283730625,46.86154645389315,54185.53150792932,4.557640750670242
xomo,0,nsga-ii,0.046922922134399414,8657.27261954525,58.457879419247554,58390.31130227675,2.4128686327077746
xomo,0,nsga-ii,0.06937193870544434,6578.693216701053,37.4624316763735,86894.32288138029,11.528150134048257
xomo,0,nsga-ii,0.04697155952453613,10839.612067811599,86.59262915644112,63407.554308276915,1.3404825737265416
xomo,0,nsga-ii,0.05416297912597656,5664.843773237855,51.34320161131856,108264.27299550736,1.0723860589812333
xomo,0,nsga-ii,0.04719829559326172,11126.05765081946,46.3162950647596,43184.28047390426,6.166219839142091
xomo,0,nsga-ii,0.04996752738952637,4570.569073293156,66.99477028941773,36891.257592189504,2.4128686327077746
xomo,0,nsga-ii,0.047351837158203125,2292.416378808266,53.35501303265743,26954.92548599438,4.825737265415549
xomo,0,nsga-ii,0.06285595893859863,4012.7285642668603,39.69476188751958,61316.118518129544,7.506702412868632
xomo,0,nsga-ii,0.05590176582336426,7206.542788969122,58.67167159155901,47930.64546795164,2.9490616621983916
xomo,0,nsga-ii,0.04789113998413086,7924.663664018172,48.2643400321577,101507.69040344463,5.093833780160858
xomo,0,nsga-ii,0.047544002532958984,3240.889159571883,61.38485104648083,46870.694419379215,3.485254691689008
xomo,0,nsga-ii,0.047402143478393555,4171.210409563448,62.85334995936382,28041.214620074003,4.021447721179625
xomo,0,nsga-iii,0.046509504318237305,3418.6803160724994,31.82472000098202,90891.04027367709,11.528150134048257
xomo,0,nsga-iii,0.06410837173461914,7157.803402989616,40.58820471192431,29850.302203951745,10.99195710455764
xomo,0,nsga-iii,0.04716157913208008,5636.017983591492,75.18616047285452,23536.731472728385,3.2171581769436997
xomo,0,nsga-iii,0.047115325927734375,17248.907944836985,75.87431984693632,187850.4858388879,2.4128686327077746
xomo,0,nsga-iii,0.06067657470703125,4576.8934040159675,33.6854338722838,48955.10647228571,8.847184986595174
xomo,0,nsga-iii,0.06994748115539551,3758.9750616907268,33.55713138104296,59619.324478132185,9.115281501340483
xomo,0,nsga-iii,0.046889305114746094,11788.689692409569,56.15278825931302,92543.70503391852,6.434316353887399
xomo,0,nsga-iii,0.054100990295410156,13996.658251257584,61.83024709126306,156490.80495745433,4.557640750670242
xomo,0,nsga-iii,0.04122471809387207,3535.554516161534,34.673360205195316,124966.74893800195,6.970509383378016
xomo,0,nsga-iii,0.052480220794677734,18821.53097624744,66.81744358802061,64754.60415548861,8.04289544235925
xomo,0,moead,0.047266244888305664,12872.714244689514,47.87712714640419,338136.1617877553,9.651474530831099
xomo,0,moead,0.053646087646484375,11391.610614444036,86.24977744756069,51076.07765147182,1.876675603217158
xomo,0,moead,0.04690861701965332,4300.045547176197,33.66971850226702,22963.389618623907,10.99195710455764
xomo,0,moead,0.04686689376831055,23904.865480144523,57.88141458323285,72390.1533546999,14.47721179624665
xomo,0,moead,0.04687047004699707,8308.395279733233,49.04658128113767,315936.7277510355,5.093833780160858
xomo,0,moead,0.05463743209838867,17506.328524124056,51.59014870778252,216174.54694714007,7.774798927613941
xomo,0,moead,0.06057548522949219,9668.013201488202,91.21667167965572,74948.59149235458,3.753351206434316
xomo,0,moead,0.04709577560424805,17113.517291547752,73.8712371224824,186842.33593137917,4.289544235924933
xomo,0,moead,0.04739832878112793,10690.35681938726,84.62828548109886,58338.163354634235,1.6085790884718498
xomo,0,moead,0.04783892631530762,14519.633785921093,55.781661879066654,327261.4409892732,4.021447721179625
xomo,0,moead,0.047480106353759766,23015.089437935425,55.286077614572804,190015.91709234248,10.455764075067025
xomo,0,moead,0.05443143844604492,18854.62347850507,80.01628190011773,84419.5423811645,5.361930294906166
xomo,0,moead,0.053641557693481445,16041.685494298295,52.82203986454401,243934.5406329065,10.187667560321715
xomo,0,moead,0.04709053039550781,8557.110738936039,87.10180342851754,150920.45250220437,3.753351206434316
xomo,1,random search,0.04703211784362793,3787.5408513939665,63.13016160686576,7101.829246581696,1.0723860589812333
xomo,1,random search,0.04802966117858887,10908.648190680555,45.55759622350823,36777.832260764975,8.04289544235925
xomo,1,random search,0.04703211784362793,5545.008481229764,35.580742006401266,129984.68989623146,2.680965147453083
xomo,1,random search,0.046570539474487305,5020.179425336147,33.484223949373096,75003.6264332528,7.774798927613941
xomo,1,random search,0.05143427848815918,2645.269737070849,55.91733471986729,10332.32754542007,2.1447721179624666
xomo,1,random search,0.04903244972229004,9099.431428459502,44.452444862577444,63303.838023675096,5.898123324396783
xomo,1,random search,0.05295586585998535,4243.10998314079,47.588608797754524,27291.687815903402,4.557640750670242
xomo,1,random search,0.04738283157348633,7500.601977953913,62.26615780210421,19548.935959481252,1.876675603217158
xomo,1,random search,0.04734230041503906,5789.471144898452,35.78214030482478,40981.975412058964,6.702412868632708
