DS,Iteration,PP,DT,AS,LA,PT,PT scoring,Duration,Params,sa,sd
effort/china.csv,17,none,log,none,rf,random search,"['sa', 'sd']",0.5690004825592041,"{'la__n_estimators': 188, 'la__min_samples_leaf': 10, 'la__min_impurity_decrease': 0.22644906748264848, 'la__max_depth': 18}",0.46188792634444686,0.41741794069525423
effort/china.csv,17,none,log,none,rf,tpe,"['sa', 'sd']",0.3419950008392334,"{'la__max_depth': 9, 'la__min_impurity_decrease': 0.1, 'la__min_samples_leaf': 11, 'la__n_estimators': 10}",0.4669885902993934,0.42249386542173273
effort/china.csv,17,none,log,none,rf,tpe,"['sa', 'sd']",0.13299775123596191,"{'la__max_depth': 9, 'la__min_impurity_decrease': 0.1, 'la__min_samples_leaf': 11, 'la__n_estimators': 10}",0.46788980417952286,0.40823481413882456
effort/china.csv,17,none,log,none,rf,tpe,"['sa', 'sd']",0.15100479125976562,"{'la__max_depth': 9, 'la__min_impurity_decrease': 0.1, 'la__min_samples_leaf': 11, 'la__n_estimators': 10}",0.46112884325814785,0.45832549036757086
effort/china.csv,17,none,log,none,rf,tpe,"['sa', 'sd']",0.9719905853271484,"{'la__max_depth': 9, 'la__min_impurity_decrease': 0.1, 'la__min_samples_leaf': 11, 'la__n_estimators': 10}",0.4665161461374085,0.4242810775835533
effort/china.csv,17,none,log,none,rf,tpe,"['sa', 'sd']",0.14699578285217285,"{'la__max_depth': 9, 'la__min_impurity_decrease': 0.1, 'la__min_samples_leaf': 11, 'la__n_estimators': 10}",0.46473951920762185,0.4454304767398368
effort/china.csv,17,none,log,none,rf,tpe,"['sa', 'sd']",0.7899925708770752,"{'la__max_depth': 9, 'la__min_impurity_decrease': 0.1, 'la__min_samples_leaf': 11, 'la__n_estimators': 10}",0.46782567430463606,0.4176965868992942
effort/china.csv,17,none,log,none,rf,tpe,"['sa', 'sd']",0.7649915218353271,"{'la__max_depth': 9, 'la__min_impurity_decrease': 0.1, 'la__min_samples_leaf': 11, 'la__n_estimators': 10}",0.46643437050644004,0.4310651795247309
effort/china.csv,17,none,log,none,rf,nsga-ii,"['sa', 'sd']",1.3839948177337646,"{'la__n_estimators': 137, 'la__min_samples_leaf': 8, 'la__min_impurity_decrease': 0.26560502068269176, 'la__max_depth': 5}",0.4657275368544032,0.4271501338620718
effort/china.csv,17,none,log,none,rf,nsga-ii,"['sa', 'sd']",1.3669984340667725,"{'la__n_estimators': 137, 'la__min_samples_leaf': 8, 'la__min_impurity_decrease': 0.26560502068269176, 'la__max_depth': 5}",0.46906956290308627,0.42291513680009735
effort/china.csv,17,none,log,none,rf,nsga-ii,"['sa', 'sd']",1.5119976997375488,"{'la__n_estimators': 137, 'la__min_samples_leaf': 8, 'la__min_impurity_decrease': 0.26560502068269176, 'la__max_depth': 5}",0.4652339606287394,0.4335633773239267
effort/china.csv,17,none,log,none,rf,nsga-ii,"['sa', 'sd']",1.3670032024383545,"{'la__n_estimators': 137, 'la__min_samples_leaf': 8, 'la__min_impurity_decrease': 0.26560502068269176, 'la__max_depth': 5}",0.46814806643645906,0.4248852492332322
effort/china.csv,17,none,log,none,rf,nsga-iii,"['sa', 'sd']",2.346999168395996,"{'la__n_estimators': 80, 'la__min_samples_leaf': 9, 'la__min_impurity_decrease': 0.12809311702720355, 'la__max_depth': 9}",0.465060549209522,0.4243498833320844
effort/china.csv,17,none,log,none,rf,nsga-iii,"['sa', 'sd']",0.7960026264190674,"{'la__n_estimators': 80, 'la__min_samples_leaf': 9, 'la__min_impurity_decrease': 0.12809311702720355, 'la__max_depth': 9}",0.4696121355315359,0.4186044183090726
effort/china.csv,17,none,log,none,rf,moead,"['sa', 'sd']",0.431995153427124,"{'la__n_estimators': 51, 'la__min_samples_leaf': 9, 'la__min_impurity_decrease': 0.14027814290255625, 'la__max_depth': 3}",0.467447243144679,0.4288202151814384
effort/china.csv,17,none,log,none,rf,moead,"['sa', 'sd']",0.4409935474395752,"{'la__n_estimators': 51, 'la__min_samples_leaf': 9, 'la__min_impurity_decrease': 0.14027814290255625, 'la__max_depth': 3}",0.46306264840030786,0.4289936233295483
effort/china.csv,17,none,log,none,rf,moead,"['sa', 'sd']",0.44699978828430176,"{'la__n_estimators': 51, 'la__min_samples_leaf': 9, 'la__min_impurity_decrease': 0.14027814290255625, 'la__max_depth': 3}",0.4708806614783928,0.416552910157141
effort/china.csv,17,none,log,none,rf,moead,"['sa', 'sd']",0.42799925804138184,"{'la__n_estimators': 51, 'la__min_samples_leaf': 9, 'la__min_impurity_decrease': 0.14027814290255625, 'la__max_depth': 3}",0.4687590605150561,0.4208856807905037
effort/china.csv,17,none,log,none,rf,moead,"['sa', 'sd']",0.42000484466552734,"{'la__n_estimators': 51, 'la__min_samples_leaf': 9, 'la__min_impurity_decrease': 0.14027814290255625, 'la__max_depth': 3}",0.46955881513791964,0.41944621902387225
effort/china.csv,17,none,log,none,rf,moead,"['sa', 'sd']",0.43900084495544434,"{'la__n_estimators': 51, 'la__min_samples_leaf': 9, 'la__min_impurity_decrease': 0.14027814290255625, 'la__max_depth': 3}",0.46762716004872196,0.42107985291226624
effort/china.csv,18,none,log,none,rf,random search,"['sa', 'sd']",0.7089951038360596,"{'la__n_estimators': 157, 'la__min_samples_leaf': 2, 'la__min_impurity_decrease': 0.0757166604388663, 'la__max_depth': 3}",0.46141685173802555,0.47575463301908005
effort/china.csv,18,none,log,none,rf,random search,"['sa', 'sd']",0.26399827003479004,"{'la__n_estimators': 157, 'la__min_samples_leaf': 2, 'la__min_impurity_decrease': 0.0757166604388663, 'la__max_depth': 3}",0.4648027153596182,0.43449706951459427
effort/china.csv,18,none,log,none,rf,random search,"['sa', 'sd']",1.7660000324249268,"{'la__n_estimators': 157, 'la__min_samples_leaf': 2, 'la__min_impurity_decrease': 0.0757166604388663, 'la__max_depth': 3}",0.4648343332000981,0.4460362229501048
effort/china.csv,18,none,log,none,rf,tpe,"['sa', 'sd']",2.0720009803771973,"{'la__max_depth': 5, 'la__min_impurity_decrease': 0.31622776601683794, 'la__min_samples_leaf': 2, 'la__n_estimators': 180}",0.4744828845451791,0.460102317437341
effort/china.csv,18,none,log,none,rf,tpe,"['sa', 'sd']",1.5189871788024902,"{'la__max_depth': 5, 'la__min_impurity_decrease': 0.31622776601683794, 'la__min_samples_leaf': 2, 'la__n_estimators': 180}",0.46132610515725914,0.4615073029017953
effort/china.csv,18,none,log,none,rf,tpe,"['sa', 'sd']",1.5149965286254883,"{'la__max_depth': 5, 'la__min_impurity_decrease': 0.31622776601683794, 'la__min_samples_leaf': 2, 'la__n_estimators': 180}",0.45612712110442316,0.46502052149485007
effort/china.csv,18,none,log,none,rf,tpe,"['sa', 'sd']",0.9960007667541504,"{'la__max_depth': 5, 'la__min_impurity_decrease': 0.31622776601683794, 'la__min_samples_leaf': 2, 'la__n_estimators': 180}",0.4579185450788531,0.46178818406572153
effort/china.csv,18,none,log,none,rf,tpe,"['sa', 'sd']",1.4490039348602295,"{'la__max_depth': 5, 'la__min_impurity_decrease': 0.31622776601683794, 'la__min_samples_leaf': 2, 'la__n_estimators': 180}",0.46015938699261494,0.4645686359958149
effort/china.csv,18,none,log,none,rf,tpe,"['sa', 'sd']",1.655000925064087,"{'la__max_depth': 5, 'la__min_impurity_decrease': 0.31622776601683794, 'la__min_samples_leaf': 2, 'la__n_estimators': 180}",0.44873205002940886,0.4683384550447224
effort/china.csv,18,none,log,none,rf,nsga-ii,"['sa', 'sd']",2.2269954681396484,"{'la__n_estimators': 176, 'la__min_samples_leaf': 2, 'la__min_impurity_decrease': 0.08416535261614463, 'la__max_depth': 3}",0.4581406720649854,0.4634953613299328
effort/china.csv,18,none,log,none,rf,nsga-ii,"['sa', 'sd']",2.846991777420044,"{'la__n_estimators': 176, 'la__min_samples_leaf': 2, 'la__min_impurity_decrease': 0.08416535261614463, 'la__max_depth': 3}",0.4504300046968249,0.46469698924479125
effort/china.csv,18,none,log,none,rf,nsga-ii,"['sa', 'sd']",1.1449925899505615,"{'la__n_estimators': 176, 'la__min_samples_leaf': 2, 'la__min_impurity_decrease': 0.08416535261614463, 'la__max_depth': 3}",0.44694088840689916,0.4729556075810649
effort/china.csv,18,none,log,none,rf,nsga-ii,"['sa', 'sd']",1.4640045166015625,"{'la__n_estimators': 176, 'la__min_samples_leaf': 2, 'la__min_impurity_decrease': 0.08416535261614463, 'la__max_depth': 3}",0.4710265246680433,0.4539749228665807
effort/china.csv,18,none,log,none,rf,nsga-ii,"['sa', 'sd']",1.8769938945770264,"{'la__n_estimators': 176, 'la__min_samples_leaf': 2, 'la__min_impurity_decrease': 0.08416535261614463, 'la__max_depth': 3}",0.4509231454848006,0.4783030593080128
effort/china.csv,18,none,log,none,rf,nsga-ii,"['sa', 'sd']",0.7249879837036133,"{'la__n_estimators': 176, 'la__min_samples_leaf': 2, 'la__min_impurity_decrease': 0.08416535261614463, 'la__max_depth': 3}",0.46468212215106314,0.47265898953324187
effort/china.csv,18,none,log,none,rf,nsga-iii,"['sa', 'sd']",1.3400001525878906,"{'la__n_estimators': 124, 'la__min_samples_leaf': 5, 'la__min_impurity_decrease': 0.10051271305615289, 'la__max_depth': 7}",0.46664152619091864,0.4386900629975997
effort/china.csv,18,none,log,none,rf,nsga-iii,"['sa', 'sd']",1.2999978065490723,"{'la__n_estimators': 124, 'la__min_samples_leaf': 5, 'la__min_impurity_decrease': 0.10051271305615289, 'la__max_depth': 7}",0.46194148214294406,0.4435050408625839
effort/china.csv,18,none,log,none,rf,nsga-iii,"['sa', 'sd']",0.21400690078735352,"{'la__n_estimators': 124, 'la__min_samples_leaf': 5, 'la__min_impurity_decrease': 0.10051271305615289, 'la__max_depth': 7}",0.4459737720296418,0.4711526509980731
effort/china.csv,18,none,log,none,rf,nsga-iii,"['sa', 'sd']",0.27699947357177734,"{'la__n_estimators': 124, 'la__min_samples_leaf': 5, 'la__min_impurity_decrease': 0.10051271305615289, 'la__max_depth': 7}",0.4665065729036019,0.4746501498117217
effort/china.csv,18,none,log,none,rf,moead,"['sa', 'sd']",0.47999024391174316,"{'la__n_estimators': 33, 'la__min_samples_leaf': 2, 'la__min_impurity_decrease': 0.23201360491731568, 'la__max_depth': 12}",0.4641773392185704,0.46350158351874066
effort/china.csv,18,none,log,none,rf,moead,"['sa', 'sd']",0.47499680519104004,"{'la__n_estimators': 33, 'la__min_samples_leaf': 2, 'la__min_impurity_decrease': 0.23201360491731568, 'la__max_depth': 12}",0.465409558977629,0.4754166696947932
effort/china.csv,19,none,log,none,rf,random search,"['sa', 'sd']",0.1869962215423584,"{'la__n_estimators': 13, 'la__min_samples_leaf': 15, 'la__min_impurity_decrease': 0.16223170245706936, 'la__max_depth': 9}",0.4545978651617849,0.3793601794238087
effort/china.csv,19,none,log,none,rf,random search,"['sa', 'sd']",2.1069958209991455,"{'la__n_estimators': 13, 'la__min_samples_leaf': 15, 'la__min_impurity_decrease': 0.16223170245706936, 'la__max_depth': 9}",0.4312080066906626,0.4195773663126673
effort/china.csv,19,none,log,none,rf,random search,"['sa', 'sd']",1.872999668121338,"{'la__n_estimators': 13, 'la__min_samples_leaf': 15, 'la__min_impurity_decrease': 0.16223170245706936, 'la__max_depth': 9}",0.4439066620136799,0.3967977020102816
effort/china.csv,19,none,log,none,rf,random search,"['sa', 'sd']",0.9819991588592529,"{'la__n_estimators': 13, 'la__min_samples_leaf': 15, 'la__min_impurity_decrease': 0.16223170245706936, 'la__max_depth': 9}",0.44831392966400124,0.39546020728245157
effort/china.csv,19,none,log,none,rf,random search,"['sa', 'sd']",1.7070019245147705,"{'la__n_estimators': 13, 'la__min_samples_leaf': 15, 'la__min_impurity_decrease': 0.16223170245706936, 'la__max_depth': 9}",0.443587785779563,0.39872663584797924
effort/china.csv,19,none,log,none,rf,random search,"['sa', 'sd']",2.0380020141601562,"{'la__n_estimators': 13, 'la__min_samples_leaf': 15, 'la__min_impurity_decrease': 0.16223170245706936, 'la__max_depth': 9}",0.43270832571318574,0.4148873075493233
effort/china.csv,19,none,log,none,rf,random search,"['sa', 'sd']",1.8089990615844727,"{'la__n_estimators': 13, 'la__min_samples_leaf': 15, 'la__min_impurity_decrease': 0.16223170245706936, 'la__max_depth': 9}",0.45328519095884623,0.3815428043069353
effort/china.csv,19,none,log,none,rf,random search,"['sa', 'sd']",0.2250049114227295,"{'la__n_estimators': 13, 'la__min_samples_leaf': 15, 'la__min_impurity_decrease': 0.16223170245706936, 'la__max_depth': 9}",0.4520581545626328,0.3909574237194513
effort/china.csv,19,none,log,none,rf,random search,"['sa', 'sd']",1.9920389652252197,"{'la__n_estimators': 13, 'la__min_samples_leaf': 15, 'la__min_impurity_decrease': 0.16223170245706936, 'la__max_depth': 9}",0.43624045322794414,0.41025833053925015
effort/china.csv,19,none,log,none,rf,random search,"['sa', 'sd']",2.4589996337890625,"{'la__n_estimators': 13, 'la__min_samples_leaf': 15, 'la__min_impurity_decrease': 0.16223170245706936, 'la__max_depth': 9}",0.4433638083225399,0.4048092444132799
effort/china.csv,19,none,log,none,rf,tpe,"['sa', 'sd']",0.5089991092681885,"{'la__max_depth': 20, 'la__min_impurity_decrease': 0.03162277660168379, 'la__min_samples_leaf': 20, 'la__n_estimators': 20}",0.44678303377036277,0.4066424135300104
effort/china.csv,19,none,log,none,rf,tpe,"['sa', 'sd']",1.946993350982666,"{'la__max_depth': 20, 'la__min_impurity_decrease': 0.03162277660168379, 'la__min_samples_leaf': 20, 'la__n_estimators': 20}",0.42012022452020686,0.4272506315856612
effort/china.csv,19,none,log,none,rf,tpe,"['sa', 'sd']",1.8360002040863037,"{'la__max_depth': 20, 'la__min_impurity_decrease': 0.03162277660168379, 'la__min_samples_leaf': 20, 'la__n_estimators': 20}",0.442176308235978,0.40902008404547063
effort/china.csv,19,none,log,none,rf,tpe,"['sa', 'sd']",0.7139954566955566,"{'la__max_depth': 20, 'la__min_impurity_decrease': 0.03162277660168379, 'la__min_samples_leaf': 20, 'la__n_estimators': 20}",0.43849730564363315,0.4163050506262961
effort/china.csv,19,none,log,none,rf,tpe,"['sa', 'sd']",0.19900059700012207,"{'la__max_depth': 20, 'la__min_impurity_decrease': 0.03162277660168379, 'la__min_samples_leaf': 20, 'la__n_estimators': 20}",0.45378851672472253,0.3926484857701929
effort/china.csv,19,none,log,none,rf,tpe,"['sa', 'sd']",1.1449918746948242,"{'la__max_depth': 20, 'la__min_impurity_decrease': 0.03162277660168379, 'la__min_samples_leaf': 20, 'la__n_estimators': 20}",0.4169493767322387,0.43211604307877094
effort/china.csv,19,none,log,none,rf,tpe,"['sa', 'sd']",0.19500088691711426,"{'la__max_depth': 20, 'la__min_impurity_decrease': 0.03162277660168379, 'la__min_samples_leaf': 20, 'la__n_estimators': 20}",0.456523765260315,0.3724292760574883
effort/china.csv,19,none,log,none,rf,tpe,"['sa', 'sd']",0.3469963073730469,"{'la__max_depth': 20, 'la__min_impurity_decrease': 0.03162277660168379, 'la__min_samples_leaf': 20, 'la__n_estimators': 20}",0.4311284410467259,0.4264345949242971
effort/china.csv,19,none,log,none,rf,tpe,"['sa', 'sd']",0.6669976711273193,"{'la__max_depth': 20, 'la__min_impurity_decrease': 0.03162277660168379, 'la__min_samples_leaf': 20, 'la__n_estimators': 20}",0.45465764750349213,0.3897877898646624
effort/china.csv,19,none,log,none,rf,tpe,"['sa', 'sd']",1.7809984683990479,"{'la__max_depth': 20, 'la__min_impurity_decrease': 0.03162277660168379, 'la__min_samples_leaf': 20, 'la__n_estimators': 20}",0.4334380953457284,0.4185080106682122
effort/china.csv,19,none,log,none,rf,tpe,"['sa', 'sd']",0.21100711822509766,"{'la__max_depth': 20, 'la__min_impurity_decrease': 0.03162277660168379, 'la__min_samples_leaf': 20, 'la__n_estimators': 20}",0.4549169789482603,0.3884418370347557
effort/china.csv,19,none,log,none,rf,tpe,"['sa', 'sd']",0.4329969882965088,"{'la__max_depth': 20, 'la__min_impurity_decrease': 0.03162277660168379, 'la__min_samples_leaf': 20, 'la__n_estimators': 20}",0.4381323904061135,0.417892481731905
effort/china.csv,19,none,log,none,rf,nsga-ii,"['sa', 'sd']",0.5560004711151123,"{'la__n_estimators': 69, 'la__min_samples_leaf': 15, 'la__min_impurity_decrease': 0.3162094602574669, 'la__max_depth': 13}",0.4510972805993931,0.3872203298866562
effort/china.csv,19,none,log,none,rf,nsga-ii,"['sa', 'sd']",0.17998719215393066,"{'la__n_estimators': 69, 'la__min_samples_leaf': 15, 'la__min_impurity_decrease': 0.3162094602574669, 'la__max_depth': 13}",0.44703117349820687,0.39594780560558307
effort/china.csv,19,none,log,none,rf,nsga-ii,"['sa', 'sd']",1.3110015392303467,"{'la__n_estimators': 69, 'la__min_samples_leaf': 15, 'la__min_impurity_decrease': 0.3162094602574669, 'la__max_depth': 13}",0.43908600542199283,0.41009504043488204
effort/china.csv,19,none,log,none,rf,nsga-ii,"['sa', 'sd']",0.7929971218109131,"{'la__n_estimators': 69, 'la__min_samples_leaf': 15, 'la__min_impurity_decrease': 0.3162094602574669, 'la__max_depth': 13}",0.43369250723512565,0.4193521174420124
effort/china.csv,19,none,log,none,rf,nsga-ii,"['sa', 'sd']",0.6029982566833496,"{'la__n_estimators': 69, 'la__min_samples_leaf': 15, 'la__min_impurity_decrease': 0.3162094602574669, 'la__max_depth': 13}",0.4543557003085314,0.38299632284522434
effort/china.csv,19,none,log,none,rf,nsga-ii,"['sa', 'sd']",1.6049973964691162,"{'la__n_estimators': 69, 'la__min_samples_leaf': 15, 'la__min_impurity_decrease': 0.3162094602574669, 'la__max_depth': 13}",0.45216418188393226,0.3861705822019582
effort/china.csv,19,none,log,none,rf,nsga-ii,"['sa', 'sd']",1.7679998874664307,"{'la__n_estimators': 69, 'la__min_samples_leaf': 15, 'la__min_impurity_decrease': 0.3162094602574669, 'la__max_depth': 13}",0.4415723743642019,0.4051520944303035
effort/china.csv,19,none,log,none,rf,nsga-ii,"['sa', 'sd']",1.2219974994659424,"{'la__n_estimators': 69, 'la__min_samples_leaf': 15, 'la__min_impurity_decrease': 0.3162094602574669, 'la__max_depth': 13}",0.42921794608756036,0.4254545690189374
effort/china.csv,19,none,log,none,rf,nsga-ii,"['sa', 'sd']",0.637988805770874,"{'la__n_estimators': 69, 'la__min_samples_leaf': 15, 'la__min_impurity_decrease': 0.3162094602574669, 'la__max_depth': 13}",0.45096746124960135,0.3916034981512964
effort/china.csv,19,none,log,none,rf,nsga-ii,"['sa', 'sd']",1.8536252975463867,"{'la__n_estimators': 69, 'la__min_samples_leaf': 15, 'la__min_impurity_decrease': 0.3162094602574669, 'la__max_depth': 13}",0.4359538064102709,0.4139417700882776
effort/china.csv,19,none,log,none,rf,nsga-ii,"['sa', 'sd']",1.2020249366760254,"{'la__n_estimators': 69, 'la__min_samples_leaf': 15, 'la__min_impurity_decrease': 0.3162094602574669, 'la__max_depth': 13}",0.43576218907604175,0.4156624355077546
effort/china.csv,19,none,log,none,rf,nsga-ii,"['sa', 'sd']",0.7147409915924072,"{'la__n_estimators': 69, 'la__min_samples_leaf': 15, 'la__min_impurity_decrease': 0.3162094602574669, 'la__max_depth': 13}",0.41781788692880395,0.4312715953544428
effort/china.csv,19,none,log,none,rf,nsga-ii,"['sa', 'sd']",1.8388118743896484,"{'la__n_estimators': 69, 'la__min_samples_leaf': 15, 'la__min_impurity_decrease': 0.3162094602574669, 'la__max_depth': 13}",0.4359511360569794,0.41473259749955016
effort/china.csv,19,none,log,none,rf,nsga-ii,"['sa', 'sd']",0.7019948959350586,"{'la__n_estimators': 69, 'la__min_samples_leaf': 15, 'la__min_impurity_decrease': 0.3162094602574669, 'la__max_depth': 13}",0.4529708460517596,0.3840843400970461
effort/china.csv,19,none,log,none,rf,nsga-ii,"['sa', 'sd']",0.7169835567474365,"{'la__n_estimators': 69, 'la__min_samples_leaf': 15, 'la__min_impurity_decrease': 0.3162094602574669, 'la__max_depth': 13}",0.43836318384148837,0.4130770253407693
effort/china.csv,19,none,log,none,rf,nsga-ii,"['sa', 'sd']",0.6509997844696045,"{'la__n_estimators': 69, 'la__min_samples_leaf': 15, 'la__min_impurity_decrease': 0.3162094602574669, 'la__max_depth': 13}",0.4468911999692519,0.3990230742553041
effort/china.csv,19,none,log,none,rf,nsga-ii,"['sa', 'sd']",0.6789934635162354,"{'la__n_estimators': 69, 'la__min_samples_leaf': 15, 'la__min_impurity_decrease': 0.3162094602574669, 'la__max_depth': 13}",0.4418766703074427,0.4043186913772002
effort/china.csv,19,none,log,none,rf,nsga-ii,"['sa', 'sd']",0.584998607635498,"{'la__n_estimators': 69, 'la__min_samples_leaf': 15, 'la__min_impurity_decrease': 0.3162094602574669, 'la__max_depth': 13}",0.4340597968001356,0.4174562173619785
effort/china.csv,19,none,log,none,rf,nsga-ii,"['sa', 'sd']",0.5319952964782715,"{'la__n_estimators': 69, 'la__min_samples_leaf': 15, 'la__min_impurity_decrease': 0.3162094602574669, 'la__max_depth': 13}",0.4432309959339246,0.40331542576627744
effort/china.csv,19,none,log,none,rf,nsga-iii,"['sa', 'sd']",0.4409968852996826,"{'la__n_estimators': 109, 'la__min_samples_leaf': 19, 'la__min_impurity_decrease': 0.20772284143528114, 'la__max_depth': 17}",0.4345934491940514,0.4159751048474133
effort/china.csv,19,none,log,none,rf,nsga-iii,"['sa', 'sd']",0.9459977149963379,"{'la__n_estimators': 109, 'la__min_samples_leaf': 19, 'la__min_impurity_decrease': 0.20772284143528114, 'la__max_depth': 17}",0.45107292754128475,0.391865409568181
effort/china.csv,19,none,log,none,rf,nsga-iii,"['sa', 'sd']",0.46700167655944824,"{'la__n_estimators': 109, 'la__min_samples_leaf': 19, 'la__min_impurity_decrease': 0.20772284143528114, 'la__max_depth': 17}",0.4449765687187641,0.41890023991341785
effort/china.csv,19,none,log,none,rf,nsga-iii,"['sa', 'sd']",0.5910005569458008,"{'la__n_estimators': 109, 'la__min_samples_leaf': 19, 'la__min_impurity_decrease': 0.20772284143528114, 'la__max_depth': 17}",0.408780253432802,0.4313433493961357
effort/china.csv,19,none,log,none,rf,nsga-iii,"['sa', 'sd']",0.9330003261566162,"{'la__n_estimators': 109, 'la__min_samples_leaf': 19, 'la__min_impurity_decrease': 0.20772284143528114, 'la__max_depth': 17}",0.4554289429020072,0.3763921042932935
effort/china.csv,19,none,log,none,rf,nsga-iii,"['sa', 'sd']",1.4379963874816895,"{'la__n_estimators': 109, 'la__min_samples_leaf': 19, 'la__min_impurity_decrease': 0.20772284143528114, 'la__max_depth': 17}",0.45484597223256473,0.38112074423107406
effort/china.csv,19,none,log,none,rf,nsga-iii,"['sa', 'sd']",0.31899547576904297,"{'la__n_estimators': 109, 'la__min_samples_leaf': 19, 'la__min_impurity_decrease': 0.20772284143528114, 'la__max_depth': 17}",0.42483191162743666,0.4245196869319073
effort/china.csv,19,none,log,none,rf,nsga-iii,"['sa', 'sd']",0.7661914825439453,"{'la__n_estimators': 109, 'la__min_samples_leaf': 19, 'la__min_impurity_decrease': 0.20772284143528114, 'la__max_depth': 17}",0.45255663320421513,0.3848706698848381
effort/china.csv,19,none,log,none,rf,nsga-iii,"['sa', 'sd']",0.476947546005249,"{'la__n_estimators': 109, 'la__min_samples_leaf': 19, 'la__min_impurity_decrease': 0.20772284143528114, 'la__max_depth': 17}",0.44626271151692587,0.400991690515081
effort/china.csv,19,none,log,none,rf,nsga-iii,"['sa', 'sd']",1.5330817699432373,"{'la__n_estimators': 109, 'la__min_samples_leaf': 19, 'la__min_impurity_decrease': 0.20772284143528114, 'la__max_depth': 17}",0.45453459319414957,0.3818206760797966
effort/china.csv,19,none,log,none,rf,nsga-iii,"['sa', 'sd']",1.4810924530029297,"{'la__n_estimators': 109, 'la__min_samples_leaf': 19, 'la__min_impurity_decrease': 0.20772284143528114, 'la__max_depth': 17}",0.4532107948484466,0.38462489767162544
effort/china.csv,19,none,log,none,rf,nsga-iii,"['sa', 'sd']",0.8304703235626221,"{'la__n_estimators': 109, 'la__min_samples_leaf': 19, 'la__min_impurity_decrease': 0.20772284143528114, 'la__max_depth': 17}",0.4248422660078453,0.4241623274172028
effort/china.csv,19,none,log,none,rf,nsga-iii,"['sa', 'sd']",0.9729969501495361,"{'la__n_estimators': 109, 'la__min_samples_leaf': 19, 'la__min_impurity_decrease': 0.20772284143528114, 'la__max_depth': 17}",0.4525293410011339,0.3880431259579386
effort/china.csv,19,none,log,none,rf,moead,"['sa', 'sd']",0.31392931938171387,"{'la__n_estimators': 61, 'la__min_samples_leaf': 11, 'la__min_impurity_decrease': 0.2687112593201359, 'la__max_depth': 6}",0.42712609999814716,0.41565684694526084
effort/china.csv,19,none,log,none,rf,moead,"['sa', 'sd']",0.7376770973205566,"{'la__n_estimators': 61, 'la__min_samples_leaf': 11, 'la__min_impurity_decrease': 0.2687112593201359, 'la__max_depth': 6}",0.41859799594615055,0.42753671896815026
effort/china.csv,19,none,log,none,rf,moead,"['sa', 'sd']",0.7019987106323242,"{'la__n_estimators': 61, 'la__min_samples_leaf': 11, 'la__min_impurity_decrease': 0.2687112593201359, 'la__max_depth': 6}",0.4163495475375498,0.4311977108741593
effort/china.csv,19,none,log,none,rf,moead,"['sa', 'sd']",0.61305832862854,"{'la__n_estimators': 61, 'la__min_samples_leaf': 11, 'la__min_impurity_decrease': 0.2687112593201359, 'la__max_depth': 6}",0.4425559258987538,0.40583184880462264
effort/china.csv,19,none,log,none,rf,moead,"['sa', 'sd']",0.5880014896392822,"{'la__n_estimators': 61, 'la__min_samples_leaf': 11, 'la__min_impurity_decrease': 0.2687112593201359, 'la__max_depth': 6}",0.44011453581252163,0.40720617679322946
effort/china.csv,19,none,log,none,rf,moead,"['sa', 'sd']",0.6110415458679199,"{'la__n_estimators': 61, 'la__min_samples_leaf': 11, 'la__min_impurity_decrease': 0.2687112593201359, 'la__max_depth': 6}",0.4407666580272097,0.40649748800098384
effort/china.csv,19,none,log,none,rf,moead,"['sa', 'sd']",0.617478609085083,"{'la__n_estimators': 61, 'la__min_samples_leaf': 11, 'la__min_impurity_decrease': 0.2687112593201359, 'la__max_depth': 6}",0.4442554030115674,0.4043454654195947
effort/china.csv,19,none,log,none,rf,moead,"['sa', 'sd']",0.5942018032073975,"{'la__n_estimators': 61, 'la__min_samples_leaf': 11, 'la__min_impurity_decrease': 0.2687112593201359, 'la__max_depth': 6}",0.43830192334479356,0.4089793106071788
effort/china.csv,19,none,log,none,rf,moead,"['sa', 'sd']",0.6101114749908447,"{'la__n_estimators': 61, 'la__min_samples_leaf': 11, 'la__min_impurity_decrease': 0.2687112593201359, 'la__max_depth': 6}",0.44353374887533503,0.4046820002741215
effort/china.csv,20,none,log,none,rf,random search,"['sa', 'sd']",0.3099963665008545,"{'la__n_estimators': 140, 'la__min_samples_leaf': 10, 'la__min_impurity_decrease': 0.19291773601357923, 'la__max_depth': 11}",0.4881277875592408,0.42343374978876847
effort/china.csv,20,none,log,none,rf,random search,"['sa', 'sd']",0.4759941101074219,"{'la__n_estimators': 140, 'la__min_samples_leaf': 10, 'la__min_impurity_decrease': 0.19291773601357923, 'la__max_depth': 11}",0.4890477827694843,0.41318220378871223
effort/china.csv,20,none,log,none,rf,random search,"['sa', 'sd']",1.979999303817749,"{'la__n_estimators': 140, 'la__min_samples_leaf': 10, 'la__min_impurity_decrease': 0.19291773601357923, 'la__max_depth': 11}",0.4976354938740203,0.41376337635827687
effort/china.csv,20,none,log,none,rf,tpe,"['sa', 'sd']",1.0559978485107422,"{'la__max_depth': 6, 'la__min_impurity_decrease': 0.0001, 'la__min_samples_leaf': 10, 'la__n_estimators': 50}",0.4969554010164227,0.41785572212667754
