MO,Iteration,PT,Duration,obj1,obj2,obj3
pom3a,0,nsga-ii,0.0,8.999062135381177,0.34184359111513773,0.46808510638297873
pom3a,0,nsga-ii,0.0020003318786621094,1.0850770722326386,0.39968597971035646,0.0
pom3a,0,nsga-ii,0.053998470306396484,0.9241945843334182,0.17943967058313204,0.5070603337612323
pom3a,0,nsga-ii,0.0,16.67930343868056,0.23664402889279557,0.5
pom3a,0,nsga-ii,0.00099945068359375,43.26945739555606,0.26908747456146853,0.136986301369863
pom3a,0,nsga-ii,0.0009999275207519531,64.60644919982819,0.1357604143698975,0.0
pom3a,0,nsga-ii,0.0010001659393310547,5.254184200684933,0.19664773822254933,0.5061728395061729
pom3a,0,nsga-iii,0.0010006427764892578,0.0,1.0,0.0
pom3a,0,nsga-iii,0.02200150489807129,23.32903967063158,0.38646794714983546,0.0
pom3a,0,nsga-iii,0.007999897003173828,25.900020413216925,0.1442845835061387,0.0
pom3a,0,nsga-iii,0.02199721336364746,13.94635195962933,0.3404511811291234,0.125
pom3a,0,moead,0.001998424530029297,0.0,1.0,0.0
pom3a,0,moead,0.0010004043579101562,23.022968237396583,0.5609506377809286,0.0
pom3a,0,moead,0.0009996891021728516,49.34744114667227,0.48229220800558614,0.06060606060606055
pom3a,0,moead,0.0010001659393310547,73.86116738751393,0.3574957274673225,0.0
pom3a,0,moead,0.002000093460083008,48.77133651341801,0.5288148217801839,0.3252032520325203
pom3a,0,moead,0.0030019283294677734,51.29771562568178,0.41275798402292585,0.06349206349206349
pom3a,0,moead,0.0040013790130615234,50.345496649202445,0.42971275146126897,0.28787878787878785
pom3a,0,moead,0.0030035972595214844,53.599099271296595,0.5097848020293164,0.04878048780487809
pom3a,0,moead,0.0010001659393310547,14.477325005175143,0.786554167612356,0.0
pom3a,0,moead,0.0009963512420654297,70.97910731703924,0.5441096306366058,0.0
pom3a,0,moead,0.0029997825622558594,55.2206539483109,0.40084168486582283,0.23913043478260865
pom3a,0,moead,0.00099945068359375,18.699878131684564,0.6662957639568868,0.0
pom3a,0,moead,0.0019989013671875,88.07039378148212,0.0,0.0
pom3a,1,random search,0.0010018348693847656,0.0,1.0,0.0
pom3a,1,random search,0.00099945068359375,2.1428338710729435,0.043864567261102105,0.0
pom3a,1,random search,0.005998373031616211,8.662139949155282,0.21483652230484407,0.3728813559322034
pom3a,1,tpe,0.006998777389526367,0.0,1.0,0.0
pom3a,1,tpe,0.0,5.431064270833335,0.5334711477126503,0.0
pom3a,1,tpe,0.004000186920166016,50.105683655067686,0.44008961723813456,0.0
pom3a,1,tpe,0.1660001277923584,97.81094773048652,0.43429672784346895,0.007485029940119792
pom3a,1,tpe,0.0039997100830078125,41.93709578798048,0.3634049130580722,0.032258064516129004
pom3a,1,tpe,0.00500035285949707,60.337299337257704,0.40732559914951205,0.017857142857142905
pom3a,1,tpe,0.003999948501586914,46.76813008806202,0.5251357804540359,0.0
pom3a,1,tpe,0.004001140594482422,77.87136700000005,0.07077913648612655,0.2866242038216561
pom3a,1,tpe,0.0010035037994384766,32.760354666666686,0.30865349485887605,0.4375
pom3a,1,tpe,0.0,12.302723015280355,0.4811533153732026,0.29166666666666663
pom3a,1,tpe,0.2839987277984619,118.97362012500015,0.05966536175392445,0.4921780986762936
pom3a,1,tpe,0.039998531341552734,12.663584194676428,0.32389277843643194,0.4171220400728597
pom3a,1,nsga-ii,0.0059967041015625,0.0,1.0,0.0
pom3a,1,nsga-ii,0.02199721336364746,3.2151117516794336,0.3491285457370882,0.2206896551724138
pom3a,1,nsga-ii,0.0049991607666015625,24.443191518236446,0.6189876516706603,0.0
pom3a,1,nsga-ii,0.026000261306762695,13.261422813080037,0.5049016334094152,0.13548387096774195
pom3a,1,nsga-ii,0.026996612548828125,41.47724072026302,0.39439414848481025,0.184652278177458
pom3a,1,nsga-ii,0.002000570297241211,64.14063083618743,0.44592912006426444,0.09999999999999998
pom3a,1,nsga-ii,0.0469973087310791,2.9954243118985775,0.49930145613135624,0.2951699463327371
pom3a,1,nsga-ii,0.04199981689453125,59.40266929217662,0.4270229754504582,0.17200000000000004
pom3a,1,nsga-ii,0.04599785804748535,23.563712590586636,0.40524942238588224,0.19955654101995568
pom3a,1,nsga-ii,0.02599811553955078,116.8455910889253,0.4264460969920909,0.07947019867549665
pom3a,1,nsga-ii,0.023000001907348633,14.044246282262254,0.4271157571309917,0.17829457364341084
pom3a,1,nsga-ii,0.0010006427764892578,67.52578156559106,0.5269115333354315,0.0
pom3a,1,nsga-ii,0.01999807357788086,118.39422941607091,0.33593769944799956,0.0
pom3a,1,nsga-iii,0.006002664566040039,0.0,1.0,0.0
pom3a,1,nsga-iii,0.007997751235961914,111.27694372167487,0.3315575030064518,0.0
pom3a,1,nsga-iii,0.037999629974365234,120.2536052639709,0.1710986331552421,0.18541666666666667
pom3a,1,nsga-iii,0.033998727798461914,95.13139885937386,0.3797852885941313,0.16831683168316836
pom3a,1,nsga-iii,0.010999679565429688,180.32685814604392,0.22992367892755095,0.017241379310344862
pom3a,1,nsga-iii,0.051999568939208984,111.55028717672545,0.2066333106518483,0.3940298507462686
pom3a,1,nsga-iii,0.025998592376708984,117.27528519809113,0.30760416183142547,0.026431718061673992
pom3a,1,moead,0.006001472473144531,0.0,1.0,0.0
pom3a,1,moead,0.0020008087158203125,1.5961804741759364,0.25165248348449565,0.33333333333333337
pom3a,1,moead,0.001001119613647461,1.1792280331030358,0.4582652159646331,0.0
pom3a,1,moead,0.0,1.2574421373394615,0.3279523685720488,0.5333333333333333
pom3a,1,moead,0.001001119613647461,2.370239431638273,0.26124875578459517,0.1428571428571429
pom3a,1,moead,0.0010006427764892578,2.1917990946500887,0.27473885050344493,0.25
pom3a,1,moead,0.0010004043579101562,8.418881282768915,0.08640951207811254,0.0
pom3a,1,moead,0.0009987354278564453,2.102371913072627,0.2861336548648593,0.11111111111111116
pom3a,1,moead,0.0010025501251220703,2.6214910089515784,0.24587777799086952,0.09523809523809523
pom3a,1,moead,0.0010001659393310547,2.065422509084613,0.3240815413394079,0.27586206896551724
pom3a,1,moead,0.004995822906494141,3.6424165486650373,0.18562716738450435,0.0
pom3a,1,moead,0.02899622917175293,3.499017532156738,0.20291706873319215,0.19786096256684493
pom3a,1,moead,0.03099799156188965,3.3440650327484733,0.1923514677417092,0.30722891566265065
pom3a,1,moead,0.03799843788146973,3.03420819869304,0.1938335699736965,0.2241715399610137
pom3a,1,moead,0.011998891830444336,3.323156938319154,0.2200419471098507,0.1685393258426966
pom3a,1,moead,0.026999235153198242,3.140336158092963,0.21036853821877177,0.18356164383561646
pom3a,1,moead,0.003999233245849609,3.956414805402942,0.12105643453636361,0.0
pom3a,2,random search,0.010998725891113281,0.0,1.0,0.0
pom3a,2,random search,0.06699919700622559,7.572321132384924,0.19820459859974848,0.4742647058823529
pom3a,2,random search,0.013999223709106445,0.6091611968464565,0.29046788776964816,0.0
pom3a,2,tpe,0.0009980201721191406,0.0,1.0,0.0
pom3a,2,tpe,0.001996755599975586,14.051326557375006,0.5588539531590615,0.0
pom3a,2,tpe,0.027003049850463867,115.3857711568472,0.4182607045425226,0.14905149051490518
pom3a,2,tpe,0.010999202728271484,0.002451988115758392,0.4622419320197666,0.05095541401273884
pom3a,2,tpe,0.02899622917175293,53.39683145076926,0.42216898809672,0.0714285714285714
pom3a,2,tpe,0.04399704933166504,50.6395145209412,0.43616012140764915,0.09188034188034189
pom3a,2,tpe,0.00700068473815918,145.5833539285715,0.43958757657403036,0.0
pom3a,2,tpe,0.015998363494873047,23.364084020869594,0.507567154528332,0.0
pom3a,2,tpe,0.38399600982666016,6.980240646040467,0.09819288367783396,0.3782435129740519
pom3a,2,tpe,0.04399895668029785,103.2881137092392,0.24389023607423077,0.18294849023090587
pom3a,2,tpe,0.05099916458129883,84.05331277606639,0.39110720136353805,0.37202380952380953
pom3a,2,tpe,0.0449986457824707,145.0961411625001,0.4607165727573851,0.02921348314606742
pom3a,2,tpe,0.0029985904693603516,2.7497841941172436,0.4180088846622614,0.15533980582524276
pom3a,2,tpe,0.03299903869628906,151.79771488000003,0.3945661212725349,0.0
pom3a,2,tpe,0.11099910736083984,137.51258563058843,0.04324624919564102,0.06206896551724139
pom3a,2,tpe,0.2559986114501953,124.7036704763011,0.07746682416000561,0.1190095846645367
pom3a,2,tpe,0.003999471664428711,101.5171748808511,0.021161329362689885,0.7202380952380952
pom3a,2,tpe,0.03799796104431152,118.9419283080001,0.40940636211183645,0.13970588235294112
pom3a,2,nsga-ii,0.0019996166229248047,0.0,1.0,0.0
pom3a,2,nsga-ii,0.0059986114501953125,29.78467976505038,0.14313736182841597,0.4439252336448598
pom3a,2,nsga-ii,0.0060007572174072266,33.24186890188334,0.18144265391112735,0.14893617021276595
pom3a,2,nsga-ii,0.004002094268798828,73.46453978176216,0.1263466589362151,0.35403726708074534
pom3a,2,nsga-ii,0.0009996891021728516,19.236931987763953,0.17305541503180144,0.475
pom3a,2,nsga-ii,0.0029985904693603516,27.4485998484414,0.19029862307173795,0.28888888888888886
pom3a,2,nsga-ii,0.022998332977294922,85.76478266604285,0.07093503768652876,0.12195121951219512
pom3a,2,nsga-iii,0.0009982585906982422,0.0,1.0,0.0
pom3a,2,nsga-iii,0.0029997825622558594,83.45550972729386,0.31324827023134305,0.2153846153846154
pom3a,2,nsga-iii,0.047998905181884766,0.3477280542933459,0.35983332542606183,0.2588028169014085
pom3a,2,nsga-iii,0.003998756408691406,68.57816888385379,0.3475314455890608,0.3905325443786982
pom3a,2,nsga-iii,0.007999181747436523,68.87641505841778,0.34504063868936086,0.27
pom3a,2,nsga-iii,0.041998863220214844,74.72627254483818,0.3272148610980544,0.2524271844660194
pom3a,2,nsga-iii,0.07199907302856445,27.909387436637168,0.11247448928462023,0.40047393364928907
pom3a,2,nsga-iii,0.07399964332580566,0.251482930749538,0.2717086960781314,0.42535545023696686
pom3a,2,nsga-iii,0.019997835159301758,99.85314076718049,0.2608971365561804,0.10504201680672265
pom3a,2,nsga-iii,0.012000322341918945,78.43763492215062,0.3634864552077376,0.0
pom3a,2,nsga-iii,0.0019991397857666016,75.64109832630108,0.5373277258061562,0.0
pom3a,2,moead,0.0009989738464355469,0.0,1.0,0.0
pom3a,2,moead,0.0010006427764892578,37.45295017911714,0.35942145621488886,0.44999999999999996
pom3a,2,moead,0.0,44.7732045319273,0.3430553044080915,0.30000000000000004
pom3a,2,moead,0.002001523971557617,34.130707690897935,0.36627269918463634,0.28
pom3a,2,moead,0.0009999275207519531,67.59087102637547,0.02024979288353268,0.0
pom3a,2,moead,0.0,32.58845567343103,0.4591207710078614,0.0
pom3a,2,moead,0.0,18.775241951770962,0.5264833893045019,0.0
pom3a,2,moead,0.0019991397857666016,44.92131377966301,0.19617299422186796,0.03703703703703709
pom3a,2,moead,0.0,48.68152020352043,0.43060454586817,0.0
pom3a,2,moead,0.0009992122650146484,26.419447603563427,0.5041344121389675,0.34782608695652173
pom3a,2,moead,0.0009987354278564453,35.882504819433706,0.31458937856760427,0.5428571428571429
pom3a,2,moead,0.001998424530029297,30.68578606492567,0.4107758466386051,0.3513513513513513
pom3a,2,moead,0.0,35.77833096421661,0.4139888137116219,0.26315789473684215
pom3a,2,moead,0.0009996891021728516,38.56587964174995,0.2796452875464662,0.32258064516129037
pom3a,2,moead,0.0010013580322265625,50.96137101194977,0.19608297612967873,0.0
pom3a,2,moead,0.0,48.81562907460451,0.10161329370193173,0.09999999999999998
pom3a,2,moead,0.0009992122650146484,50.223772220987335,0.22505707585320167,0.0
pom3a,3,random search,0.0,0.0,1.0,0.0
pom3a,3,random search,0.00099945068359375,178.17322199295413,0.4367938954453445,0.0
pom3a,3,tpe,0.019997358322143555,0.0,1.0,0.0
pom3a,3,tpe,0.0019991397857666016,83.58868086153849,0.3381372460521095,0.0
pom3a,3,tpe,0.022998571395874023,7.857595195868591,0.4652214495644913,0.0
pom3a,3,tpe,0.0009996891021728516,9.443551449600012,0.0930385812847967,0.6
pom3a,3,tpe,0.010000228881835938,70.9293860070423,0.1195596601758363,0.49823321554770317
pom3a,3,tpe,0.0019996166229248047,28.74318290544044,0.3828408353529261,0.024390243902439046
pom3a,3,tpe,0.004000425338745117,62.55521406732676,0.3697458316233827,0.06481481481481477
pom3a,3,tpe,0.0009984970092773438,94.82765143703708,0.3255014405429324,0.0
pom3a,3,tpe,0.14499568939208984,92.75003127502642,0.30351019663485623,0.10217596972563858
pom3a,3,tpe,0.3449995517730713,81.7633259016394,0.3236794902164759,0.3348909657320872
pom3a,3,tpe,0.40199780464172363,0.0024341621994467487,0.46534146265959364,0.16021724372029866
pom3a,3,tpe,0.4549999237060547,3.453876320672091,0.3623403017769484,0.5323819978046103
pom3a,3,tpe,0.0339963436126709,3.7435338245435505,0.4451610094748324,0.11868686868686873
pom3a,3,tpe,0.011001110076904297,15.179319337500004,0.432405823206403,0.0
pom3a,3,tpe,0.003997802734375,98.89171150000004,0.16532852241185048,0.30409356725146197
pom3a,3,tpe,0.002995729446411133,106.8127071726028,0.203384682472333,0.07594936708860756
pom3a,3,tpe,0.0039958953857421875,126.46262333608252,0.26191815413501185,0.24806201550387597
pom3a,3,tpe,0.0019996166229248047,127.50398167200008,0.08457731939956326,0.0
pom3a,3,nsga-ii,0.0,0.0,1.0,0.0
pom3a,3,nsga-ii,0.00899958610534668,95.23945605814772,0.2809777737098257,0.1578947368421053
pom3a,3,nsga-ii,0.009999275207519531,147.0034757476272,0.29137719040440246,0.3076923076923077
pom3a,3,nsga-ii,0.011999845504760742,170.69362838521465,0.20181210518709913,0.010309278350515427
pom3a,3,nsga-ii,0.047998905181884766,0.0044804356207773744,0.17635026030245593,0.49387254901960786
pom3a,3,nsga-ii,0.0469973087310791,0.011268802525252423,0.16913584952586758,0.41470180305131765
pom3a,3,nsga-ii,0.0,63.756109358699696,0.2631349446998942,0.4
pom3a,3,nsga-iii,0.0,0.0,1.0,0.0
pom3a,3,nsga-iii,0.0,0.5176461277486442,0.21492909992782272,0.0
pom3a,3,nsga-iii,0.013000249862670898,14.297029403073045,0.1458985473245873,0.0
pom3a,3,moead,0.001001119613647461,0.0,1.0,0.0
pom3a,3,moead,0.000997781753540039,4.5198261661730195,0.22654010122201818,0.0
pom3a,4,random search,0.0020012855529785156,0.0,1.0,0.0
pom3a,4,random search,0.0060007572174072266,2.584368433134562,0.4616865243834486,0.12727272727272732
pom3a,4,random search,0.004999637603759766,78.72989553763297,0.1918329270928868,0.0
pom3a,4,random search,0.0,1.0611518914038196,0.17642801336768565,0.3846153846153846
pom3a,4,tpe,0.0010001659393310547,0.0,1.0,0.0
pom3a,4,tpe,0.009000778198242188,114.35727150000007,0.13576965235149863,0.3553719008264463
pom3a,4,tpe,0.0020017623901367188,164.6354254422859,0.04442122460042586,0.0
pom3a,4,tpe,0.0059967041015625,132.43341454214882,0.11192409726630692,0.38265306122448983
pom3a,4,tpe,0.006001472473144531,124.28228645581402,0.11996765582927149,0.3384615384615385
pom3a,4,tpe,0.003998994827270508,8.404661984126987,0.44827343751863047,0.0
pom3a,4,tpe,0.11499929428100586,133.62008562019528,0.1893003184865958,0.0494505494505495
pom3a,4,tpe,0.47699952125549316,16.447597613114787,0.4022593940280417,0.3572503763171099
pom3a,4,tpe,0.0,31.68963000000002,0.09128611857325741,0.625
pom3a,4,tpe,0.14299821853637695,89.20009508751778,0.43119804067516554,0.034136546184738936
pom3a,4,tpe,0.021999597549438477,174.4626280563381,0.039411851768067274,0.0273972602739726
pom3a,4,tpe,0.0029993057250976562,33.542852926153856,0.22322241757842787,0.044117647058823484
pom3a,4,nsga-ii,0.0059986114501953125,0.0,1.0,0.0
pom3a,4,nsga-ii,0.020999908447265625,117.54240597717013,0.42318303694560344,0.1875
pom3a,4,nsga-ii,0.004999637603759766,143.81752839292957,0.5934165632835704,0.0
pom3a,4,nsga-ii,0.0039980411529541016,177.22728213757082,0.44432728519641207,0.0
pom3a,4,nsga-ii,0.006002187728881836,154.99263079579288,0.45182147437650355,0.0
pom3a,4,nsga-ii,0.004997968673706055,104.56876699488606,0.12892160863379576,0.3448275862068966
pom3a,4,nsga-ii,0.02399921417236328,143.00779479025746,0.4694633666205934,0.08771929824561409
pom3a,4,nsga-ii,0.005999088287353516,149.06829852245974,0.4776098093789166,0.0
pom3a,4,nsga-iii,0.0020012855529785156,0.0,1.0,0.0
pom3a,4,moead,0.0009996891021728516,0.0,1.0,0.0
pom3a,4,moead,0.04399919509887695,44.20655239173007,0.15753041130536405,0.2694915254237288
pom3a,4,moead,0.003999471664428711,43.10151522172289,0.15784521749725866,0.1585365853658537
pom3a,4,moead,0.002995729446411133,35.01239875003395,0.17158914577440088,0.1166666666666667
pom3a,4,moead,0.0029997825622558594,38.09197675257904,0.17203132790150955,0.17647058823529416
pom3a,4,moead,0.004000425338745117,33.77272397064961,0.18439561862731735,0.3076923076923077
pom3a,4,moead,0.0019996166229248047,37.455144943093195,0.19456484719618528,0.0625
pom3a,4,moead,0.0009999275207519531,56.53651286435415,0.28316215094226194,0.0
pom3a,4,moead,0.004995107650756836,63.59065518450036,0.27479848930289963,0.0
pom3a,4,moead,0.005997419357299805,83.08008897820957,0.09928393373228361,0.0
pom3a,4,moead,0.006000041961669922,86.11234556234426,0.06169441511800133,0.0
pom3a,4,moead,0.008998870849609375,66.22059744557727,0.1428086317564229,0.2068965517241379
pom3a,4,moead,0.00799870491027832,79.6014121173865,0.12057883676767256,0.22580645161290325
pom3a,4,moead,0.0049991607666015625,78.79037276518582,0.1131421619372126,0.2592592592592593
pom3a,5,random search,0.0009992122650146484,0.0,1.0,0.0
pom3a,5,random search,0.0030007362365722656,17.289727080779397,0.10679955636563965,0.0892857142857143
pom3a,5,random search,0.003999471664428711,0.25278123467182995,0.13597542961052034,0.0
pom3a,5,random search,0.0,4.450085841934556,0.1289184142789277,0.4
pom3a,5,tpe,0.014999151229858398,0.0,1.0,0.0
pom3a,5,tpe,0.0009984970092773438,15.729202635922308,0.4527714059411593,0.46153846153846156
pom3a,5,tpe,0.003997802734375,4.8704998031021995,0.4734684967390794,0.3205128205128205
pom3a,5,tpe,0.0,56.11472640000002,0.7224233531824876,0.0
pom3a,5,tpe,0.0,15.109337500000004,0.37214871042546493,0.5714285714285714
pom3a,5,tpe,0.14700055122375488,101.89160966463419,0.45713205747555763,0.0075642965204235635
pom3a,5,tpe,0.00299835205078125,17.53608414634147,0.3805715378486595,0.26126126126126126
pom3a,5,tpe,0.0029997825622558594,16.306019916666678,0.5308758400576483,0.07272727272727275
pom3a,5,tpe,0.05300021171569824,136.0447482157677,0.442804474643943,0.0
pom3a,5,tpe,0.41899824142456055,1.5381903715162255,0.5043587278414279,0.21744791666666663
pom3a,5,tpe,0.0010001659393310547,62.845704727272754,0.12263516274225728,0.7317073170731707
pom3a,5,tpe,0.0009987354278564453,52.33339920000002,0.1667643832166753,0.2558139534883721
pom3a,5,tpe,0.0009992122650146484,37.30083514838712,0.23695643907569952,0.13888888888888884
pom3a,5,tpe,0.20699834823608398,185.66967504424792,0.4210658334308002,0.06611570247933884
pom3a,5,tpe,0.03799867630004883,189.84559404255324,0.37361117480788775,0.0
pom3a,5,tpe,0.07699871063232422,133.86474095864034,0.42201606549775506,0.008426966292134797
pom3a,5,tpe,0.2259969711303711,80.02209335551565,0.07225409796011628,0.16096579476861173
pom3a,5,nsga-ii,0.0020003318786621094,0.0,1.0,0.0
pom3a,5,nsga-ii,0.007997989654541016,0.029252902533457966,0.1614360033350115,0.0
pom3a,5,nsga-iii,0.004999399185180664,0.0,1.0,0.0
pom3a,5,nsga-iii,0.003998756408691406,5.362762320606889,0.4742649662697186,0.012987012987012991
pom3a,5,nsga-iii,0.02499842643737793,64.22717234506183,0.2668747461607276,0.03492063492063491
pom3a,5,nsga-iii,0.0009996891021728516,29.827807887675025,0.44177257202719455,0.1470588235294118
pom3a,5,nsga-iii,0.00699925422668457,5.1267458682734794,0.4519706719490588,0.2865168539325843
pom3a,5,nsga-iii,0.0029997825622558594,40.88400177066566,0.4241092011943475,0.20869565217391306
pom3a,5,nsga-iii,0.003999471664428711,47.96081804084502,0.3192073013378083,0.04166666666666663
pom3a,5,moead,0.0,0.0,1.0,0.0
pom3a,5,moead,0.005997419357299805,25.46303023272212,0.3279585562376933,0.33333333333333337
pom3a,5,moead,0.012998342514038086,19.20642129306864,0.17454165694617962,0.5067567567567568
pom3a,5,moead,0.0069997310638427734,25.251690490496042,0.19679441536259423,0.375
pom3a,5,moead,0.014000177383422852,52.069932366570406,0.370214414257108,0.19999999999999996
pom3a,5,moead,0.006998777389526367,52.867479502560805,0.3525392207070599,0.22619047619047616
pom3a,5,moead,0.013999223709106445,53.60290505419061,0.19611850322222013,0.09375
pom3a,5,moead,0.004997730255126953,71.77983800154313,0.40821825165633274,0.0
pom3a,5,moead,0.008999109268188477,50.51690112714301,0.35580611098327564,0.26027397260273977
pom3a,5,moead,0.003998994827270508,97.12118780096576,0.24836297742466085,0.0
pom3a,5,moead,0.021999359130859375,53.53418373293341,0.36533687544264315,0.2513661202185792
pom3a,5,moead,0.005997896194458008,72.92608487511113,0.3880343463055256,0.0
pom3a,5,moead,0.006998538970947266,29.90310255977103,0.383062298307288,0.04347826086956519
pom3a,5,moead,0.015997648239135742,58.73519452725072,0.28580980524018695,0.22999999999999998
pom3a,5,moead,0.02199840545654297,49.20575253176165,0.317938505323454,0.26428571428571423
pom3a,6,random search,0.0010018348693847656,0.0,1.0,0.0
pom3a,6,random search,0.01699972152709961,59.55359861249777,0.11358674553826187,0.05504587155963303
pom3a,6,tpe,0.0009980201721191406,0.0,1.0,0.0
pom3a,6,tpe,0.04399847984313965,0.010714255545535721,0.4494183968386012,0.258364312267658
pom3a,6,tpe,0.0009987354278564453,10.535813750000006,0.42202167316126926,0.13043478260869568
pom3a,6,tpe,0.20299959182739258,15.684014259365464,0.4649819705611967,0.06382978723404253
pom3a,6,tpe,0.32200145721435547,130.82879100748136,0.378236000839011,0.21526418786692758
pom3a,6,tpe,0.38199853897094727,4.6162009273454633e-05,0.49749666743981635,0.42654424040066774
pom3a,6,tpe,0.0,5.136507000000003,0.09715258042394803,0.4736842105263158
pom3a,6,tpe,0.3230009078979492,119.48158179194263,0.059687246921728554,0.3101736972704715
pom3a,6,tpe,0.46700000762939453,21.346313384301542,0.4157138839765092,0.42366915970083585
pom3a,6,tpe,0.04499626159667969,1.5429395128888899,0.06955013615490058,0.5072992700729927
pom3a,6,tpe,0.36800193786621094,0.1569936640807441,0.4535711923918049,0.1517615176151762
pom3a,6,tpe,0.0,1.3283375000000006,0.8910534023528001,0.0
pom3a,6,tpe,0.03899741172790527,109.42646075807563,0.06857629814744892,0.2528089887640449
pom3a,6,tpe,0.04599785804748535,74.63216311582129,0.29390016853986123,0.33591331269349844
pom3a,6,tpe,0.007996559143066406,11.28667562666667,0.06683650085814696,0.5392491467576792
pom3a,6,tpe,0.040999412536621094,32.50923408903947,0.045042696013678385,0.5888888888888889
pom3a,6,tpe,0.005997180938720703,0.01002777448626088,0.07413356946524507,0.5993031358885017
pom3a,6,tpe,0.0009996891021728516,1.5229075017128915,0.0400971166814551,0.5897435897435898
pom3a,6,tpe,0.0,32.15919588000001,0.6708532333540989,0.0
pom3a,6,nsga-ii,0.0010006427764892578,0.0,1.0,0.0
pom3a,6,nsga-ii,0.0010020732879638672,0.005750337096378681,0.04672084678208932,0.30000000000000004
pom3a,6,nsga-ii,0.0009984970092773438,6.195236479465273e-05,0.049632233862186736,0.26086956521739135
pom3a,6,nsga-ii,0.0009975433349609375,0.2075775232589282,0.08813587283458568,0.5538461538461539
pom3a,6,nsga-ii,0.0010001659393310547,5.643605472413045e-05,0.10068579780515896,0.2857142857142857
pom3a,6,nsga-ii,0.0010006427764892578,8.583721856835595,0.23547001149533742,0.26086956521739135
pom3a,6,nsga-iii,0.008998394012451172,19.067405209738617,0.34059293262307744,0.0
pom3a,6,nsga-iii,0.0009992122650146484,0.0,1.0,0.0
pom3a,6,nsga-iii,0.005001544952392578,0.004272644952189257,0.39384456228295106,0.0
pom3a,6,nsga-iii,0.011998891830444336,1.2366611198625226,0.049254880402801016,0.01941747572815533
pom3a,6,moead,0.007999181747436523,0.0,1.0,0.0
pom3a,7,random search,0.0010004043579101562,0.0,1.0,0.0
pom3a,7,random search,0.004998683929443359,42.53424003345731,0.14163078762794468,0.09090909090909094
pom3a,7,random search,0.009997844696044922,0.36068669989747165,0.3281433772340743,0.0
pom3a,7,random search,0.002000093460083008,1.3930232778863536,0.23887067160594022,0.07317073170731703
pom3a,7,tpe,0.0010035037994384766,0.0,1.0,0.0
pom3a,7,tpe,0.0029997825622558594,68.06160043347381,0.48649677153200555,0.05128205128205132
pom3a,7,tpe,0.0010037422180175781,26.33620869039378,0.06153592983702694,0.375
pom3a,7,tpe,0.40799736976623535,142.18555251633106,0.49792650451499976,0.17358958462492247
pom3a,7,tpe,0.2349991798400879,94.25448718287527,0.25972165343457765,0.40874999999999995
pom3a,7,tpe,0.49699854850769043,138.7603451290398,0.4712403504860355,0.24288724973656484
pom3a,7,tpe,0.4119985103607178,151.19860102979877,0.470433886720372,0.32752992383025026
pom3a,7,tpe,0.0,1.3614224839875024,0.8585512765340988,0.0
pom3a,7,tpe,0.0,7.8302850972748,0.5370418934697334,0.4285714285714286
