DS,PT,mar,sa,sd,sdar
effort/china.csv,nsga-iii,3076.947783683998,0.5027792704034969,0.4144138460269348,3076.947783683998
effort/china.csv,moead,3115.434144097951,0.4965600500754782,0.4090301885294041,3115.434144097951
effort/china.csv,default,3047.809397590361,0.2656972046679819,0.1351967940587358,3047.809397590361
effort/china.csv,random,2712.056751685429,0.3465894371753802,0.2304083639096154,2712.056751685429
effort/china.csv,tpe,2615.646781752862,0.3698173038770612,0.2498118969297434,2615.646781752862
effort/china.csv,nsga-ii,2820.34008013478,0.3205009452798314,0.1479856261261456,2820.34008013478
effort/china.csv,nsga-iii,2825.814274280056,0.3191820583224501,0.187617843378155,2825.814274280056
effort/china.csv,moead,2478.9971094053635,0.4027400438834752,0.2933559261697403,2478.9971094053635
effort/china.csv,default,2620.448554216868,0.3955561117823425,0.4144474891979502,2620.448554216868
effort/china.csv,random,2463.428068896738,0.4317751295241685,0.4006909229288805,2463.428068896738
effort/china.csv,tpe,2443.686985162874,0.4363286924592337,0.3950686987070602,2443.686985162874
effort/china.csv,nsga-ii,2437.08532953504,0.4378514586245685,0.4014174989699478,2437.08532953504
effort/china.csv,nsga-iii,2449.7109884390898,0.4349391700596993,0.4001702664048623,2449.7109884390898
effort/china.csv,moead,2438.167795226708,0.4376017724513821,0.3977340131980375,2438.167795226708
effort/china.csv,default,2271.569730538922,0.4114336055947348,0.4754493961215263,2271.569730538922
effort/china.csv,random,2092.348593602269,0.4578700134011518,0.4029277991887117,2092.348593602269
effort/china.csv,tpe,2092.8029968308992,0.4577522769890639,0.4091116806924403,2092.8029968308992
effort/china.csv,nsga-ii,2108.9362654370407,0.4535721280788937,0.3980928484360233,2108.9362654370407
effort/china.csv,nsga-iii,2097.939629946363,0.4564213692949234,0.4085246847100434,2097.939629946363
effort/china.csv,moead,2093.16696987731,0.4576579711437682,0.3865952228983998,2093.16696987731
effort/china.csv,default,2889.937530120482,0.4386977710410489,0.48997252940361,2889.937530120482
effort/china.csv,random,2738.3375776839216,0.4681424875187663,0.4442645679788206,2738.3375776839216
effort/china.csv,tpe,2717.902660529442,0.4721114883804985,0.4730164529347322,2717.902660529442
effort/china.csv,nsga-ii,2701.5133700882434,0.4752947216372109,0.4624415378721167,2701.5133700882434
effort/china.csv,nsga-iii,2697.080888962627,0.4761556265909326,0.4679791159955085,2697.080888962627
effort/china.csv,moead,2669.4371857508777,0.4815247641822174,0.4709169007786736,2669.4371857508777
effort/china.csv,default,3229.679397590361,0.4285570839057583,0.4434321847504198,3229.679397590361
effort/china.csv,random,2911.5860275787823,0.4848388941328911,0.4250485970814376,2911.5860275787823
effort/china.csv,tpe,2897.7774793049757,0.4872821078768001,0.4253779112502162,2897.7774793049757
effort/china.csv,nsga-ii,2866.7149167157795,0.4927781584632991,0.4291207650531663,2866.7149167157795
effort/china.csv,nsga-iii,2875.8964667680875,0.4911536220650204,0.4232041063454125,2875.8964667680875
effort/china.csv,moead,2888.597330498464,0.4889063963458307,0.4146095155570963,2888.597330498464
effort/china.csv,default,2807.310658682636,0.428677416944399,0.4627967776715784,2807.310658682636
effort/china.csv,random,2502.5383663092653,0.4907023634119339,0.4523133846123778,2502.5383663092653
effort/china.csv,tpe,2670.677120160833,0.4564840388866014,0.4656711969574187,2670.677120160833
effort/china.csv,nsga-ii,2661.5392731068077,0.4583437042450918,0.4611211687107953,2661.5392731068077
effort/china.csv,nsga-iii,2624.042546457093,0.4659747537904588,0.4376868156570385,2624.042546457093
effort/china.csv,moead,2650.320540736708,0.4606268556079347,0.4670537029419646,2650.320540736708
effort/china.csv,default,3047.9829216867465,0.4697790738181144,0.451589483536716,3047.9829216867465
effort/china.csv,random,2869.6973887781887,0.500793263468263,0.3656283149584236,2869.6973887781887
effort/china.csv,tpe,2858.509608368729,0.5027394670537281,0.3854993409540586,2858.509608368729
effort/china.csv,nsga-ii,2830.908831044452,0.5075408422885078,0.3777047988923389,2830.908831044452
effort/china.csv,nsga-iii,2908.41698499343,0.4940576810538862,0.3643533426463035,2908.41698499343
effort/china.csv,moead,2827.8058188959453,0.5080806359873598,0.3852338038255396,2827.8058188959453
effort/china.csv,default,2476.3746084337345,0.387367865013646,0.4682964672793539,2476.3746084337345
effort/china.csv,random,2332.882096242111,0.4228665830989966,0.4747537890487217,2332.882096242111
effort/china.csv,tpe,2326.184035840331,0.4245236211861402,0.473928046736437,2326.184035840331
effort/china.csv,nsga-ii,2326.333859793844,0.4244865561281316,0.4831121218491759,2326.333859793844
effort/china.csv,nsga-iii,2318.397974897182,0.4264498205271003,0.4761451166652751,2318.397974897182
effort/china.csv,moead,2327.531468496939,0.424190278830603,0.4615502884086753,2327.531468496939
effort/china.csv,default,2778.653353293413,0.3282344279431114,0.4034843290362633,2778.653353293413
effort/china.csv,random,2574.398809244257,0.377614884294664,0.4275465249326921,2574.398809244257
effort/china.csv,tpe,2544.956337148299,0.3847328787313818,0.423937943189562,2544.956337148299
effort/china.csv,nsga-ii,2605.246043030856,0.3701572755121697,0.4188592658292005,2605.246043030856
effort/china.csv,nsga-iii,2636.6636218447065,0.3625617804571592,0.4145059019871298,2636.6636218447065
effort/china.csv,moead,2509.7236723796163,0.3932507066840374,0.4278001816040262,2509.7236723796163
effort/china.csv,default,2764.6582228915663,0.477718708591188,0.4606954049100551,2764.6582228915663
effort/china.csv,random,2712.067576596889,0.4876537922248099,0.3697233473985874,2712.067576596889
effort/china.csv,tpe,2691.44834767642,0.4915490431528516,0.3749128422230104,2691.44834767642
effort/china.csv,nsga-ii,2689.312702237455,0.4919524954308287,0.379499278546374,2689.312702237455
effort/china.csv,nsga-iii,2691.6271705585336,0.4915152610943569,0.3758524373805884,2691.6271705585336
effort/china.csv,moead,2654.030007786248,0.498617873114688,0.3914429333087711,2654.030007786248
effort/china.csv,default,2736.7240963855425,0.4813069519569009,0.4830268300963078,2736.7240963855425
effort/china.csv,random,2626.855430924704,0.5021304295765762,0.4479758637279052,2626.855430924704
effort/china.csv,tpe,2661.2387707078315,0.4956137334516117,0.4518323663939163,2661.2387707078315
effort/china.csv,nsga-ii,2637.915493708148,0.5000342088854697,0.4768186215446474,2637.915493708148
effort/china.csv,nsga-iii,2569.153981399708,0.513066621781758,0.4600348176038787,2569.153981399708
effort/china.csv,moead,2636.612528615168,0.5002811606832283,0.4137161361314439,2636.612528615168
effort/china.csv,default,3542.3597604790425,0.4754190087163402,0.4590566880769325,3542.3597604790425
effort/china.csv,random,3624.58924565312,0.4632418082731167,0.3940755962176264,3624.58924565312
effort/china.csv,tpe,3627.564118429807,0.4628012652973444,0.3912649903175902,3627.564118429807
effort/china.csv,nsga-ii,3632.793409515615,0.4620268700108723,0.3836181638455121,3632.793409515615
effort/china.csv,nsga-iii,3649.6262107381926,0.459534134052787,0.384446263922485,3649.6262107381926
effort/china.csv,moead,3602.0878953909623,0.4665739883518977,0.3971189008818674,3602.0878953909623
effort/china.csv,default,2423.6063855421685,0.4102930873899568,0.5388480019755566,2423.6063855421685
effort/china.csv,random,2170.9241323923998,0.4717752126497341,0.518467183953485,2170.9241323923998
effort/china.csv,tpe,2228.855419186143,0.4576794912972657,0.5197005514365118,2228.855419186143
effort/china.csv,nsga-ii,2181.58208992435,0.4691819403806113,0.5310547638368409,2181.58208992435
effort/china.csv,nsga-iii,2185.4832820740894,0.4682327103439827,0.519088412693721,2185.4832820740894
effort/china.csv,moead,2145.45699374588,0.4779718243577409,0.5271105827577147,2145.45699374588
effort/china.csv,default,2306.9312650602405,0.3833995904604077,0.3975833240308565,2306.9312650602405
effort/china.csv,random,2020.2095767358576,0.4600350382183545,0.411561155591637,2020.2095767358576
effort/china.csv,tpe,2049.779516398929,0.4521315357679532,0.4155669390335679,2049.779516398929
effort/china.csv,nsga-ii,2033.7438176180983,0.4564175838983275,0.4069297034860913,2033.7438176180983
effort/china.csv,nsga-iii,2066.566265485432,0.4476447456678998,0.406235254521893,2066.566265485432
effort/china.csv,moead,2017.7300209240325,0.4606977780026747,0.4066594636229547,2017.7300209240325
effort/china.csv,default,3195.577724550898,0.2416176115139885,0.2388794044872479,3195.577724550898
effort/china.csv,random,2817.7656313994216,0.331280909452825,0.3157861247778434,2817.7656313994216
effort/china.csv,tpe,2852.638907488054,0.3230046975455881,0.2932067496371583,2852.638907488054
effort/china.csv,nsga-ii,2844.0138770070607,0.3250516110556826,0.2709325632430331,2844.0138770070607
effort/china.csv,nsga-iii,2858.557597915856,0.3216000593329543,0.30127755493529,2858.557597915856
effort/china.csv,moead,2683.139097837384,0.3632308104963739,0.344139398000168,2683.139097837384
effort/china.csv,default,2634.083674698795,0.5262440856394204,0.4804554913394773,2634.083674698795
effort/china.csv,random,2632.144627058872,0.526592835110238,0.4326750057417688,2632.144627058872
effort/china.csv,tpe,2669.705084792633,0.5198373591288249,0.4272991675225737,2669.705084792633
effort/china.csv,nsga-ii,2679.86195289086,0.518010584839483,0.4179720173741226,2679.86195289086
effort/china.csv,nsga-iii,2697.450640420767,0.514847152780292,0.4149207768958987,2697.450640420767
effort/china.csv,moead,2639.918767941649,0.525194608752562,0.4311618038357169,2639.918767941649
effort/china.csv,default,2773.403614457832,0.4400826970638094,0.4218355174446736,2773.403614457832
effort/china.csv,random,2531.4963673932884,0.4889209017272071,0.3767255354000298,2531.4963673932884
effort/china.csv,tpe,2492.784712714494,0.4967363257668071,0.3960077857547261,2492.784712714494
effort/china.csv,nsga-ii,2566.671854826726,0.4818193879228247,0.380348688770542,2566.671854826726
effort/china.csv,nsga-iii,2584.199897867331,0.4782806838792144,0.3778037694546331,2584.199897867331
effort/china.csv,moead,2553.3161432351453,0.4845157477220865,0.3843563039868615,2553.3161432351453
effort/isbsg10.csv,default,2443.686153846153,0.3702838566444656,0.3698506175318669,2443.686153846153
effort/isbsg10.csv,random,2490.6512027809395,0.3581813820933989,0.2741298023123481,2490.6512027809395
effort/isbsg10.csv,tpe,2678.2292841880344,0.3098441822382563,0.2114855719166812,2678.2292841880344
effort/isbsg10.csv,nsga-ii,2831.2492003506345,0.2704123135791657,0.1094546217481442,2831.2492003506345
effort/isbsg10.csv,nsga-iii,2653.020381647042,0.3163402917576209,0.2148846466537457,2653.020381647042
effort/isbsg10.csv,moead,2833.0010610079576,0.2699608747006136,0.1186061636002727,2833.0010610079576
effort/isbsg10.csv,default,2964.6075,0.2594266978922717,0.4107274460828491,2964.6075
effort/isbsg10.csv,random,2720.316297111491,0.3204518227356149,0.0873022203200883,2720.316297111491
effort/isbsg10.csv,tpe,2670.725,0.332839968774395,0.2141649577701788,2670.725
effort/isbsg10.csv,nsga-ii,2722.1633208161124,0.3199904272746636,0.2141243725489481,2722.1633208161124
effort/isbsg10.csv,nsga-iii,2674.7049024609846,0.3318457698770375,0.1383765305714631,2674.7049024609846
effort/isbsg10.csv,moead,2730.8849206349205,0.3178117294276545,0.0800557723224554,2730.8849206349205
effort/isbsg10.csv,default,1375.5458333333331,-0.0559799123564597,-0.2327998229612062,1375.5458333333331
effort/isbsg10.csv,random,1268.3213734567903,0.0263342301454446,0.2365102625748446,1268.3213734567903
effort/isbsg10.csv,tpe,1408.4125,-0.0812110162172535,-0.0367644180567218,1408.4125
effort/isbsg10.csv,nsga-ii,1728.8571364977615,-0.3272101614031372,-0.3853969933077891,1728.8571364977615
effort/isbsg10.csv,nsga-iii,1374.7241151413486,-0.0553490952049504,0.0393118496980229,1374.7241151413486
effort/isbsg10.csv,moead,1135.988791423002,0.1279233920560392,0.4659521023097732,1135.988791423002
effort/isbsg10.csv,default,1857.2738461538463,-0.6601045104510452,-0.9608427517069404,1857.2738461538463
effort/isbsg10.csv,random,934.1771781491358,0.1649956465938692,0.1642567873918239,934.1771781491358
effort/isbsg10.csv,tpe,963.6554487179486,0.1386468073890722,0.1849777028861903,963.6554487179486
effort/isbsg10.csv,nsga-ii,946.6897027137712,0.1538114593455017,0.2488754553143623,946.6897027137712
effort/isbsg10.csv,nsga-iii,1080.1504406316667,0.0345189955850062,0.0645250722113074,1080.1504406316667
effort/isbsg10.csv,moead,886.1355202216617,0.2079371725191417,0.2662303968235144,886.1355202216617
effort/isbsg10.csv,default,2435.6024999999995,0.4447134484036137,0.344172330578964,2435.6024999999995
effort/isbsg10.csv,random,2981.414956761006,0.3202751145896308,0.2128889080014516,2981.414956761006
effort/isbsg10.csv,tpe,2901.2958333333327,0.3385412609600167,0.1861578516341033,2901.2958333333327
effort/isbsg10.csv,nsga-ii,2946.991299496917,0.3281232728730585,0.1703886126550888,2946.991299496917
effort/isbsg10.csv,nsga-iii,2970.7368379787767,0.3227095905585628,0.2121920074136351,2970.7368379787767
effort/isbsg10.csv,moead,3000.9166666666665,0.3158289714920822,0.1198478973278015,3000.9166666666665
effort/isbsg10.csv,default,2138.058333333334,0.451303126648512,0.3140505011637639,2138.058333333334
effort/isbsg10.csv,random,2763.475305518069,0.2908003322071139,0.1304666443024808,2763.475305518069
effort/isbsg10.csv,tpe,2632.6904166666677,0.324364084175708,0.1673196220204076,2632.6904166666677
effort/isbsg10.csv,nsga-ii,2718.5886574074075,0.3023197388994235,0.1515442822961246,2718.5886574074075
effort/isbsg10.csv,nsga-iii,2655.349406167079,0.3185490339039988,0.1757868644657006,2655.349406167079
effort/isbsg10.csv,moead,2894.333333333334,0.2572178103480231,0.0766726281151106,2894.333333333334
effort/isbsg10.csv,default,2482.3553846153845,0.0731913981725315,0.5081604464683687,2482.3553846153845
effort/isbsg10.csv,random,1692.3160023055086,0.3681593547532941,0.2380116900748365,1692.3160023055086
effort/isbsg10.csv,tpe,2034.591538461539,0.2403678575847015,0.3296343612958204,2034.591538461539
effort/isbsg10.csv,nsga-ii,1693.8202401886613,0.3675977346815103,0.2330156319734024,1693.8202401886613
effort/isbsg10.csv,nsga-iii,1739.1776809172886,0.3506631464735914,0.210071782088304,1739.1776809172886
effort/isbsg10.csv,moead,1759.862669683258,0.342940229104137,0.1999038089601571,1759.862669683258
effort/isbsg10.csv,default,1374.3991666666664,0.3102762192189472,0.6755811399976025,1374.3991666666664
effort/isbsg10.csv,random,1604.5992805607573,0.1947533807728664,0.4481545015212437,1604.5992805607573
effort/isbsg10.csv,tpe,1578.4744058641977,0.2078637986086424,0.4260061707574565,1578.4744058641977
effort/isbsg10.csv,nsga-ii,1416.0325676968532,0.2893830555284029,0.627632091744862,1416.0325676968532
effort/isbsg10.csv,nsga-iii,1608.7243803852773,0.1926832547744874,0.4112167765982342,1608.7243803852773
effort/isbsg10.csv,moead,1662.962664473684,0.1654644996472836,0.411375107273476,1662.962664473684
effort/isbsg10.csv,default,2432.106666666667,0.4786899945520634,0.1482527937850614,2432.106666666667
effort/isbsg10.csv,random,3497.7333991234327,0.2502781879005583,0.0156939629081776,3497.7333991234327
effort/isbsg10.csv,tpe,3495.401388888889,0.2507780427320657,0.0177121729650673,3495.401388888889
effort/isbsg10.csv,nsga-ii,3493.738407494146,0.2511344945488529,0.0177017844693643,3493.738407494146
effort/isbsg10.csv,nsga-iii,3151.515277777778,0.3244883256377509,0.1046119215131897,3151.515277777778
effort/isbsg10.csv,moead,3508.028042328042,0.2480715821711991,0.011515603834444,3508.028042328042
effort/isbsg10.csv,default,2341.7192307692303,0.4017701984472501,0.3441609978687495,2341.7192307692303
effort/isbsg10.csv,random,2568.022590628353,0.343957369188991,0.1451825401588352,2568.022590628353
effort/isbsg10.csv,tpe,2443.786396271997,0.3756955011216812,0.1888761095203286,2443.786396271997
effort/isbsg10.csv,nsga-ii,2468.393938515504,0.3694091090898754,0.1724598138487934,2468.393938515504
effort/isbsg10.csv,nsga-iii,2449.218137598014,0.3743078755289744,0.1946067897831379,2449.218137598014
effort/isbsg10.csv,moead,2479.588157419368,0.366549366015042,0.1830571202458136,2479.588157419368
effort/isbsg10.csv,default,2193.7375,0.2530014897491074,0.5508275960119395,2193.7375
effort/isbsg10.csv,random,2172.3437619663696,0.2602863588092476,0.3182258909211063,2172.3437619663696
effort/isbsg10.csv,tpe,1968.2083333333333,0.3297973468277801,0.2408663272806834,1968.2083333333333
effort/isbsg10.csv,nsga-ii,2589.4872126436785,0.1182431397746702,0.4584553222219843,2589.4872126436785
effort/isbsg10.csv,nsga-iii,2261.568170821064,0.2299041911649999,0.3467533334252349,2261.568170821064
effort/isbsg10.csv,moead,2006.7825985863096,0.3166622663188332,0.2646960944750223,2006.7825985863096
effort/isbsg10.csv,default,1293.3341666666663,0.5191371119327454,0.4768874018713872,1293.3341666666663
effort/isbsg10.csv,random,1946.3017499349469,0.2763631359587498,0.268206950614824,1946.3017499349469
effort/isbsg10.csv,tpe,1919.4316666666664,0.2863534587817321,0.2599674469616573,1919.4316666666664
effort/isbsg10.csv,nsga-ii,1944.3071694053208,0.2771047229195509,0.2613982199517329,1944.3071694053208
effort/isbsg10.csv,nsga-iii,1885.438368055556,0.2989921999256397,0.2422855255753168,1885.438368055556
effort/isbsg10.csv,moead,1947.6560283687943,0.2758596139334827,0.2701302671937844,1947.6560283687943
effort/isbsg10.csv,default,1534.6015384615384,0.0980592187630414,0.2414464874792123,1534.6015384615384
effort/isbsg10.csv,random,1382.371141584309,0.1875305242754213,0.3609517776012391,1382.371141584309
effort/isbsg10.csv,tpe,1433.86012513802,0.1572685879436699,0.3234397885863224,1433.86012513802
effort/isbsg10.csv,nsga-ii,1313.7118696504165,0.2278840595842014,0.3485143446449024,1313.7118696504165
effort/isbsg10.csv,nsga-iii,1317.380671888533,0.225727771926515,0.3065748649982623,1317.380671888533
effort/isbsg10.csv,moead,1336.4455128205125,0.2145226759498835,0.362746698295436,1336.4455128205125
effort/isbsg10.csv,default,2157.731666666666,0.2242483496949059,0.3862528824775418,2157.731666666666
effort/isbsg10.csv,random,1997.9,0.2817113239391609,0.319730979443089,1997.9
effort/isbsg10.csv,tpe,2310.35,0.1693787262940289,0.3531753669854345,2310.35
effort/isbsg10.csv,nsga-ii,1947.6328125,0.2997834754776147,0.3068455442414391,1947.6328125
effort/isbsg10.csv,nsga-iii,1889.3963529856387,0.3207207543219218,0.3058475729409747,1889.3963529856387
effort/isbsg10.csv,moead,1998.9826388888887,0.2813220916181478,0.3206778119388768,1998.9826388888887
effort/isbsg10.csv,default,3370.6341666666663,0.1847239756376963,-0.0170544482132617,3370.6341666666663
effort/isbsg10.csv,random,3182.598687202153,0.2302052739799878,0.0176225300809732,3182.598687202153
effort/isbsg10.csv,tpe,3435.8248046875,0.1689559149217429,-0.0619931966706016,3435.8248046875
effort/isbsg10.csv,nsga-ii,3422.5024581279763,0.1721782728523771,-0.0654911557078056,3422.5024581279763
effort/isbsg10.csv,nsga-iii,3311.9076720969506,0.1989285142052505,-0.0062197104234719,3311.9076720969506
effort/isbsg10.csv,moead,3562.770833333333,0.1382506979134821,-0.0793999434834939,3562.770833333333
effort/isbsg10.csv,default,2560.6769230769232,0.3978918428565863,0.3833307536948211,2560.6769230769232
effort/isbsg10.csv,random,2805.850961538461,0.3402425208561745,0.1757494172556821,2805.850961538461
effort/isbsg10.csv,tpe,2824.0576923076924,0.3359614571217089,0.1785605188473542,2824.0576923076924
effort/isbsg10.csv,nsga-ii,2793.5066508981217,0.3431451166752245,0.1726704043654766,2793.5066508981217
effort/isbsg10.csv,nsga-iii,2792.6715212175736,0.3433414859978825,0.1730454930955099,2792.6715212175736
effort/isbsg10.csv,moead,2798.5498520710057,0.3419592768931953,0.1777492570335346,2798.5498520710057
effort/isbsg10.csv,default,1546.17375,-0.0419545684281463,0.3035030688142215,1546.17375
effort/isbsg10.csv,random,1497.3904306627408,-0.0090798656681579,0.4002017338357751,1497.3904306627408
effort/isbsg10.csv,tpe,1716.537472718254,-0.1567613675868506,0.3289773646661055,1716.537472718254
effort/isbsg10.csv,nsga-ii,1645.2192920833068,-0.108700595552293,0.3785685633571864,1645.2192920833068
effort/isbsg10.csv,nsga-iii,1613.95034812015,-0.0876286953131803,0.3773554304582747,1613.95034812015
effort/isbsg10.csv,moead,1461.2497133027523,0.0152750850995097,0.4874039628953014,1461.2497133027523
effort/isbsg10.csv,default,2009.299166666667,0.3612429024310553,0.3980241461180229,2009.299166666667
effort/isbsg10.csv,random,2758.634515211488,0.1230288622907063,-0.061049088325677,2758.634515211488
effort/isbsg10.csv,tpe,2745.381944444444,0.1272418604240438,-0.052573274339421,2745.381944444444
effort/isbsg10.csv,nsga-ii,2780.834188034188,0.1159715764397731,-0.0543566640316531,2780.834188034188
effort/isbsg10.csv,nsga-iii,2837.38520798589,0.0979939820784326,-0.0650963638073095,2837.38520798589
effort/isbsg10.csv,moead,2801.6251060220525,0.1093621343765717,-0.0569795489858394,2801.6251060220525
