ds,pt,m,val,rank
effort/china.csv,nsga-iii,mar,2636.6636218447065,
effort/china.csv,nsga-iii,mar,2691.6271705585336,
effort/china.csv,nsga-iii,mar,2569.153981399708,
effort/china.csv,nsga-iii,mar,3649.6262107381926,
effort/china.csv,nsga-iii,mar,2185.4832820740894,
effort/china.csv,nsga-iii,mar,2066.566265485432,
effort/china.csv,nsga-iii,mar,2858.557597915856,
effort/china.csv,nsga-iii,mar,2697.450640420767,
effort/china.csv,nsga-iii,mar,2584.199897867331,
effort/china.csv,nsga-iii,sa,0.4728859746960026,
effort/china.csv,nsga-iii,sa,0.4947741281405067,
effort/china.csv,nsga-iii,sa,0.3393448891733368,
effort/china.csv,nsga-iii,sa,0.4959003211402761,
effort/china.csv,nsga-iii,sa,0.4197633857125808,
effort/china.csv,nsga-iii,sa,0.4614759212571733,
effort/china.csv,nsga-iii,sa,0.5292441021922868,
effort/china.csv,nsga-iii,sa,0.4220772692498628,
effort/china.csv,nsga-iii,sa,0.4309282827262225,
effort/china.csv,nsga-iii,sa,0.4068436914718048,
effort/china.csv,nsga-iii,sa,0.5031297447530718,
effort/china.csv,nsga-iii,sa,0.4684219921532036,
effort/china.csv,nsga-iii,sa,0.5027792704034969,
effort/china.csv,nsga-iii,sa,0.3191820583224501,
effort/china.csv,nsga-iii,sa,0.4349391700596993,
effort/china.csv,nsga-iii,sa,0.4564213692949234,
effort/china.csv,nsga-iii,sa,0.4761556265909326,
effort/china.csv,nsga-iii,sa,0.4911536220650204,
effort/china.csv,nsga-iii,sa,0.4659747537904588,
effort/china.csv,nsga-iii,sa,0.4940576810538862,
effort/china.csv,nsga-iii,sa,0.4264498205271003,
effort/china.csv,nsga-iii,sa,0.3625617804571592,
effort/china.csv,nsga-iii,sa,0.4915152610943569,
effort/china.csv,nsga-iii,sa,0.513066621781758,
effort/china.csv,nsga-iii,sa,0.459534134052787,
effort/china.csv,nsga-iii,sa,0.4682327103439827,
effort/china.csv,nsga-iii,sa,0.4476447456678998,
effort/china.csv,nsga-iii,sa,0.3216000593329543,
effort/china.csv,nsga-iii,sa,0.514847152780292,
effort/china.csv,nsga-iii,sa,0.4782806838792144,
effort/china.csv,nsga-iii,sd,0.3598886781421958,
effort/china.csv,nsga-iii,sd,0.4399940183267963,
effort/china.csv,nsga-iii,sd,0.3732837466131956,
effort/china.csv,nsga-iii,sd,0.4096652874780043,
effort/china.csv,nsga-iii,sd,0.4076819801755691,
effort/china.csv,nsga-iii,sd,0.3649898463192039,
effort/china.csv,nsga-iii,sd,0.4152313794730268,
effort/china.csv,nsga-iii,sd,0.3681648201038819,
effort/china.csv,nsga-iii,sd,0.4524956856748147,
effort/china.csv,nsga-iii,sd,0.4083243095914902,
effort/china.csv,nsga-iii,sd,0.4492795657653741,
effort/china.csv,nsga-iii,sd,0.4309426262635136,
effort/china.csv,nsga-iii,sd,0.4144138460269348,
effort/china.csv,nsga-iii,sd,0.187617843378155,
effort/china.csv,nsga-iii,sd,0.4001702664048623,
effort/china.csv,nsga-iii,sd,0.4085246847100434,
effort/china.csv,nsga-iii,sd,0.4679791159955085,
effort/china.csv,nsga-iii,sd,0.4232041063454125,
effort/china.csv,nsga-iii,sd,0.4376868156570385,
effort/china.csv,nsga-iii,sd,0.3643533426463035,
effort/china.csv,nsga-iii,sd,0.4761451166652751,
effort/china.csv,nsga-iii,sd,0.4145059019871298,
effort/china.csv,nsga-iii,sd,0.3758524373805884,
effort/china.csv,nsga-iii,sd,0.4600348176038787,
effort/china.csv,nsga-iii,sd,0.384446263922485,
effort/china.csv,nsga-iii,sd,0.519088412693721,
effort/china.csv,nsga-iii,sd,0.406235254521893,
effort/china.csv,nsga-iii,sd,0.30127755493529,
effort/china.csv,nsga-iii,sd,0.4149207768958987,
effort/china.csv,nsga-iii,sd,0.3778037694546331,
effort/china.csv,nsga-iii,sdar,3167.55002910845,
effort/china.csv,nsga-iii,sdar,2775.289026156484,
effort/china.csv,nsga-iii,sdar,2054.127350512564,
effort/china.csv,nsga-iii,sdar,2056.7703594677823,
effort/china.csv,nsga-iii,sdar,2482.4124769084688,
effort/china.csv,nsga-iii,sdar,3403.9038020850285,
effort/china.csv,nsga-iii,sdar,2484.352378410013,
effort/china.csv,nsga-iii,sdar,2556.2451889549566,
effort/china.csv,nsga-iii,sdar,2846.0901024949303,
effort/china.csv,nsga-iii,sdar,3157.08120487996,
effort/china.csv,nsga-iii,sdar,2626.628007438648,
effort/china.csv,nsga-iii,sdar,2167.675999734018,
effort/china.csv,nsga-iii,sdar,3076.947783683998,
effort/china.csv,nsga-iii,sdar,2825.814274280056,
effort/china.csv,nsga-iii,sdar,2449.7109884390898,
effort/china.csv,nsga-iii,sdar,2097.939629946363,
effort/china.csv,nsga-iii,sdar,2697.080888962627,
effort/china.csv,nsga-iii,sdar,2875.8964667680875,
effort/china.csv,nsga-iii,sdar,2624.042546457093,
effort/china.csv,nsga-iii,sdar,2908.41698499343,
effort/china.csv,nsga-iii,sdar,2318.397974897182,
effort/china.csv,nsga-iii,sdar,2636.6636218447065,
effort/china.csv,nsga-iii,sdar,2691.6271705585336,
effort/china.csv,nsga-iii,sdar,2569.153981399708,
effort/china.csv,nsga-iii,sdar,3649.6262107381926,
effort/china.csv,nsga-iii,sdar,2185.4832820740894,
effort/china.csv,nsga-iii,sdar,2066.566265485432,
effort/china.csv,nsga-iii,sdar,2858.557597915856,
effort/china.csv,nsga-iii,sdar,2697.450640420767,
effort/china.csv,nsga-iii,sdar,2584.199897867331,
effort/china.csv,random,mar,3089.896371467655,
effort/china.csv,random,mar,2824.4359369383046,
effort/china.csv,random,mar,2080.296394569577,
effort/china.csv,random,mar,2096.2489015118804,
effort/china.csv,random,mar,2561.5123144511745,
effort/china.csv,random,mar,3397.3538642030508,
effort/china.csv,random,mar,2504.9178595004123,
effort/china.csv,random,mar,2544.497813101144,
effort/china.csv,random,mar,2838.237073781563,
effort/china.csv,random,mar,3135.5723723559227,
effort/china.csv,random,mar,2641.53669222344,
effort/china.csv,random,mar,2142.477320600204,
effort/china.csv,random,mar,3114.889329192502,
effort/china.csv,random,mar,2712.056751685429,
effort/china.csv,random,mar,2463.428068896738,
effort/china.csv,random,mar,2092.348593602269,
effort/china.csv,random,mar,2738.3375776839216,
effort/china.csv,random,mar,2911.5860275787823,
effort/china.csv,random,mar,2502.5383663092653,
effort/china.csv,random,mar,2869.6973887781887,
effort/china.csv,random,mar,2332.882096242111,
effort/china.csv,random,mar,2574.398809244257,
effort/china.csv,random,mar,2712.067576596889,
effort/china.csv,random,mar,2626.855430924704,
effort/china.csv,random,mar,3624.58924565312,
effort/china.csv,random,mar,2170.9241323924,
effort/china.csv,random,mar,2020.2095767358576,
effort/china.csv,random,mar,2817.7656313994216,
effort/china.csv,random,mar,2632.144627058872,
effort/china.csv,random,mar,2531.4963673932884,
effort/china.csv,random,sa,0.4858083695066503,
effort/china.csv,random,sa,0.485827207436059,
effort/china.csv,random,sa,0.3309283162196688,
effort/china.csv,random,sa,0.4862244133391595,
effort/china.csv,random,sa,0.4012746686466631,
effort/china.csv,random,sa,0.4625121724172542,
effort/china.csv,random,sa,0.5253471825770611,
effort/china.csv,random,sa,0.4247331473173962,
effort/china.csv,random,sa,0.4324984847840558,
effort/china.csv,random,sa,0.4108847974405041,
effort/china.csv,random,sa,0.5003095197370298,
effort/china.csv,random,sa,0.4746014505482624,
effort/china.csv,random,sa,0.4966480896796011,
effort/china.csv,random,sa,0.3465894371753802,
effort/china.csv,random,sa,0.4317751295241685,
effort/china.csv,random,sa,0.4578700134011518,
effort/china.csv,random,sa,0.4681424875187663,
effort/china.csv,random,sa,0.4848388941328911,
effort/china.csv,random,sa,0.4907023634119339,
effort/china.csv,random,sa,0.500793263468263,
effort/china.csv,random,sa,0.4228665830989966,
effort/china.csv,random,sa,0.377614884294664,
effort/china.csv,random,sa,0.4876537922248099,
effort/china.csv,random,sa,0.5021304295765762,
effort/china.csv,random,sa,0.4632418082731167,
effort/china.csv,random,sa,0.4717752126497341,
effort/china.csv,random,sa,0.4600350382183545,
effort/china.csv,random,sa,0.331280909452825,
effort/china.csv,random,sa,0.526592835110238,
effort/china.csv,random,sa,0.4889209017272071,
effort/china.csv,random,sd,0.3622325594361182,
effort/china.csv,random,sd,0.4273022109410177,
effort/china.csv,random,sd,0.3740386084966085,
effort/china.csv,random,sd,0.4108773477751898,
effort/china.csv,random,sd,0.3899291635558879,
effort/china.csv,random,sd,0.3719963600739523,
effort/china.csv,random,sd,0.4136273346714937,
effort/china.csv,random,sd,0.372234041627404,
effort/china.csv,random,sd,0.4322328605746026,
effort/china.csv,random,sd,0.4013470786570032,
effort/china.csv,random,sd,0.4003679682717111,
effort/china.csv,random,sd,0.4457255048937706,
