pt,m,val,rank
random search,Iteration,18.0,
random search,Iteration,19.0,
random search,Iteration,20.0,
random search,MAR-,3105.84688169103,
random search,MAR-,2560.09881632237,
random search,MAR-,950.189367671731,
random search,MAR-,3643.95227820855,
random search,MAR-,2047.65883760994,
random search,MAR-,2175.60543888498,
random search,MAR-,1522.19126574998,
random search,MAR-,2721.36206917608,
random search,MAR-,2024.8389088964,
random search,MAR-,1707.05371712907,
random search,MAR-,2706.45486800437,
random search,MAR-,1263.64507107639,
random search,MAR-,3704.04475004179,
random search,MAR-,1843.46460958899,
random search,MAR-,1783.29589790112,
random search,MAR-,4298.1404541534,
random search,MAR-,1478.29738446483,
random search,MAR-,3004.18727117517,
random search,MAR-,1954.47488859773,
random search,MAR-,1577.25869596927,
random search,MAR-,2847.25665036436,
random search,MMRE-,1.05759375080489,
random search,MMRE-,2.15881240990381,
random search,MMRE-,1.24788331268081,
random search,MMRE-,1.89532083957742,
random search,MMRE-,2.75913223406102,
random search,MMRE-,1.59236462574391,
random search,MMRE-,3.01777414885088,
random search,MMRE-,1.6841477722728,
random search,MMRE-,2.41399331842835,
random search,MMRE-,0.69012959412133,
random search,MMRE-,1.33223635068667,
random search,MMRE-,0.886272490565144,
random search,MMRE-,1.97888795202335,
random search,MMRE-,3.53121019321225,
random search,MMRE-,2.04956739011393,
random search,MMRE-,4.69454001580676,
random search,MMRE-,1.83302600026336,
random search,MMRE-,1.19775979638526,
random search,MMRE-,1.97454245616314,
random search,MMRE-,1.17599549608082,
random search,MMRE-,2.25579169701711,
random search,PRED25+,0.0769230769230769,
random search,PRED25+,0.0833333333333333,
random search,PRED25+,0.166666666666667,
random search,PRED25+,0.153846153846154,
random search,PRED25+,0.0833333333333333,
random search,PRED25+,0.166666666666667,
random search,PRED25+,0.153846153846154,
random search,PRED25+,0.0,
random search,PRED25+,0.0,
random search,PRED25+,0.0769230769230769,
random search,PRED25+,0.0,
random search,PRED25+,0.0833333333333333,
random search,PRED25+,0.153846153846154,
random search,PRED25+,0.0833333333333333,
random search,PRED25+,0.25,
random search,PRED25+,0.0769230769230769,
random search,PRED25+,0.166666666666667,
random search,PRED25+,0.166666666666667,
random search,PRED25+,0.307692307692308,
random search,PRED25+,0.166666666666667,
random search,PRED25+,0.166666666666667,
random search,SA+,0.177884091398389,
random search,SA+,0.207140642903552,
random search,SA+,0.57761278718542,
random search,SA+,0.278944042815005,
random search,SA+,0.246376137055075,
random search,SA+,-1.24083874455995,
random search,SA+,0.347590401635913,
random search,SA+,0.379400777322352,
random search,SA+,0.329881035501016,
random search,SA+,0.510821438657167,
random search,SA+,0.372175647039238,
random search,SA+,0.222857147954695,
random search,SA+,0.195116617604698,
random search,SA+,0.301479083807028,
random search,SA+,0.164645652365061,
random search,SA+,-0.282198096350189,
random search,SA+,0.266469944236384,
random search,SA+,0.290000054079723,
random search,SA+,0.201742319246233,
random search,SA+,0.424874144194496,
random search,SA+,0.376283611589928,
random search,SD+,0.0401712798690688,
random search,SD+,0.459255980969602,
random search,SD+,0.621257704432721,
random search,SD+,0.0107594182126257,
random search,SD+,0.306484199897153,
random search,SD+,0.072720489895396,
random search,SD+,0.452545693991387,
random search,SD+,0.339317405284132,
random search,SD+,0.741456022310463,
random search,SD+,0.385392235399511,
random search,SD+,0.188533429261199,
random search,SD+,0.519713310132837,
random search,SD+,0.261114650470809,
random search,SD+,0.305746266580388,
random search,SD+,0.359425778815718,
random search,SD+,-0.229889081119668,
random search,SD+,0.498379558650209,
random search,SD+,0.117011889066619,
random search,SD+,0.396083607991453,
random search,SD+,0.588668571143672,
random search,SD+,0.130638452770219,
random search,SDAR-,3612.29250672498,
random search,SDAR-,2085.02647630225,
random search,SDAR-,1116.15226811673,
random search,SDAR-,4170.39998405516,
random search,SDAR-,1873.32185804533,
random search,SDAR-,1157.93997382732,
random search,SDAR-,999.456856837914,
random search,SDAR-,3078.39546883866,
random search,SDAR-,944.469966067535,
random search,SDAR-,1751.84803365635,
random search,SDAR-,3892.55825636739,
random search,SDAR-,979.490367056665,
random search,SDAR-,3568.09292518565,
random search,SDAR-,1917.82919007236,
random search,SDAR-,1115.97422312917,
random search,SDAR-,4484.41355090469,
random search,SDAR-,1171.91701568516,
random search,SDAR-,3647.86162030124,
random search,SDAR-,1603.81159857973,
random search,SDAR-,1075.70956457103,
random search,SDAR-,4192.73942675782,
sway,Delta+,0.22807538238862,1.0
sway,Delta+,0.22807538238862,1.0
sway,Delta+,0.257231476041912,1.0
sway,Delta+,0.257231476041912,1.0
sway,Delta+,0.342567727831489,1.0
sway,Delta+,0.342567727831489,1.0
sway,Delta+,0.29206850575455,1.0
sway,Delta+,0.29206850575455,1.0
sway,Delta+,0.251268584211529,1.0
sway,Delta+,0.251268584211529,1.0
sway,Delta+,1.20634240963588,1.0
sway,Delta+,1.20634240963588,1.0
sway,Delta+,0.390362521378177,1.0
sway,Delta+,0.390362521378177,1.0
sway,Delta+,0.344365927501209,1.0
sway,Delta+,0.344365927501209,1.0
sway,Delta+,0.306503013511995,1.0
sway,Delta+,0.306503013511995,1.0
sway,Delta+,0.360110291863391,1.0
sway,Delta+,0.360110291863391,1.0
sway,Delta+,0.326745779823643,1.0
sway,Delta+,0.326745779823643,1.0
sway,Delta+,0.0787410693232552,1.0
sway,Delta+,0.0787410693232552,1.0
sway,Delta+,0.331839684254283,1.0
sway,Delta+,0.331839684254283,1.0
sway,Delta+,0.304293685424492,1.0
sway,Delta+,0.304293685424492,1.0
sway,Delta+,0.231957488382029,1.0
sway,Delta+,0.231957488382029,1.0
sway,Delta+,0.0834382602408067,1.0
sway,Delta+,0.0834382602408067,1.0
sway,Delta+,0.464317670232981,1.0
sway,Delta+,0.464317670232981,1.0
sway,Delta+,0.312638973935476,1.0
sway,Delta+,0.312638973935476,1.0
sway,Delta+,0.219052731376422,1.0
sway,Delta+,0.219052731376422,1.0
sway,Delta+,0.423948972508098,1.0
sway,Delta+,0.423948972508098,1.0
sway,Delta+,0.324593714247087,1.0
sway,Delta+,0.324593714247087,1.0
sway,Duration,67.5960080623627,3.0
sway,Duration,68.6929206848145,3.0
sway,Duration,66.3330073356628,3.0
sway,Duration,63.850291967392,3.0
sway,Duration,63.4381875991821,3.0
sway,Duration,63.3180570602417,3.0
sway,Duration,63.3902318477631,3.0
sway,Duration,64.538449048996,3.0
sway,Duration,63.3266229629517,3.0
sway,Duration,67.2485902309418,3.0
sway,Duration,64.1987376213074,3.0
sway,Duration,63.8945350646973,3.0
sway,Duration,64.0723206996918,3.0
sway,Duration,63.2112863063812,3.0
sway,Duration,64.6384534835815,3.0
sway,Duration,63.7445683479309,3.0
sway,Duration,64.9257807731628,3.0
sway,Duration,66.1503570079803,3.0
sway,Duration,65.3062236309052,3.0
sway,Duration,64.7753484249115,3.0
sway,Duration,64.0591444969177,3.0
sway,Iteration,0.0,
sway,Iteration,1.0,
sway,Iteration,2.0,
sway,Iteration,3.0,
sway,Iteration,4.0,
sway,Iteration,5.0,
sway,Iteration,6.0,
sway,Iteration,7.0,
sway,Iteration,8.0,
sway,Iteration,9.0,
sway,Iteration,10.0,
sway,Iteration,11.0,
sway,Iteration,12.0,
sway,Iteration,13.0,
sway,Iteration,14.0,
sway,Iteration,15.0,
sway,Iteration,16.0,
sway,Iteration,17.0,
sway,Iteration,18.0,
sway,Iteration,19.0,
sway,Iteration,20.0,
sway,MAR-,2928.22697353815,1.0
sway,MAR-,2928.22697353815,1.0
sway,MAR-,2233.7696278057,1.0
sway,MAR-,2233.7696278057,1.0
sway,MAR-,1225.54480141535,1.0
sway,MAR-,1225.54480141535,1.0
sway,MAR-,3822.228877085,1.0
sway,MAR-,3822.228877085,1.0
sway,MAR-,2039.70162146589,1.0
sway,MAR-,2039.70162146589,1.0
sway,MAR-,2487.88077807534,1.0
sway,MAR-,2487.88077807534,1.0
sway,MAR-,1615.38384506081,1.0
sway,MAR-,1615.38384506081,1.0
sway,MAR-,2786.44917396108,1.0
sway,MAR-,2786.44917396108,1.0
sway,MAR-,1907.84764886404,1.0
sway,MAR-,1907.84764886404,1.0
sway,MAR-,2464.35773784108,1.0
sway,MAR-,2464.35773784108,1.0
sway,MAR-,2765.59904782167,1.0
sway,MAR-,2765.59904782167,1.0
sway,MAR-,1786.748159977,1.0
sway,MAR-,1786.748159977,1.0
sway,MAR-,3010.39893177426,1.0
sway,MAR-,3010.39893177426,1.0
sway,MAR-,1799.56896904947,1.0
sway,MAR-,1799.56896904947,1.0
sway,MAR-,1730.35647328307,1.0
sway,MAR-,1730.35647328307,1.0
sway,MAR-,3655.83683447102,1.0
sway,MAR-,3655.83683447102,1.0
sway,MAR-,943.58724666337,1.0
sway,MAR-,943.58724666337,1.0
sway,MAR-,2930.84467338347,1.0
sway,MAR-,2930.84467338347,1.0
sway,MAR-,1870.80034740053,1.0
sway,MAR-,1870.80034740053,1.0
sway,MAR-,1637.66624547138,1.0
sway,MAR-,1637.66624547138,1.0
sway,MAR-,3002.98422845932,1.0
sway,MAR-,3002.98422845932,1.0
sway,MMRE-,0.978364035873133,1.0
sway,MMRE-,0.978364035873133,1.0
sway,MMRE-,1.69193803899328,1.0
sway,MMRE-,1.69193803899328,1.0
sway,MMRE-,2.76484216058549,1.0
sway,MMRE-,2.76484216058549,1.0
sway,MMRE-,2.96166723638011,1.0
sway,MMRE-,2.96166723638011,1.0
sway,MMRE-,2.73400482520315,1.0
sway,MMRE-,2.73400482520315,1.0
sway,MMRE-,1.88295586021246,1.0
sway,MMRE-,1.88295586021246,1.0
sway,MMRE-,3.31071430085619,1.0
sway,MMRE-,3.31071430085619,1.0
sway,MMRE-,2.22764219069468,1.0
sway,MMRE-,2.22764219069468,1.0
sway,MMRE-,1.46007349130577,1.0
sway,MMRE-,1.46007349130577,1.0
sway,MMRE-,1.55930353472381,1.0
sway,MMRE-,1.55930353472381,1.0
sway,MMRE-,1.2408050971399,1.0
sway,MMRE-,1.2408050971399,1.0
sway,MMRE-,1.89684439512863,1.0
sway,MMRE-,1.89684439512863,1.0
sway,MMRE-,1.75105567516205,1.0
sway,MMRE-,1.75105567516205,1.0
sway,MMRE-,3.26710430541243,1.0
sway,MMRE-,3.26710430541243,1.0
sway,MMRE-,2.03476876864399,1.0
sway,MMRE-,2.03476876864399,1.0
sway,MMRE-,3.84548198766899,1.0
sway,MMRE-,3.84548198766899,1.0
sway,MMRE-,1.23572516012023,1.0
sway,MMRE-,1.23572516012023,1.0
sway,MMRE-,0.876461293505849,1.0
sway,MMRE-,0.876461293505849,1.0
sway,MMRE-,1.70347754100624,1.0
sway,MMRE-,1.70347754100624,1.0
sway,MMRE-,1.11723267751149,1.0
sway,MMRE-,1.11723267751149,1.0
sway,MMRE-,2.99929219415643,1.0
sway,MMRE-,2.99929219415643,1.0
sway,PRED25+,0.153846153846154,1.0
sway,PRED25+,0.153846153846154,1.0
sway,PRED25+,0.0833333333333333,1.0
sway,PRED25+,0.0833333333333333,1.0
sway,PRED25+,0.166666666666667,1.0
sway,PRED25+,0.166666666666667,1.0
sway,PRED25+,0.153846153846154,1.0
sway,PRED25+,0.153846153846154,1.0
sway,PRED25+,0.0833333333333333,1.0
sway,PRED25+,0.0833333333333333,1.0
sway,PRED25+,0.0833333333333333,1.0
sway,PRED25+,0.0833333333333333,1.0
sway,PRED25+,0.230769230769231,1.0
sway,PRED25+,0.230769230769231,1.0
sway,PRED25+,0.166666666666667,1.0
sway,PRED25+,0.166666666666667,1.0
sway,PRED25+,0.25,1.0
sway,PRED25+,0.25,1.0
sway,PRED25+,0.153846153846154,1.0
sway,PRED25+,0.153846153846154,1.0
sway,PRED25+,0.166666666666667,1.0
sway,PRED25+,0.166666666666667,1.0
sway,PRED25+,0.25,1.0
sway,PRED25+,0.25,1.0
sway,PRED25+,0.230769230769231,1.0
sway,PRED25+,0.230769230769231,1.0
sway,PRED25+,0.0,1.0
sway,PRED25+,0.0,1.0
sway,PRED25+,0.25,1.0
sway,PRED25+,0.25,1.0
sway,PRED25+,0.0769230769230769,1.0
sway,PRED25+,0.0769230769230769,1.0
sway,PRED25+,0.166666666666667,1.0
sway,PRED25+,0.166666666666667,1.0
sway,PRED25+,0.166666666666667,1.0
sway,PRED25+,0.166666666666667,1.0
sway,PRED25+,0.230769230769231,1.0
sway,PRED25+,0.230769230769231,1.0
sway,PRED25+,0.0,1.0
sway,PRED25+,0.0,1.0
sway,PRED25+,0.0833333333333333,1.0
sway,PRED25+,0.0833333333333333,1.0
sway,SA+,0.224899980377866,1.0
sway,SA+,0.224899980377866,1.0
sway,SA+,0.308204378787314,1.0
sway,SA+,0.308204378787314,1.0
sway,SA+,0.455209171496363,1.0
sway,SA+,0.455209171496363,1.0
sway,SA+,0.243667125382447,1.0
sway,SA+,0.243667125382447,1.0
sway,SA+,0.249304724502662,1.0
sway,SA+,0.249304724502662,1.0
sway,SA+,-1.56247734065896,1.0
sway,SA+,-1.56247734065896,1.0
sway,SA+,0.307648158760975,1.0
sway,SA+,0.307648158760975,1.0
sway,SA+,0.3645578399957,1.0
sway,SA+,0.3645578399957,1.0
sway,SA+,0.368599207936297,1.0
sway,SA+,0.368599207936297,1.0
sway,SA+,0.293806070228058,1.0
sway,SA+,0.293806070228058,1.0
sway,SA+,0.35845579644643,1.0
sway,SA+,0.35845579644643,1.0
sway,SA+,-0.098851720877946,1.0
sway,SA+,-0.098851720877946,1.0
sway,SA+,0.34584481611937,1.0
sway,SA+,0.34584481611937,1.0
sway,SA+,0.318111908156924,1.0
sway,SA+,0.318111908156924,1.0
sway,SA+,0.189444216959995,1.0
sway,SA+,0.189444216959995,1.0
sway,SA+,-0.0905895420881355,1.0
sway,SA+,-0.0905895420881355,1.0
sway,SA+,0.531792714418292,1.0
sway,SA+,0.531792714418292,1.0
sway,SA+,0.307333607472148,1.0
sway,SA+,0.307333607472148,1.0
sway,SA+,0.235917148293096,1.0
sway,SA+,0.235917148293096,1.0
sway,SA+,0.402847355758776,1.0
sway,SA+,0.402847355758776,1.0
sway,SA+,0.342170128152176,1.0
sway,SA+,0.342170128152176,1.0
sway,SD+,0.0635228480609369,2.0
sway,SD+,0.0635228480609369,2.0
sway,SD+,0.443515044006495,2.0
sway,SD+,0.443515044006495,2.0
sway,SD+,0.594118455449732,2.0
sway,SD+,0.594118455449732,2.0
sway,SD+,0.0242878662686322,2.0
sway,SD+,0.0242878662686322,2.0
sway,SD+,0.30401645771452,2.0
sway,SD+,0.30401645771452,2.0
sway,SD+,0.165553209061514,2.0
sway,SD+,0.165553209061514,2.0
sway,SD+,0.447805021323924,2.0
sway,SD+,0.447805021323924,2.0
sway,SD+,0.284444323718612,2.0
sway,SD+,0.284444323718612,2.0
sway,SD+,0.191297851122614,2.0
sway,SD+,0.191297851122614,2.0
sway,SD+,0.0697834944375426,2.0
sway,SD+,0.0697834944375426,2.0
sway,SD+,0.147048155536966,2.0
sway,SD+,0.147048155536966,2.0
sway,SD+,0.281658356044338,2.0
sway,SD+,0.281658356044338,2.0
sway,SD+,0.304279433194464,2.0
sway,SD+,0.304279433194464,2.0
sway,SD+,0.319667980625833,2.0
sway,SD+,0.319667980625833,2.0
sway,SD+,0.352082908216531,2.0
sway,SD+,0.352082908216531,2.0
sway,SD+,0.131238834317815,2.0
sway,SD+,0.131238834317815,2.0
sway,SD+,0.684588880697652,2.0
sway,SD+,0.684588880697652,2.0
sway,SD+,0.0949653894925895,2.0
sway,SD+,0.0949653894925895,2.0
sway,SD+,0.501793067758779,2.0
sway,SD+,0.501793067758779,2.0
sway,SD+,0.604963120761642,2.0
sway,SD+,0.604963120761642,2.0
sway,SD+,0.16344097284289,2.0
sway,SD+,0.16344097284289,2.0
sway,SDAR-,3533.04890174894,1.0
sway,SDAR-,3533.04890174894,1.0
sway,SDAR-,2159.96594178787,1.0
sway,SDAR-,2159.96594178787,1.0
sway,SDAR-,1207.96962381376,1.0
sway,SDAR-,1207.96962381376,1.0
sway,SDAR-,4095.91653709039,1.0
sway,SDAR-,4095.91653709039,1.0
sway,SDAR-,1869.31958789724,1.0
sway,SDAR-,1869.31958789724,1.0
sway,SDAR-,1045.69340154777,1.0
sway,SDAR-,1045.69340154777,1.0
sway,SDAR-,1013.15046433431,1.0
sway,SDAR-,1013.15046433431,1.0
sway,SDAR-,3334.53247737709,1.0
sway,SDAR-,3334.53247737709,1.0
sway,SDAR-,2983.83846523553,1.0
sway,SDAR-,2983.83846523553,1.0
sway,SDAR-,2642.08349024617,1.0
sway,SDAR-,2642.08349024617,1.0
sway,SDAR-,4054.11246426955,1.0
sway,SDAR-,4054.11246426955,1.0
sway,SDAR-,1463.41662346291,1.0
sway,SDAR-,1463.41662346291,1.0
sway,SDAR-,3342.54062493774,1.0
sway,SDAR-,3342.54062493774,1.0
sway,SDAR-,1867.1159053456,1.0
sway,SDAR-,1867.1159053456,1.0
sway,SDAR-,1143.39184927728,1.0
sway,SDAR-,1143.39184927728,1.0
sway,SDAR-,3176.67796614302,1.0
sway,SDAR-,3176.67796614302,1.0
sway,SDAR-,722.564479776764,1.0
sway,SDAR-,722.564479776764,1.0
sway,SDAR-,3765.65250171147,1.0
sway,SDAR-,3765.65250171147,1.0
sway,SDAR-,1315.06963916425,1.0
sway,SDAR-,1315.06963916425,1.0
sway,SDAR-,1031.66497086557,1.0
sway,SDAR-,1031.66497086557,1.0
sway,SDAR-,4040.50413801912,1.0
sway,SDAR-,4040.50413801912,1.0
tpe,Delta+,0.172072899098162,2.0
tpe,Delta+,0.172072899098162,2.0
tpe,Delta+,0.235761829042593,2.0
tpe,Delta+,0.235761829042593,2.0
tpe,Delta+,0.287206418211499,2.0
tpe,Delta+,0.287206418211499,2.0
tpe,Delta+,0.363487100879385,2.0
tpe,Delta+,0.363487100879385,2.0
tpe,Delta+,0.248214584126047,2.0
tpe,Delta+,0.248214584126047,2.0
tpe,Delta+,1.27628544690903,2.0
tpe,Delta+,1.27628544690903,2.0
tpe,Delta+,0.33969329876758,2.0
tpe,Delta+,0.33969329876758,2.0
tpe,Delta+,0.286037304288961,2.0
tpe,Delta+,0.286037304288961,2.0
tpe,Delta+,0.297339828314485,2.0
tpe,Delta+,0.297339828314485,2.0
tpe,Delta+,0.294852686560675,2.0
tpe,Delta+,0.294852686560675,2.0
tpe,Delta+,0.305227918593654,2.0
tpe,Delta+,0.305227918593654,2.0
tpe,Delta+,0.189853098051209,2.0
tpe,Delta+,0.189853098051209,2.0
tpe,Delta+,0.430541562236182,2.0
tpe,Delta+,0.430541562236182,2.0
tpe,Delta+,0.266100581401761,2.0
tpe,Delta+,0.266100581401761,2.0
tpe,Delta+,0.235011776398843,2.0
tpe,Delta+,0.235011776398843,2.0
tpe,Delta+,0.286447731962615,2.0
tpe,Delta+,0.286447731962615,2.0
tpe,Delta+,0.268837729389614,2.0
tpe,Delta+,0.268837729389614,2.0
tpe,Delta+,0.286948777003826,2.0
tpe,Delta+,0.286948777003826,2.0
tpe,Delta+,0.183359628441991,2.0
tpe,Delta+,0.183359628441991,2.0
tpe,Delta+,0.378933652493753,2.0
tpe,Delta+,0.378933652493753,2.0
tpe,Delta+,0.309948155406859,2.0
tpe,Delta+,0.309948155406859,2.0
tpe,Duration,89.8458316326141,6.0
tpe,Duration,91.0918276309967,6.0
tpe,Duration,91.8570766448975,6.0
tpe,Duration,91.2242791652679,6.0
tpe,Duration,91.2472767829895,6.0
tpe,Duration,92.4093463420868,6.0
tpe,Duration,90.6359372138977,6.0
tpe,Duration,90.9142444133759,6.0
tpe,Duration,93.7347416877747,6.0
tpe,Duration,92.1334037780762,6.0
tpe,Duration,92.9786841869354,6.0
tpe,Duration,92.3666315078735,6.0
tpe,Duration,93.1612195968628,6.0
tpe,Duration,92.0444183349609,6.0
tpe,Duration,96.2817053794861,6.0
tpe,Duration,94.0030903816223,6.0
tpe,Duration,96.0233001708984,6.0
tpe,Duration,94.9365985393524,6.0
tpe,Duration,92.8122227191925,6.0
tpe,Duration,93.5066587924957,6.0
tpe,Duration,95.0662686824799,6.0
tpe,Iteration,0.0,
tpe,Iteration,1.0,
tpe,Iteration,2.0,
tpe,Iteration,3.0,
tpe,Iteration,4.0,
tpe,Iteration,5.0,
tpe,Iteration,6.0,
tpe,Iteration,7.0,
tpe,Iteration,8.0,
tpe,Iteration,9.0,
tpe,Iteration,10.0,
tpe,Iteration,11.0,
tpe,Iteration,12.0,
tpe,Iteration,13.0,
tpe,Iteration,14.0,
tpe,Iteration,15.0,
tpe,Iteration,16.0,
tpe,Iteration,17.0,
tpe,Iteration,18.0,
tpe,Iteration,19.0,
tpe,Iteration,20.0,
tpe,MAR-,3131.12596483733,1.0
tpe,MAR-,3131.12596483733,1.0
tpe,MAR-,2327.57465958979,1.0
tpe,MAR-,2327.57465958979,1.0
tpe,MAR-,1400.15579048408,1.0
tpe,MAR-,1400.15579048408,1.0
tpe,MAR-,3520.43654905519,1.0
tpe,MAR-,3520.43654905519,1.0
tpe,MAR-,2049.72202911667,1.0
tpe,MAR-,2049.72202911667,1.0
tpe,MAR-,2575.38709760773,1.0
tpe,MAR-,2575.38709760773,1.0
tpe,MAR-,1710.72682414004,1.0
tpe,MAR-,1710.72682414004,1.0
tpe,MAR-,3048.61508809386,1.0
tpe,MAR-,3048.61508809386,1.0
tpe,MAR-,1928.76113310771,1.0
tpe,MAR-,1928.76113310771,1.0
tpe,MAR-,2652.6310617579,1.0
tpe,MAR-,2652.6310617579,1.0
tpe,MAR-,2858.20098737189,1.0
tpe,MAR-,2858.20098737189,1.0
tpe,MAR-,2014.16408625653,1.0
tpe,MAR-,2014.16408625653,1.0
tpe,MAR-,2542.0301229199,1.0
tpe,MAR-,2542.0301229199,1.0
tpe,MAR-,1911.23017800608,1.0
tpe,MAR-,1911.23017800608,1.0
tpe,MAR-,1722.55132860145,1.0
tpe,MAR-,1722.55132860145,1.0
tpe,MAR-,2310.19232331211,1.0
tpe,MAR-,2310.19232331211,1.0
tpe,MAR-,1398.58012644708,1.0
tpe,MAR-,1398.58012644708,1.0
tpe,MAR-,3042.88173267733,1.0
tpe,MAR-,3042.88173267733,1.0
tpe,MAR-,1965.73738163434,1.0
tpe,MAR-,1965.73738163434,1.0
tpe,MAR-,1755.2827689429,1.0
tpe,MAR-,1755.2827689429,1.0
tpe,MAR-,3068.08333332318,1.0
tpe,MAR-,3068.08333332318,1.0
tpe,MMRE-,1.33823759859798,1.0
tpe,MMRE-,1.33823759859798,2.0
tpe,MMRE-,1.63428371968773,1.0
tpe,MMRE-,1.63428371968773,2.0
tpe,MMRE-,3.44202497233509,1.0
tpe,MMRE-,3.44202497233509,2.0
tpe,MMRE-,1.31558073011345,1.0
tpe,MMRE-,1.31558073011345,2.0
tpe,MMRE-,2.76958339606671,1.0
tpe,MMRE-,2.76958339606671,2.0
tpe,MMRE-,1.94837836934623,1.0
tpe,MMRE-,1.94837836934623,2.0
tpe,MMRE-,3.7902594586207,1.0
tpe,MMRE-,3.7902594586207,2.0
tpe,MMRE-,2.48210700160791,1.0
tpe,MMRE-,2.48210700160791,2.0
tpe,MMRE-,1.84521087774975,1.0
tpe,MMRE-,1.84521087774975,2.0
tpe,MMRE-,2.10460471318908,1.0
tpe,MMRE-,2.10460471318908,2.0
tpe,MMRE-,3.46826319763252,1.0
tpe,MMRE-,3.46826319763252,2.0
tpe,MMRE-,2.25380532670121,1.0
tpe,MMRE-,2.25380532670121,2.0
tpe,MMRE-,1.33336538298765,1.0
tpe,MMRE-,1.33336538298765,2.0
tpe,MMRE-,4.01605770467929,1.0
tpe,MMRE-,4.01605770467929,2.0
tpe,MMRE-,2.03076598314282,1.0
tpe,MMRE-,2.03076598314282,2.0
tpe,MMRE-,2.59522572506059,1.0
tpe,MMRE-,2.59522572506059,2.0
tpe,MMRE-,1.6061441700047,1.0
tpe,MMRE-,1.6061441700047,2.0
tpe,MMRE-,1.17729690496064,1.0
tpe,MMRE-,1.17729690496064,2.0
tpe,MMRE-,1.98125226694437,1.0
tpe,MMRE-,1.98125226694437,2.0
tpe,MMRE-,1.82094801378806,1.0
tpe,MMRE-,1.82094801378806,2.0
tpe,MMRE-,3.52267263902357,1.0
tpe,MMRE-,3.52267263902357,2.0
tpe,PRED25+,0.0769230769230769,1.0
tpe,PRED25+,0.0769230769230769,1.0
tpe,PRED25+,0.166666666666667,1.0
tpe,PRED25+,0.166666666666667,1.0
tpe,PRED25+,0.166666666666667,1.0
tpe,PRED25+,0.166666666666667,1.0
tpe,PRED25+,0.153846153846154,1.0
tpe,PRED25+,0.153846153846154,1.0
tpe,PRED25+,0.0833333333333333,1.0
tpe,PRED25+,0.0833333333333333,1.0
tpe,PRED25+,0.166666666666667,1.0
tpe,PRED25+,0.166666666666667,1.0
tpe,PRED25+,0.230769230769231,1.0
tpe,PRED25+,0.230769230769231,1.0
tpe,PRED25+,0.166666666666667,1.0
tpe,PRED25+,0.166666666666667,1.0
tpe,PRED25+,0.333333333333333,1.0
tpe,PRED25+,0.333333333333333,1.0
tpe,PRED25+,0.0769230769230769,1.0
tpe,PRED25+,0.0769230769230769,1.0
tpe,PRED25+,0.333333333333333,1.0
tpe,PRED25+,0.333333333333333,1.0
tpe,PRED25+,0.0833333333333333,1.0
tpe,PRED25+,0.0833333333333333,1.0
tpe,PRED25+,0.230769230769231,1.0
tpe,PRED25+,0.230769230769231,1.0
tpe,PRED25+,0.166666666666667,1.0
tpe,PRED25+,0.166666666666667,1.0
tpe,PRED25+,0.25,1.0
tpe,PRED25+,0.25,1.0
tpe,PRED25+,0.0769230769230769,1.0
tpe,PRED25+,0.0769230769230769,1.0
tpe,PRED25+,0.0833333333333333,1.0
tpe,PRED25+,0.0833333333333333,1.0
tpe,PRED25+,0.166666666666667,1.0
tpe,PRED25+,0.166666666666667,1.0
tpe,PRED25+,0.307692307692308,1.0
tpe,PRED25+,0.307692307692308,1.0
tpe,PRED25+,0.0833333333333333,1.0
tpe,PRED25+,0.0833333333333333,1.0
tpe,PRED25+,0.25,1.0
tpe,PRED25+,0.25,1.0
tpe,SA+,0.171192732422534,1.0
tpe,SA+,0.171192732422534,1.0
tpe,SA+,0.279153079392711,1.0
tpe,SA+,0.279153079392711,1.0
tpe,SA+,0.377589434306233,1.0
tpe,SA+,0.377589434306233,1.0
tpe,SA+,0.303385019400972,1.0
tpe,SA+,0.303385019400972,1.0
tpe,SA+,0.245616796522004,1.0
tpe,SA+,0.245616796522004,1.0
tpe,SA+,-1.65260744775344,1.0
tpe,SA+,-1.65260744775344,1.0
tpe,SA+,0.266784256774738,1.0
tpe,SA+,0.266784256774738,1.0
tpe,SA+,0.304771615896295,1.0
tpe,SA+,0.304771615896295,1.0
tpe,SA+,0.361677905533494,1.0
tpe,SA+,0.361677905533494,1.0
tpe,SA+,0.239853887699347,1.0
tpe,SA+,0.239853887699347,1.0
tpe,SA+,0.336974650217713,1.0
tpe,SA+,0.336974650217713,1.0
tpe,SA+,-0.238712719503816,1.0
tpe,SA+,-0.238712719503816,1.0
tpe,SA+,0.447620657535676,1.0
tpe,SA+,0.447620657535676,1.0
tpe,SA+,0.27580152716134,1.0
tpe,SA+,0.27580152716134,1.0
tpe,SA+,0.193100402986881,1.0
tpe,SA+,0.193100402986881,1.0
tpe,SA+,0.310835876409941,1.0
tpe,SA+,0.310835876409941,1.0
tpe,SA+,0.306025588001698,1.0
tpe,SA+,0.306025588001698,1.0
tpe,SA+,0.280855129647899,1.0
tpe,SA+,0.280855129647899,1.0
tpe,SA+,0.197142428184261,1.0
tpe,SA+,0.197142428184261,1.0
tpe,SA+,0.359960095798634,1.0
tpe,SA+,0.359960095798634,1.0
tpe,SA+,0.327909601771733,1.0
tpe,SA+,0.327909601771733,1.0
tpe,SD+,0.0331078132646562,1.0
tpe,SD+,0.0331078132646562,2.0
